year,des_DET armes_NOUN,des_DET larmes_NOUN
1881,6.992030535002414e-06,4.668093652071548e-06
1882,6.023123496845528e-06,4.8264854797253065e-06
1883,6.1847372307966e-06,4.597319133381461e-06
1884,6.85652267407022e-06,4.484532666992891e-06
1885,6.3354151897954125e-06,4.253474841675597e-06
1886,6.203069588650578e-06,4.215402796603485e-06
1887,5.893007141821727e-06,3.819420896888914e-06
1888,6.100939529574134e-06,4.315422216905063e-06
1889,6.654201605726939e-06,4.07484506581568e-06
1890,5.881906318450092e-06,3.6698010461577724e-06
1891,5.759745064892741e-06,3.9845249375503045e-06
1892,5.872969069287137e-06,4.110263461143404e-06
1893,6.364723510898784e-06,3.7295370844958597e-06
1894,6.012928835730236e-06,3.990764838590621e-06
1895,5.777268000883851e-06,4.034277509390449e-06
1896,5.999637501474808e-06,3.844273152253663e-06
1897,5.699108413637077e-06,3.5630353067972464e-06
1898,5.188145475898409e-06,3.792229378518641e-06
1899,5.207531827977618e-06,3.889204180040906e-06
1900,5.1983205509031905e-06,3.901595519550938e-06
1901,5.014775606326793e-06,3.5874115269507456e-06
1902,4.178651533237598e-06,3.1636958652825342e-06
1903,5.095107894703688e-06,3.4226596170583434e-06
1904,4.803302612543803e-06,3.197902060492197e-06
1905,4.784539775926078e-06,3.12019498949212e-06
1906,4.805182719280765e-06,3.438372829123182e-06
1907,5.2014717084603035e-06,3.3037625826182193e-06
1908,4.730158757126901e-06,3.5430759908194887e-06
1909,4.375482326679503e-06,3.7263663728026586e-06
1910,4.536649626629696e-06,4.07812137837027e-06
1911,4.867610094549946e-06,3.3784376540779704e-06
1912,4.583769516841585e-06,3.7174430644881795e-06
1913,4.461405424649456e-06,3.6733810730993355e-06
1914,4.861836089276039e-06,3.6838786741100193e-06
1915,6.18372184746363e-06,3.6602827009346584e-06
1916,6.118917532660362e-06,3.5511476426108857e-06
1917,5.3296822102311125e-06,3.806445931786584e-06
1918,5.261909194587133e-06,3.5803034563741676e-06
1919,4.744804414258397e-06,3.5772490605268104e-06
1920,4.4668593091046205e-06,3.3673714767701313e-06
1921,4.077167098159862e-06,3.4554445562662295e-06
1922,4.139759695931389e-06,4.020974813556677e-06
1923,3.973549549840527e-06,3.985226811664688e-06
1924,4.166572963981707e-06,3.652197193559914e-06
1925,4.3200842441137866e-06,4.307986102958239e-06
1926,4.476289070964867e-06,4.07948658676105e-06
1927,4.16646515333241e-06,4.910118718726153e-06
1928,3.688325993067565e-06,3.7877326519719645e-06
1929,4.022800780489888e-06,3.697500858379499e-06
1930,4.164678820473e-06,3.416822167423561e-06
1931,4.032934008080247e-06,2.9767981573058933e-06
1932,4.26654773377777e-06,2.7212528834752447e-06
1933,4.1122325953324435e-06,2.633664081486131e-06
1934,4.249866520922296e-06,3.1116163938804675e-06
1935,3.846606418278498e-06,2.904702483874644e-06
1936,4.3139734344777025e-06,2.8189960232793965e-06
1937,4.064413008819656e-06,2.62272999407287e-06
1938,4.132013913249466e-06,2.7719628405975527e-06
1939,4.147746537341845e-06,2.743752588685311e-06
1940,3.9456783298419396e-06,2.0793419253095635e-06
1941,4.185230565667553e-06,2.8659090389737685e-06
1942,4.184178195032473e-06,3.1525461423598244e-06
1943,4.877435152650378e-06,3.4722692703326175e-06
1944,5.439923988603823e-06,3.399551061988859e-06
1945,6.125953177615884e-06,3.6773148792690336e-06
1946,5.390251452297434e-06,3.577723902026264e-06
1947,4.771924615454282e-06,3.747921851982028e-06
1948,5.707741145499767e-06,3.2767870550287626e-06
1949,5.023363257805613e-06,2.9284134939189244e-06
1950,5.150705671752576e-06,3.010870869957216e-06
1951,4.632379095426131e-06,2.9308194058330628e-06
1952,4.503685893553211e-06,2.8882218430226203e-06
1953,4.280441700643678e-06,2.752712873643759e-06
1954,4.293075193118057e-06,3.0109184194770933e-06
1955,4.519170047956322e-06,2.413978251070148e-06
1956,4.6937183171280594e-06,2.861406557030932e-06
1957,5.3451980264185295e-06,2.7150070707193663e-06
1958,4.863251959363879e-06,2.80015436260328e-06
1959,4.353594924566551e-06,2.7522904701982043e-06
1960,4.872266799793579e-06,3.1164513529802207e-06
1961,4.78589225849646e-06,3.121113053339286e-06
1962,5.292996632988434e-06,2.9800853837969044e-06
1963,5.141805750952244e-06,2.9084307868743053e-06
1964,4.896377696184118e-06,3.088222428004883e-06
1965,4.898573010336804e-06,2.827952087613994e-06
1966,5.058283136349928e-06,3.283563472677997e-06
1967,5.674816414114048e-06,3.3181159437845054e-06
1968,5.506475780236997e-06,3.4157218351538177e-06
1969,6.240375284960464e-06,2.8131648832641076e-06
1970,5.637117340029363e-06,2.769352164477823e-06
1971,5.065432134188086e-06,2.9340249056986067e-06
1972,4.976755512586806e-06,2.8980200141859314e-06
1973,5.204464450514479e-06,2.385563334428298e-06
1974,5.510809998554578e-06,1.9155071697696258e-06
1975,5.038667715950851e-06,1.932193754328182e-06
1976,5.932926484319978e-06,1.9865932898710525e-06
1977,5.1233782940585115e-06,1.834731307326365e-06
1978,5.230690604207666e-06,2.4635633337766194e-06
1979,4.973592339752031e-06,2.4086721595040217e-06
1980,5.023967652562078e-06,2.1523981530435776e-06
1981,5.28183387871195e-06,2.205719113135274e-06
1982,5.3061729659020784e-06,2.1856615717297245e-06
1983,5.323179735228223e-06,2.212886698771399e-06
1984,5.346685796325801e-06,2.222759917458461e-06
1985,5.60830472551288e-06,2.1902647233673633e-06
1986,5.500539685954209e-06,2.3552332777398988e-06
1987,5.1911389036263245e-06,2.2176155027864297e-06
1988,5.1450433673494445e-06,2.1089879282953916e-06
1989,5.706000592908822e-06,2.281412406546224e-06
1990,5.394164503513821e-06,2.3314778445637785e-06
1991,5.46933314637954e-06,2.2847991374419507e-06
1992,5.471925447864123e-06,2.272852043461171e-06
1993,5.476614347799114e-06,2.5042757272331073e-06
1994,5.791869497784319e-06,2.4153889910394355e-06
1995,5.908302568968793e-06,2.460708230955788e-06
1996,5.619409861878921e-06,2.190219277053984e-06
1997,5.772094120004567e-06,2.1145484652151936e-06
1998,5.570605345894819e-06,2.3311383472446323e-06
1999,5.7717072223795185e-06,2.3710202867732733e-06
2000,5.126242086817001e-06,2.4714467770081683e-06
2001,5.595245731626619e-06,2.3325571305576887e-06
2002,6.00227352975935e-06,2.512192310177852e-06
2003,6.368308476112361e-06,2.6909987411727343e-06
2004,5.879955864429576e-06,2.5794458338168624e-06
2005,5.815691849875293e-06,2.641899499167266e-06
2006,5.800871498706783e-06,2.868522216203928e-06
2007,5.336624589347139e-06,3.6333785260467266e-06
2008,5.771811032673213e-06,3.869161218972295e-06
2009,5.393779233031637e-06,4.454922191143851e-06
2010,5.8622270131536425e-06,5.462122089738841e-06
2011,5.1157098965859404e-06,5.937863875260518e-06
2012,5.619059706418739e-06,7.2993984758795705e-06
2013,6.163687558569109e-06,8.333905498147942e-06
2014,6.362511030033602e-06,8.857320381139289e-06
2015,5.932664080887662e-06,9.197014378514723e-06
2016,6.194963887651284e-06,9.839486665441655e-06
2017,5.547426042085135e-06,8.754075906836079e-06
2018,5.661672958012787e-06,1.0176399655392743e-05
2019,5.5101337608221e-06,1.0121043715116684e-05
