year,nos_DET oies_NOUN,nos_DET lois_NOUN
1876,1.209202959984168e-09,3.8011296012996354e-06
1877,1.2988113695655557e-08,3.4672077973141313e-06
1878,4.831270938865373e-09,3.3136478707618267e-06
1879,6.720257905712401e-09,4.017492204688722e-06
1880,1.7328185109022343e-08,4.373120637168881e-06
1881,2.091752326904839e-09,3.710071201368237e-06
1882,3.9932310791357395e-09,3.480766501695598e-06
1883,6.319338829996468e-09,3.288584070393341e-06
1884,8.582206056928499e-09,3.2493552630796785e-06
1885,3.86738152613475e-09,3.193168001125457e-06
1886,1.0970888419947755e-08,2.7156177060394526e-06
1887,1.1752063988623718e-08,3.3741481564319997e-06
1888,8.87686035788704e-09,2.7841639784753625e-06
1889,8.14467782106476e-09,3.311751283874287e-06
1890,9.176141124722648e-09,3.755008119554759e-06
1891,7.649064048820264e-09,3.220893441735484e-06
1892,7.522214851007902e-09,2.8327407672890104e-06
1893,6.158416665513755e-09,3.3452519265786407e-06
1894,3.150769645188234e-09,3.0549862728435073e-06
1895,1.083350631425617e-08,3.569640278477948e-06
1896,2.9485144326102386e-09,2.967385048791016e-06
1897,6.992056267307589e-09,3.2297473362419282e-06
1898,5.658354784721098e-09,3.1137927418711797e-06
1899,4.4220627160029835e-09,2.8732353616334194e-06
1900,4.671947717582725e-09,2.510393247057152e-06
1901,3.912117296778206e-09,2.8782004908300962e-06
1902,6.8743973291596205e-09,2.45956124711455e-06
1903,2.214090244478939e-08,2.704430366762267e-06
1904,3.7622376325430196e-09,2.3530109380942577e-06
1905,1.9094808956232612e-08,2.5101931782067766e-06
1906,8.745113411201544e-09,2.1780478345334586e-06
1907,1.1314255032868203e-08,2.21913695019893e-06
1908,1.964555629285769e-09,2.365325016517872e-06
1909,5.500983391026892e-09,2.19544244117742e-06
1910,4.275320542035388e-09,1.986955175059535e-06
1911,2.128149656499545e-09,1.9860956375072902e-06
1912,1.0418842455450772e-09,2.0170878065606246e-06
1913,3.71209285532359e-09,1.6948354639723107e-06
1914,6.696743715117748e-10,1.8034330682148436e-06
1915,4.712304768617059e-09,1.9673872042602625e-06
1916,0.0,2.344724329361725e-06
1917,7.676497215669542e-09,2.3018525681095525e-06
1918,0.0,2.339774864523747e-06
1919,5.524709134618888e-09,2.4898021502295364e-06
1920,9.086678076641874e-09,2.0929648361089903e-06
1921,4.543648568500203e-09,1.8553231297957495e-06
1922,3.6889677978990676e-09,1.7898871025323615e-06
1923,6.369568872344189e-09,2.0722329971967213e-06
1924,3.867487219366694e-09,1.626923008535286e-06
1925,5.499088961968823e-09,1.5826377732786057e-06
1926,1.1146138456652466e-09,1.4712903242397601e-06
1927,7.804457635707251e-09,1.6790732253468832e-06
1928,9.14083297942625e-09,1.408830848870224e-06
1929,3.342121912552898e-09,1.4081473631577524e-06
1930,4.201441416995522e-09,1.4169361666205305e-06
1931,0.0,1.2488865213100553e-06
1932,2.1919073223131136e-09,1.0806103640792486e-06
1933,2.2941324395731044e-09,1.0816834645765994e-06
1934,2.3963160344919743e-09,1.0663606175853602e-06
1935,1.196828414151696e-09,8.234179711408274e-07
1936,0.0,1.020900927350965e-06
1937,5.036447148221157e-09,9.078196057110688e-07
1938,0.0,1.313376209566286e-06
1939,3.058810094103137e-09,1.06752475925731e-06
1940,0.0,1.0447425227155804e-06
1941,5.9030051957620344e-09,1.0832014543105117e-06
1942,3.034211770724937e-09,1.565653263924105e-06
1943,5.806470415592457e-09,9.783902683579981e-07
1944,0.0,1.0924832434255904e-06
1945,4.357008087652048e-09,1.0304324615795224e-06
1946,0.0,9.98143172559196e-07
1947,1.1920870957027319e-09,8.630710843782197e-07
1948,1.4133454406817236e-08,8.153915764808062e-07
1949,2.945102384188658e-09,7.264586416866337e-07
1950,1.0635361480382244e-09,8.84862071615089e-07
1951,4.264560815592233e-09,1.2591115456928037e-06
1952,2.1089607837865287e-09,8.351484619417704e-07
1953,6.464296431474281e-09,7.854120096517647e-07
1954,4.886268056836229e-09,7.427127668435674e-07
1955,1.8771215692936494e-09,6.335285531733348e-07
1956,3.488456634670456e-09,7.264710764065541e-07
1957,1.7670075402875796e-09,6.113846119371047e-07
1958,8.272243445794913e-10,6.18763813964307e-07
1959,3.8753740216890264e-09,6.200598505756716e-07
1960,6.228750015768725e-09,5.363645938505357e-07
1961,4.86371165564492e-09,7.795834524593204e-07
1962,2.5367825617905737e-09,6.938100183262463e-07
1963,2.5864212993553792e-09,6.647103001355958e-07
1964,1.2167936658258327e-09,6.357746817897691e-07
1965,1.6416130677043839e-09,5.822254225407164e-07
1966,1.6617224263271169e-09,5.965583247391493e-07
1967,1.9721342336964653e-09,6.794002334054028e-07
1968,1.1228539820162808e-08,8.825632065168065e-07
1969,4.995933444718048e-09,1.3993155845160032e-06
1970,2.7592350626548523e-09,8.503042835394936e-07
1971,6.166076982339064e-09,6.191769190699858e-07
1972,4.104117490300041e-09,6.699971817347716e-07
1973,2.205281512956958e-09,6.560712568770555e-07
1974,2.2502286700643026e-09,7.279489775413595e-07
1975,2.2845920710778955e-09,4.929007384468775e-07
1976,3.4281161798155324e-09,5.993489433642196e-07
1977,7.052138428775834e-09,5.565312193311911e-07
1978,2.3762365408686037e-09,5.227720141220971e-07
1979,2.9259866751729646e-09,8.11083505691812e-07
1980,2.8425752862659692e-09,5.309930481978142e-07
1981,5.692994575756671e-09,4.5227677936132693e-07
1982,2.483000915987077e-09,5.475016773281993e-07
1983,1.89459470334441e-09,4.4333519855221937e-07
1984,1.739702604197646e-09,6.065762754303705e-07
1985,2.4062232206745193e-09,5.071115545263183e-07
1986,2.3977942409381114e-09,6.833713634968319e-07
1987,2.4443267410134695e-09,5.860273395441595e-07
1988,4.797243047249822e-09,6.704147170744079e-07
1989,5.488122178931576e-10,7.776668975445489e-07
1990,3.8140557934163155e-09,5.372369900058516e-07
1991,5.861465035561508e-09,5.802850608915833e-07
1992,1.65298330578878e-09,5.515454188920188e-07
1993,2.2156829704300662e-09,6.292539751484583e-07
1994,1.5824779264761446e-09,6.741356446404723e-07
1995,3.795715575183323e-09,5.666461175835025e-07
1996,2.6690460952494277e-09,5.097878061910421e-07
1997,1.438468344439059e-09,5.638795652629369e-07
1998,5.2449422582867555e-09,4.935013793172516e-07
1999,3.1991408688814005e-09,5.858997766949869e-07
2000,2.6508188977203417e-09,5.12933465479648e-07
2001,6.1336963841363e-09,4.968294269325213e-07
2002,4.819343757400674e-09,5.393283690757755e-07
2003,4.583615376141381e-09,4.816962979603545e-07
2004,6.607187019724847e-09,4.973009239961357e-07
2005,5.854874363109275e-09,4.868553289405497e-07
2006,1.2353669753828456e-09,5.09794778835726e-07
2007,1.1983438685803094e-09,4.989104893660112e-07
2008,8.514879357157668e-10,4.6065496395186756e-07
2009,5.245011536203492e-09,4.5679284599309256e-07
2010,2.3618964561933353e-09,4.771030912564811e-07
2011,5.353560705856353e-09,4.841148655287952e-07
2012,7.489356135259584e-09,4.650209208811873e-07
2013,9.761937924679387e-09,4.593689002518886e-07
2014,6.71287994635783e-09,6.084901138514454e-07
2015,5.098123256885856e-09,6.53446428078297e-07
2016,4.55694829093467e-09,8.821837438333091e-07
2017,3.018733624182701e-09,4.965816673418999e-07
2018,4.388493513030056e-09,5.534664855311178e-07
2019,6.377469385920875e-09,6.497365672153421e-07
