year,intérêts_NOUN égaux_ADJ,intérêts_NOUN légaux_ADJ
1856,2.2779632402603056e-08,1.3564236112095784e-07
1857,1.0739319655783675e-08,1.1276286310257788e-07
1858,1.5170396494568195e-08,1.017884611598241e-07
1859,9.675129142294736e-09,1.0744486034219847e-07
1860,1.373155145145688e-09,6.865776214226571e-08
1861,9.903524222920623e-09,6.7909879497563e-08
1862,9.487771457372673e-09,6.641440108978713e-08
1863,2.6471489888990618e-08,1.1387735554535539e-07
1864,2.3973640850272204e-09,6.137251629123597e-08
1865,1.3649848362717876e-08,1.3179163715903996e-07
1866,6.811858188626729e-09,1.4158933270280727e-07
1867,9.7056229719783e-09,1.0676185446811814e-07
1868,1.4819621974027086e-08,8.94117174743414e-08
1869,1.3673853160867111e-08,8.594993405885987e-08
1870,1.6628741050794815e-08,1.066533057425545e-07
1871,1.0621177271019633e-09,1.890569620854876e-07
1872,8.4662747923403e-09,1.3122726727488043e-07
1873,1.7958012854535355e-09,9.338166878647414e-08
1874,5.974609140757536e-10,1.332337770665326e-07
1875,1.0870901512305409e-08,1.0298748520654044e-07
1876,8.464420275799966e-09,9.250402466243202e-08
1877,8.040260901509555e-09,1.422507707182774e-07
1878,1.2078177569208037e-08,1.527889490482437e-07
1879,7.94212251520321e-09,7.942122770554505e-08
1880,4.492492600149944e-09,1.2450621511561621e-07
1881,1.1156012114099667e-08,1.6176217321195452e-07
1882,3.128031167420886e-08,1.2578678521002473e-07
1883,2.8437025179073316e-08,1.9147597640767344e-07
1884,1.4523733327109767e-08,1.4127631686733366e-07
1885,1.0957580620640783e-08,1.2117794767618761e-07
1886,7.098810428374236e-09,1.4326690234156558e-07
1887,9.140494583448344e-09,2.3569417351154698e-07
1888,6.974675947901687e-09,1.6612409892147184e-07
1889,6.891650361495749e-09,1.4848374796372354e-07
1890,7.209825181320184e-09,1.8483370062272186e-07
1891,1.0198752065093686e-08,2.275596612255626e-07
1892,1.5044429702015805e-08,1.9871184053776858e-07
1893,1.1085149687062312e-08,3.362495424319434e-07
1894,1.0082462864602348e-08,2.3189664322131875e-07
1895,1.5648398132839247e-08,1.787528451924203e-07
1896,1.4152869098893461e-08,2.4472670090425197e-07
1897,8.157399200570126e-09,2.0626565921944007e-07
1898,2.093591255913907e-08,1.7088232007189674e-07
1899,1.6029977345510815e-08,1.6803838143175653e-07
1900,9.34389543516545e-09,1.8272507118499703e-07
1901,2.6825947685438223e-08,1.5424919697082373e-07
1902,1.3257766440233354e-08,1.335597161755686e-07
1903,1.7820726228023887e-08,1.7766724669243672e-07
1904,2.741058935384899e-08,1.9939858741935268e-07
1905,3.251278357652154e-08,1.666925144583331e-07
1906,1.5432553013283723e-08,2.1965668128842708e-07
1907,2.9314207949937554e-08,1.9902803916060918e-07
1908,1.1787333775714615e-08,1.6502267374818302e-07
1909,1.265226234892225e-08,1.7823186426735305e-07
1910,9.085056262847502e-09,2.1002512251566685e-07
1911,1.8089272302290738e-08,1.8514902555555324e-07
1912,1.510732161591477e-08,1.6878525010977086e-07
1913,1.6439267724877027e-08,1.4371101997312508e-07
1914,1.339348720819089e-08,2.142958015483032e-07
1915,8.246533234057551e-09,1.507937525957459e-07
1916,1.8678685265172135e-08,2.0546553658462585e-07
1917,2.1932848870420685e-09,1.217273117859463e-07
1918,1.9526840588923733e-08,1.0108011405662864e-07
1919,6.4454939163738345e-09,2.541366153629987e-07
1920,1.0601124422748853e-08,1.6886076092959001e-07
1921,1.5902768879527684e-08,2.0673600276133186e-07
1922,1.0329110011753073e-08,2.501120039966054e-07
1923,9.554353752605493e-09,1.634855975041205e-07
1924,1.0313299547703991e-08,1.1989210668694739e-07
1925,1.0998178368026856e-08,1.8916866206808436e-07
1926,1.114613823460786e-08,3.1432110958462545e-07
1927,1.4493992672726108e-08,1.159519382731844e-07
1928,1.5996457491951332e-08,1.988131150820749e-07
1929,1.7824650200282122e-08,1.5150953291964697e-07
1930,3.886333388436469e-08,1.7856126222071111e-07
1931,1.2545892325022123e-08,1.8362624309986586e-07
1932,2.301502632917618e-08,1.4247397439604015e-07
1933,1.3764794637438627e-08,1.3650088703798247e-07
1934,8.38710612072191e-09,2.0488501917270696e-07
1935,8.377798899061872e-09,1.6276866077191698e-07
1936,1.091224355320719e-08,1.600462358197774e-07
1937,2.7700460591972842e-08,1.8760766717917932e-07
1938,9.075650453382877e-09,1.698443146125328e-07
1939,4.588215141154706e-09,1.8964622405803766e-07
1940,2.5357829169792012e-09,3.3472334504125456e-07
1941,1.4757512545315876e-08,2.007021824290689e-07
1942,9.102635090130207e-09,1.1833425617169269e-07
1943,1.1612940831184915e-08,1.683876442726273e-07
1944,3.2131861615880553e-09,1.5101975492370912e-07
1945,0.0,7.842614557773686e-08
1946,2.3665876369705074e-08,1.3225049144693912e-07
1947,9.536696765621855e-09,1.5973967126825528e-07
1948,8.697510267552389e-09,1.0654449766889229e-07
1949,1.0798709482173763e-08,1.3743811155819685e-07
1950,2.9779013033248702e-08,1.6484810050343413e-07
1951,1.1727541604500402e-08,1.0128331551229053e-07
1952,6.326882129314981e-09,1.497362223101817e-07
1953,1.8315507332999914e-08,1.314406929964207e-07
1954,5.863521668203475e-09,1.2704296947774196e-07
1955,1.595553378308523e-08,1.1732009941312072e-07
1956,1.0465369904011368e-08,1.8139975188624646e-07
1957,1.0602045463770082e-08,1.2634104162856374e-07
1958,6.617794756635931e-09,1.0423027019257347e-07
1959,9.300897829689347e-09,1.1703629532178184e-07
1960,1.2457499920515147e-08,9.827583613564173e-08
1961,4.86371165564492e-09,1.1881352646181398e-07
1962,8.244543714397423e-09,1.3444948199214934e-07
1963,8.405868889838075e-09,1.0281024742653244e-07
1964,1.8251904432275978e-09,8.091677899946248e-08
1965,6.0192477668863376e-09,4.268193976031398e-08
1966,4.985167390003653e-09,7.311578997803991e-08
1967,5.423369309198733e-09,8.677390894717973e-08
1968,5.3896989093971115e-09,3.727875252934609e-08
1969,6.8126366770115965e-09,4.3600874438665116e-08
1970,8.277704743875347e-09,8.967514020241651e-08
1971,3.083038491169532e-09,8.067284085200299e-08
1972,1.5390440033513642e-09,5.6944628568089684e-08
1973,3.859242703185828e-09,3.9695066789136035e-08
1974,1.012602890426706e-08,6.638174832040988e-08
1975,7.996072248772634e-09,9.423942248787398e-08
1976,6.2848797277581525e-09,5.999203245288243e-08
1977,5.876781727920388e-09,5.994317620050538e-08
1978,4.158414057542359e-09,8.851480925997635e-08
1979,4.096381456264453e-09,8.075723489930908e-08
1980,6.822181042309694e-09,1.1484004691642014e-07
1981,3.795329828193417e-09,9.045536153440281e-08
1982,8.690503427999374e-09,7.697302795151018e-08
1983,4.4207211225000265e-09,8.967748499344452e-08
1984,1.739702604197646e-09,6.494889781549773e-08
1985,3.609334831011779e-09,8.060848122326547e-08
1986,2.3977941854269602e-09,5.93454054786946e-08
1987,1.099947066762752e-08,9.105117015906217e-08
1988,5.996553809062277e-10,5.8766228994144853e-08
1989,4.939309850016116e-09,8.012658525569094e-08
1990,5.448650863826288e-09,8.990273969722296e-08
1991,5.8614650910726596e-09,1.236769087142875e-07
1992,1.65298330578878e-09,8.375115134739985e-08
1993,1.661762283333701e-09,1.0801454841669056e-07
1994,5.802419433820205e-09,9.442118903413288e-08
1995,5.4224509327127635e-09,1.1875167338359915e-07
1996,5.871901187504136e-09,6.832757892816232e-08
1997,2.876936688878118e-09,7.959524994660683e-08
1998,4.291316191284977e-09,6.484655945548923e-08
1999,3.656160929565999e-09,7.723640305101753e-08
2000,5.3016377954406835e-09,5.1690968172479757e-08
2001,4.3812117822561447e-10,5.564139121672085e-08
2002,1.752488598683044e-09,5.2136535977354015e-08
2003,6.250384210204629e-09,5.458668983493453e-08
2004,2.2023955992267474e-09,6.166707877675037e-08
2005,1.8014998381943315e-09,3.873224629913352e-08
2006,3.294311934354255e-09,4.694394667437152e-08
2007,4.7933754743212376e-09,2.636356413732166e-08
2008,2.1287198670449925e-09,1.8732735446169713e-08
2009,3.337734755248789e-09,5.1019658275919255e-08
2010,2.8342759250676863e-09,2.7870378893624093e-08
2011,2.6767803529281764e-09,3.2503762237290346e-08
2012,1.7021263287730903e-09,1.3617010435895693e-08
2013,1.3945624655065103e-09,5.2435551234353284e-08
2014,4.330890368553497e-10,6.301445776291104e-08
2015,2.438232948875907e-09,7.691516956676026e-08
2016,2.6927420293532123e-09,6.959702680831015e-08
2017,1.2578056374223934e-09,1.1420875534184916e-07
2018,1.5488800242380307e-09,5.266192149022686e-08
2019,1.7856913725466939e-09,5.790742108047198e-08
