year,divisions_NOUN égales_ADJ,divisions_NOUN légales_ADJ
1871,1.0621177182201791e-07,0.0
1872,5.382132073350476e-08,1.8142017887967654e-09
1873,8.739566226267925e-08,5.9860045809045914e-09
1874,5.138164027584935e-08,0.0
1875,5.721527074342703e-08,0.0
1876,7.13429741949767e-08,2.418405919968336e-09
1877,6.370360239316142e-08,0.0
1878,7.005343150012777e-08,0.0
1879,3.9099681714560575e-08,6.10932526790009e-10
1880,5.326812413386506e-08,0.0
1881,3.974329487732575e-08,0.0
1882,4.059785041476971e-08,5.989846840748214e-09
1883,6.129759100304e-08,0.0
1884,5.0833065756705764e-08,6.601696966868076e-10
1885,7.090199005688191e-08,1.933690763067375e-09
1886,7.550552538759803e-08,5.808117542471791e-09
1887,5.157850324621904e-08,0.0
1888,4.12139939953704e-08,8.876860135842435e-09
1889,5.889228660294066e-08,3.132568426877924e-09
1890,5.177965434199905e-08,8.520702365899524e-09
1891,5.928024648937935e-08,2.5496880162734215e-09
1892,5.5162907131034444e-08,4.387958441043338e-09
1893,4.002970754868329e-08,1.847525021858587e-09
1894,8.128985484745499e-08,0.0
1895,3.1296796265678495e-08,9.629783193076946e-09
1896,6.250850503874972e-08,2.948514543632541e-09
1897,8.740070001067579e-08,4.078699600285063e-09
1898,4.639851169940812e-08,1.6975064687230201e-09
1899,3.979856444402685e-08,5.527578395003729e-10
1900,2.1283318218934255e-08,0.0
1901,4.359216276839106e-08,1.1177477832191585e-09
1902,7.169014537566909e-08,4.910283846193408e-10
1903,3.9961630449170116e-08,1.0800440541913758e-09
1904,3.654745128756076e-08,5.374625189347171e-10
1905,3.148063143498803e-08,0.0
1906,4.578324208637241e-08,2.0576738091193647e-09
1907,3.034277540336916e-08,3.0857059130084963e-09
1908,4.862275204686739e-08,0.0
1909,3.4106097501762633e-08,0.0
1910,4.275320719671072e-08,9.085056262847502e-09
1911,3.777465806820146e-08,1.5961122423746588e-09
1912,2.2921453179947093e-08,5.209421227725386e-10
1913,4.8787505591008085e-08,1.060597942803554e-09
1914,4.68772043404897e-08,6.696743715117748e-10
1915,2.9451904026700504e-08,0.0
1916,1.538244731591476e-08,0.0
1917,1.6449636319748606e-08,5.483212106582869e-09
1918,2.412139110674616e-08,2.2972752589112133e-09
1919,4.9722380879302364e-08,0.0
1920,5.3005621225565847e-08,0.0
1921,3.710646367949266e-08,0.0
1922,1.8444838545406128e-08,7.377935484775833e-10
1923,4.2463792482294593e-08,1.0615948120573648e-09
1924,1.933743654092268e-08,1.289162443462999e-09
1925,2.3096173862313663e-08,0.0
1926,2.0063049888108253e-08,1.1146138456652466e-09
1927,1.5608915049369898e-08,0.0
1928,9.14083297942625e-09,2.2852082448565625e-09
1929,2.33948540540041e-08,1.1140406375176326e-09
1930,2.8359728787563654e-08,0.0
1931,3.5356606531422585e-08,1.1405356659111021e-09
1932,1.53433514782364e-08,0.0
1933,1.4911860191091364e-08,0.0
1934,2.6359476379411717e-08,1.1981580172459871e-09
1935,1.6755597798123745e-08,0.0
1936,1.091224355320719e-08,0.0
1937,1.7627565185307503e-08,1.2591118148108649e-09
1938,1.2965214679638848e-08,0.0
1939,1.8352860564618823e-08,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,1.742803235060819e-08,0.0
1946,2.227376683094917e-08,0.0
1947,1.6689218895749036e-08,0.0
1948,1.7395020535104777e-08,0.0
1949,2.7487622844546422e-08,0.0
1950,2.4461330738745346e-08,0.0
1951,8.529121409139861e-09,0.0
1952,1.370824520563474e-08,0.0
1953,1.8315507332999914e-08,0.0
1954,3.9090146231046674e-08,0.0
1955,1.220129064449793e-08,0.0
1956,1.3081712602058815e-08,0.0
1957,1.1485549400447326e-08,0.0
1958,1.0753916868111446e-08,0.0
1959,1.3951345856355601e-08,0.0
1960,9.689166802218097e-09,0.0
1961,1.737039845295385e-08,6.948159270159238e-10
1962,1.585489073363533e-08,6.341956404476434e-10
1963,2.0044765847160306e-08,0.0
1964,3.102823953327061e-08,0.0
1965,2.5171399187229326e-08,0.0
1966,1.0524241922382771e-08,5.539074754423723e-10
1967,2.070740912074598e-08,0.0
1968,5.838840522187638e-09,4.4914158503495116e-10
1969,1.407944960618579e-08,1.3625273131978588e-09
1970,6.898087434592526e-09,1.8394900047624674e-09
1971,2.4664307929356255e-08,0.0
1972,2.1033601527165047e-08,1.5390440033513642e-09
1973,7.718485406371656e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,4.569184142155791e-09,0.0
1976,7.427584769459372e-09,0.0
1977,8.815172591880582e-09,0.0
1978,5.940591352171509e-10,0.0
1979,8.777959692451986e-09,0.0
1980,1.6486936260662333e-08,0.0
1981,6.325549417596221e-09,0.0
1982,1.0552754226011984e-08,0.0
1983,4.4207211225000265e-09,1.89459470334441e-09
1984,1.4497521405587577e-08,5.799008495621649e-10
1985,6.617113967877231e-09,0.0
1986,5.395036861699509e-09,0.0
1987,1.4054879038383206e-08,6.110816852533674e-10
1988,1.3192418713003917e-08,5.996553809062277e-10
1989,1.0427432250992297e-08,5.488122178931576e-10
1990,1.0352437129768077e-08,0.0
1991,1.817054240405014e-08,0.0
1992,8.815910668147353e-09,0.0
1993,1.550978012687665e-08,0.0
1994,6.329911705904578e-09,0.0
1995,4.880205572987961e-09,0.0
1996,6.939520069693117e-09,0.0
1997,8.151320507465698e-09,0.0
1998,8.582632382569955e-09,0.0
1999,4.570201106446348e-09,0.0
2000,3.5344251969604557e-09,4.4180314962005696e-10
2001,8.411926444296114e-08,0.0
2002,1.0514931148009055e-08,0.0
2003,1.0000615446870142e-08,0.0
2004,5.726228824443069e-09,4.404791253964646e-10
2005,4.503749373441224e-09,0.0
2006,5.353256948836815e-09,1.2353669198716943e-09
2007,3.1955835755326234e-09,3.994479469415779e-10
2008,1.575252639440805e-08,0.0
2009,2.384096253749135e-09,9.53638501499654e-10
2010,9.447586046817946e-10,0.0
2011,1.529588788962144e-09,0.0
2012,2.382976926895708e-09,0.0
2013,1.9523875849358774e-09,0.0
2014,4.547434873103384e-09,0.0
2015,9.087958829923082e-09,4.433150790905671e-10
2016,4.971216327476213e-09,0.0
2017,3.5218559180094644e-09,0.0
2018,4.130346731301415e-09,0.0
2019,4.08158040698936e-09,0.0
