year,garanties_NOUN égales_ADJ,garanties_NOUN légales_ADJ
1930,6.302162347537887e-09,1.0608639655629304e-07
1931,2.2810713318222042e-09,7.86969591715092e-08
1932,1.4247397928102146e-08,6.246935957410216e-08
1933,5.735331320977366e-09,5.505917965997753e-08
1934,1.7972370258689807e-08,9.705079762056812e-08
1935,1.196828414151696e-08,9.454944649434083e-08
1936,4.849885826274658e-09,5.819862813893906e-08
1937,1.1332006444320086e-08,7.302848370471793e-08
1938,1.4261735792331365e-08,9.723910565639926e-08
1939,6.117620188206274e-09,5.964679594683275e-08
1940,0.0,4.81798743123818e-08
1941,5.9030051957620344e-09,6.493305448884712e-08
1942,6.068423541449874e-09,6.068423630267716e-08
1943,2.9032352077962287e-09,2.9032351633873077e-08
1944,1.2852744646352221e-08,6.7476911169706e-08
1945,4.357008087652048e-09,5.8819608739213436e-08
1946,1.1136883415474585e-08,5.4292307538617024e-08
1947,1.907339353124371e-08,7.033314153304104e-08
1948,1.522064252412747e-08,8.045196864259196e-08
1949,2.2579119018928395e-08,8.540796947453799e-08
1950,8.508289184305795e-09,6.912984962248458e-08
1951,1.0661401761424827e-09,6.823297049596277e-08
1952,2.1089607837865287e-09,1.1072044259208269e-07
1953,3.232148326759443e-09,7.972632376507249e-08
1954,9.772536557761669e-09,1.1824768364476768e-07
1955,8.447047505910632e-09,1.1825866153003517e-07
1956,8.72114114258693e-09,8.285084618364635e-08
1957,3.534015080575159e-09,8.128234585402794e-08
1958,3.3088973783179654e-09,5.294235788655399e-08
1959,3.8753737996444215e-09,8.913360005635695e-08
1960,7.612916519406099e-09,9.204708106835824e-08
1961,9.03260666262895e-09,1.0074831280348917e-07
1962,4.43936931660005e-09,7.927445722089033e-08
1963,8.405868889838075e-09,5.496145405459174e-08
1964,8.517555549758526e-09,5.5972508183899095e-08
1965,1.0396882466068291e-08,1.2038495111887926e-07
1966,2.769537488234164e-09,7.366969290156788e-08
1967,8.381570104631919e-09,5.867099239775797e-08
1968,1.0779397818794223e-08,1.0330256317025999e-07
1969,9.083515273289322e-09,7.993494044455929e-08
1970,7.817832603507213e-09,7.357959752596344e-08
1971,2.0553589052951793e-08,7.245140309919407e-08
1972,6.669190977248718e-09,6.874397084910555e-08
1973,5.513203671370093e-09,6.726108381371887e-08
1974,7.875800456247362e-09,7.425754777745652e-08
1975,1.7134440533084216e-09,6.739546787315476e-08
1976,3.4281160132820787e-09,7.199044022021539e-08
1977,8.22749424145286e-09,6.464460255983795e-08
1978,8.316828115084718e-09,9.504946363314559e-08
1979,7.022368020415115e-09,1.2172104679741835e-07
1980,7.390696055153967e-09,7.049587058549633e-08
1981,2.0874313833019187e-08,5.566483451957538e-08
1982,3.7245013739806154e-09,8.814653418287577e-08
1983,3.157658134966823e-09,7.010001157325974e-08
1984,9.278413592994639e-09,9.510373644161518e-08
1985,4.210890747202711e-09,1.0045982179462953e-07
1986,1.019062523255343e-08,8.272389639962796e-08
1987,9.777306964053878e-09,7.760737652517946e-08
1988,8.395175221664886e-09,1.037403832837569e-07
1989,1.0976243913773942e-08,1.0756719781568336e-07
1990,5.993515905799995e-09,1.601903321102327e-07
1991,5.8614650910726596e-09,1.0902325087158715e-07
1992,5.509944056569793e-09,8.595512723807985e-08
1993,9.416652346772025e-09,1.5509780348921254e-07
1994,1.002236071911966e-08,1.4928042446626932e-07
1995,7.0491861237087505e-09,1.426104536683681e-07
1996,4.270473752399084e-09,1.1850564529680696e-07
1997,1.2946214766884623e-08,1.5008020015638834e-07
1998,8.10582001520288e-09,1.4304388362695875e-07
1999,2.7421207526856506e-09,1.0922780968591894e-07
2000,1.3695897749244068e-08,1.2193767129353716e-07
2001,3.5049694258049158e-09,1.796296837941469e-07
2002,1.62105191492401e-08,1.603527012283834e-07
2003,4.166922806803086e-09,1.3792514153010416e-07
2004,8.80958239690699e-09,1.5592960656007904e-07
2005,5.854874363109275e-09,1.3286061850692477e-07
2006,2.8825228870488218e-09,9.388788835273942e-08
2007,1.1983438685803094e-09,8.108793281280668e-08
2008,1.2772318758180745e-09,9.323793132010039e-08
2009,1.907277002999308e-09,9.965522029808938e-08
2010,4.2514138876015295e-09,8.361113740251724e-08
2011,2.6767803529281764e-09,9.751128837720557e-08
2012,3.063827413996023e-09,7.046802874555169e-08
2013,6.693900100884775e-09,1.1351739059861643e-07
2014,5.413613113347537e-09,1.0957152785096014e-07
2015,7.093041265449074e-09,1.4474236742501034e-07
2016,9.942432654952427e-09,1.6715713924142506e-07
2017,1.0314006537726073e-08,1.7483499092918464e-07
2018,8.002547069452248e-09,1.1048677395208983e-07
2019,1.403043281555938e-08,1.4464100406286207e-07
