year,quelques_DET yeux_NOUN,quelques_DET lieues_NOUN
1868,2.1241458370013788e-08,1.6187967730729724e-06
1869,3.857980201971145e-08,1.5617494000252918e-06
1870,4.587239077480376e-08,1.5889048654571525e-06
1871,3.080141297573391e-08,1.5432570990014938e-06
1872,3.205089882385437e-08,1.626734274395858e-06
1873,2.0352414864532875e-08,1.6539330545128905e-06
1874,2.0911131493051016e-08,1.567737399454927e-06
1875,6.75140180983469e-08,1.5974503639881732e-06
1876,4.897272098958183e-08,1.546570615573728e-06
1877,2.1646855308254942e-08,1.4256000895329635e-06
1878,1.8117265909722846e-08,1.4693102912133327e-06
1879,1.7717042943843353e-08,1.4741801805939758e-06
1880,2.759673911612026e-08,1.365717707813019e-06
1881,2.719278008322945e-08,1.303858880419284e-06
1882,5.2577541653775484e-08,1.3157696230337024e-06
1883,3.349249588779912e-08,1.3137905625626445e-06
1884,3.630933420595284e-08,1.4431309409701498e-06
1885,1.9336907408629145e-08,1.2510978422142216e-06
1886,2.7749894160322697e-08,1.1990535995209939e-06
1887,3.3297514079322355e-08,1.2359254242255702e-06
1888,2.0924028287794272e-08,1.1901333891728427e-06
1889,2.0048437576747347e-08,1.1897494687218568e-06
1890,3.277193122430688e-08,1.070986741069646e-06
1891,1.9122660788184476e-08,1.0409100923425285e-06
1892,1.3163875989263829e-08,1.0154990377486683e-06
1893,1.7243566574620672e-08,1.011212020785024e-06
1894,1.9534772022211655e-08,1.0775631835713284e-06
1895,1.4444675011660024e-08,1.110434368456481e-06
1896,1.4152869876049579e-08,1.0131095677934354e-06
1897,2.2724182091593548e-08,9.841319297265727e-07
1898,4.0174319315688933e-08,9.590911531631718e-07
1899,3.8693050541382945e-08,8.838597977955942e-07
1900,1.557315876254961e-08,8.451034432255256e-07
1901,1.7883964531506535e-08,9.109644452109933e-07
1902,2.356936334990678e-08,6.403010388567054e-07
1903,1.9980814780495848e-08,7.425302896990615e-07
1904,1.5048950530172078e-08,7.803955668350682e-07
1905,3.4577086083231734e-08,7.13216877556988e-07
1906,2.2119994169678137e-08,6.90349565957149e-07
1907,2.9314207949937554e-08,6.634268174821045e-07
1908,1.8172138682714944e-08,7.951538805173186e-07
1909,3.3005902677629706e-08,6.161101850921114e-07
1910,2.7255168788542505e-08,6.658812026216765e-07
1911,1.9685383989553884e-08,7.41128133086022e-07
1912,4.48010239462171e-08,6.433635348912503e-07
1913,4.2954218182345016e-08,6.257527616071457e-07
1914,2.3438603280467873e-08,6.42217742097273e-07
1915,4.005458986711119e-08,6.090654096624348e-07
1916,1.3184954017475548e-08,4.834483320337313e-07
1917,3.070598708632133e-08,5.888969667466881e-07
1918,2.2972752589112133e-08,5.513460337169818e-07
1919,2.2098835428252528e-08,6.408662329704384e-07
1920,1.514446346106979e-08,5.315706630426575e-07
1921,2.2718242898012164e-08,5.096459290143684e-07
1922,2.4347187377316004e-08,4.729256772861845e-07
1923,2.5478274601198336e-08,4.798408781425678e-07
1924,3.222906019839655e-08,5.001950285077328e-07
1925,2.5295809003011982e-08,4.982174459655653e-07
1926,2.452150527076924e-08,5.227539077168331e-07
1927,1.6723837648058293e-08,6.711833293593372e-07
1928,3.085031030636287e-08,5.278831167743192e-07
1929,2.2280812084218837e-08,5.648186061080196e-07
1930,1.995684684175103e-08,4.936693471790932e-07
1931,1.4826963656844327e-08,5.406138825492235e-07
1932,1.8631212572728373e-08,5.216739396018966e-07
1933,1.0323596200123575e-08,3.7967890875734156e-07
1934,1.7972370258689807e-08,4.469129351036827e-07
1935,2.752705263731059e-08,4.0333117112822947e-07
1936,2.667437204451062e-08,4.7165138994387235e-07
1937,1.76275650742852e-08,4.5076203036842344e-07
1938,1.685477846180561e-08,4.537825191164302e-07
1939,3.8235126176289214e-08,4.114099567686935e-07
1940,2.7893612752905028e-08,4.0572527382209955e-07
1941,1.4757512545315876e-08,4.427253941230447e-07
1942,1.517105907566929e-08,4.369264843262499e-07
1943,3.193558839598154e-08,5.225823542787111e-07
1944,2.5705489292704442e-08,4.6269880726867996e-07
1945,5.446260242791823e-08,4.3570079810706375e-07
1946,2.5057986796639398e-08,4.4965167944610585e-07
1947,2.26496545963073e-08,5.936593652222655e-07
1948,2.609253013652335e-08,4.3922426584686036e-07
1949,3.043272556180199e-08,3.2690638818166917e-07
1950,2.6588404367089424e-08,3.243785329232196e-07
1951,2.6653505291740487e-08,3.806120503213606e-07
1952,2.741649041126948e-08,3.384882063528494e-07
1953,1.7238123040108633e-08,3.253695979310578e-07
1954,2.3454086006680086e-08,2.6679023790165957e-07
1955,1.970977647758332e-08,3.0690938501720666e-07
1956,3.0523996219500305e-08,3.4971776585734915e-07
1957,1.943708272111877e-08,3.498674914226285e-07
1958,2.4816731114540858e-08,3.5736090353566397e-07
1959,1.8601795659378695e-08,2.720512384257745e-07
1960,2.4915000340630655e-08,3.529625018927618e-07
1961,3.265634829219266e-08,3.9535026985504373e-07
1962,2.09284568564172e-08,3.3422111300751567e-07
1963,2.909724061694874e-08,2.864461521312478e-07
1964,1.8251904654320583e-08,3.3522664466545393e-07
1965,1.586892572902343e-08,3.545884226241469e-07
1966,1.0524241922382771e-08,4.1930795191547077e-07
1967,2.317257785655613e-08,3.515329183301219e-07
1968,9.881114815257774e-09,5.151654249857529e-07
1969,1.2262746373892242e-08,4.4872567173115385e-07
1970,1.8394900186402552e-08,3.711170961651078e-07
1971,1.2332154297745035e-08,3.098453760230768e-07
1972,1.641647029426707e-08,3.421807832637569e-07
1973,1.709093155888297e-08,2.916484902470984e-07
1974,1.3501371631807757e-08,2.9534251666518685e-07
1975,1.1422960355389478e-08,3.169871547470393e-07
1976,9.141642887122714e-09,2.953893272206187e-07
1977,9.990529126202574e-09,2.6092911298292165e-07
1978,1.0693064433908717e-08,3.118810525393201e-07
1979,1.3459538927840242e-08,3.2185852205657284e-07
1980,1.591842130332921e-08,3.189369408573839e-07
1981,1.4548763971333756e-08,2.4732898395996017e-07
1982,1.551875572491923e-08,2.7188860940441373e-07
1983,1.326216381158929e-08,2.677693942132464e-07
1984,1.681712458179163e-08,2.9227001618892245e-07
1985,1.5640450601317468e-08,2.851374460988154e-07
1986,1.3187867742292525e-08,3.1650884579903504e-07
1987,1.4054878705316298e-08,2.4809915544210526e-07
1988,8.994830658082265e-09,2.842366484401282e-07
1989,8.780995708335126e-09,2.947121515717299e-07
1990,1.4166492978695544e-08,2.4028551592891745e-07
1991,8.20605094986604e-09,2.69041265710257e-07
1992,1.487684975209902e-08,2.6502831929064996e-07
1993,6.647049133334804e-09,2.8637703053391306e-07
1994,1.1604838756618108e-08,2.6743879288915196e-07
1995,1.3556126665648094e-08,2.781717398647743e-07
1996,5.3380921904988554e-09,2.3007177674116974e-07
1997,9.58978896292706e-09,2.2919596176507184e-07
1998,1.0966696883940585e-08,2.5461810082560987e-07
1999,1.0968482844209149e-08,2.9294989190020715e-07
2000,1.192868515076384e-08,2.4431713541162026e-07
2001,7.448060113102173e-09,2.3789979763932934e-07
2002,1.3143664823189738e-08,2.786457002912357e-07
2003,7.500461141063397e-09,3.1251920518116094e-07
2004,9.250061522303454e-09,2.6340651970713225e-07
2005,1.3961624190095279e-08,2.6031673883153417e-07
2006,6.588623757686207e-09,2.49544115149547e-07
2007,1.3581230029480196e-08,2.6763012783703743e-07
2008,6.811903568992861e-09,2.958920504170237e-07
2009,6.198650037703146e-09,3.00872954994702e-07
2010,2.1257068327784623e-08,2.4563723854953423e-07
2011,1.7590270517953144e-08,3.1471290640183724e-07
2012,2.0765941743938754e-08,3.366805856330757e-07
2013,1.7571487820333687e-08,3.5449778579277336e-07
2014,2.1221363555312678e-08,4.5366076051323034e-07
2015,2.3052384001687187e-08,5.231117938819807e-07
2016,2.754882189037744e-08,7.067412184369459e-07
2017,1.5596790081673362e-08,2.752078671619529e-07
2018,2.2975053859397576e-08,3.8128263213366154e-07
2019,2.0918100140931983e-08,4.5101464252184087e-07
