year,des_DET égaux_NOUN,des_DET egaux_NOUN
1901,1.441894604270466e-07,1.1177477832191585e-09
1902,9.967876057892511e-08,4.910283846193408e-10
1903,1.225850023711672e-07,1.0800440541913758e-09
1904,1.0534265015849087e-07,1.4511488011237361e-08
1905,1.4759771166383828e-07,1.5482277682110634e-09
1906,9.928275773729567e-08,3.600929110447737e-09
1907,1.0851399423472685e-07,1.028568674676933e-09
1908,1.4930622893594148e-07,0.0
1909,1.2047154029914964e-07,0.0
1910,1.352070188032073e-07,0.0
1911,8.725413636057056e-08,0.0
1912,1.224214023487491e-07,0.0
1913,1.0446889575632667e-07,0.0
1914,9.911180348654014e-08,0.0
1915,1.4608144371930365e-07,0.0
1916,2.021692999676361e-07,1.0987462051303964e-09
1917,1.524333065328065e-07,0.0
1918,1.1486376649827434e-07,1.1486376294556067e-09
1919,1.8691931519265736e-07,3.6831393490643904e-09
1920,1.0752569323813077e-07,0.0
1921,1.2040668195822946e-07,3.7863738810983705e-09
1922,1.2247373604168388e-07,1.4755870969551665e-09
1923,1.0509788905821438e-07,4.246379248229459e-09
1924,1.2633792323413218e-07,0.0
1925,1.2647904545914912e-07,1.0998177923937646e-09
1926,1.1814906708540462e-07,2.229227691330493e-09
1927,1.1483701300996074e-07,0.0
1928,1.1426040913420366e-07,0.0
1929,9.135133183235666e-08,1.1140406375176326e-09
1930,1.1133819777242593e-07,1.0503603542488804e-09
1931,1.2888053113613296e-07,5.7026783295555106e-09
1932,1.0192368993244827e-07,1.0959536611565568e-09
1933,8.373583426646292e-08,1.1470662197865522e-09
1934,8.626737724171107e-08,0.0
1935,9.335261985654597e-08,0.0
1936,7.274828561776303e-08,2.424942913137329e-09
1937,1.196156238503221e-07,1.2591118148108649e-09
1938,9.334954265138862e-08,1.2965214457594243e-09
1939,1.1929359278184393e-07,0.0
1940,1.52146981236001e-07,0.0
1941,9.149658097840074e-08,8.854508237732261e-09
1942,1.3350532412914617e-07,0.0
1943,9.290352687152392e-08,2.9032352077962287e-09
1944,7.711646787811333e-08,0.0
1945,1.241747327185294e-07,0.0
1946,1.127609454698586e-07,8.352662561605939e-09
1947,1.4781879564829126e-07,1.1920870957027319e-09
1948,1.543808076931441e-07,1.0871887834440486e-09
1949,1.0798709348947e-07,9.817008317369869e-10
1950,8.401935502888591e-08,2.1270722960764488e-09
1951,7.996051154535166e-08,4.264560704569931e-09
1952,8.857634981040974e-08,1.0544803918932644e-09
1953,8.295847309103266e-08,0.0
1954,9.870261719058249e-08,2.9317608341017376e-09
1955,8.353190850129977e-08,0.0
1956,1.0116524373771085e-07,4.36057079333807e-09
1957,1.0425344570963446e-07,4.417518795207798e-09
1958,1.0588471610617489e-07,0.0
1959,1.2323688736159966e-07,2.3252243464000344e-09
1960,1.0865708532925566e-07,2.076250060767393e-09
1961,1.208979654165887e-07,1.3896318540318475e-09
1962,1.2049717668105586e-07,5.07356523460345e-09
1963,8.923153416162677e-08,1.2932106496776896e-09
1964,1.2107096836189157e-07,0.0
1965,1.1655452542003175e-07,5.472043373977442e-10
1966,1.0690414276037785e-07,3.8773522170743036e-09
1967,1.0698828067923216e-07,1.9721342336964653e-09
1968,1.4552187407868011e-07,8.982831700699023e-10
1969,1.0536878078393208e-07,2.2708789015890574e-09
1970,1.2370569849040614e-07,9.197450023812337e-10
1971,1.2845993069277029e-07,2.5691987426412766e-09
1972,1.2158448026156066e-07,0.0
1973,1.3011160393539e-07,2.2052815684681093e-09
1974,1.0519818971488348e-07,5.625571675160757e-10
1975,9.995090133330109e-08,5.711480177694739e-10
1976,1.1198512683829875e-07,0.0
1977,1.0225600277635749e-07,1.7630346071939584e-09
1978,1.0336628974982887e-07,5.940591352171509e-09
1979,1.2991380915483575e-07,1.1703946700691858e-09
1980,1.2962143630668166e-07,2.2740603289328476e-09
1981,1.2018543454894726e-07,0.0
1982,1.2042554442537323e-07,6.207502289967692e-10
1983,9.030902248241546e-08,6.315316047889041e-10
1984,1.1945957523185058e-07,1.739702604197646e-09
1985,1.0106137438015139e-07,2.4062232206745193e-09
1986,1.6844503614166229e-07,1.7983456390702202e-09
1987,1.1732768712136021e-07,1.2221633705067347e-09
1988,9.714417359418803e-08,2.9982768490199874e-09
1989,1.2018987338713316e-07,2.7440609784434855e-09
1990,1.1278707745532301e-07,2.1794604454505873e-09
1991,1.5063965569384052e-07,1.1722930404189924e-09
1992,1.1405584587897977e-07,2.2039777225479895e-09
1993,1.0912238934679408e-07,1.1078414852150331e-09
1994,1.3609310633988514e-07,1.5824779264761446e-09
1995,1.1116024162260985e-07,5.964695737326053e-09
1996,1.1583659897951293e-07,1.6014276571496566e-09
1997,1.2035185847913965e-07,4.79489448146353e-10
1998,1.39229368478766e-07,0.0
1999,1.3527795578172075e-07,5.0272213059088244e-09
2000,1.413770064351283e-07,0.0
2001,1.2530266352284158e-07,4.3812117822561447e-10
2002,1.3713223867561908e-07,0.0
2003,1.3417491606659837e-07,4.1669229178253886e-10
2004,1.5725105129149597e-07,8.809582507929292e-10
2005,1.5222673255266272e-07,9.007499190971657e-10
2006,1.3712572721757965e-07,1.6471559671771274e-09
2007,1.6297476579385517e-07,7.988958938831558e-10
2008,1.4177274754167968e-07,4.257439678578834e-10
2009,1.516285172975529e-07,2.860915504498962e-09
2010,1.2848717290125933e-07,0.0
2011,1.1586634740545776e-07,1.1471915639660324e-09
2012,1.191488421259379e-07,6.808505426114664e-10
2013,1.302521335233564e-07,2.789125042035323e-10
2014,1.4703372563928951e-07,2.1654451842767486e-10
2015,1.301129746167362e-07,0.0
2016,1.3422283073882824e-07,2.4856081637381067e-09
2017,1.1395719501372525e-07,0.0
2018,1.1694043949850297e-07,0.0
2019,1.2907997737343635e-07,0.0
