year,voulons_VERB imiter_VERB,voulons_VERB limiter_VERB
1876,1.269663130187837e-08,0.0
1877,1.4225077116236662e-08,0.0
1878,1.8117265465633636e-09,1.2078177347163432e-09
1879,2.016077260691418e-08,4.887460214320072e-09
1880,1.0910338410496934e-08,6.417846254436199e-10
1881,2.7890030285249168e-09,5.5780060570498335e-09
1882,1.9966155395678697e-09,3.3276925659464496e-09
1883,5.687405213450347e-09,0.0
1884,7.922036360241691e-09,4.621187876807653e-09
1885,3.2228177904158883e-09,0.0
1886,8.38950331427668e-09,1.2906927748801422e-09
1887,9.140494583448344e-09,0.0
1888,1.1413106904001324e-08,0.0
1889,3.132568426877924e-09,5.012109394186837e-09
1890,5.898947996740844e-09,4.5880703680722945e-09
1891,3.1871101313640793e-09,1.2748440081367107e-09
1892,6.8953633913793055e-09,3.1342561879199593e-09
1893,9.853466487186324e-09,2.463366621796581e-09
1894,5.671385139294216e-09,1.2603078580752936e-09
1895,2.4074457982692365e-09,1.2037228991346183e-09
1896,4.1279202278587945e-09,3.5382172747233653e-09
1897,5.2440420894583895e-09,1.1653427112179315e-09
1898,7.355861253444118e-09,7.921697076085366e-09
1899,5.527578395003729e-10,1.6582735185011188e-09
1900,8.30568502863116e-09,1.5573159428683425e-09
1901,1.1177477832191585e-09,0.0
1902,2.455141867585553e-09,3.437198747846537e-09
1903,7.020286574288548e-09,7.560307935250421e-09
1904,1.6123875568041512e-09,5.374625189347171e-09
1905,6.192911072844254e-09,1.5482277682110634e-09
1906,3.600929110447737e-09,2.572092316910357e-09
1907,5.142843484406967e-09,2.057137349353866e-09
1908,3.437972351250096e-09,2.9468334439286537e-09
1909,4.400786846048277e-09,4.400786846048277e-09
1910,4.809735720812114e-09,1.068830135508847e-09
1911,4.25629931299909e-09,0.0
1912,5.730363294986773e-09,3.646594803896619e-09
1913,7.42418571064718e-09,2.121195885607108e-09
1914,0.0,8.705766774141921e-09
1915,0.0,3.534228465440492e-09
1916,2.197492410260793e-09,4.394984820521586e-09
1917,5.483212106582869e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,5.743188147278033e-09
1919,3.6831393490643904e-09,9.207848372660976e-10
1920,4.543339038320937e-09,7.572231730534895e-09
1921,7.572747429129834e-10,7.572747429129834e-10
1922,7.377935484775833e-10,1.4755870969551665e-09
1923,1.4862327368803108e-08,5.307974060286824e-09
1924,6.445812328337297e-09,9.02413699321869e-09
1925,7.698724324711748e-09,4.399271169575059e-09
1926,2.229227691330493e-09,6.687683296036084e-09
1927,6.689535148041159e-09,2.2298449753321847e-09
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,5.570202965543558e-09,4.4561625500705304e-09
1930,8.402882833991043e-09,6.302162347537887e-09
1931,5.7026783295555106e-09,4.5621426636444085e-09
1932,7.6716757391182e-09,7.6716757391182e-09
1933,2.2941324395731044e-09,9.176529758292418e-09
1934,2.3963160344919743e-09,7.188948103475923e-09
1935,8.377798899061872e-09,8.377798899061872e-09
1936,1.091224355320719e-08,6.0623572828433225e-09
1937,5.0364472592434595e-09,1.0072894518486919e-08
1938,3.8895642262559704e-09,3.8895642262559704e-09
1939,7.647025235257843e-09,3.058810094103137e-09
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,3.034211770724937e-09,0.0
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,0.0
1947,2.3841741914054637e-09,4.7683483828109274e-09
1948,1.0871888278529696e-08,6.523132700664291e-09
1949,2.945102384188658e-09,7.853606653895895e-09
1950,3.190608444114673e-09,3.190608444114673e-09
1951,5.330700769690111e-09,5.330700769690111e-09
1952,4.2179215675730575e-09,6.326882129314981e-09
1953,2.1547654771580937e-09,3.232148326759443e-09
1954,6.840775057526116e-09,1.07497895029951e-08
1955,9.385607846468247e-10,2.815682353940474e-09
1956,3.488456634670456e-09,6.976913269340912e-09
1957,7.068030161150318e-09,1.236905244894615e-08
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,3.8753737996444215e-09,8.525822714489095e-09
1960,4.844583401109048e-09,2.076250060767393e-09
1961,6.94815938118154e-09,3.47407969059077e-09
1962,2.5367825617905737e-09,1.9025869768540815e-09
1963,1.939815863494232e-09,6.466053470433053e-09
1964,4.867174663303331e-09,3.6503808864551957e-09
1965,6.0192477668863376e-09,2.188817349590977e-09
1966,4.985167390003653e-09,3.8773522170743036e-09
1967,2.465167847631733e-09,1.4791006197611978e-09
1968,8.084548142051062e-09,4.042274071025531e-09
1969,2.2708788183223305e-09,6.8126366770115965e-09
1970,7.3579600190498695e-09,5.058597540852361e-09
1971,2.0553589941130213e-09,5.138397263237948e-09
1972,8.208234980600082e-09,3.0780880067027283e-09
1973,2.205281512956958e-09,2.205281512956958e-09
1974,1.1251143350321513e-09,6.750686232237513e-09
1975,2.2845920710778955e-09,6.8537762132336866e-09
1976,2.285410749536254e-09,3.9994687561772935e-09
1977,5.289103821581875e-09,6.464460078348111e-09
1978,1.1881182704343018e-09,5.940591130126904e-09
1979,2.925986564150662e-09,3.5111840102075575e-09
1980,5.116635559687666e-09,7.95921106799824e-09
1981,6.325549528618524e-10,5.69299452024552e-09
1982,7.449002747961231e-09,4.345251713999687e-09
1983,2.5261264191556165e-09,3.78918940668882e-09
1984,4.639206796497319e-09,4.059305780401701e-09
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,1.1988970927134801e-09,1.7983456945813714e-09
1987,4.277571630240118e-09,8.555143260480236e-09
1988,5.996553809062277e-10,5.996553809062277e-10
1989,4.390497743145261e-09,2.1952488715726304e-09
1990,3.814055737905164e-09,2.724325431913144e-09
1991,4.68917216167597e-09,7.033758464558559e-09
1992,2.2039776670368383e-09,2.2039776670368383e-09
1993,3.323524566667402e-09,5.539207426075166e-10
1994,3.6924485691258724e-09,1.0549853213248639e-09
1995,4.880205572987961e-09,3.253470381991974e-09
1996,2.135236876199542e-09,8.540947504798169e-09
1997,2.3974471297094624e-09,2.876936688878118e-09
1998,3.337690568372409e-09,6.675381136744818e-09
1999,4.570201161957499e-10,2.285100553223174e-09
2000,3.5344251969604557e-09,7.95245647111642e-09
2001,3.5049694258049158e-09,4.3812117822561447e-10
2002,4.381221607729913e-09,3.066854992184176e-09
2003,2.083461403401543e-09,1.2500769308587678e-09
2004,8.809582507929292e-10,5.726228824443069e-09
2005,2.251874686720612e-09,2.702249757291497e-09
2006,2.0589450144825605e-09,3.706100981659688e-09
2007,2.3966877371606188e-09,1.5977917877663117e-09
2008,1.7029758714315335e-09,2.554463751636149e-09
2009,1.430457752249481e-09,5.245011536203492e-09
2010,2.3618964561933353e-09,2.8342759250676863e-09
2011,2.6767803529281764e-09,4.971163480860241e-09
2012,4.765953853791416e-09,3.4042526575461807e-09
2013,4.741512515948898e-09,3.3469500504423877e-09
2014,4.980523993225461e-09,3.031623174720721e-09
2015,5.763096222466402e-09,4.211493376260478e-09
2016,5.178350193091319e-09,2.6927420293532123e-09
2017,2.0124890642847504e-09,3.018733707449428e-09
2018,6.711813327342497e-09,2.323319980845895e-09
2019,5.867272001580659e-09,3.5713827450933877e-09
