year,tes_DET oies_NOUN,tes_DET lois_NOUN
1892,6.268512375839919e-10,6.017771680966177e-08
1893,6.158416554491453e-10,8.929703976257031e-08
1894,0.0,6.553601172853973e-08
1895,0.0,8.004757567903198e-08
1896,0.0,7.135404817004698e-08
1897,0.0,5.651912160509198e-08
1898,5.6583548957434e-10,5.941272784859564e-08
1899,6.633094074004475e-09,4.919544771553319e-08
1900,5.19105292084987e-09,4.620037252767162e-08
1901,5.588738916095792e-10,5.197527064293439e-08
1902,0.0,4.026432814940861e-08
1903,0.0,4.698191724550327e-08
1904,5.374625189347171e-10,5.96583396017536e-08
1905,0.0,5.831657584609573e-08
1906,5.144184522798412e-10,6.173021149802338e-08
1907,0.0,7.61140803717808e-08
1908,2.9468334439286537e-09,6.286578191350145e-08
1909,1.1001967115120692e-09,6.051082068747604e-08
1910,3.206490406526541e-09,5.9320071521540285e-08
1911,2.128149656499545e-09,9.736285022654556e-08
1912,1.0418842455450772e-09,1.0418842677495377e-07
1913,0.0,6.628736870517571e-08
1914,6.696743715117748e-10,5.357395144178767e-08
1915,0.0,5.183535378705528e-08
1916,0.0,7.361599885236103e-08
1917,4.386569774084137e-09,7.566832782579525e-08
1918,3.44591288836682e-09,5.6283243843324726e-08
1919,2.762354567309444e-09,1.1325653193061669e-07
1920,0.0,6.96645305886534e-08
1921,0.0,7.194110079877802e-08
1922,1.4755870969551665e-09,6.640142274916272e-08
1923,0.0,9.76667244856344e-08
1924,0.0,1.1989211001761646e-07
1925,0.0,7.03883371588887e-08
1926,0.0,6.464760005098213e-08
1927,0.0,9.0308722056065e-08
1928,1.1426041224282812e-09,8.79805148734647e-08
1929,4.4561625500705304e-09,6.57283962812727e-08
1930,0.0,7.667630907981504e-08
1931,0.0,6.272945984875378e-08
1932,4.383814644626227e-09,7.233294052610972e-08
1933,1.1470662197865522e-09,5.2765047220404426e-08
1934,3.5944740517379614e-09,8.38710612072191e-08
1935,0.0,7.779384425532498e-08
1936,3.6374143697059935e-09,7.881064156833872e-08
1937,1.2591118148108649e-09,5.4141809147090214e-08
1938,0.0,9.334954498285697e-08
1939,0.0,7.035263394072899e-08
1940,0.0,5.578722350740861e-08
1941,0.0,9.739958617416278e-08
1942,9.102635090130207e-09,1.0923162108156248e-07
1943,2.9032352077962287e-09,1.0161323249491261e-07
1944,0.0,7.390327994016843e-08
1945,0.0,8.060464962156288e-08
1946,0.0,5.0115974481457215e-08
1947,0.0,6.079644321310695e-08
1948,0.0,8.37135387676824e-08
1949,0.0,6.479225489464113e-08
1950,0.0,8.295582065720453e-08
1951,0.0,4.264560860001154e-08
1952,1.0544803918932644e-09,6.43233071251359e-08
1953,0.0,5.8178668105313136e-08
1954,0.0,6.254423268181597e-08
1955,9.385607846468247e-10,3.941955295516664e-08
1956,0.0,6.45364459650466e-08
1957,0.0,3.445664664702974e-08
1958,1.6544486891589827e-09,7.445019090113192e-08
1959,2.325224457422337e-09,3.797866376942238e-08
1960,1.3841666701708277e-09,6.021125131816518e-08
1961,6.948159270159238e-10,6.253343548534573e-08
1962,6.341956404476434e-10,9.132417355672828e-08
1963,1.939815863494232e-09,9.505098175210946e-08
1964,6.083968329129164e-10,6.570685839868418e-08
1965,1.6416130677043839e-09,4.7059574570518237e-08
1966,1.1078149508847446e-09,5.7606378667252045e-08
1967,1.9721342336964653e-09,7.148986624905262e-08
1968,1.3474247273492779e-09,8.937917239659754e-08
1969,9.083515606356229e-10,5.313856582533916e-08
1970,9.197450023812337e-10,5.794393453939506e-08
1971,0.0,8.683892083194422e-08
1972,1.5390440033513642e-09,5.540558517536098e-08
1973,0.0,3.969506601197992e-08
1974,0.0,3.037808804506881e-08
1975,0.0,4.112265861166975e-08
1976,5.713526873840635e-10,4.799362463003831e-08
1977,1.7630346071939584e-09,3.467301318282878e-08
1978,1.1881182704343018e-09,4.811878973054462e-08
1979,5.851973350345929e-10,4.681578791299046e-08
1980,5.685150683554241e-10,4.3775661540124133e-08
1981,0.0,2.783241864756647e-08
1982,6.207502289967692e-10,4.531476793800948e-08
1983,6.315316047889041e-10,2.9050454042334195e-08
1984,5.799008495621649e-10,4.001315856427823e-08
1985,1.2031116103372597e-09,2.8273122953947905e-08
1986,5.994485463567401e-10,4.555809018924606e-08
1987,6.110816852533674e-10,7.516304911803218e-08
1988,0.0,3.837794410044282e-08
1989,1.0976244357863152e-09,3.237992141080781e-08
1990,0.0,5.884543052836477e-08
1991,0.0,4.1030257358354305e-08
1992,2.7549720282848966e-09,3.195767694919027e-08
1993,0.0,4.8191106216677326e-08
1994,5.274926606624319e-10,2.9539588441984677e-08
1995,0.0,3.307695040088987e-08
1996,4.804283193493575e-09,3.25623614738646e-08
1997,4.79489448146353e-10,3.8359157517042775e-08
1998,1.43043876743576e-09,3.3376905905768695e-08
1999,1.3710603763428253e-09,3.747564908396228e-08
2000,1.7672125984802278e-09,5.699260563485353e-08
2001,8.762423564512289e-10,4.7317088691656295e-08
2002,4.38122149670761e-10,4.819343679685062e-08
2003,2.9168460979889232e-09,3.8335691787683146e-08
2004,8.809582507929292e-10,3.9643120786081454e-08
2005,0.0,4.5037494955657564e-08
2006,4.1178899179428186e-10,1.181834385910463e-07
2007,7.988958938831558e-10,6.191443180370015e-08
2008,1.2772318758180745e-09,4.342588474925968e-08
2009,9.53638501499654e-10,4.815874476982174e-08
2010,0.0,4.109699824894619e-08
2011,1.911985902935953e-09,5.659478474751012e-08
2012,3.404252713057332e-10,1.276594756571825e-07
2013,1.3945624655065103e-09,5.187772622594622e-08
2014,8.661780737106994e-10,6.019937781598372e-08
2015,2.659890530054554e-09,7.425527850934976e-08
2016,1.0356699942093428e-09,1.0522407278834578e-07
2017,7.54683426862357e-10,8.477610130563917e-08
2018,1.290733298020541e-09,5.937373304121252e-08
2019,2.5509878653906526e-09,8.418259911380233e-08
