year,ces_DET yeux_NOUN,ces_DET lieux_NOUN
1852,9.511906924331015e-07,6.3412713586785685e-06
1853,8.599581917678734e-07,6.124216113789771e-06
1854,1.2973573859653698e-06,7.480717670205195e-06
1855,1.3309798134741868e-06,6.749362853497587e-06
1856,1.0292252170529537e-06,7.0818773565406445e-06
1857,9.977804324989847e-07,6.702799964841688e-06
1858,1.1049920445316275e-06,6.665676181683011e-06
1859,1.32192815271992e-06,6.269483748155835e-06
1860,1.2692531328184486e-06,6.767366301119182e-06
1861,1.2784977911906026e-06,6.369852059151526e-06
1862,1.2212116757837066e-06,6.788274475866274e-06
1863,1.2961041448988908e-06,6.554440858508315e-06
1864,1.121007358051429e-06,6.390892906438239e-06
1865,1.3292128926423175e-06,5.983340628290534e-06
1866,1.157042760269178e-06,5.367744350337489e-06
1867,1.3447140645439504e-06,4.723241332271755e-06
1868,1.0852903713498563e-06,4.973959192966504e-06
1869,1.41426717448212e-06,4.8927978468782385e-06
1870,1.1445161760548217e-06,5.24608120144876e-06
1871,1.1407144455688467e-06,4.595783423155808e-06
1872,1.168346003055376e-06,4.70966783439053e-06
1873,1.1786442470906877e-06,4.673872282978664e-06
1874,1.1973117324259874e-06,4.277222544146753e-06
1875,1.219829584897525e-06,5.30271121590431e-06
1876,1.3778868179770143e-06,4.9275021183348144e-06
1877,1.2920080507683451e-06,8.384136719996604e-06
1878,1.0544248709720705e-06,4.601181885277583e-06
1879,1.2243088320929019e-06,4.379164479928477e-06
1880,1.0043929279390795e-06,4.601595904318856e-06
1881,1.1978767631148912e-06,4.38849647821371e-06
1882,1.2944724545604913e-06,4.712012838581359e-06
1883,1.2379585569988194e-06,4.2162627948982845e-06
1884,1.2219741307717413e-06,3.452027314665429e-06
1885,1.1202515253216916e-06,3.2183057925294634e-06
1886,1.1241934529948594e-06,3.6345908966950446e-06
1887,1.455950183526511e-06,3.080346672845735e-06
1888,1.280170074835496e-06,2.9705780448807673e-06
1889,1.3676793599870507e-06,3.150737335033682e-06
1890,1.267618358724576e-06,2.9212899335107068e-06
1891,1.379381174615446e-06,2.7842592231763774e-06
1892,1.3665356775049986e-06,3.269029136276913e-06
1893,1.3991922429568149e-06,2.7374161462034863e-06
1894,1.5779054081122013e-06,2.8407338064084797e-06
1895,1.302428181304549e-06,2.476057993305858e-06
1896,1.3162168173153077e-06,2.6807893291902474e-06
1897,1.2667274944533347e-06,2.4728572682874983e-06
1898,1.2448380246610213e-06,2.645280943625039e-06
1899,1.434959330026686e-06,2.6361022378296184e-06
1900,1.445708264213863e-06,2.491186428699166e-06
1901,1.3267666361116426e-06,2.4556919342444417e-06
1902,1.3635858522320632e-06,2.1423568199452347e-06
1903,1.3403346628138024e-06,2.502462130848926e-06
1904,1.2173525760772463e-06,2.431480481845938e-06
1905,1.427466003178779e-06,2.6010226505945866e-06
1906,1.4794674996210233e-06,2.422396491397194e-06
1907,1.241482422642548e-06,2.6717070724657788e-06
1908,1.382064894528412e-06,2.5131578667014765e-06
1909,1.5078196042850323e-06,2.549705982346495e-06
1910,1.6155366893144674e-06,2.5288521499078342e-06
1911,1.4668271859363813e-06,2.663911217837267e-06
1912,1.4190463133445519e-06,2.8276738248678157e-06
1913,1.5304428018225735e-06,2.7570242764340946e-06
1914,1.4089948336959424e-06,2.5507896594945123e-06
1915,1.2134184999013087e-06,2.2819335470103397e-06
1916,1.5151710073268987e-06,2.4161429905689147e-06
1917,1.3444836781673075e-06,2.5979460573921642e-06
1918,1.5483635849022903e-06,2.4121390609366244e-06
1919,1.7669860596924991e-06,2.8433836405383772e-06
1920,1.7211682177276089e-06,2.666940034146137e-06
1921,1.7379455385935216e-06,3.04651632632158e-06
1922,1.9234277885971096e-06,2.8168957797447547e-06
1923,1.8121423295269778e-06,3.242110466317172e-06
1924,1.8061166144889285e-06,3.5503534121517077e-06
1925,1.9125831727251352e-06,3.2224660344581935e-06
1926,1.9929295547171932e-06,3.0952827358987633e-06
1927,2.164064483167749e-06,3.1875633865752206e-06
1928,1.776749357418339e-06,2.895358740317988e-06
1929,2.0643173286316596e-06,3.0469012273215412e-06
1930,1.6102024460451503e-06,2.9305054383144125e-06
1931,1.4074210596959347e-06,2.917490135700973e-06
1932,1.4521386049182183e-06,2.9031813326696465e-06
1933,1.4372739371992793e-06,2.9995782284686356e-06
1934,1.2029506137878343e-06,3.091247670283792e-06
1935,1.3560066349782574e-06,2.8340895710243785e-06
1936,1.2561204698613437e-06,3.0263287555953866e-06
1937,1.1785287057364258e-06,2.6982767025174326e-06
1938,1.3198588675322753e-06,2.534699383716088e-06
1939,1.3336412081343951e-06,2.7590467368554528e-06
1940,1.054885657936211e-06,2.5814269264401446e-06
1941,1.3429336860326657e-06,2.9278906623630974e-06
1942,1.4776611720890287e-06,3.680498991798231e-06
1943,1.6548440129326991e-06,3.4345272013069916e-06
1944,1.8636479808264994e-06,2.9850500169459337e-06
1945,2.0042237025563736e-06,3.3026120291879124e-06
1946,1.852898975585049e-06,3.676563551380241e-06
1947,1.9991300206356755e-06,3.1685675452308715e-06
1948,1.7188454819461185e-06,2.974548621637041e-06
1949,1.4107040442468133e-06,2.991242439520647e-06
1950,2.013273942225169e-06,3.563909686477018e-06
1951,1.703691978605093e-06,3.3583416580995618e-06
1952,1.6302267056289566e-06,2.4801378160077547e-06
1953,1.3553474644822927e-06,2.725778415424429e-06
1954,1.594877886645918e-06,2.9962595320398577e-06
1955,1.2642413906860384e-06,2.622338740820851e-06
1956,1.5881198720535394e-06,2.739310502875014e-06
1957,1.2642939282159205e-06,2.950019073466592e-06
1958,1.3955274624777303e-06,3.5438291092759755e-06
1959,1.3199524033780108e-06,2.8189469247763554e-06
1960,1.4824425562665056e-06,3.25694423963796e-06
1961,1.473009817232196e-06,3.224640764187825e-06
1962,1.393962023144013e-06,3.446219082547941e-06
1963,1.4386968274493483e-06,3.4341208987598293e-06
1964,1.5167332634291597e-06,3.348616218090683e-06
1965,1.4172592415206964e-06,3.2793956137311397e-06
1966,1.269002027015631e-06,3.023780827504652e-06
1967,1.3499259381433149e-06,3.794386273625605e-06
1968,1.5338185619384603e-06,4.230015591133451e-06
1969,1.129989321668745e-06,3.2446317845824524e-06
1970,1.1561194668274766e-06,3.5603330132971678e-06
1971,1.1869697686961445e-06,3.7464055679947705e-06
1972,1.0342376128846809e-06,3.6695939513720077e-06
1973,1.0023004364256849e-06,3.140872223639235e-06
1974,7.729535553835376e-07,3.036120929778008e-06
1975,7.893265419056661e-07,3.1378872904497257e-06
1976,7.753256241471718e-07,3.0698779056592684e-06
1977,7.769105891952677e-07,3.1335001580146127e-06
1978,1.029504474558962e-06,3.767523025999253e-06
1979,9.83131535292614e-07,3.5708740711015707e-06
1980,8.840409222443668e-07,3.905130043335703e-06
1981,9.678090790998795e-07,3.735869483989518e-06
1982,9.83889087535772e-07,3.786576485254045e-06
1983,9.605595536754663e-07,3.778453589120545e-06
1984,9.869912176441176e-07,3.9786997376722866e-06
1985,8.848885642009918e-07,4.063509436491586e-06
1986,9.944851342424954e-07,4.167366341789602e-06
1987,8.976790084602726e-07,4.405898792469998e-06
1988,8.659023720269943e-07,4.214977877836645e-06
1989,8.682209298171983e-07,4.18853495887106e-06
1990,7.807916588831176e-07,4.364369488030206e-06
1991,7.965731185777258e-07,4.294109373859101e-06
1992,8.264916218081453e-07,4.504379347736176e-06
1993,8.901506447500651e-07,4.815786752487838e-06
1994,8.503181447849784e-07,4.798073405254399e-06
1995,9.256123334466793e-07,5.3340647525601526e-06
1996,8.75980958880973e-07,5.0375578268813115e-06
1997,8.151320756155656e-07,5.243217032102621e-06
1998,8.287008554930253e-07,5.451878820394995e-06
1999,8.080115847519664e-07,5.490639551908316e-06
2000,8.155686259669892e-07,5.623712468150188e-06
2001,8.306777772304486e-07,5.687689053957001e-06
2002,8.670437381397278e-07,5.802927830700355e-06
2003,8.425518274179922e-07,5.898279368921067e-06
2004,8.32065069289456e-07,5.805074380305086e-06
2005,8.696740181335372e-07,5.9881854213017505e-06
2006,9.294077472077333e-07,5.884464599148487e-06
2007,1.0976829685205303e-06,5.86109970868165e-06
2008,1.118003652322841e-06,6.0353463311457745e-06
2009,1.2001540881101391e-06,6.131418786026188e-06
2010,1.5786916520710292e-06,6.298705699236962e-06
2011,1.7406720331791803e-06,6.237280672394263e-06
2012,2.1783812940157077e-06,6.5388887549033825e-06
2013,2.5528862579449196e-06,6.040965928377773e-06
2014,2.790392699125732e-06,6.420328503509154e-06
2015,2.9950367661513155e-06,6.319899824802633e-06
2016,2.8679773720341473e-06,6.754018471610834e-06
2017,2.4479414548750356e-06,5.996211399406093e-06
2018,2.8721397598019394e-06,6.1782244529240415e-06
2019,2.7713931274320203e-06,6.133850064315993e-06
