year,pas_ADV égaux_ADJ,pas_ADV egaux_ADJ,pas_ADV légaux_ADJ
1993,1.3072529725377535e-07,0.0,3.323524566667402e-09
1994,1.5086290261479007e-07,0.0,6.329911705904578e-09
1995,1.7622964776364825e-07,1.0844901643380922e-09,4.880205572987961e-09
1996,1.644132368028295e-07,1.6014276571496566e-09,3.2028553142993132e-09
1997,1.9611118773354974e-07,0.0,4.315404922294874e-09
1998,1.826193454235181e-07,4.768129224785866e-10,2.3840645013706308e-09
1999,1.7686679143480433e-07,4.570201161957499e-10,3.656160929565999e-09
2000,2.1869256272566417e-07,0.0,3.092622158362701e-09
2001,2.510434455871291e-07,8.762423564512289e-10,1.7524847129024579e-09
2002,2.2431854063142964e-07,0.0,5.6955880012310445e-09
2003,2.2334707239224372e-07,8.333845835650777e-10,3.7502307925763034e-09
2004,2.0922757926200575e-07,1.3214374039449694e-09,3.523833003171717e-09
2005,2.414009827589325e-07,0.0,5.404499514582994e-09
2006,2.4707338752705255e-07,8.235779835885637e-10,3.706100981659688e-09
2007,2.400682035386126e-07,1.1983438685803094e-09,6.391167151065247e-09
2008,2.4906020712478494e-07,2.1287198670449925e-09,8.514879357157668e-10
2009,2.5891284849421936e-07,4.76819250749827e-10,2.384096253749135e-09
2010,2.820104327838635e-07,9.447586046817946e-10,6.140930874920514e-09
2011,2.2676154287637473e-07,1.1471915639660324e-09,6.883149605840799e-09
2012,2.2638280938735988e-07,0.0,5.446804340891731e-09
2013,2.420960640847625e-07,2.789125042035323e-10,3.3469500504423877e-09
2014,2.215250418657888e-07,0.0,4.547434873103384e-09
2015,2.458181995734776e-07,0.0,3.989835573037226e-09
2016,2.3074727550920215e-07,0.0,2.6927420293532123e-09
2017,2.2615346040311124e-07,0.0,3.773417134311785e-09
2018,2.121965678725246e-07,0.0,3.614053500911041e-09
2019,2.0280351975543454e-07,0.0,4.846876677788714e-09
