year,leurs_DET armes_NOUN,leurs_DET larmes_NOUN
1860,6.701454978497168e-06,9.319146379027643e-07
1861,6.512274239867111e-06,1.002142276718132e-06
1862,6.105154923830014e-06,9.347713438856431e-07
1863,5.827723427387355e-06,1.0843321422981944e-06
1864,5.795387608031888e-06,1.0356612829554024e-06
1865,6.10995481054033e-06,1.0213851826534892e-06
1866,6.6031230687713105e-06,1.0110743744462525e-06
1867,5.064394230203106e-06,8.613740192231489e-07
1868,5.623058527248759e-06,7.972956659330066e-07
1869,4.858613351643726e-06,8.731732155098371e-07
1870,4.988049099097225e-06,7.838444684438173e-07
1871,7.154424991995256e-06,7.169294562459072e-07
1872,6.202151361378583e-06,8.508606157420218e-07
1873,5.528673526100647e-06,6.8599611946496e-07
1874,5.602390913850286e-06,6.112025161542078e-07
1875,4.9771565784340055e-06,7.741226308866089e-07
1876,4.8029540238303525e-06,6.565971952809946e-07
1877,4.717158986977665e-06,6.908439633690477e-07
1878,5.192408536913717e-06,6.872483160336174e-07
1879,4.552058058493458e-06,7.600000859753209e-07
1880,6.718843380326689e-06,6.039193447548996e-07
1881,4.876571878753566e-06,6.393789213632317e-07
1882,3.881420504114885e-06,7.294302335481007e-07
1883,4.257338773072661e-06,5.409353986962628e-07
1884,4.153787756422389e-06,5.598239303239438e-07
1885,3.6056886330015914e-06,4.969585383207686e-07
1886,4.131507637339382e-06,5.666141476012854e-07
1887,3.7541317681188957e-06,5.00768537747831e-07
1888,3.790419405902412e-06,5.484631939722817e-07
1889,4.0823633185027575e-06,5.21259376995431e-07
1890,3.935909177243957e-06,4.706049590019745e-07
1891,3.5051837059540958e-06,4.168739984322656e-07
1892,3.561768643578489e-06,4.350347531101306e-07
1893,3.252875679038425e-06,4.594178628636314e-07
1894,3.407872355865038e-06,5.205071307301523e-07
1895,3.5124634791827702e-06,4.905170820634908e-07
1896,3.608392120213466e-06,4.1397144023846977e-07
1897,3.2897625459327173e-06,3.9155515274558184e-07
1898,3.0792766736453814e-06,4.877501860178768e-07
1899,3.0484594120139263e-06,4.991403308451936e-07
1900,3.1847110903981957e-06,4.5992730690613826e-07
1901,2.755807102516883e-06,4.3592163301298115e-07
1902,2.62061855949014e-06,3.3193517712248877e-07
1903,3.005762621910435e-06,3.9745621549514e-07
1904,2.667426585389876e-06,3.751488470982167e-07
1905,2.525159359834106e-06,4.082160494078835e-07
1906,2.4115936092528045e-06,3.678092017622703e-07
1907,2.479364678009688e-06,3.9445607846744224e-07
1908,2.332909744495737e-06,4.037161751568874e-07
1909,2.279057500942372e-06,4.175246477444716e-07
1910,2.599929409541346e-06,4.579937122883848e-07
1911,2.6553988234923054e-06,3.9211156011020876e-07
1912,2.5953335907047403e-06,3.9852073108193053e-07
1913,2.300967260282505e-06,3.9189093392622e-07
1914,2.649901436058144e-06,3.8305373983860136e-07
1915,3.4423385599779976e-06,8.281875896187785e-07
1916,2.9270598105313184e-06,7.284687555397795e-07
1917,3.0146700744637656e-06,5.856070428578164e-07
1918,2.9979441791283534e-06,5.823592639231379e-07
1919,2.6159497892308536e-06,4.7052106211253886e-07
1920,2.3602647338805127e-06,3.430220996136768e-07
1921,2.1302138257794923e-06,4.149865588942703e-07
1922,2.0481148048645537e-06,4.316092265810312e-07
1923,2.0945266285821162e-06,4.2569952718451987e-07
1924,1.8937796468776469e-06,3.9319455380493196e-07
1925,1.9103835242617606e-06,4.0913222321137255e-07
1926,2.114422358090451e-06,3.9680253127727383e-07
1927,1.9533442170427406e-06,4.4708393254211387e-07
1928,1.6533481428382402e-06,3.3249780528876727e-07
1929,1.9217201305821163e-06,3.50922805480991e-07
1930,2.0355983494368957e-06,3.9703622434217323e-07
1931,2.0016401194311584e-06,2.5547999804587107e-07
1932,1.979292250098297e-06,2.904277236481789e-07
1933,1.9201888754594165e-06,2.6153108567683603e-07
1934,2.004518357523466e-06,3.0792660865586186e-07
1935,1.6623947018956642e-06,2.764673645572202e-07
1936,1.8368942242830144e-06,3.176675269500606e-07
1937,1.6695822964152285e-06,2.5811793324947985e-07
1938,1.586942246945e-06,2.878277480800051e-07
1939,1.8001097892295093e-06,3.1505742814630366e-07
1940,1.830835305582923e-06,1.8257637179885933e-07
1941,2.2047724996809848e-06,3.2466528310237663e-07
1942,2.2210431041003176e-06,3.7927645735180704e-07
1943,2.07871649848812e-06,3.977432361246258e-07
1944,2.8982938218291565e-06,4.241405733296233e-07
1945,2.7971992722086725e-06,3.638101757630352e-07
1946,2.501622361705813e-06,3.3271438315551904e-07
1947,2.0301242216191895e-06,2.8490881298637305e-07
1948,1.9515038722772715e-06,3.359413209835793e-07
1949,1.6433671774507275e-06,3.259246650344494e-07
1950,1.5633980989804286e-06,2.424862488581425e-07
1951,1.8817374609625404e-06,2.931885507706511e-07
1952,1.6776782558736159e-06,2.9209107754724073e-07
1953,1.7184255050040065e-06,2.3055990738818366e-07
1954,1.64374053923666e-06,2.1499579183625883e-07
1955,1.500758688877113e-06,2.0742192985423458e-07
1956,1.53230454458253e-06,2.659948243888266e-07
1957,1.6866087158007304e-06,2.765366731161123e-07
1958,1.5402917732387778e-06,2.283139144410029e-07
1959,1.564100962525572e-06,2.2632183549475826e-07
1960,1.9073816872605676e-06,2.9482749752673953e-07
1961,1.8440415026077517e-06,2.862641750311923e-07
1962,2.0541597152146096e-06,3.126584520174447e-07
1963,1.949515041843597e-06,2.929122167039111e-07
1964,2.131214042577767e-06,3.832899917455279e-07
1965,1.8856661547772546e-06,2.779797956264929e-07
1966,2.0433646170658903e-06,3.511773378761518e-07
1967,2.135821361548551e-06,3.771706840183242e-07
1968,2.2600804854278067e-06,3.745840935209799e-07
1969,4.6784645739705866e-06,3.251898625933336e-07
1970,2.467216024371055e-06,2.9661776590472755e-07
1971,2.0743711708348656e-06,3.0984535737133e-07
1972,2.0223039349787086e-06,3.078088122165923e-07
1973,1.9853046104856276e-06,2.536073608894185e-07
1974,1.9284460073265564e-06,2.0477081008607456e-07
1975,1.7916913357396425e-06,2.2217657535961166e-07
1976,1.9900213317214366e-06,2.045442601961156e-07
1977,1.8382574147324249e-06,2.3448360186861805e-07
1978,1.7649496797389475e-06,2.5603949271868487e-07
1979,1.8831650407946654e-06,2.5514603407827963e-07
1980,1.8579072076363445e-06,2.2570048940906418e-07
1981,1.7180192024568441e-06,2.1949657380559984e-07
1982,2.3631960601733226e-06,2.476793437011793e-07
1983,1.789129079554641e-06,2.0587930205095972e-07
1984,1.7837749837212868e-06,2.5863577945983707e-07
1985,1.8383545459244033e-06,2.027243044544491e-07
1986,1.843304243465127e-06,2.811413750691827e-07
1987,1.724472522113274e-06,2.1510074876829322e-07
1988,1.6952257304581053e-06,1.9968524567204327e-07
1989,1.9899930627786944e-06,2.4696550404712525e-07
1990,1.6983445547680276e-06,2.408303689804825e-07
1991,1.7238568652544473e-06,2.3328631915120468e-07
1992,1.9047876840261324e-06,2.4519251295984645e-07
1993,2.084957760217776e-06,2.431712058381663e-07
1994,2.1247404546897997e-06,2.563614454054175e-07
1995,2.0469751831342364e-06,2.635310973886362e-07
1996,1.8000046395627578e-06,2.3487605194105754e-07
1997,1.962550346235048e-06,2.757064394565134e-07
1998,1.7313077158576107e-06,2.393600819772246e-07
1999,2.001291132813776e-06,2.449627887202155e-07
2000,1.7526330609030083e-06,2.743597562471223e-07
2001,1.8637674443766628e-06,2.65939560151196e-07
2002,2.0298198819546087e-06,2.860937584614476e-07
2003,2.088878439110431e-06,2.625161545921628e-07
2004,1.8839292579286848e-06,2.805852128417996e-07
2005,1.914543961589743e-06,2.918429733433925e-07
2006,1.911936251985935e-06,3.0595923306009354e-07
2007,1.9053666591162255e-06,3.0397987416108663e-07
2008,1.8754021304800972e-06,3.188822255140167e-07
2009,1.9873827099559094e-06,3.433098711980165e-07
2010,2.310879501976615e-06,3.5570160683562335e-07
2011,2.4113966716754476e-06,3.437750901724712e-07
2012,2.908253023292673e-06,4.490209306595716e-07
2013,3.232316991841344e-06,5.034370662571064e-07
2014,3.3267734167452545e-06,5.335656965144153e-07
2015,3.061533909942682e-06,5.160187317443388e-07
2016,3.6126241411693627e-06,6.029670647222929e-07
2017,2.870815599465004e-06,4.352007731966978e-07
2018,3.2779463694510014e-06,5.302332510837005e-07
2019,3.0690933314758695e-06,5.51013345173601e-07
