year,quelles_DET armes_NOUN,quelles_DET larmes_NOUN
1947,5.722018148190955e-08,3.695469885656166e-08
1948,6.523132878299975e-08,2.6092530802657166e-08
1949,4.123143515499805e-08,1.1780409980843842e-08
1950,3.08425480710639e-08,2.2334258886758107e-08
1951,6.290227005933957e-08,3.8381047673397006e-08
1952,6.537778141080253e-08,2.1089608281954497e-08
1953,4.201792602742671e-08,1.8315506888910704e-08
1954,6.8407752351618e-08,3.029486217442923e-08
1955,6.288357390360488e-08,1.5016972110259985e-08
1956,6.366433402682503e-08,1.5698054411927842e-08
1957,6.096176008441034e-08,5.3010225653515874e-09
1958,6.700517340973988e-08,2.0680609225109947e-08
1959,3.952881311164447e-08,2.0927019228622612e-08
1960,6.990041345744658e-08,1.7994167045287668e-08
1961,5.766972321907815e-08,2.153929390402709e-08
1962,5.580921680348183e-08,2.727041259475982e-08
1963,5.23750300907011e-08,2.5864212105375373e-08
1964,5.1713729298796807e-08,1.9468699097302533e-08
1965,7.551419578533114e-08,1.8057742856569803e-08
1966,5.871419084257923e-08,1.7725039214155913e-08
1967,7.148986558291881e-08,2.021437550681071e-08
1968,6.108325667497638e-08,1.976222963051555e-08
1969,6.630966531417926e-08,1.9983734222961402e-08
1970,6.162291432687539e-08,1.7935027685211935e-08
1971,4.059333980066526e-08,2.8261186280076345e-08
1972,5.3866544114100634e-08,2.6676763464905662e-08
1973,5.623468002369236e-08,1.433432950115332e-08
1974,7.256987721859787e-08,6.750686232237513e-09
1975,3.998036079977396e-08,1.2565256390928425e-08
1976,6.399150098701512e-08,7.998937734399192e-09
1977,4.172515044587044e-08,1.4691954874912483e-08
1978,6.237620797655552e-08,1.7227714366185864e-08
1979,6.905328397976973e-08,1.462993370893173e-08
1980,5.230338651074362e-08,1.1370301367108482e-08
1981,6.51531584239251e-08,1.5813873766035158e-08
1982,4.903926686949944e-08,8.069753087980303e-09
1983,4.294415045791311e-08,1.1367568886200274e-08
1984,6.436899546713448e-08,9.858314442556804e-09
1985,4.2108905695670273e-08,1.7445118460912568e-08
1986,5.395036994926272e-08,1.7983456057635294e-08
1987,4.888653482026939e-08,1.0388388815840699e-08
1988,4.797243047249822e-08,9.594486094499644e-09
1989,6.475984370979404e-08,1.3171493007391177e-08
1990,5.339678121885072e-08,1.3076762561681221e-08
1991,5.5683918809279476e-08,7.033758464558559e-09
1992,6.171137467703147e-08,8.2649165289439e-09
1993,5.926951995860463e-08,1.6063701702151434e-08
1994,4.8529325447077554e-08,1.4242301560329906e-08
1995,4.7175321871151255e-08,1.3013882416146316e-08
1996,3.256236102977539e-08,1.014237493990322e-08
1997,5.8018224002864827e-08,9.589788851904757e-09
1998,6.103205496543751e-08,9.059445638115449e-09
1999,5.484241416553459e-08,6.8553016596695215e-09
2000,4.1971298880838503e-08,1.0603275368836762e-08
2001,6.17750854914334e-08,7.448059835546417e-09
2002,5.0384046268447946e-08,9.200564754507923e-09
2003,3.958576755280774e-08,1.2917460878725251e-08
2004,4.404791198453495e-08,1.4095331790642263e-08
2005,4.864049429897932e-08,1.3511248564412881e-08
2006,5.39443592018074e-08,9.88293602510737e-09
2007,6.231387894573004e-08,1.0385646564969875e-08
2008,4.470311587567721e-08,8.089135472566511e-09
2009,5.531103219880151e-08,1.2397300741540107e-08
2010,6.849499989414198e-08,1.0392344762522043e-08
2011,5.965396354667973e-08,1.7590270573464295e-08
2012,8.919142224783627e-08,1.4978711604385353e-08
2013,8.283701546929478e-08,1.561910023539781e-08
2014,8.683435481771085e-08,1.9705551412840805e-08
2015,9.176621773576699e-08,2.7485534737081707e-08
2016,1.012885260109897e-07,3.0034430942293966e-08
2017,7.119179912251639e-08,1.559679052576257e-08
2018,7.873473428787747e-08,2.1684320561377035e-08
2019,7.678473323835533e-08,1.7091617898756795e-08
