year,serons_VERB en_ADP
1898,3.06116987758287e-07
1899,2.437662089960213e-07
1900,2.808359624850709e-07
1901,2.61552969504919e-07
1902,2.352025916252387e-07
1903,3.169929243540537e-07
1904,2.7518080969457515e-07
1905,2.982918658744893e-07
1906,2.819013218413602e-07
1907,2.571421759967052e-07
1908,3.182580030625104e-07
1909,2.7614936470854445e-07
1910,3.072886727295554e-07
1911,3.0538947726199694e-07
1912,2.6463860081094026e-07
1913,2.8477055025177833e-07
1914,2.986747631439357e-07
1915,4.582716428558342e-07
1916,4.0433860704069957e-07
1917,3.761483640118968e-07
1918,3.801990544616274e-07
1919,4.1803630779213563e-07
1920,3.558948833415343e-07
1921,2.764052737802558e-07
1922,2.5822774318839947e-07
1923,2.919385622135451e-07
1924,2.2947091338210157e-07
1925,3.145478899568843e-07
1926,2.5078810494960635e-07
1927,3.322469126487704e-07
1928,2.7422498760643066e-07
1929,2.95220758061987e-07
1930,2.19525318811975e-07
1931,3.216310631160013e-07
1932,3.375537289684871e-07
1933,2.4891338057386747e-07
1934,2.923505633134482e-07
1935,2.9202612950030016e-07
1936,2.7523103085513867e-07
1937,3.223326245915814e-07
1938,2.8523470518848626e-07
1939,2.6305767164558347e-07
1940,2.155415472770983e-07
1941,1.888961662643851e-07
1942,3.0038697218515154e-07
1943,3.1064615768627846e-07
1944,3.502372862840275e-07
1945,3.768811893678503e-07
1946,3.5638026929518674e-07
1947,3.4332109066781413e-07
1948,2.772331413325446e-07
1949,3.121808731521014e-07
1950,2.829006291449332e-07
1951,2.9425467573673814e-07
1952,2.4463943759656104e-07
1953,2.962802625461336e-07
1954,2.775400389509741e-07
1955,2.965851990666124e-07
1956,2.8343708891043207e-07
1957,2.712356490519596e-07
1958,2.4734006842663803e-07
1959,2.6585064460959984e-07
1960,3.072850063290389e-07
1961,4.488510967348702e-07
1962,3.0504810411002836e-07
1963,2.696344267860695e-07
1964,3.072404126669426e-07
1965,2.571860306943563e-07
1966,2.919092310094129e-07
1967,2.9039676974207396e-07
1968,2.878997520383564e-07
1969,3.2473568012392207e-07
1970,2.970776336042036e-07
1971,2.63599787331259e-07
1972,2.3598676079927827e-07
1973,2.4092699391076167e-07
1974,2.9309228466445347e-07
1975,2.181785418997606e-07
1976,2.5025246941368096e-07
1977,2.861992811631353e-07
1978,2.1386128423728223e-07
1979,2.5514603407827963e-07
1980,2.6890762683251523e-07
1981,2.625102979436633e-07
1982,2.9051111027911247e-07
1983,2.7913696953874023e-07
1984,2.6095537464243534e-07
1985,2.3460675890873972e-07
1986,2.505694851606677e-07
1987,2.3526645520632883e-07
1988,2.434600787637464e-07
1989,2.925169155787444e-07
1990,2.2720874426340743e-07
1991,2.5614602350287896e-07
1992,2.0717389759283833e-07
1993,2.259996563225286e-07
1994,3.059457469589688e-07
1995,2.6353112048127514e-07
1996,1.9484036783978809e-07
1997,2.6995255097972404e-07
1998,2.13135379567575e-07
1999,2.1205732991802506e-07
2000,1.9306797582885338e-07
2001,2.286992497602114e-07
2002,2.396528202552872e-07
2003,2.0667937405960402e-07
2004,2.1891813162255858e-07
2005,1.977146126819207e-07
2006,2.2566037216620316e-07
2007,2.616384051634668e-07
2008,2.6821871301763167e-07
2009,2.641578760176344e-07
2010,3.2499696089871577e-07
2011,3.4759904110615025e-07
2012,4.0102096932059794e-07
2013,4.406817595281609e-07
2014,4.5820820560038555e-07
2015,5.018326874051127e-07
2016,5.095496362628182e-07
2017,4.6186625013433513e-07
2018,5.320403033692855e-07
2019,4.808612175111193e-07
