year,deux_DET eaux_NOUN,deux_DET lots_NOUN
1870,2.9645032917358094e-07,1.9209063273351035e-07
1871,3.313807326321694e-07,2.7721272388703255e-07
1872,2.3100835733202985e-07,2.9208647589484826e-07
1873,2.4722197355941944e-07,2.759548038966386e-07
1874,2.4973866263877653e-07,2.12696090073905e-07
1875,3.2269414429464405e-07,3.3070426308512424e-07
1876,2.9867314310649817e-07,2.7025687021620115e-07
1877,3.6861502650253897e-07,3.135701689416237e-07
1878,2.6571990474622e-07,3.152404239870066e-07
1879,3.048553307571922e-07,2.1504824587736948e-07
1880,2.7147488346201953e-07,4.90323444068963e-07
1881,3.158545851533745e-07,3.095793288387938e-07
1882,3.108064907664243e-07,2.4758032246552375e-07
1883,3.4756363653798417e-07,4.057015612346504e-07
1884,3.630933216314247e-07,3.399873946818843e-07
1885,2.945655560582239e-07,3.364621949941693e-07
1886,3.4913240387624e-07,3.788183349229257e-07
1887,3.832478638887693e-07,3.897767939520236e-07
1888,3.265416665954035e-07,3.6648752654855343e-07
1889,2.618827292799608e-07,3.2265454663615856e-07
1890,2.91670203989014e-07,3.4607160515065516e-07
1891,2.5305653839069464e-07,3.3464655579962255e-07
1892,2.3757662592771567e-07,3.491561280100086e-07
1893,2.4818419330774333e-07,3.3501786234069186e-07
1894,2.6340435121952055e-07,4.0833974424003827e-07
1895,2.5518925816925275e-07,4.237104533899583e-07
1896,2.2054888337841305e-07,3.7151284004721674e-07
1897,3.123118581527251e-07,3.9621650849142043e-07
1898,2.3878257504605926e-07,4.119282284165138e-07
1899,3.0346405388570474e-07,3.968801305376246e-07
1900,2.922562937213158e-07,4.53698039137862e-07
1901,2.0957771351692855e-07,3.8282861325455997e-07
1902,2.563168124414261e-07,3.9478682722915437e-07
1903,2.543503780927381e-07,4.195971179399294e-07
1904,3.257022891389738e-07,4.391068806341991e-07
1905,3.158384638268785e-07,5.021418623130103e-07
1906,2.6441109790553696e-07,4.393133501423563e-07
1907,3.342848184928471e-07,5.075986280189682e-07
1908,3.153111804987674e-07,4.1157440477945784e-07
1909,3.2455802134734313e-07,3.9772112003788607e-07
1910,3.014100866671754e-07,4.761638194850093e-07
1911,2.2185960579790276e-07,4.772375596928669e-07
1912,2.7870402474761136e-07,4.7249449153241585e-07
1913,2.487102257475726e-07,5.080264280366009e-07
1914,2.2634993790404678e-07,4.7011141646180477e-07
1915,4.1703897180056515e-07,2.8273827634706095e-07
1916,2.5820535798359856e-07,3.329200994883763e-07
1917,2.9499682341338485e-07,3.388625025024794e-07
1918,2.6533529240424514e-07,3.595235700259991e-07
1919,2.0349345597470148e-07,3.434527382495389e-07
1920,2.1126525950876385e-07,3.816404685608177e-07
1921,2.0219235352669784e-07,5.119177401979869e-07
1922,2.7150802139885855e-07,4.375115807420116e-07
1923,2.590291372506215e-07,3.545726645626246e-07
1924,2.6427831256725653e-07,4.125319801318028e-07
1925,2.111650161396028e-07,3.2334643762510495e-07
1926,3.2546725425852685e-07,4.2355326357323975e-07
1927,3.177529165343529e-07,4.147511809549087e-07
1928,2.742249889386983e-07,4.810363378737748e-07
1929,2.428608536497734e-07,5.02432332183389e-07
1930,2.2897855211923002e-07,4.474535124643353e-07
1931,2.2582605918586296e-07,5.919379901797583e-07
1932,1.9727166034044785e-07,4.4714910529819463e-07
1933,2.7070761943193133e-07,5.528859396974894e-07
1934,2.132721306224994e-07,4.361295253829667e-07
1935,2.1901960156611722e-07,6.415000122217407e-07
1936,2.012702564613278e-07,6.086606418875817e-07
1937,2.0523522925586235e-07,6.509607963778308e-07
1938,1.9966430764295495e-07,6.054755345985541e-07
1939,3.3646911745677244e-07,6.30114904254242e-07
1940,3.575453888515767e-07,5.350501837142474e-07
1941,2.774412468653509e-07,5.253674544292153e-07
1942,2.973527655214525e-07,4.672686060303022e-07
1943,3.280655676007882e-07,4.470982339910279e-07
1944,2.634812688029342e-07,3.7272960540235545e-07
1945,3.7034567412774777e-07,3.9866625201057104e-07
1946,3.549881455455761e-07,3.7586981882498094e-07
1947,3.0159803565688037e-07,3.9815709129698007e-07
1948,2.989769223304961e-07,4.011726701946827e-07
1949,2.7487622922262034e-07,3.7304632272139315e-07
1950,2.190884502706325e-07,4.0201665285621857e-07
1951,2.9851923954993254e-07,3.976702984687108e-07
1952,2.4463944647834523e-07,5.409484558072108e-07
1953,2.95202881805956e-07,4.352626206127752e-07
1954,3.3422074663391754e-07,4.4758215977935834e-07
1955,3.0127802119750413e-07,4.7209607245690677e-07
1956,2.9739092788361177e-07,4.709416430159763e-07
1957,2.9509026200358335e-07,4.117127545555377e-07
1958,2.4072228282934205e-07,4.0120381683550477e-07
1959,2.7437647753814076e-07,3.7901157057262935e-07
1960,2.6368374606011713e-07,4.2839958069862405e-07
1961,2.9668640832980486e-07,4.467666485652444e-07
1962,2.3592077491585428e-07,4.464737273224273e-07
1963,2.586421374850545e-07,4.196468523787189e-07
1964,2.482258998348641e-07,4.3743731481526993e-07
1965,2.8016862541058174e-07,3.841374578428258e-07
1966,2.902475080279743e-07,4.1266105910153783e-07
1967,2.9434104042991294e-07,3.4758867073492183e-07
1968,2.748746443514971e-07,3.467372913235067e-07
1969,2.566093195155439e-07,3.637947934009844e-07
1970,2.3085599709649074e-07,3.6467888264724024e-07
1971,2.3020020112340944e-07,3.7561685140019563e-07
1972,2.7189778095682016e-07,3.657794707123685e-07
1973,2.519534116895983e-07,4.305812275617882e-07
1974,2.396493653522569e-07,3.6116169255251407e-07
1975,2.096113220773077e-07,3.1413141599045957e-07
1976,1.8797503975598318e-07,3.268137405143534e-07
1977,2.3154519812607077e-07,3.490808531125822e-07
1978,2.405939536487267e-07,3.392077676522831e-07
1979,2.744575454682874e-07,3.2302891739277584e-07
1980,2.4105039431177033e-07,3.069981229231189e-07
1981,2.897101820664716e-07,2.738962976422954e-07
1982,2.805791071702757e-07,2.7685461567728e-07
1983,2.5892794663917584e-07,2.8860992884460757e-07
1984,2.8705092197656157e-07,2.737131890029332e-07
1985,2.8092657089473505e-07,5.137286809286934e-07
1986,2.0680974399667207e-07,2.499700499924984e-07
1987,2.16322919133205e-07,2.2610022831770493e-07
1988,2.3386559155902376e-07,2.902331992515883e-07
1989,2.145855804158714e-07,2.6123460727944803e-07
1990,2.1086279988757894e-07,2.163114452002901e-07
1991,2.2039109204285978e-07,1.6705175909237369e-07
1992,2.639263274595294e-07,2.2535672350443292e-07
1993,2.647741190742181e-07,1.7060758317199998e-07
1994,2.4475659177181086e-07,1.7723753487075555e-07
1995,2.2774293917393607e-07,1.5020188826042613e-07
1996,2.0871940553668367e-07,2.0444892534499104e-07
1997,2.330318693566369e-07,2.2248310393990778e-07
1998,2.3792964931601546e-07,1.8595703643597972e-07
1999,2.170845561089152e-07,1.6361320032132198e-07
2000,2.4210811866431925e-07,1.749540450290965e-07
2001,2.760163293480389e-07,1.7305787114452187e-07
2002,2.729500869769197e-07,1.5246650786338023e-07
2003,2.470985251967761e-07,1.6584352557913462e-07
2004,2.466683159951799e-07,1.7883452496647578e-07
2005,2.5626335187212135e-07,1.6798985846833148e-07
2006,2.9278198265814126e-07,1.6924526846651133e-07
2007,2.328781548155412e-07,1.481951938941961e-07
2008,2.7503059163436205e-07,1.2985191188974454e-07
2009,3.156543451066085e-07,1.1872799277057311e-07
2010,2.9051327343765365e-07,1.0156155205720552e-07
2011,3.3612713035147124e-07,9.827607660994886e-08
2012,3.8808481539476247e-07,9.634034903172051e-08
2013,3.645386483785984e-07,9.399351341699003e-08
2014,4.1576546716548535e-07,9.2464511602941e-08
2015,3.86127433360528e-07,9.797263533783962e-08
2016,3.5772043593951253e-07,8.078226443331005e-08
2017,3.3457630377320413e-07,8.553078711948103e-08
2018,3.9238293014776104e-07,9.2674652396596e-08
2019,3.576484872702679e-07,1.0152931473328408e-07
