year,bandes_NOUN égales_ADJ
1913,8.484783542428431e-09
1914,1.2054139020278853e-08
1915,1.5314990164938536e-08
1916,1.2086208478478966e-08
1917,1.2063066989753679e-08
1918,4.5945505178224266e-08
1919,1.4732557396257562e-08
1920,1.590168707821249e-08
1921,7.572747762196741e-09
1922,2.87739485571592e-08
1923,1.3800733000834953e-08
1924,1.2891624656674594e-08
1925,1.2097995494286806e-08
1926,3.343841648018042e-09
1927,1.1149224654616319e-08
1928,1.7139061725401916e-08
1929,1.5596569369336066e-08
1930,7.352522590764465e-09
1931,1.3686427990933225e-08
1932,7.6716757391182e-09
1933,9.176529758292418e-09
1934,4.7926320689839486e-09
1935,4.787313656606784e-09
1936,3.6374143697059935e-09
1937,2.5182236296217297e-09
1938,3.8895642262559704e-09
1939,1.2235240376412548e-08
1940,4.3108308034334186e-08
1941,8.854508237732261e-09
1942,2.4273694165799498e-08
1943,8.709705845433291e-09
1944,3.2131861615880553e-09
1945,1.3071024262956144e-08
1946,1.3921104269343232e-09
1947,5.960435700558264e-09
1948,5.435944139264848e-09
1949,8.835307596655184e-09
1950,9.571825110299415e-09
1951,4.264560704569931e-09
1952,3.1634410646574906e-09
1953,3.232148326759443e-09
1954,1.3681550115052232e-08
1955,9.385607846468247e-09
1956,1.0465369904011368e-08
1957,1.3252556385623393e-08
1958,1.0753916868111446e-08
1959,6.975672928177801e-09
1960,1.2457499920515147e-08
1961,9.03260666262895e-09
1962,1.3952304200870458e-08
1963,1.681173777967615e-08
1964,1.3993127545575135e-08
1965,1.2585699593614663e-08
1966,8.862519607077957e-09
1967,8.874604162656397e-09
1968,1.3474247495537384e-08
1969,1.090021850558287e-08
1970,1.0117195081704722e-08
1971,6.166076982339064e-09
1972,7.69522046084603e-09
1973,9.923766697284009e-09
1974,4.500457340128605e-09
1975,2.8557400888473694e-09
1976,9.712995741040231e-09
1977,8.815172591880582e-09
1978,5.346532105932056e-09
1979,5.851973128301324e-09
1980,5.6851505725319385e-09
1981,1.138598904049104e-08
1982,6.828252629986764e-09
1983,5.68378455412244e-09
1984,4.059305780401701e-09
1985,9.02333674446254e-09
1986,7.792831269171074e-09
1987,7.332980445085013e-09
1988,8.395175221664886e-09
1989,1.2073869015694072e-08
1990,3.814055737905164e-09
1991,2.344586080837985e-09
1992,3.30596661157756e-09
1993,7.754890063438324e-09
1994,3.164955852952289e-09
1995,4.880205572987961e-09
1996,3.736664311304594e-09
1997,2.876936688878118e-09
1998,8.10582001520288e-09
1999,5.0272213059088244e-09
2000,4.859834756842929e-09
2001,6.571817756650944e-09
2002,8.324320788233308e-09
2003,6.250384210204629e-09
2004,4.404791198453495e-09
2005,8.106749049829887e-09
2006,7.823991232669414e-09
2007,3.595031605740928e-09
2008,4.6831836186811415e-09
2009,4.76819250749827e-09
2010,6.140930874920514e-09
2011,6.118355155848576e-09
2012,5.1063788752969685e-09
2013,4.183687618564136e-09
2014,6.712880029624557e-09
2015,3.32486305154589e-09
2016,5.799752234025846e-09
2017,3.773417134311785e-09
2018,5.6792268665617485e-09
2019,3.5713827450933877e-09
