year,quelques_DET armes_NOUN,quelques_DET larmes_NOUN
1860,1.3456921132970479e-07,6.087654753628158e-07
1861,1.0469439581939355e-07,5.63557662758285e-07
1862,1.0436548358860875e-07,5.755914251892591e-07
1863,1.4334562425943886e-07,5.803749161259475e-07
1864,1.217860878810484e-07,5.044053974501139e-07
1865,1.2661410897507608e-07,5.299906646882846e-07
1866,1.1677471190019162e-07,5.201340123051068e-07
1867,1.315111877175923e-07,4.6004652887177144e-07
1868,1.3485855665518187e-07,4.6533614295185544e-07
1869,9.718203219932775e-08,6.021378951004408e-07
1870,1.594065492938057e-07,4.730590248414046e-07
1871,8.07209470377046e-08,3.9723204281472135e-07
1872,1.1127104304620161e-07,3.3078945094189294e-07
1873,1.1612848349606963e-07,3.0049743138249596e-07
1874,1.0455566223921409e-07,3.913369077679363e-07
1875,1.3273942567337826e-07,4.771753552290647e-07
1876,1.0459605270796146e-07,3.7001611552511804e-07
1877,1.1380061337717962e-07,4.5087307398716803e-07
1878,1.3950294869280455e-07,3.267146837515611e-07
1879,1.001929356148068e-07,4.37427679855773e-07
1880,9.241698362139061e-08,3.38862285786945e-07
1881,9.55233516730658e-08,3.6745115394865024e-07
1882,9.650308463449164e-08,3.4674555582370203e-07
1883,1.1122036358557352e-07,2.698357759456371e-07
1884,1.4061614361793318e-07,3.261238337159966e-07
1885,9.217258978289067e-08,2.597591208797212e-07
1886,1.2648788949576328e-07,2.581385567523853e-07
1887,8.422312847145008e-08,2.3504129220697223e-07
1888,9.130484879271705e-08,2.25091825623025e-07
1889,1.453511746518643e-07,3.019795915548684e-07
1890,1.0683649787068816e-07,2.2088282669585624e-07
1891,8.732681200385173e-08,2.798282636717886e-07
1892,7.396844714513406e-08,2.896052748724287e-07
1893,1.102356539384175e-07,2.641960756832873e-07
1894,7.309785732267926e-08,2.4260925535202205e-07
1895,1.029183096523667e-07,2.1305895359091664e-07
1896,8.66863256732131e-08,2.3057383202740311e-07
1897,1.042981694343581e-07,1.683920167749875e-07
1898,9.788954091760615e-08,2.517967958581835e-07
1899,7.351679442990644e-08,2.7693168647147104e-07
1900,7.786579647728331e-08,2.678583470583362e-07
1901,1.0786265791651317e-07,2.2746167083198543e-07
1902,8.003762452801766e-08,2.067229569746587e-07
1903,7.938323509648626e-08,1.5930649999162938e-07
1904,5.482117870769798e-08,1.7843755006907713e-07
1905,5.780049949777322e-08,1.7236935612174875e-07
1906,6.635998034409951e-08,1.9393575456660983e-07
1907,7.354266062797876e-08,2.427421996742396e-07
1908,5.3043000214358926e-08,2.7602007079963187e-07
1909,6.821219389330224e-08,2.2278983280443754e-07
1910,6.68018863558828e-08,2.2498874585608064e-07
1911,6.969689969604786e-08,2.0962273872271453e-07
1912,3.854971875050239e-08,2.688061293554256e-07
1913,7.424185666238259e-08,2.540132104655868e-07
1914,7.098548016060136e-08,2.0023263402890734e-07
1915,9.306801640462936e-08,1.672868235047531e-07
1916,6.372727900938457e-08,1.7360190684989618e-07
1917,6.579854527899442e-08,1.9849228394264173e-07
1918,5.398596769623509e-08,1.3668787612886035e-07
1919,7.458357176304276e-08,2.458495469426225e-07
1920,5.4520069792118875e-08,2.2868139515352937e-07
1921,4.013556065274315e-08,1.976487125077142e-07
1922,4.943216830310959e-08,1.999420558007614e-07
1923,8.174280408113077e-08,2.7389146239897855e-07
1924,7.219309594574952e-08,2.526758446919075e-07
1925,3.6293987148994233e-08,3.9483457925371113e-07
1926,5.684530757221751e-08,2.753096097762864e-07
1927,5.797596980272601e-08,2.765007671712283e-07
1928,5.5987602110008083e-08,2.388042545931057e-07
1929,5.3473951933113995e-08,2.2392217324807007e-07
1930,8.19281087416357e-08,2.415828816992871e-07
1931,9.580499504835416e-08,2.0985856519217805e-07
1932,9.096415376497191e-08,2.411098058985317e-07
1933,6.3088643420528e-08,1.6403047453650288e-07
1934,8.506921744810825e-08,1.8811080337854946e-07
1935,3.590485420090772e-08,2.549244548788465e-07
1936,6.668593144354418e-08,1.442840957821545e-07
1937,6.169647859266547e-08,1.5990719326453018e-07
1938,3.370955670156661e-08,1.620651834954856e-07
1939,5.047036566452334e-08,2.0799908284629964e-07
1940,5.32514401463402e-08,1.4707541584613182e-07
1941,5.9030050181263505e-08,1.9479917234832556e-07
1942,5.158160121254696e-08,1.8205271157256675e-07
1943,8.709705712206528e-08,2.5548470805603074e-07
1944,9.318239690969676e-08,2.281362121436814e-07
1945,1.0021118423964026e-07,2.0695788904845358e-07
1946,7.517396571898871e-08,2.3805088567030452e-07
1947,8.82144421954223e-08,3.0636637760039775e-07
1948,9.023666946994524e-08,2.0874024286854365e-07
1949,5.1048444138501736e-08,2.827298253293975e-07
1950,9.040057458165052e-08,3.2437853825229013e-07
1951,6.076999092829993e-08,2.931885383361532e-07
1952,7.06501857017372e-08,2.425304845843357e-07
1953,6.895249726746044e-08,2.413337334417065e-07
1954,6.25442342361282e-08,1.768829029913377e-07
1955,5.537508496189503e-08,2.243160270865019e-07
1956,6.628067916736313e-08,2.3634293810914642e-07
1957,7.068030427603844e-08,1.9348732394064427e-07
1958,5.6251254765271597e-08,2.0928776311990305e-07
1959,6.898165372248855e-08,1.9531883843626474e-07
1960,7.82054203618543e-08,2.8998291767834417e-07
1961,7.434530058247901e-08,2.2650998943163358e-07
1962,9.830032254853904e-08,2.124555447124976e-07
1963,7.047998362708086e-08,2.269584724601259e-07
1964,6.75320452891981e-08,1.9955415542227684e-07
1965,8.700548903561867e-08,2.35845064366913e-07
1966,8.419393804359743e-08,2.4870445614055825e-07
1967,8.480177005054657e-08,2.5095407529818203e-07
1968,9.342144702273458e-08,2.78018645438749e-07
1969,9.764779207444008e-08,2.2617953199244312e-07
1970,9.243436949191164e-08,1.9222670655238971e-07
1971,8.375587912112792e-08,2.3020020201158786e-07
1972,8.054330891127393e-08,2.3803881887829448e-07
1973,9.703238701419536e-08,1.6980667982835485e-07
1974,8.607124346582395e-08,1.2094978796284295e-07
1975,9.366827269374767e-08,1.456427476398403e-07
1976,8.570290388476565e-08,1.4398088232780992e-07
1977,7.992423611824506e-08,1.504456204060034e-07
1978,8.732669387612191e-08,2.738612572272814e-07
1979,1.0767631009045431e-07,2.4870887527228547e-07
1980,8.81198363167357e-08,1.7794521500746896e-07
1981,1.0690178653405269e-07,1.7521772210926656e-07
1982,9.621628604961074e-08,1.6946481373736333e-07
1983,7.767839038663737e-08,1.458838072565527e-07
1984,1.0496205726795438e-07,1.6701144289754666e-07
1985,9.62489257183563e-08,1.7505273497420148e-07
1986,9.711066306650196e-08,2.559645260191701e-07
1987,9.04400909718106e-08,1.9249073446303555e-07
1988,8.575071985816862e-08,1.6850316253425035e-07
1989,9.878619833258995e-08,1.613507905062761e-07
1990,1.0297950092663655e-07,1.9506170723104788e-07
1991,8.850812704963573e-08,1.8405001256383002e-07
1992,1.1019888468410954e-07,1.5317644574963651e-07
1993,1.1743120076346258e-07,2.2655357945211563e-07
1994,1.461154672810494e-07,1.8092998566032747e-07
1995,1.2146290107040159e-07,2.1689802842672634e-07
1996,7.526709921990005e-08,1.7402180674253032e-07
1997,1.0548767992446528e-07,2.0426250912919386e-07
1998,9.917708743145681e-08,1.9358604408381552e-07
1999,8.363467962624327e-08,2.1845562159228393e-07
2000,8.261718731361611e-08,2.0455485305603816e-07
2001,9.37579300863689e-08,2.2300367596983506e-07
2002,1.2092170997846097e-07,2.0065994377205243e-07
2003,8.667199447032203e-08,2.395980729374969e-07
2004,9.161965697224161e-08,2.528350169228588e-07
2005,9.367799069792682e-08,2.531107288206158e-07
2006,9.512325993554782e-08,2.911348246925627e-07
2007,6.790615358909236e-08,3.1995779181670514e-07
2008,8.81290018739378e-08,3.2910009650777283e-07
2009,8.344336865917512e-08,3.4950851812709516e-07
2010,8.455589539657637e-08,4.841887850659532e-07
2011,8.06858099777763e-08,5.502695827885873e-07
2012,9.702120529198055e-08,6.464675763595551e-07
2013,1.1072826122671131e-07,7.089955715855467e-07
2014,9.809466927634958e-08,7.87788941636336e-07
2015,1.028490999033238e-07,8.236793931359898e-07
2016,1.1392370158347376e-07,9.383170365140359e-07
2017,8.779483362530982e-08,8.346798665570532e-07
2018,9.525612298943997e-08,1.0537546870637016e-06
2019,9.82130270443804e-08,9.984566275988982e-07
