year,dois_VERB imiter_VERB,dois_VERB limiter_VERB
2009,1.907277002999308e-09,4.76819250749827e-10
2010,1.4171379625338432e-09,2.3618964561933353e-09
2011,8.795135286732148e-09,3.059177577924288e-09
2012,5.7872298064864935e-09,6.808505426114664e-10
2013,4.183687618564136e-09,1.6734750252211938e-09
2014,2.3819897165822113e-09,2.5985342766432495e-09
2015,6.64972610309178e-09,3.768178213903184e-09
2016,5.178350193091319e-09,5.799752234025846e-09
2017,2.5156112748447867e-09,4.024978128569501e-09
2018,3.614053500911041e-09,6.711813327342497e-09
2019,5.867272001580659e-09,6.632568272380013e-09
