year,pouvoirs_NOUN égaux_ADJ,pouvoirs_NOUN légaux_ADJ
1920,3.48322650722821e-08,8.253732630691957e-08
1921,5.5281056177136634e-08,6.209653236055601e-08
1922,3.467629738906908e-08,6.49258353746518e-08
1923,4.140219900250486e-08,2.0064142347564484e-07
1924,8.508472149060253e-08,3.351822286390416e-08
1925,5.389107116116065e-08,8.688560626524122e-08
1926,2.6750733184144337e-08,7.690835701623655e-08
1927,2.7873062080630007e-08,6.801027296887696e-08
1928,2.742249805010033e-08,6.398582996780533e-08
1929,3.230717737778832e-08,8.243900850857244e-08
1930,3.046045193855207e-08,7.457558837131728e-08
1931,3.9918749195066994e-08,6.386999729102172e-08
1932,4.274219378430644e-08,6.794912366103745e-08
1933,4.12943848004943e-08,5.964744076436546e-08
1934,2.2765002327673756e-08,5.032263672433146e-08
1935,2.393656828303392e-08,5.864459140525469e-08
1936,1.4549657478823974e-08,8.366053094732706e-08
1937,2.5182236740306507e-08,5.9178255185088346e-08
1938,2.5930429359277696e-08,7.130867629712156e-08
1939,1.5294050470515685e-08,3.211750509990452e-08
1940,1.7750480196809804e-08,4.564409294971483e-08
1941,1.4757512545315876e-08,3.5418032950929046e-08
1942,2.1239483061208375e-08,1.8205270180260413e-08
1943,1.7419411690866582e-08,4.064529335323641e-08
1944,3.534504600111177e-08,5.462416652335378e-08
1945,8.931866801731303e-08,4.1391576388605245e-08
1946,4.872386583087973e-08,4.315542412314244e-08
1947,3.814678706248742e-08,6.556479092978407e-08
1948,2.174377655705939e-08,6.305695166020087e-08
1949,3.337782672474532e-08,7.951776836989666e-08
1950,4.1477910883713776e-08,6.168509969484148e-08
1951,2.9851925376078725e-08,6.716683031982029e-08
1952,4.2179216563908994e-08,7.697706649878455e-08
1953,2.693456835345387e-08,6.572035005092403e-08
1954,3.615838295445428e-08,3.322662323057557e-08
1955,3.2849627018549654e-08,6.663781704219218e-08
1956,2.9651880950609666e-08,4.971050771018781e-08
1957,4.50586910005768e-08,7.951533831374036e-08
1958,3.1434524316864554e-08,7.114129374485856e-08
1959,2.6352543258667538e-08,6.820658171591276e-08
1960,4.15249985508126e-08,4.429333344546649e-08
1961,2.987708569435199e-08,8.268309414916075e-08
1962,2.0928455413127267e-08,6.4053757853344e-08
1963,1.939815952312074e-08,6.142750663684637e-08
1964,2.1902286206909594e-08,5.353892262860427e-08
1965,3.447387442179206e-08,4.1587529864273165e-08
1966,3.323444985880997e-08,6.702280330728172e-08
1967,2.9088980113556318e-08,4.831728972476412e-08
1968,2.9643343779639508e-08,4.177016776907294e-08
1969,3.088395317263348e-08,5.4046918052108595e-08
1970,2.7592349738370103e-08,5.196559271780643e-08
1971,1.6956711590410123e-08,5.909157252403929e-08
1972,1.5903454553267693e-08,4.411926468605998e-08
1973,2.811733956775697e-08,3.9695066789136035e-08
1974,1.518904291231138e-08,5.6818272753389465e-08
1975,2.341706917263764e-08,3.826691852282238e-08
1976,3.25671045686704e-08,6.799096752274636e-08
1977,2.2331770210826107e-08,3.467301112891619e-08
1978,3.029701645118621e-08,3.861384456627093e-08
1979,2.808947208166046e-08,5.0326971035019596e-08
1980,1.762396628635088e-08,4.150160037852402e-08
1981,2.277197808098208e-08,4.048351698315855e-08
1982,2.2347007799794483e-08,3.848651530802272e-08
1983,2.0209011353244932e-08,5.999550012347754e-08
1984,3.537395087960249e-08,5.8569984417999876e-08
1985,2.3460676956688076e-08,4.571824163690508e-08
1986,2.8174081734277934e-08,6.414099118501326e-08
1987,1.8943532964499354e-08,5.8052759044358027e-08
1988,3.537966719591168e-08,6.716140177331908e-08
1989,2.4147738031388144e-08,7.079677288857056e-08
1990,2.0704874259536155e-08,5.2307051134903304e-08
1991,1.875668864670388e-08,5.978694161967724e-08
1992,2.3692759754112558e-08,3.691662442406596e-08
1993,2.049506697687775e-08,4.2651898013446043e-08
1994,1.3714808844156323e-08,5.116678636341021e-08
1995,1.3556126887692699e-08,3.524592884218691e-08
1996,1.0676184380997711e-08,3.4697599460287165e-08
1997,1.6782131240233866e-08,4.123609187445254e-08
1998,1.716526476513991e-08,3.6237782552461795e-08
1999,1.5081663917726473e-08,4.844413226123834e-08
2000,1.4137700787841823e-08,4.948195453380322e-08
2001,2.1029816110740285e-08,3.1982846593336944e-08
2002,8.324320788233308e-09,4.337409365007261e-08
2003,1.5417615628621206e-08,4.583615265119079e-08
2004,2.2904915297772277e-08,2.8631143678126136e-08
2005,1.170974872621855e-08,3.738112042128705e-08
2006,1.0294725072412803e-08,2.9648807853277503e-08
2007,1.5578470069499417e-08,3.355362920842708e-08
2008,2.1287197782271505e-08,2.554463840453991e-08
2009,7.629108011997232e-09,4.052963475942306e-08
2010,1.369900015646408e-08,3.259417269418918e-08
2011,4.5887662558641296e-09,2.370862617340208e-08
2012,8.170206733382201e-09,1.6680838044180746e-08
2013,1.840822605458925e-08,3.2911675162949905e-08
2014,1.9705550968751595e-08,2.6201886882404324e-08
2015,2.127912424043643e-08,3.56868632422902e-08
2016,1.8434926474242275e-08,3.252003821785365e-08
2017,1.9873329648589788e-08,2.5910797063488644e-08
2018,8.776987137082415e-09,2.1684320117287825e-08
2019,8.928457084778074e-09,2.4744581494928752e-08
