year,aux_ADP êtres_NOUN,aux_ADP etres_NOUN,aux_ADP lettres_NOUN
2009,1.1033597502319026e-06,3.814554005998616e-09,3.337734812092208e-06
2010,1.039706830852083e-06,1.8895172648747405e-09,3.3146856650567713e-06
2011,9.521690458313969e-07,4.16812946379963e-08,3.241963537181647e-06
2012,9.53871563069697e-07,1.3617010852229328e-09,3.5679971883695316e-06
2013,1.0052007155536558e-06,2.2313000891394097e-09,3.4866851832404677e-06
2014,1.0628004929458257e-06,1.5158115873603606e-09,3.7748039454221782e-06
2015,9.588904958945932e-07,8.86630172058922e-10,3.6526946312065434e-06
2016,1.1237019634791068e-06,1.2428039986023265e-09,3.6428658178877527e-06
2017,9.62724470809917e-07,2.7671725466582586e-09,3.2944445333971117e-06
2018,1.0674365285012755e-06,2.323319980845895e-09,3.3855935561710737e-06
2019,9.265187372875516e-07,2.806086474294034e-09,3.7507173944462124e-06
