year,bonnes_ADJ âmes_NOUN,bonnes_ADJ ames_NOUN,bonnes_ADJ lames_NOUN
1967,2.3764216905419744e-07,5.1768524467199484e-08,8.381570104631919e-09
1968,2.780186321160727e-07,6.737123581235238e-09,4.491415683816058e-09
1969,1.8984547978107003e-07,1.2262745846536305e-08,3.6334062425424918e-09
1970,2.0740249340178707e-07,1.7475154490131928e-08,5.978342709767048e-09
1971,2.194095714003197e-07,4.00794997190701e-08,1.0790635052160269e-08
1972,2.2367440521975368e-07,4.360624766830412e-08,4.6171320100540925e-09
1973,2.0895042496249516e-07,7.718485461882807e-09,2.205281512956958e-09
1974,1.9464478384634276e-07,8.438357679274588e-09,1.6876715580593782e-09
1975,1.8962114722853585e-07,9.138367840222372e-09,2.2845920710778955e-09
1976,2.0168749870208558e-07,6.28487961673585e-09,5.142174241967723e-09
1977,1.8629398823577503e-07,1.6454989204550685e-08,2.3507127355770763e-09
1978,2.2039593261524715e-07,1.5445537626668226e-08,6.534650598410963e-09
1979,1.7614439684621175e-07,5.266776015311336e-09,1.7555920051037788e-09
1980,2.131931466919923e-07,3.979605422976817e-09,2.8425752862659692e-09
1981,2.422685554392956e-07,6.958104314946922e-09,1.8976649140967083e-09
1982,2.222285786501743e-07,9.311253101884631e-09,2.483000915987077e-09
1983,1.8693334880026669e-07,2.5261264191556165e-09,1.89459470334441e-09
1984,2.29060830747585e-07,1.0438215514163574e-08,6.378909400694965e-09
1985,1.979118593453677e-07,1.2031115881327992e-08,2.4062232206745193e-09
1986,2.2539265387422347e-07,7.792831269171074e-09,2.997242676272549e-09
1987,2.4504376483491797e-07,4.277571907795874e-09,3.6664902225425067e-09
1988,2.0688111135314102e-07,5.396898483667201e-09,2.99827696004229e-09
1989,2.337940117058679e-07,3.841685414229801e-09,4.939309850016116e-09
1990,1.9560657449346763e-07,1.0897302060719483e-08,3.2691906959314565e-09
1991,2.2918328568266588e-07,5.275318681885466e-09,1.7584396161396398e-09
1992,2.336216340381725e-07,3.8569610283367695e-09,3.856960972825618e-09
1993,2.481564820300264e-07,1.1078415185217239e-08,6.093128224193833e-09
1994,2.4528409880986146e-07,1.0022360497075056e-08,1.0549853213248639e-09
1995,2.3099640600321436e-07,6.506940930517402e-09,5.422450821690461e-10
1996,2.508903378384275e-07,5.871901187504136e-09,3.736664311304594e-09
1997,2.349498231524194e-07,3.835915696193126e-09,4.79489448146353e-10
1998,2.3649920422030846e-07,1.6688452730839742e-08,2.3840645013706308e-09
1999,2.294241028266697e-07,1.8280804092718483e-08,5.0272213059088244e-09
2000,2.1869256272566417e-07,6.627047355323157e-09,1.7672125984802278e-09
2001,2.2212743999716622e-07,7.0099388516098315e-09,1.3143635069212678e-09
2002,2.0679365775322367e-07,2.628732898024566e-09,8.762443215459825e-09
2003,2.2418045375616202e-07,6.667076668520622e-09,1.2084076850271686e-08
2004,2.453468823659932e-07,2.642874807889939e-09,1.7619165015858584e-09
2005,2.346453555901462e-07,9.007498746882447e-09,9.007499190971657e-10
2006,2.6930999297292146e-07,1.400082560998328e-08,2.4707338397433887e-09
2007,2.716246001455147e-07,7.190062878414949e-09,3.1955835755326234e-09
2008,2.7588208695306093e-07,9.792111205220166e-09,2.554463751636149e-09
2009,2.851379008461663e-07,4.291373478793048e-09,1.907277002999308e-09
2010,2.8295519882703957e-07,3.77903447423833e-09,3.3066551718974324e-09
2011,2.711196032123553e-07,3.059177577924288e-09,6.118355155848576e-09
2012,3.15914661541683e-07,2.7234021704458655e-09,6.127654827992046e-09
2013,2.7668119173540617e-07,2.789125042035323e-10,7.530637446961919e-09
2014,3.525344709487399e-07,1.2992671383216248e-09,5.630157673408576e-09
2015,3.0544407536581275e-07,1.3299452372717013e-09,1.10828768384863e-08
2016,3.4736373777377594e-07,3.1070100381391796e-09,1.0770968117412849e-08
2017,2.671579295565607e-07,7.54683426862357e-10,6.5405894034142875e-09
2018,2.6718180379248224e-07,2.323319980845895e-09,8.776987137082415e-09
2019,2.8392494755280495e-07,1.275493877184175e-09,7.652963596171958e-09
