year,ils_PRON essaient_VERB,ils_PRON laissaient_VERB
1925,1.9906701709260233e-07,2.177639224498762e-07
1926,2.697365530934803e-07,2.619342609477826e-07
1927,1.9176667009901394e-07,2.341337221878348e-07
1928,1.9195749345612967e-07,2.2737821581131357e-07
1929,1.7936054419465108e-07,2.1055367582789586e-07
1930,2.4893540739867603e-07,1.974677417138082e-07
1931,2.0871802419719643e-07,1.8134516821532998e-07
1932,2.1042311004748626e-07,1.8631212128639163e-07
1933,2.0417779111880918e-07,2.1220724732984309e-07
1934,2.288481795176267e-07,2.2525370724224558e-07
1935,2.1782277315196552e-07,1.5917817819399716e-07
1936,2.5825642069321475e-07,1.915704856969569e-07
1937,2.1027166852150003e-07,2.0145789392245206e-07
1938,2.165190835512476e-07,1.7243734973249047e-07
1939,2.2329314219859953e-07,1.8811682167552135e-07
1940,2.2822046830128784e-07,1.420038451271921e-07
1941,2.3021721062832512e-07,2.1250819060014692e-07
1942,2.7611326913756784e-07,1.5777901296587515e-07
1943,2.729041099769347e-07,2.1774264524765385e-07
1944,2.666944567408791e-07,2.474153362186371e-07
1945,2.962765464076256e-07,2.3309993224529535e-07
1946,3.062642903728374e-07,2.3805088744666136e-07
1947,3.0875055756496295e-07,2.12191508808246e-07
1948,2.8375627181276286e-07,1.9569398190810716e-07
1949,2.9254685074420195e-07,1.7376104111122004e-07
1950,2.520580579812304e-07,1.8292821124532566e-07
1951,2.750641598936454e-07,1.9936820905286368e-07
1952,2.868186612658974e-07,1.6766237820320384e-07
1953,2.531849432330091e-07,1.8746459318208508e-07
1954,3.2737995070419856e-07,1.94473471992751e-07
1955,2.5998133423854597e-07,1.7926510764709747e-07
1956,3.4797353976045997e-07,1.3953826538681824e-07
1957,2.5886661347840345e-07,1.7139973351731896e-07
1958,2.547850925793682e-07,1.8033490079005787e-07
1959,2.6585065882045456e-07,1.4261375724800018e-07
1960,3.0382458504618626e-07,1.667920841441628e-07
1961,3.098879091112394e-07,1.8551585512227575e-07
1962,3.266107597710288e-07,1.731354046796696e-07
1963,3.983088703307658e-07,1.8169609461438085e-07
1964,3.1697474867087294e-07,1.5879157544418376e-07
1965,3.502107617237016e-07,1.6087807352960226e-07
1966,3.367757344108213e-07,1.744808564296818e-07
1967,3.8505922361764533e-07,1.7847815314553372e-07
1968,3.9838857901486335e-07,2.1379139525379287e-07
1969,3.79690938245858e-07,1.8076195829053177e-07
1970,3.798546970301686e-07,1.7751078118521946e-07
1971,3.941150765740531e-07,1.6699791771657146e-07
1972,4.0169049952964997e-07,1.6159962257233929e-07
1973,4.118363250427137e-07,1.36176137033317e-07
1974,4.326064697579568e-07,1.457023088846654e-07
1975,3.741019511949162e-07,1.1651419740132951e-07
1976,3.8109223510218726e-07,1.6226416477138628e-07
1977,4.301804281681143e-07,1.5632239680485327e-07
1978,3.724750712308378e-07,1.60395959625248e-07
1979,3.821338694365295e-07,1.5273650433300645e-07
1980,4.417362049480289e-07,1.341695572421031e-07
1981,4.2128159805088217e-07,1.587712930017915e-07
1982,4.686664141217989e-07,1.390480512952763e-07
1983,4.0102257514718076e-07,1.3262163633953605e-07
1984,4.0303109472006327e-07,1.5657322904871762e-07
1985,4.0003459389481577e-07,1.64224733367746e-07
1986,4.202134249453593e-07,1.3127923281786025e-07
1987,3.715376664104042e-07,1.4115986601836994e-07
1988,3.83179781238141e-07,1.5830901745061965e-07
1989,4.1051153232274373e-07,1.5586266854938913e-07
1990,3.9611691704521945e-07,1.2913302960271267e-07
1991,4.700895033238339e-07,1.4946736115462045e-07
1992,4.1820476326392964e-07,1.4876849263600889e-07
1993,4.619698898977731e-07,1.268478477811641e-07
1994,4.2621405782483635e-07,1.5930277896814005e-07
1995,3.844517664219893e-07,1.63758013371762e-07
1996,3.576521763193341e-07,1.355875447472954e-07
1997,4.6126885422381747e-07,1.409698988652508e-07
1998,4.5297227302398824e-07,1.439975036987562e-07
1999,4.072049222259011e-07,1.4761749866920582e-07
2000,4.4533756238251954e-07,1.4226061040290006e-07
2001,4.517029452699717e-07,1.6035234651212704e-07
2002,4.565232671893682e-07,1.5509524331491775e-07
2003,4.57944821619094e-07,1.4000860559804096e-07
2004,4.4488390926744614e-07,1.502033839528849e-07
2005,4.526268355675711e-07,1.7564623888688402e-07
2006,4.389670635873699e-07,1.4042004536918284e-07
2007,4.493789589332664e-07,1.3661119879770922e-07
2008,4.4575394042567495e-07,1.5624803850755598e-07
2009,4.6680604270932236e-07,1.749926603622498e-07
2010,5.139486773941826e-07,2.1068116495825961e-07
2011,5.395624498305551e-07,2.3402708393405192e-07
2012,5.610208404505101e-07,2.6178702938750575e-07
2013,6.041244660082157e-07,2.641301435346577e-07
2014,6.191007742017973e-07,2.9428399983544296e-07
2015,5.25106699456046e-07,2.857165739555967e-07
2016,5.103782001469881e-07,2.964087641998958e-07
2017,6.200982056725479e-07,2.593595240796276e-07
2018,6.185194081353984e-07,2.491115438374436e-07
2019,6.206553280208027e-07,2.517824952974479e-07
