year,tes_DET armes_NOUN,tes_DET larmes_NOUN
1853,1.045088060536159e-07,1.6960286575162797e-07
1854,1.2209811811603188e-07,2.2497227725182256e-07
1855,1.17283313727512e-07,2.207685838584439e-07
1856,1.5479796378059518e-07,1.8379022215242458e-07
1857,1.459571241646529e-07,2.089285828787979e-07
1858,1.6295940596933178e-07,2.0553439927795125e-07
1859,1.2679511418589584e-07,2.0776066911309954e-07
1860,1.5699740368857462e-07,2.645612280360865e-07
1861,1.3676294985387472e-07,2.537188392714995e-07
1862,1.4322016289591843e-07,1.874964334902529e-07
1863,1.3934992293407333e-07,2.392423432695523e-07
1864,1.1603241312219126e-07,2.1576276409973616e-07
1865,1.1767111218752291e-07,1.6944640179872295e-07
1866,9.390633071149068e-08,1.425624645001733e-07
1867,1.0239432413072791e-07,1.8489211051075927e-07
1868,1.5116015239513558e-07,1.3288261113686417e-07
1869,1.3429677936382944e-07,1.8459702832984703e-07
1870,1.1009373412917967e-07,1.599799652751699e-07
1871,1.0514965809171883e-07,1.667524855974989e-07
1872,9.071008832961525e-08,1.3485566174864516e-07
1873,5.2676839057408387e-08,1.0355787605220712e-07
1874,1.3383123798060836e-07,1.1351757134292484e-07
1875,8.296214559777582e-08,1.5791414886834332e-07
1876,6.892456783091916e-08,1.4691816074829944e-07
1877,7.174386695840695e-08,1.5647585005496012e-07
1878,9.541759737885513e-08,1.1474268246658426e-07
1879,5.6205792464680826e-08,1.466238126468511e-07
1880,8.279021890267302e-08,1.289987052732755e-07
1881,8.157833519817359e-08,1.3108314433907253e-07
1882,6.655385220710741e-08,1.4708400986052084e-07
1883,7.077659303078576e-08,1.3902545248356546e-07
1884,8.71423999626586e-08,1.6438226069226403e-07
1885,5.9299847698923713e-08,1.0570842601254071e-07
1886,6.647067507525861e-08,1.1616235040534661e-07
1887,5.41900742612178e-08,1.0119833504518283e-07
1888,5.135897751529228e-08,1.1096076057981463e-07
1889,7.392861434141196e-08,1.5850795609395618e-07
1890,6.292211196523567e-08,8.520702099445998e-08
1891,6.56544663080183e-08,1.2939666760303226e-07
1892,6.769993587951717e-08,1.0969896457879713e-07
1893,4.803564856992182e-08,1.0222971313922358e-07
1894,6.931693152800733e-08,1.1909909147789222e-07
1895,5.958428506147584e-08,1.2699276563665762e-07
1896,4.1279202667166004e-08,1.026083058519589e-07
1897,6.409385244765531e-08,1.2993571552044614e-07
1898,3.395012837525968e-08,1.3523467590204064e-07
1899,5.693405924489525e-08,1.1220983964221887e-07
1900,3.89329001260208e-08,1.0693569230113553e-07
1901,4.638653239297241e-08,1.2462888054898258e-07
1902,3.1425816615637814e-08,8.101968340668009e-08
1903,4.644189388613995e-08,9.558389812980295e-08
1904,4.460938729522468e-08,9.136862644254506e-08
1905,7.689531306143138e-08,1.083759375575255e-07
1906,4.321115087968508e-08,1.1059996474216405e-07
1907,4.371416828519159e-08,1.1262827293023747e-07
1908,4.911389095418883e-08,1.3408091881217388e-07
1909,2.8605114721358404e-08,1.2102164137495208e-07
1910,3.046165797382372e-08,1.3306935331414138e-07
1911,6.384448880680793e-08,1.2236860413850081e-07
1912,6.251305312288125e-08,1.260679960424227e-07
1913,5.2499597558153255e-08,7.954484715355647e-08
1914,5.0895253012051e-08,1.198717103356728e-07
1915,5.301343009023185e-08,1.130953177774785e-07
1916,1.0547963258389359e-07,9.229468078686409e-08
1917,4.276905585243185e-08,1.2172730912141105e-07
1918,5.168869421368072e-08,1.516201635354264e-07
1919,5.708865835618582e-08,1.3627616013422994e-07
1920,6.209230019038614e-08,1.0828291685527347e-07
1921,6.815472630705699e-08,1.3176580271334615e-07
1922,4.0578644444622114e-08,1.6452795836841005e-07
1923,7.218845032852528e-08,2.5372116674304834e-07
1924,6.059063639707318e-08,1.2762708889724195e-07
1925,8.24863319870417e-08,1.4517594948415535e-07
1926,7.802297052883489e-08,1.8614050567578033e-07
1927,5.3516278075704804e-08,1.4271008108579508e-07
1928,6.627104198742018e-08,1.268290565903385e-07
1929,6.35003181148619e-08,1.24772549625618e-07
1930,5.987054163547612e-08,1.060863992208283e-07
1931,5.246463974373228e-08,1.0150767071337441e-07
1932,5.041386874626852e-08,1.0630750768569897e-07
1933,5.047091433674211e-08,8.373583604281976e-08
1934,4.553000465534751e-08,7.548395508649719e-08
1935,4.787313656606784e-08,8.258116057646703e-08
1936,7.759817322039453e-08,1.0184760101950019e-07
1937,4.1550688223424004e-08,1.2339296073804462e-07
1938,5.704694316932546e-08,9.853563187611769e-08
1939,3.211750509990452e-08,6.729382207026902e-08
1940,4.564409095131339e-08,8.114505334333444e-08
1941,4.132103725851266e-08,1.0330259136992481e-07
1942,7.58552971547033e-08,1.3350531524736198e-07
1943,6.67744117777147e-08,1.7129087881428973e-07
1944,4.4984606262232774e-08,1.8315160765780547e-07
1945,8.714016086486254e-08,9.149717339340668e-08
1946,6.821341180796026e-08,1.7401380247861198e-07
1947,5.722018059373113e-08,2.121914999264618e-07
1948,4.348755111571734e-08,1.1959076573475613e-07
1949,4.123143426681963e-08,8.540797180600634e-08
1950,4.3604980959344175e-08,1.552762745049563e-07
1951,4.584402901741669e-08,1.130108557845233e-07
1952,4.850609758300095e-08,1.1493836282738812e-07
1953,5.4946519445486786e-08,1.1097042174057492e-07
1954,3.9090146231046674e-08,1.0554339091584097e-07
1955,2.815682398349395e-08,1.0605736688873435e-07
1956,6.19201054874452e-08,1.1337484284723587e-07
1957,5.477723308278115e-08,1.0160293140160093e-07
1958,3.970676876186019e-08,1.249108789735942e-07
1959,5.658045876266726e-08,1.2323689091431334e-07
1960,4.844583401109048e-08,1.3910875384937071e-07
1961,6.670232721717184e-08,1.3687874300671865e-07
1962,4.375950057866618e-08,1.4713338902794248e-07
1963,4.526237384894216e-08,1.3772693741032072e-07
1964,5.658090684868e-08,1.6609233188802364e-07
1965,5.1984411442163037e-08,1.1381850129055238e-07
1966,5.3729024784843205e-08,1.2462918519418054e-07
1967,7.05037969672695e-08,1.5185433355213718e-07
1968,8.219290936750667e-08,1.8863946849023705e-07
1969,5.722614804248849e-08,9.083515806196374e-08
1970,4.920635846006327e-08,1.2968404305979675e-07
1971,5.395317292933299e-08,1.495273713736367e-07
1972,5.1814482260326145e-08,1.3287080369295268e-07
1973,3.252790353736046e-08,1.46099903730601e-07
1974,2.925297254430248e-08,8.26959047905973e-08
1975,3.5982323343120015e-08,1.0052205245969503e-07
1976,3.885198274211632e-08,7.598990858781463e-08
1977,5.465407221239005e-08,8.815173124787634e-08
1978,3.7425726739925835e-08,1.4792072366986986e-07
1979,4.9741773811007306e-08,1.106022935459805e-07
1980,3.183684343932569e-08,8.925686811878109e-08
1981,4.7441620409927054e-08,9.678090684417384e-08
1982,3.7245012407538525e-08,1.1173504033124004e-07
1983,4.799640274111283e-08,1.0104505587804624e-07
1984,4.3492564494318486e-08,1.03222348890597e-07
1985,3.729645892125433e-08,8.000692464094072e-08
1986,3.3569117374732116e-08,9.351396990098237e-08
1987,3.910922785621551e-08,9.838415060414718e-08
1988,3.837794415595397e-08,8.695003028691417e-08
1989,4.61002245266684e-08,8.780995575108363e-08
1990,3.323677177924367e-08,8.499895187696893e-08
1991,5.1580893334346456e-08,9.612803264502645e-08
1992,5.014049264673304e-08,1.1846379699420595e-07
1993,4.4313660296779744e-08,1.0635278169246476e-07
1994,4.536436998270332e-08,1.3187316394436266e-07
1995,4.7175322315240464e-08,1.4423718752709647e-07
1996,5.017806570251082e-08,1.201070771728041e-07
1997,6.18541418084817e-08,9.541839918192352e-08
1998,4.86349165385036e-08,1.1634235486113198e-07
1999,5.758453430759758e-08,9.643124210256815e-08
2000,4.4622119554915685e-08,1.1045079073568331e-07
2001,4.819333054850716e-08,1.0821592821841364e-07
2002,4.994592517348906e-08,1.257410584543095e-07
2003,4.958638105678759e-08,1.5500952876834617e-07
2004,2.863114345608153e-08,1.180484092699885e-07
2005,4.819012167089909e-08,1.1169298819169171e-07
2006,4.406142362078924e-08,1.1900701757383558e-07
2007,6.151498088691199e-08,1.3741009485812583e-07
2008,5.194076568848516e-08,1.4858464769673674e-07
2009,5.960240567759456e-08,1.5353579563281983e-07
2010,7.08568954621569e-08,1.7950413777612084e-07
2011,6.73019096009142e-08,1.6825476567561282e-07
2012,8.578716825802246e-08,2.083402694808001e-07
2013,1.1881672490332562e-07,2.3289193684661313e-07
2014,1.1130388566371607e-07,2.663497653543345e-07
2015,1.1548358114232826e-07,2.688705915687706e-07
2016,1.1827351498183702e-07,3.038655727038986e-07
2017,1.212524634031098e-07,2.897984323624314e-07
2018,1.0558199026178272e-07,2.868009563172791e-07
2019,1.1530464716358324e-07,3.293325132602831e-07
