year,nos_DET êtres_NOUN,nos_DET lettres_NOUN
1850,1.9009188889640427e-08,9.660741220329783e-07
1851,9.029214709244116e-09,8.313326347320071e-07
1852,7.161600201754936e-09,8.730641489762547e-07
1853,7.166318205520383e-09,8.581665937867911e-07
1854,6.754364012540037e-09,1.102520023721354e-06
1855,8.491099379170919e-09,1.271542089398281e-06
1856,9.836659486950339e-09,9.55709133165783e-07
1857,5.369660049936442e-09,8.923398908677882e-07
1858,6.8511465389775594e-09,9.410539014709229e-07
1859,2.1387128512628806e-08,8.992778148808611e-07
1860,1.2816115280145368e-08,8.751575464316375e-07
1861,8.017138064531082e-09,8.616065585442811e-07
1862,1.5361153349324752e-08,1.6174390502499136e-06
1863,3.496234635136375e-09,9.02028519433884e-07
1864,3.835782358407869e-09,7.964042954000661e-07
1865,8.001635798393636e-09,8.491147127642762e-07
1866,8.271541673821048e-09,9.62904771029116e-07
1867,7.76449837758264e-09,8.99225963024719e-07
1868,2.9639245502366407e-09,8.629959751260685e-07
1869,7.81363052038131e-09,8.785450944515105e-07
1870,6.307453670473251e-09,8.675615887909771e-07
1871,1.0621177271019633e-09,1.38287732909248e-06
1872,6.652073114565837e-09,9.790642323537213e-07
1873,1.1972008939764578e-09,8.368434372130196e-07
1874,1.3144140165177731e-08,9.027634177982691e-07
1875,4.577221712764867e-09,8.444973840227021e-07
1876,3.627608879952504e-09,9.353184999838504e-07
1877,2.4739263970730008e-09,1.0631698721397242e-06
1878,3.6234530931267273e-09,8.853303974376558e-07
1879,7.94212251520321e-09,7.685531109302701e-07
1880,1.5402831010646878e-08,8.13782911279759e-07
1881,7.669758161910067e-09,9.48958280844181e-07
1882,2.6621540527571597e-09,8.845007144486772e-07
1883,6.951272890631799e-09,1.0894540771744232e-06
1884,7.922036360241691e-09,8.30493455339365e-07
1885,8.379326343899152e-09,7.238449022395343e-07
1886,5.808117542471791e-09,7.240786210616079e-07
1887,7.834709769838355e-09,6.816197366532606e-07
1888,1.268122939990235e-08,7.932108800901005e-07
1889,1.2530273152400184e-08,9.955302111563924e-07
1890,1.3108773178061028e-08,7.019747894077e-07
1891,3.633305567518619e-08,6.947899819920167e-07
1892,1.3790727226847821e-08,7.879520076414792e-07
1893,1.6011883485766987e-08,8.049050386205181e-07
1894,2.2055387294273032e-08,6.654425330765434e-07
1895,1.3842813118003505e-08,7.011685791979971e-07
1896,2.5946927162401323e-08,7.206169607698598e-07
1897,1.9228155068162778e-08,6.234583285191775e-07
1898,1.4145887239358501e-08,6.359991147064648e-07
1899,2.2110313580014918e-08,7.401427613018541e-07
1900,2.3359739032002835e-08,5.710158532679088e-07
1901,2.1796081439706683e-08,6.449404814645732e-07
1902,2.9952730795645977e-08,5.30801690601379e-07
1903,2.3220947387159185e-08,7.052687962527671e-07
1904,1.8811187274536678e-08,5.508991058889023e-07
1905,4.6446831825086576e-08,6.920577888536172e-07
1906,3.189394293112713e-08,6.183309544383064e-07
1907,2.8799923057487575e-08,5.903984359179049e-07
1908,3.14328898465277e-08,8.462323108915371e-07
1909,3.740668930163338e-08,7.431828770165794e-07
1910,3.366815093386322e-08,6.509175314306503e-07
1911,3.245428259468497e-08,7.469805041182553e-07
1912,3.2298409891051705e-08,8.262142223713909e-07
1913,3.712092722096827e-08,6.814341624306053e-07
1914,3.48230655977666e-08,5.444452568781344e-07
1915,6.125996065975414e-08,6.879964704609165e-07
1916,4.6147340393432046e-08,6.94407585655199e-07
1917,4.276905585243185e-08,5.340648634444278e-07
1918,4.5945505178224266e-08,5.938456357768018e-07
1919,2.6702760891339494e-08,6.031140635798238e-07
1920,5.3762843954530126e-08,9.298700298643325e-07
1921,5.376650502597613e-08,6.876054658988551e-07
1922,5.828569182853016e-08,7.355801656672156e-07
1923,5.201814401445404e-08,8.397214905642159e-07
1924,7.73497492723152e-08,7.59316694853851e-07
1925,3.0794897964980805e-08,6.862863273227049e-07
1926,5.01576231659584e-08,7.43447454709667e-07
1927,2.8987984457273797e-08,7.313891678961681e-07
1928,3.6563331917705e-08,5.930115349883636e-07
1929,5.458799190449781e-08,5.52564175748671e-07
1930,3.151081084951102e-08,6.029068551072214e-07
1931,2.5091784650044247e-08,7.128347654372647e-07
1932,2.191907289006423e-08,6.608600351398763e-07
1933,2.7529588830788043e-08,7.811520941203298e-07
1934,2.2765002327673756e-08,6.553924425389823e-07
1935,3.949533677882755e-08,6.642397814005108e-07
1936,3.8799087942464894e-08,6.426098444478612e-07
1937,3.399601977704947e-08,6.232603517730695e-07
1938,3.111651503129309e-08,7.208659482671465e-07
1939,4.435274725267391e-08,7.172909946007167e-07
1940,3.0429394115571995e-08,6.618393442181514e-07
1941,5.9030050625352715e-08,1.003510902819471e-06
1942,8.495793002438745e-08,9.46674099111533e-07
1943,6.67744117777147e-08,9.783902790161392e-07
1944,6.747690939334916e-08,8.418547956523525e-07
1945,6.753362669087437e-08,8.953651722265477e-07
1946,3.897909017780421e-08,5.916469305589089e-07
1947,4.529931052488223e-08,8.106192517232103e-07
1948,4.02259852094744e-08,6.490517279189589e-07
1949,4.0249735766551e-08,6.439957402903929e-07
1950,4.573205392155444e-08,7.646825146423453e-07
1951,1.7058242818279723e-08,7.729516173782258e-07
1952,4.5342655297098133e-08,5.483297869091075e-07
1953,4.74048422738349e-08,7.218464546099312e-07
1954,4.9839933069506515e-08,7.348947264063099e-07
1955,2.815682265122632e-08,8.174864518650793e-07
1956,1.9186511268642903e-08,5.337338748745424e-07
1957,7.156380449346855e-08,7.271235844541479e-07
1958,3.8879544250747244e-08,5.666486622146749e-07
1959,2.7127618040800883e-08,6.936919270117414e-07
1960,3.6680417148104993e-08,6.021124825394963e-07
1961,3.5435612832923624e-08,6.90647045331616e-07
1962,4.5662087444497956e-08,5.878993682983946e-07
1963,3.103705381590771e-08,5.379756231604915e-07
1964,3.346182525509889e-08,6.412502813191168e-07
1965,2.4624196015565758e-08,5.997359302511995e-07
1966,3.600398423841966e-08,5.937888154505799e-07
1967,3.204718129756756e-08,8.662599384479108e-07
1968,4.132102504605939e-08,9.072659779008063e-07
1969,2.5888019672404283e-08,6.721801852904719e-07
1970,3.632992645608013e-08,5.178164315111644e-07
1971,3.031654582930088e-08,5.652237113906722e-07
1972,3.0780881121739156e-08,5.253270387584053e-07
1973,1.929621262775072e-08,5.447045268169859e-07
1974,3.937900339145983e-08,5.288037367989773e-07
1975,3.541117621352896e-08,4.769085926170646e-07
1976,2.513951885552146e-08,4.159447541951522e-07
1977,2.6445518497286713e-08,3.4908083357265696e-07
1978,2.4950483012986524e-08,4.033661635816088e-07
1979,2.3407893623428322e-08,5.670562046589112e-07
1980,3.4679419391725474e-08,4.3263996118980685e-07
1981,3.226030309555483e-08,3.763701954540011e-07
1982,4.096951378151914e-08,3.979008837973197e-07
1983,4.2312618742101904e-08,3.8839192484374507e-07
1984,2.3775934387959552e-08,3.4562089901157833e-07
1985,2.9476233787129047e-08,3.651443609697935e-07
1986,3.177077201321765e-08,4.328018405885814e-07
1987,3.2998411836349106e-08,3.9536984708377076e-07
1988,2.938311283173789e-08,3.2681217732033474e-07
1989,2.57941739079115e-08,4.7252732748859216e-07
1990,3.378163487832708e-08,3.105731121166855e-07
1991,3.282420435457567e-08,4.2319778792432317e-07
1992,3.912060414501539e-08,3.7357421334149876e-07
1993,2.6588195312093887e-08,4.55322844317152e-07
1994,3.692448635739254e-08,3.6555241678115635e-07
1995,4.066837977489968e-08,3.774025785219237e-07
1996,4.163711841975726e-08,3.3309693847627386e-07
1997,3.4523239378358994e-08,3.47150363566584e-07
1998,4.863491831486044e-08,3.905097774037358e-07
1999,2.605014595702393e-08,3.7384246454053027e-07
2000,3.313523533332585e-08,3.03960568714956e-07
2001,3.986902896713218e-08,3.1763785202088e-07
2002,3.9869116674751126e-08,3.535645785035513e-07
2003,4.4169383706105236e-08,3.346039125773359e-07
2004,5.0214618962929336e-08,3.056925006461597e-07
2005,4.548787146951838e-08,3.0130085804103146e-07
2006,3.8708166616441275e-08,3.220190007979795e-07
2007,5.7520503693453406e-08,2.768174303113824e-07
2008,5.7901181182984374e-08,2.7971378280255976e-07
2009,4.482100868230532e-08,2.8799883011743077e-07
2010,7.03845182137286e-08,2.314658544833037e-07
2011,8.833375431116508e-08,1.996113305757774e-07
2012,8.068079027090391e-08,2.0834026415172957e-07
2013,9.259895250579575e-08,2.317762866077544e-07
2014,1.056737235494154e-07,2.919020136715744e-07
2015,1.0550898821293231e-07,2.3141046678887278e-07
2016,1.0211706547025301e-07,3.140151560998561e-07
2017,1.227618340315928e-07,1.9873329026864894e-07
2018,1.6159981797159162e-07,2.3878567567692244e-07
2019,1.4515119861613357e-07,2.2882359607123703e-07
