year,trois_DET yeux_NOUN,trois_DET lieues_NOUN
1918,8.155327435588333e-08,6.420884233193647e-07
1919,4.235610262526279e-08,6.528364338009851e-07
1920,8.329454770361622e-08,5.966918479316519e-07
1921,6.209653236055601e-08,7.996821409506083e-07
1922,7.525494538640487e-08,6.381914090525243e-07
1923,4.352538596208433e-08,6.061706585569482e-07
1924,5.1566498626698376e-08,7.954132001941616e-07
1925,6.488924952918751e-08,7.786709943502501e-07
1926,9.808601930672012e-08,7.523643716922379e-07
1927,8.696395203955376e-08,9.554885309626115e-07
1928,7.198406271058388e-08,9.495039989815268e-07
1929,5.01318300205611e-08,9.34680087993911e-07
1930,4.516549678701409e-08,6.459716246354219e-07
1931,1.0150767337790967e-07,9.033042260853108e-07
1932,7.781270738860258e-08,7.660715937163332e-07
1933,4.3588517684156614e-08,6.125333698037139e-07
1934,4.193553060360955e-08,6.446090310419095e-07
1935,4.547948151412129e-08,4.823218660021666e-07
1936,6.062357016389797e-08,5.019631998948171e-07
1937,4.406891207509034e-08,5.716367468266981e-07
1938,1.2446605524019105e-07,4.6674770715071645e-07
1939,5.6587985852729616e-08,5.108212803861534e-07
1940,5.0715659227762444e-08,7.886284834057733e-07
1941,2.9515025090631752e-08,5.932520252827089e-07
1942,4.2478965012193726e-08,7.221423743430933e-07
1943,2.322588166236983e-08,7.374217148026219e-07
1944,7.069009200222354e-08,6.619163741561351e-07
1945,9.803267886354661e-08,4.574858394335024e-07
1946,7.79581839083221e-08,6.180970331115532e-07
1947,6.914105199484766e-08,4.839873781747883e-07
1948,6.523132767277673e-08,3.816032574377459e-07
1949,4.712163892417465e-08,3.426135890549631e-07
1950,6.912984962248458e-08,3.9244483218681125e-07
1951,7.78282311930667e-08,5.629220254377287e-07
1952,5.272401781830638e-08,5.282946631268715e-07
1953,4.7404840164411155e-08,3.6200060549163027e-07
1954,5.863521534976712e-08,3.4008425586762314e-07
1955,3.941955295516664e-08,3.9419552422259585e-07
1956,5.05826207586324e-08,2.921582336057327e-07
1957,7.774833293838768e-08,4.3026633989029506e-07
1958,3.3088973339090444e-08,4.582823009968706e-07
1959,4.107896245386655e-08,3.813368039118359e-07
1960,5.6058749753340464e-08,3.737249869573134e-07
1961,4.863711566827078e-08,3.8562282611565024e-07
1962,3.1709782577493684e-08,5.38432118446508e-07
1963,5.43148490628198e-08,4.3775179392469e-07
1964,2.6161064425878067e-08,4.6724875346626504e-07
1965,5.143720827049947e-08,5.192969183553942e-07
1966,5.871419106462383e-08,4.885463908976817e-07
1967,5.2261556859889424e-08,7.888536970312998e-07
1968,3.638046830456432e-08,6.723649335071968e-07
1969,4.9050982775522556e-08,6.571923449882888e-07
1970,4.184839710874577e-08,5.440291488412186e-07
1971,4.316254043068568e-08,5.5340541393889e-07
1972,5.7970657940664694e-08,4.760776164403069e-07
1973,3.638714418663369e-08,5.353321057555149e-07
1974,3.544110260822464e-08,5.608695232695027e-07
1975,4.1693804408993174e-08,4.409262714943907e-07
1976,5.313579964916215e-08,3.4681107763390173e-07
1977,6.17062094754317e-08,4.5603826492879307e-07
1978,5.8217794141057766e-08,4.6039582457524375e-07
1979,4.7986181250792015e-08,4.4826114731222333e-07
1980,5.344041487109763e-08,3.809051065672975e-07
1981,6.135782992799932e-08,3.573935600797995e-07
1982,1.030445382355083e-07,3.321013650747773e-07
1983,3.2839641672666176e-08,3.6123608992966183e-07
1984,3.1314647153113384e-08,3.786752529322257e-07
1985,4.3913573222198465e-08,3.2183234566218744e-07
1986,3.296967077126567e-08,3.099148955243436e-07
1987,3.360949141217873e-08,2.7498674626258435e-07
1988,2.6984492806914062e-08,2.95030446295641e-07
1989,2.9635860432364325e-08,4.900892918158206e-07
1990,3.05124451260852e-08,2.822401086177706e-07
1991,3.985796181993351e-08,3.8216754205677717e-07
1992,2.9202704032726956e-08,4.3473460209497716e-07
1993,3.711268847794713e-08,3.661416201339307e-07
1994,2.6374632144943178e-08,2.975058635001915e-07
1995,3.958389216407454e-08,3.0419948870985536e-07
1996,4.911044904076789e-08,2.957303024686553e-07
1997,5.753873311142854e-08,3.433144399878074e-07
1998,3.909866108653404e-08,3.2614002520858776e-07
1999,4.021777011420369e-08,3.4139401350330445e-07
2000,4.0204085394179856e-08,3.1677285505793407e-07
2001,3.2859090004500047e-08,3.72403007986577e-07
2002,3.066855125410939e-08,4.232259982472897e-07
2003,2.9168461090911535e-08,3.691893653012812e-07
2004,3.4797851933277e-08,3.545856941400416e-07
2005,2.8823997633153908e-08,3.6615483622881584e-07
2006,3.9531742102028034e-08,3.31490127791767e-07
2007,3.7947554432093966e-08,3.007843076829886e-07
2008,5.06635322028437e-08,3.01426723581244e-07
2009,4.958920318820503e-08,2.860915628843941e-07
2010,4.7237929123866707e-08,2.39496301901454e-07
2011,4.7417253901116396e-08,2.3402708393405192e-07
2012,7.114888056491964e-08,3.6323376662039664e-07
2013,7.16805113043506e-08,3.75137318542329e-07
2014,7.081005981568467e-08,3.6985804285905033e-07
2015,5.319781037904647e-08,5.41731026260095e-07
2016,9.30031680557164e-08,7.191692361629975e-07
2017,7.370740862100433e-08,2.017520301933473e-07
2018,8.209064339403938e-08,3.5675870435625257e-07
2019,8.826417641216722e-08,4.887692739430349e-07
