year,six_DET eaux_NOUN,six_DET lots_NOUN
1857,1.171562147295191e-08,2.928905484811395e-08
1858,2.4468380654951716e-09,1.5170396494568195e-08
1859,4.582956236731661e-09,2.0877910955618972e-08
1860,5.950338888283113e-09,2.654766717569146e-08
1861,2.8295783494058924e-09,1.650587311274876e-08
1862,1.490935552794781e-08,2.0330938738100102e-08
1863,9.989241656072068e-10,2.6471490777169038e-08
1864,1.438418395505181e-08,4.4590970471602986e-08
1865,6.118897832863013e-09,4.8009813014004976e-08
1866,1.9462451650298362e-09,6.860514228934633e-08
1867,2.91168689159349e-09,1.6984840200962026e-08
1868,3.4579118457500613e-09,2.222943429330826e-08
1869,6.836927024522765e-09,3.271957771389111e-08
1870,5.160643912205387e-09,3.4404294524392753e-08
1871,1.3807530452325523e-08,1.274541272522356e-08
1872,1.2094678591978436e-09,2.1770420577382765e-08
1873,1.5563611288627044e-08,2.154961559197588e-08
1874,1.1949218059470468e-08,1.6728905372076497e-08
1875,3.4329162346136144e-08,2.3458261777520306e-08
1876,3.023007311142578e-08,1.813804395567331e-08
1877,1.7935966489801558e-08,3.5253449937044934e-08
1878,9.662542099775351e-09,3.2611080058586595e-08
1879,2.1993571408529533e-08,1.8327975581655664e-08
1880,7.059630879879819e-09,2.502960105843499e-08
1881,2.5101027978369217e-08,2.858728032073543e-08
1882,3.3276926103553706e-08,2.3959387140948252e-08
1883,3.4756364897248204e-08,1.7062214974217227e-08
1884,1.3203393933736152e-08,2.1125430293977843e-08
1885,3.158361505661844e-08,2.5137978920675152e-08
1886,3.355801270199521e-08,4.130216924025376e-08
1887,2.350412819929204e-08,3.395040693021656e-08
1888,8.242799331981132e-09,2.1558090423923204e-08
1889,2.568706025662948e-08,2.6313573542324775e-08
1890,1.507508856635198e-08,1.7041405009354804e-08
1891,1.5935549768641977e-08,1.9760082903275134e-08
1892,9.402768785804483e-09,2.5700900296854456e-08
1893,3.695049988206023e-09,2.894455697344256e-08
1894,6.9316934414587195e-09,3.969969641914872e-08
1895,1.023164486468886e-08,3.069493370588816e-08
1896,4.717623069971921e-09,3.184395680477792e-08
1897,1.0488084178916779e-08,4.4865694825979574e-08
1898,1.5277557885440274e-08,3.338429455101988e-08
1899,4.9748205555033564e-09,2.7637891975018647e-08
1900,7.26747462209687e-09,3.0627213654099705e-08
1901,1.2854099562531474e-08,4.5827658112784775e-08
1902,4.4192554615740676e-09,3.191684516679061e-08
1903,3.7801541896698154e-09,5.2922157323109786e-08
1904,8.599400302955473e-09,3.0635363579278874e-08
1905,2.3223416079076742e-08,3.7157466103998615e-08
1906,7.716276506641861e-09,4.012463905578301e-08
1907,8.228549286393161e-09,5.1942716794428634e-08
1908,9.331639239107403e-09,3.3397444365590445e-08
1909,7.70137675853988e-09,2.8605114166246892e-08
1910,6.947395769785203e-09,3.687464023016673e-08
1911,1.4365010514438836e-08,4.362706729210686e-08
1912,6.251305473270463e-09,3.9070659596518453e-08
1913,1.113627856597077e-08,2.6514948070488487e-08
1914,5.357394972094198e-09,2.8795998030517467e-08
1915,1.1780761921542648e-09,3.887651445211304e-08
1916,0.0,3.955486294060506e-08
1917,6.579854550103903e-09,6.031533672512523e-08
1918,9.189101035644853e-09,1.4932289182922887e-08
1919,5.524709134618888e-09,1.1970203106503874e-08
1920,4.543339038320937e-09,8.93523317557765e-08
1921,7.572747429129834e-09,5.679560605154066e-08
1922,2.21338064543275e-09,3.0987328925036195e-08
1923,5.307974060286824e-09,1.5923921736771263e-08
1924,1.9337436318878076e-08,2.4494086758863887e-08
1925,1.9796719818998554e-08,1.3197813508725176e-08
1926,1.4489979882625903e-08,3.678225657388623e-08
1927,6.689534814974252e-09,2.4528294062520217e-08
1928,9.140832757381645e-09,3.427812300671462e-08
1929,1.559656870320225e-08,5.124586888172189e-08
1930,1.470504518152893e-08,2.941009036305786e-08
1931,2.5091784650044247e-08,3.4216069977333063e-08
1932,4.383814644626227e-09,2.4110980323399644e-08
1933,1.261772863969668e-08,2.867665616079762e-08
1934,8.38710612072191e-09,3.235026646564165e-08
1935,1.795242621227544e-08,2.99207103537924e-08
1936,2.424942913137329e-09,3.031178508194898e-08
1937,6.295559185076627e-09,4.280980325788164e-08
1938,1.2965214457594243e-09,5.056433738381827e-08
1939,4.588215141154706e-09,1.3764645423464117e-08
1940,0.0,2.7893612752905028e-08
1941,5.9030051957620344e-09,2.066051862925633e-08
1942,6.068423541449874e-09,3.944475235329037e-08
1943,2.9032352077962287e-09,2.6129116648121453e-08
1944,0.0,2.2492303131116387e-08
1945,2.178504043826024e-09,2.178504088234945e-08
1946,1.3921104269343232e-09,2.645009811175214e-08
1947,1.1920870957027319e-09,1.549713246618012e-08
1948,7.61032148410834e-09,1.7395020535104777e-08
1949,3.9268033269479474e-09,1.2762110923603132e-08
1950,4.2541445921528975e-09,2.1270723182809093e-08
1951,4.264560815592233e-09,1.7058243040324328e-08
1952,7.381362632230548e-09,1.3708244983590134e-08
1953,1.0773827385790469e-09,1.939289007157896e-08
1954,9.772536113672459e-09,2.8340355839873155e-08
1955,2.815682353940474e-09,1.3139851429144755e-08
1956,2.093073958597813e-08,4.534993713889435e-08
1957,1.7670075402875796e-09,1.9437082388051863e-08
1958,4.1361216673863055e-09,2.6471178582454513e-08
1959,5.425523363911111e-09,1.8601795659378695e-08
1960,5.536666680683311e-09,3.045166674375821e-08
1961,5.558527582660844e-09,2.709782043197606e-08
1962,3.805173787174709e-09,2.219684658300025e-08
1963,5.1728425987107585e-09,2.909723928468111e-08
1964,7.30076216148845e-09,3.041984220075733e-08
1965,6.019247544841733e-09,2.681301269902292e-08
1966,8.862519607077957e-09,1.6617224152248866e-08
1967,3.944268356370628e-09,2.465167847631733e-08
1968,5.838840466676487e-09,2.0660512412007392e-08
1969,9.083515495333927e-09,4.178417023492642e-08
1970,9.197450051567913e-09,1.8854773409238135e-08
1971,1.4387512958791149e-08,1.9525910222029097e-08
1972,1.744249916724172e-08,3.5398014741616635e-08
1973,1.4885650267970618e-08,1.7090931780927576e-08
1974,1.1813700795393345e-08,1.8564386916608555e-08
1975,1.484984890609553e-08,2.798625242661501e-08
1976,5.7135269293517865e-09,1.4283817462157344e-08
1977,8.22749468554207e-09,2.7620874920586402e-08
1978,6.53465048738866e-09,1.4851478491451076e-08
1979,8.192762801506603e-09,2.984506408676424e-08
1980,1.0233271230397634e-08,2.387763320399472e-08
1981,1.6446428885430464e-08,3.668818771007665e-08
1982,4.966001942996456e-09,2.110550756384555e-08
1983,1.1367569219267182e-08,2.273513821648976e-08
1984,8.118611838359158e-09,2.145633137828895e-08
1985,2.1054452403745927e-08,1.3835783740923091e-08
1986,1.1389522436289212e-08,1.7983456612746807e-08
1987,7.944061797271473e-09,3.299841200288256e-08
1988,8.395175166153734e-09,1.978862740337206e-08
1989,1.0427431806903087e-08,2.3050113373557224e-08
1990,5.993515961311147e-09,2.0160008551428632e-08
1991,1.1136783939491579e-08,1.4653663171770859e-08
1992,3.3059665005552574e-09,1.2672871418928366e-08
1993,6.09312805766038e-09,7.20096987594232e-09
1994,8.967375231261343e-09,1.582477948680605e-08
1995,1.1929391696696712e-08,1.572510655023507e-08
1996,4.804283193493575e-09,1.5480466686312866e-08
1997,6.712852163026639e-09,9.589788740882454e-09
1998,1.239713587342095e-08,2.3363833090428443e-08
1999,1.0054442306506317e-08,6.398281821029528e-09
2000,6.185244316725402e-09,1.2812291672048559e-08
2001,1.2705513752209185e-08,3.943090742808408e-09
2002,3.9430991805033955e-09,1.1391176002462089e-08
2003,5.41700001521761e-09,1.583430719875878e-08
2004,1.1011977829600283e-08,1.1892936246926666e-08
2005,4.9541245550344115e-09,1.4411998705554652e-08
2006,6.58862386870851e-09,1.4824403482549542e-08
2007,6.391166984531793e-09,7.988958827809256e-09
2008,3.831695738476526e-09,8.940623352771127e-09
2009,6.198650037703146e-09,1.0490023738540799e-08
2010,2.3618964561933353e-09,6.613310177261411e-09
2011,1.1471915639660324e-09,3.82397197240536e-09
2012,2.0425516833455504e-09,4.425528499218956e-09
2013,2.789125042035323e-10,4.462600011745366e-09
2014,4.114345891759186e-09,4.980523951592097e-09
2015,3.324863190323768e-09,5.763095889399494e-09
2016,2.4856081637381067e-09,4.764082017771898e-09
2017,7.546833991067814e-10,3.773417134311785e-09
2018,3.3559066636712487e-09,3.872200005083926e-09
2019,2.806086474294034e-09,5.35707450621814e-09
