year,ses_DET ans_NOUN,ses_DET lents_ADJ
1882,6.122954476772691e-08,7.320923867126794e-09
1883,6.066565261253487e-08,4.423537092179686e-09
1884,6.139578090369469e-08,1.5844072720483382e-08
1885,5.41433392009516e-08,6.445635636342928e-09
1886,6.195325363833604e-08,1.419762035714811e-08
1887,5.353718296463583e-08,1.1099172247952538e-08
1888,6.213802317134309e-08,6.340614699951175e-09
1889,6.82899904402845e-08,1.2530273707511697e-08
1890,4.653614471550327e-08,1.4419650362640368e-08
1891,5.2268602779292905e-08,3.1871101313640793e-09
1892,4.8894397863818995e-08,4.387958663087943e-09
1893,3.879802479289651e-08,6.15841644346915e-09
1894,5.9234470217717217e-08,5.041231432301174e-09
1895,2.6481904225050812e-08,6.6204759452404005e-09
1896,4.776593365285464e-08,1.0614652268259306e-08
1897,3.845631113552628e-08,2.3889525913034504e-08
1898,3.791097891170381e-08,1.018503881233812e-08
1899,5.030096339453394e-08,1.2713430308508578e-08
1900,4.568126776849368e-08,4.15284251431558e-09
1901,7.041810740071597e-08,8.383108485165991e-09
1902,4.9593866791042274e-08,4.910283735171106e-09
1903,5.238213796054936e-08,1.0800440763958363e-08
1904,5.4283715300584845e-08,4.837162670412454e-09
1905,5.47040444054403e-08,7.741138674521864e-09
1906,5.247068113334308e-08,6.173021205313489e-09
1907,5.914269740614486e-08,1.131425531042396e-08
1908,4.71493368792153e-08,1.1787333775714615e-08
1909,5.005894987419879e-08,1.1001967059609541e-08
1910,4.2753206530576904e-08,7.481810726517324e-09
1911,5.5863928927202267e-08,9.576673454247953e-09
1912,5.5219864347755276e-08,1.4586379548653383e-08
1913,4.984810397790085e-08,4.772690687104841e-09
1914,7.500352927625187e-08,6.696743604095445e-09
1915,4.1232666947443875e-08,5.890380960771324e-09
1916,4.6147340837521256e-08,1.3184954461564757e-08
1917,3.947912841084644e-08,8.773139548168274e-09
1918,1.1026920887502456e-07,1.2635013924011673e-08
1919,8.471220486194753e-08,2.854432917809291e-08
1920,4.391894581345923e-08,1.9687803387569147e-08
1921,5.300923133777502e-08,7.572747373618682e-09
1922,6.861480361664007e-08,2.803615561930428e-08
1923,9.342034656967257e-08,7.431163684401554e-09
1924,7.606058605169608e-08,1.5469949543600592e-08
1925,7.478760966073139e-08,1.0998178145982251e-08
1926,5.684530801630672e-08,8.916910765321973e-09
1927,5.6861046204836896e-08,1.4493992672726108e-08
1928,4.798937336403242e-08,5.713020723163709e-09
1929,6.57283965033173e-08,7.798284684668033e-09
1930,4.20144132817768e-08,1.2604324695075775e-08
1931,4.5621425748265665e-08,1.0264820993199919e-08
1932,5.58936368300067e-08,9.863582839386709e-09
1933,1.835305885045102e-08,1.3764794637438627e-08
1934,2.516131836216573e-08,1.4377896206951846e-08
1935,5.0266793394371234e-08,2.393656828303392e-08
1936,6.304851440930292e-08,1.8187070960351548e-08
1937,2.3923124259361828e-08,1.0072894518486919e-08
1938,1.1409389033545381e-07,6.482607339819424e-09
1939,7.188203721142372e-08,1.3764645423464117e-08
1940,2.02862628917444e-08,1.0143131667916805e-08
1941,4.7224041566096275e-08,1.4757512545315876e-08
1942,5.765002231150618e-08,2.4273694165799498e-08
1943,5.2258234184421326e-08,1.7419411690866582e-08
1944,4.4984606262232774e-08,2.2492303131116387e-08
1945,3.267756065739036e-08,6.535512131478072e-09
1946,3.897909195416105e-08,1.3921104269343232e-08
1947,3.4570525775379224e-08,1.907339353124371e-08
1948,4.892349725338363e-08,9.784699273041042e-09
1949,2.846932456446183e-08,5.890205101444224e-09
1950,1.0635361658017928e-07,1.3825969702452312e-08
1951,4.797630914765705e-08,1.2793681891665187e-08
1952,1.5817205323287453e-08,1.687168627029223e-08
1953,2.801195131407752e-08,1.6160740301529586e-08
1954,3.518112912104243e-08,1.172704333640695e-08
1955,1.6894094123642844e-08,1.3139850985055546e-08
1956,4.622205040938354e-08,1.1337484284723587e-08
1957,2.738861626383482e-08,1.3252556385623393e-08
1958,4.797901348441158e-08,1.5717262158432277e-08
1959,5.968075811324525e-08,3.8753737996444215e-09
1960,3.045166724335857e-08,1.1765416696452036e-08
1961,5.2111194193127375e-08,1.528595028332802e-08
1962,4.122271529682919e-08,1.1415521861124489e-08
1963,3.9442925370281046e-08,1.1638895847099207e-08
1964,5.718930329301486e-08,1.034274621503073e-08
1965,7.387258760260806e-08,2.024656114985035e-08
1966,5.040558159752351e-08,8.862519607077957e-09
1967,7.247593147852172e-08,1.8735275053582967e-08
1968,8.623518454875523e-08,1.0330256650092906e-08
1969,4.678010531722343e-08,1.498780100028796e-08
1970,4.2768142805016396e-08,1.0577067222072856e-08
1971,5.6008531923446014e-08,1.849823050292798e-08
1972,2.9241836674298582e-08,5.130146696341598e-09
1973,5.6785999680286636e-08,1.1577728109557484e-08
1974,3.0378086990356934e-08,7.313243344242437e-09
1975,3.712462071092659e-08,3.4268881066168433e-09
1976,3.542386795007957e-08,1.085570122683066e-08
1977,3.64360481786008e-08,6.464459911814657e-09
1978,3.3861370818399905e-08,6.534650598410963e-09
1979,2.6333880187578984e-08,5.266775904289034e-09
1980,1.8760996423061727e-08,5.6851505725319385e-09
1981,2.024175771442316e-08,6.958104370458074e-09
1982,4.03487647737677e-08,4.966001831974154e-09
1983,1.4525227021167098e-08,4.4207211225000265e-09
1984,2.3775934665515308e-08,9.85831472011256e-09
1985,1.9249785432329247e-08,1.2031116103372597e-08
1986,2.2179595993154777e-08,7.193382389747427e-09
1987,3.1165165836899433e-08,3.6664902225425067e-09
1988,3.717863328311921e-08,5.99655392008458e-09
1989,2.2501301488730974e-08,7.683371272548811e-09
1990,2.3429198747759727e-08,1.3076762783725826e-08
1991,2.285971378856999e-08,9.37834432335194e-09
1992,2.975369950419804e-08,3.856960972825618e-09
1993,2.8249958761161764e-08,6.093128224193833e-09
1994,3.481451560372051e-08,1.318731612798274e-08
1995,3.633042044981494e-08,1.138714633697191e-08
1996,3.20285515886809e-08,5.3380921904988554e-09
1997,2.3494983403260505e-08,8.151320507465698e-09
1998,3.337690390736725e-08,9.059445638115449e-09
1999,3.427650954734851e-08,8.226361813967742e-09
2000,2.9600811024543816e-08,1.0603275590881367e-08
2001,2.716351391041094e-08,5.695575122643959e-09
2002,4.3812214689520346e-08,6.133709984368352e-09
2003,1.833446089394286e-08,7.083768793769707e-09
2004,2.026204010130428e-08,7.047665923076707e-09
2005,3.7831496380036356e-08,6.7556242822064405e-09
2006,2.141302812841417e-08,7.823991232669414e-09
2007,2.3567429258131156e-08,3.994479469415779e-09
2008,1.6604014163590364e-08,5.5346714711301814e-09
2009,3.0516430937765904e-08,1.0013204487790972e-08
2010,2.2201827765133686e-08,7.085689812669216e-09
2011,1.4913490886669933e-08,9.55992968121322e-09
2012,1.8723389366703813e-08,9.53190804064974e-09
2013,2.036061236276865e-08,1.2829975026829032e-08
2014,2.0138640005606945e-08,1.580774955378672e-08
2015,1.994917830927534e-08,1.1747849804066846e-08
2016,3.2934305949083864e-08,1.4292246275360299e-08
2017,1.2829617646037406e-08,1.4590545327486382e-08
2018,1.6779534151023512e-08,1.3939920218142277e-08
2019,1.836711227554133e-08,1.35202348205965e-08
