year,ses_DET êtres_NOUN,ses_DET lettres_NOUN
1895,1.745398137131815e-08,9.084496809919074e-06
1896,1.9460195621601173e-08,8.8938990643328e-06
1897,9.905413378419325e-09,7.84042575219246e-06
1898,2.4330926606808134e-08,1.0019814908446278e-05
1899,3.592926134388108e-08,8.856839144755213e-06
1900,1.868779131442011e-08,7.503148424348183e-06
1901,1.8442838423116115e-08,7.894093926097412e-06
1902,2.062319276463498e-08,7.109599835075642e-06
1903,1.2420506401156217e-08,8.623611620350857e-06
1904,3.439760121182189e-08,7.465892053915013e-06
1905,2.0126959654476195e-08,8.610726638380584e-06
1906,2.160557543984254e-08,8.188512822471239e-06
1907,1.5942813902380948e-08,7.944150155481111e-06
1908,3.2415166772992166e-08,8.67449546149146e-06
1909,2.3654228797909127e-08,9.657526675255212e-06
1910,2.93928290595602e-08,8.919387369132892e-06
1911,1.702519725199636e-08,8.973875253559527e-06
1912,2.0837685354990754e-08,8.88154227141058e-06
1913,2.651494823702194e-08,8.682054897235503e-06
1914,1.0714789944188396e-08,8.654871635371819e-06
1915,3.652036184575991e-08,5.858573047134996e-06
1916,2.0876177231343718e-08,7.164923886193719e-06
1917,9.869782324756216e-09,7.1402391768060625e-06
1918,9.189101035644853e-09,7.854383909489115e-06
1919,2.1178050924053338e-08,6.515473444324016e-06
1920,3.256059510903242e-08,7.494994861190207e-06
1921,1.9689142760626055e-08,7.116110879223925e-06
1922,2.2133805899215986e-08,6.962557904444111e-06
1923,1.6985516992917837e-08,7.8101530789354e-06
1924,1.4180787100137593e-08,8.795955523055454e-06
1925,1.7597084678300234e-08,8.470796558412985e-06
1926,2.5636118672345276e-08,8.20467272433234e-06
1927,3.1217830098739796e-08,8.627270062788739e-06
1928,3.999114450703445e-08,7.941098829178372e-06
1929,2.5622935329039365e-08,8.483419321692054e-06
1930,3.676261295382233e-08,8.416537639277522e-06
1931,2.9653927313688655e-08,7.418044049245509e-06
1932,3.726242447932293e-08,7.478787921399999e-06
1933,8.02946331646126e-09,9.021676135034795e-06
1934,1.1981580172459871e-08,7.722128430032171e-06
1935,2.2739739868882225e-08,7.498129889427219e-06
1936,4.607391579369846e-08,6.797115048584601e-06
1937,3.903246792447135e-08,7.011993574224107e-06
1938,1.8151300351654243e-08,6.73153914476643e-06
1939,3.6705722017416065e-08,6.733970565164782e-06
1940,2.5357829613881222e-08,6.012341117411779e-06
1941,2.3612021671226557e-08,6.596608301379092e-06
1942,1.8205270180260413e-08,8.353184995257834e-06
1943,3.774205836748479e-08,8.686479645803047e-06
1944,3.8558232162699824e-08,7.18468444915743e-06
1945,7.406914015462007e-08,6.8339670065142855e-06
1946,4.5939643200654245e-08,7.2876979402280995e-06
1947,3.4570526219468434e-08,8.42924771404796e-06
1948,4.240036233227329e-08,6.66337993493471e-06
1949,3.3377827501901436e-08,6.239690264919773e-06
1950,3.828730266164371e-08,5.761175088991877e-06
1951,2.8785784422780125e-08,6.379782774956766e-06
1952,3.374337198547295e-08,5.5876916746910865e-06
1953,2.693456835345387e-08,6.173403050979687e-06
1954,3.127211556375187e-08,6.100994170310514e-06
1955,2.4402580400817442e-08,6.6215461629326455e-06
1956,9.767678887939724e-08,6.1771845309976925e-06
1957,3.534015108330735e-08,5.877950684407551e-06
1958,3.97067690949271e-08,6.2232085156210815e-06
1959,1.937687044151204e-08,6.651691876413679e-06
1960,2.1454582610491713e-08,5.956069287549326e-06
1961,3.474079646181849e-08,6.6493882115992164e-06
1962,3.4880759613997725e-08,6.640028260562758e-06
1963,2.133797494252576e-08,5.745088145658883e-06
1964,2.7986254869105665e-08,6.8499400072141725e-06
1965,2.571860352462707e-08,7.779603919289002e-06
1966,2.3818021666066613e-08,7.235139577232985e-06
1967,2.4651677366094304e-08,8.79226729466609e-06
1968,2.3355362505084187e-08,7.122936523273893e-06
1969,1.998373461153946e-08,6.536043883897946e-06
1970,2.8512095129329396e-08,7.002018605817284e-06
1971,2.6205826841874114e-08,6.617228450522816e-06
1972,2.975485235978681e-08,5.871453140571248e-06
1973,3.473318344049403e-08,5.760746830674179e-06
1974,2.7565302096466127e-08,5.035449078150123e-06
1975,1.9990180177842376e-08,5.387068227946656e-06
1976,2.9138986334942274e-08,5.373000703912112e-06
1977,2.4094805095575822e-08,5.1868478436745136e-06
1978,1.9603951795232888e-08,5.783165789807754e-06
1979,3.862302344614932e-08,5.615553448024002e-06
1980,3.1268328370970266e-08,5.110950638709255e-06
1981,3.921840768805751e-08,5.006672438412352e-06
1982,3.600351305976801e-08,5.468188817303599e-06
1983,3.536576898000021e-08,4.949944752752344e-06
1984,2.4935737030773453e-08,4.814916565010208e-06
1985,2.6468455538442015e-08,4.873203607758114e-06
1986,2.7574632466276228e-08,5.3177078882526985e-06
1987,3.238732804167199e-08,5.166084605434662e-06
1988,5.15703635350917e-08,4.906979938823497e-06
1989,3.0733485090195245e-08,5.67746252500001e-06
1990,2.778812091541738e-08,5.368555747509163e-06
1991,2.989347080983862e-08,5.38199742550205e-06
1992,2.4243753671271406e-08,5.506638075303272e-06
1993,3.655876901209609e-08,5.709261273523225e-06
1994,4.325439917352014e-08,5.799254239491347e-06
1995,3.95838903877177e-08,5.466914956286928e-06
1996,3.042712526379887e-08,5.536135404327069e-06
1997,3.883864352349775e-08,5.171293722128212e-06
1998,3.957547145549967e-08,5.644988334552181e-06
1999,3.9760750025763514e-08,5.556907808568212e-06
2000,4.329671032810012e-08,5.695284500006892e-06
2001,3.154472394406582e-08,5.861623236569358e-06
2002,3.943099335934619e-08,5.667548094834274e-06
2003,4.541945908265177e-08,5.657848021201062e-06
2004,3.523833103091789e-08,5.555322587724731e-06
2005,3.422849659262539e-08,5.3720724224604055e-06
2006,3.829637512664519e-08,5.95117458601635e-06
2007,3.7548105735751847e-08,5.6453976355896884e-06
2008,4.044567541994226e-08,5.720721702573428e-06
2009,3.9575998922458666e-08,5.111025572546168e-06
2010,3.779034296602646e-08,4.6496293037989744e-06
2011,5.3918005143982484e-08,4.088208427788231e-06
2012,4.7999964114531224e-08,4.30569872378328e-06
2013,3.9884488378660876e-08,4.1644425579079325e-06
2014,4.9588696482416594e-08,4.968613865230509e-06
2015,5.58576995768334e-08,4.4859053787149605e-06
2016,5.1783502208468946e-08,4.8421714211599465e-06
2017,5.5846571145323765e-08,3.672792644238143e-06
2018,5.369450706282919e-08,4.1091786187053e-06
2019,5.33156456761219e-08,5.32187081603297e-06
