year,anciennes_ADJ lois_NOUN
1885,8.308424304104278e-07
1886,8.402409941155042e-07
1887,7.736775862188239e-07
1888,9.770887583471222e-07
1889,8.169738014984773e-07
1890,7.694849948336469e-07
1891,6.718427675300731e-07
1892,5.923744317293256e-07
1893,6.029089876236071e-07
1894,6.080985537337824e-07
1895,5.976484418468431e-07
1896,5.726014984386296e-07
1897,5.447977176054053e-07
1898,5.78849716159624e-07
1899,8.722518920478706e-07
1900,5.476561257822254e-07
1901,5.018687656566101e-07
1902,4.036253238304255e-07
1903,5.616229126204075e-07
1904,6.503296399174019e-07
1905,5.522012092029627e-07
1906,5.854082005818384e-07
1907,6.351411627747439e-07
1908,7.092045883894116e-07
1909,4.76935283599822e-07
1910,4.799047284009816e-07
1911,5.501266997498533e-07
1912,4.803086326443662e-07
1913,4.348451483338067e-07
1914,4.3595802634577296e-07
1915,3.0865597011597856e-07
1916,2.988589717922707e-07
1917,2.906102576361036e-07
1918,3.9857725475656025e-07
1919,4.4750143057825653e-07
1920,4.0738605333601186e-07
1921,4.960149464494634e-07
1922,3.82177056224009e-07
1923,4.4905459262167824e-07
1924,3.9577286470304784e-07
1925,5.213136340387337e-07
1926,4.213240338835078e-07
1927,3.723841128788763e-07
1928,3.5877768311820546e-07
1929,4.734672582884514e-07
1930,5.661442301629904e-07
1931,4.516521352471159e-07
1932,4.044068937503198e-07
1933,3.452669190551205e-07
1934,3.366823904116245e-07
1935,3.2075001055176244e-07
1936,3.758661470953939e-07
1937,4.1676602258178264e-07
1938,3.474677567893991e-07
1939,3.27292676516322e-07
1940,2.4597094028244726e-07
1941,3.128592656054252e-07
1942,3.398317112157656e-07
1943,2.874202804648007e-07
1944,4.0164825954036587e-07
1945,2.679560053842067e-07
1946,2.422272169511075e-07
1947,2.682196016401406e-07
1948,2.533149903172216e-07
1949,2.8272982710575434e-07
1950,3.179973084854737e-07
1951,3.5609082438270434e-07
1952,2.7838282568026784e-07
1953,3.3829818235631137e-07
1954,2.3551812144972928e-07
1955,2.862610379850139e-07
1956,2.0669105693649215e-07
1957,2.897892334985386e-07
1958,2.8291072595720834e-07
1959,2.9142811008853187e-07
1960,2.581470885942849e-07
1961,2.459648422714622e-07
1962,2.688989590993174e-07
1963,2.9097238662956215e-07
1964,3.01156429127758e-07
1965,3.584188448257919e-07
1966,2.614443328496918e-07
1967,3.175135967481424e-07
1968,3.557201302406554e-07
1969,4.6825522836968503e-07
1970,3.7295658650293717e-07
1971,2.615444345543949e-07
1972,3.042177008083513e-07
1973,2.5526134406206324e-07
1974,4.0222838393333404e-07
1975,2.5301856432236036e-07
1976,2.3825406625377354e-07
1977,2.3213288891099637e-07
1978,2.667325489369432e-07
1979,3.1132498357067107e-07
1980,2.1830978313985838e-07
1981,2.1759889712313907e-07
1982,2.576113491414844e-07
1983,2.0966849589854064e-07
1984,2.4935736275821796e-07
1985,1.9971652909234194e-07
1986,2.3858051667602354e-07
1987,2.1754507351090524e-07
1988,2.704445831724911e-07
1989,2.6013700171745313e-07
1990,2.4083036720412565e-07
1991,1.998759655563731e-07
1992,2.1158185298242316e-07
1993,2.043967510800826e-07
1994,2.1099707048222172e-07
1995,2.1147558815215461e-07
1996,1.8950227653746765e-07
1997,1.980291390868416e-07
1998,2.1313537779121816e-07
1999,2.2622495965407552e-07
2000,1.7186142797775972e-07
2001,2.1205065214857655e-07
2002,2.1687046336538174e-07
2003,1.9001168105603483e-07
2004,1.9425129230143945e-07
2005,1.9726422584298575e-07
2006,2.042473441488113e-07
2007,2.4046766206042847e-07
2008,2.699216701262941e-07
2009,1.749926687999448e-07
2010,2.0265071543068558e-07
2011,1.1127758356432871e-07
2012,9.599992972786353e-08
2013,1.3387800551489804e-07
2014,1.535300683253027e-07
2015,1.906254789574291e-07
2016,1.8994188444310112e-07
2017,1.3257272107880524e-07
2018,1.259755728622025e-07
2019,1.6530401003578277e-07
