year,six_DET yeux_NOUN,six_DET lieux_NOUN
1900,4.2047529458244526e-08,6.748368974740515e-09
1901,6.147612696683069e-09,5.029864968975062e-09
1902,9.329538919189417e-09,1.9641135384773634e-09
1903,1.1880484152015924e-08,9.1803746826713e-09
1904,1.4511488011237361e-08,2.1498500757388683e-09
1905,1.3934049303276907e-08,1.5482276793932215e-08
1906,1.080278771992127e-08,3.0865106026567446e-09
1907,5.142843484406967e-09,1.5428529565042481e-09
1908,9.822778146428846e-09,5.893666887857307e-09
1909,5.500983391026892e-09,2.2554032419463965e-08
1910,1.6566867433454036e-08,6.412980813053082e-09
1911,2.1281496231928543e-08,4.788336838146279e-09
1912,2.4484279492753558e-08,1.3023552902780011e-08
1913,2.598464954317592e-08,9.015082902408267e-09
1914,1.6072184472193385e-08,1.0045115850232378e-08
1915,2.709575319670421e-08,0.0
1916,3.5159878564172686e-08,1.0987462051303964e-09
1917,2.960934575302332e-08,3.289927441585405e-09
1918,1.1486376294556067e-08,8.040463406189247e-09
1919,7.366278753639932e-09,4.603924352863942e-09
1920,1.9687802055301518e-08,6.815008557481406e-09
1921,1.060184651180407e-08,4.543648568500203e-09
1922,1.4755870914040514e-08,1.2542490601674672e-08
1923,1.5923922180860473e-08,5.307974060286824e-09
1924,1.0313299547703991e-08,1.804827398643738e-08
1925,2.0896537389347714e-08,1.0998177923937646e-09
1926,1.0031524944054127e-08,3.343841648018042e-09
1927,2.2298450641500267e-08,1.8953683067479687e-08
1928,2.2852082448565625e-08,9.14083297942625e-09
1929,8.912325322185666e-09,1.1140405931087116e-08
1930,9.453243521306831e-09,7.352522590764465e-09
1931,1.3686427990933225e-08,1.1405356659111021e-08
1932,4.7126008873021874e-08,1.0959536611565568e-09
1933,1.1470662197865522e-09,9.176529758292418e-09
1934,1.1981580172459871e-08,4.7926320689839486e-09
1935,5.98414207075848e-09,5.98414207075848e-09
1936,8.487299751891442e-09,6.0623572828433225e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,2.593042824905467e-08,2.5930428915188486e-09
1939,6.117620188206274e-09,1.2235240376412548e-08
1940,1.2678914584896006e-08,1.5214697057785997e-08
1941,1.1806010391524069e-08,1.4757512545315876e-08
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,2.6129117092210663e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,1.1920871401116528e-08,8.344609447874518e-09
1948,4.022598543151901e-08,6.523132700664291e-09
1949,9.817008428392171e-09,5.890204768377316e-09
1950,5.317680740191122e-08,7.444753258312176e-09
1951,1.0661401650402524e-08,0.0
1952,1.7926167217297007e-08,1.0544803918932644e-09
1953,8.619061908632375e-09,9.69644453618912e-09
1954,6.840775279570721e-09,1.07497895029951e-08
1955,1.1262729415761896e-08,3.754243138587299e-09
1956,1.1337484284723587e-08,3.488456634670456e-09
1957,1.0602045463770082e-08,8.835037590415595e-09
1958,1.4890038368964298e-08,5.790570245522986e-09
1959,1.7051644762844376e-08,4.650448914844674e-09
1960,5.536666736194462e-09,5.536666680683311e-09
1961,1.1811870370692645e-08,2.779263708063695e-09
1962,9.512934884270408e-09,1.1415521694591035e-08
1963,6.466053248388448e-09,1.2285501505004959e-08
1964,7.30076216148845e-09,6.692365273064382e-09
1965,1.2585700037703873e-08,7.1136563306595235e-09
1966,1.0524241922382771e-08,1.4401594583546284e-08
1967,7.3955032653394426e-09,1.1339772176821583e-08
1968,1.5719955559490018e-08,7.186265360559219e-09
1969,1.0900218838649778e-08,9.991866889436096e-09
1970,1.3336302562283464e-08,9.197450273612517e-09
1971,3.5968783507200897e-09,1.1818314327172175e-08
1972,8.721249666887587e-09,7.695220183290274e-09
1973,8.269805840122046e-09,6.064523994098181e-09
1974,6.750685843659454e-09,1.125114323929921e-08
1975,8.567220266542108e-09,1.028066431985053e-08
1976,1.542652272590317e-08,1.0855701004786056e-08
1977,1.704266816560107e-08,1.8218024422367307e-08
1978,1.6633655786080226e-08,7.72276909088987e-09
1979,9.94835469558808e-09,1.1118749476679568e-08
1980,1.0801786187730755e-08,1.364436125195212e-08
1981,4.427884725544118e-09,1.644642921849737e-08
1982,9.932003885992913e-09,1.3035754364842944e-08
1983,1.3893695527400496e-08,1.326216381158929e-08
1984,1.5077422532705498e-08,2.0876430362193332e-08
1985,1.0226448687866707e-08,1.9851341570564784e-08
1986,7.79283104712647e-09,1.019062523255343e-08
1987,7.3329800009958035e-09,1.7721368927858805e-08
1988,3.5979323409485175e-09,1.199310784016916e-08
1989,5.4881220679092735e-09,2.0854864501984594e-08
1990,5.44865097484859e-09,2.2884333983341776e-08
1991,7.033758464558559e-09,1.2895223555631219e-08
1992,1.1019888557228796e-08,1.2121876835635703e-08
1993,1.1078414630105726e-08,2.0495067531989264e-08
1994,7.384897027229442e-09,7.384897138251745e-09
1995,7.049186012686448e-09,6.506941097050856e-09
1996,8.007137841659073e-09,2.081855932090093e-08
1997,7.67183128136395e-09,2.5412941084823615e-08
1998,7.629006759657386e-09,1.4781200818880791e-08
1999,3.656160929565999e-09,1.5995703872562217e-08
2000,5.743440834038438e-09,2.1648354886494303e-08
2001,4.3812117267449935e-09,2.6287270138425356e-08
2002,7.886198805096e-09,1.621051959332931e-08
2003,7.917153876935146e-09,2.500153828410845e-08
2004,1.0571498898492848e-08,2.1583477588515976e-08
2005,8.106749493919096e-09,2.2969123714133843e-08
2006,6.1768350434476815e-09,1.7295138432515955e-08
2007,5.991719120856942e-09,1.9972397430345623e-08
2008,1.1069343108793817e-08,1.064359897440248e-08
2009,7.629108011997232e-09,1.049002329445159e-08
2010,1.1337103256181535e-08,4.723793189942427e-09
2011,1.1471915639660324e-08,6.500752380844688e-09
2012,1.6340413022675193e-08,8.851056776393307e-09
2013,2.2591913229064176e-08,8.646287741331804e-09
2014,1.6240838451864192e-08,1.06106811392781e-08
2015,2.2609069727508313e-08,8.86630147078904e-09
2016,1.7606390345648038e-08,9.528164590655308e-09
2017,1.7106156935398076e-08,8.30151736241902e-09
2018,2.1942467398616827e-08,8.776987081571264e-09
2019,2.423438338894357e-08,8.163160869489872e-09
