year,les_DET armes_NOUN,les_DET larmes_NOUN
1840,5.7560964819458604e-05,7.404763266549708e-06
1841,4.306262007958139e-05,7.580741907986521e-06
1842,5.0487745056670974e-05,8.302149126393488e-06
1843,4.144170600284269e-05,7.543125434494868e-06
1844,4.983009932857385e-05,8.258089337687124e-06
1845,4.3182592776247475e-05,7.709084741236438e-06
1846,4.4782252757613605e-05,7.084531887358025e-06
1847,4.917433511764102e-05,7.143324523894989e-06
1848,4.3262376266284264e-05,6.945439679384435e-06
1849,4.1980870491897804e-05,7.006028965861333e-06
1850,4.565260553590633e-05,7.214665970423084e-06
1851,4.283910561753146e-05,7.116310769106349e-06
1852,3.764853227039566e-05,7.181131422839826e-06
1853,3.837623160052317e-05,8.15108973029055e-06
1854,4.1560121417205664e-05,1.0108165156452742e-05
1855,3.758744492188271e-05,8.988889987904258e-06
1856,3.682224075873819e-05,9.078719415356318e-06
1857,4.0939264863482094e-05,8.065717565841624e-06
1858,3.9445477000299434e-05,8.673551690208114e-06
1859,4.086112733148184e-05,9.141469661244628e-06
1860,4.4022437691637606e-05,9.175880506973044e-06
1861,3.9838576412876137e-05,8.612293186160969e-06
1862,4.0954189103104e-05,8.378605969028285e-06
1863,3.963331391787506e-05,8.417934282078932e-06
1864,3.463423956873157e-05,7.962125380345242e-06
1865,3.772959530579101e-05,8.657298451453244e-06
1866,3.9006644328765105e-05,8.298302930143109e-06
1867,3.5798703493128414e-05,7.905715108336153e-06
1868,3.543371758496505e-05,7.232963469050446e-06
1869,3.251056318731571e-05,8.051457939473039e-06
1870,3.7094709568918915e-05,7.145771803607204e-06
1871,3.972957506448438e-05,7.100257221281936e-06
1872,3.8075862676123506e-05,7.317280733332154e-06
1873,3.488403831397591e-05,6.8072841941102524e-06
1874,3.448126301464072e-05,6.027185690982151e-06
1875,3.214067760382022e-05,7.5026384251941636e-06
1876,3.081351519540476e-05,5.966812068436411e-06
1877,3.0893774464857415e-05,6.847828387890331e-06
1878,3.280916280345991e-05,5.955145127245487e-06
1879,3.158948834425246e-05,6.414180518277135e-06
1880,2.8954755521226616e-05,5.7709275154138595e-06
1881,2.9014695655860123e-05,5.911292021210102e-06
1882,2.7055471832682088e-05,6.380517760362636e-06
1883,2.7424035238254874e-05,5.727848673586777e-06
1884,3.067808654577675e-05,5.84976385198388e-06
1885,2.8626357220673526e-05,5.287355065775046e-06
1886,3.065072633035015e-05,5.8681347354649915e-06
1887,2.5409268118892214e-05,5.332172577254823e-06
1888,2.6523425958657754e-05,5.768057178556774e-06
1889,2.8140488780081796e-05,5.6223336741823005e-06
1890,2.531435188757314e-05,4.900059337842322e-06
1891,2.466249520693964e-05,5.16949225470853e-06
1892,2.529156688524381e-05,5.0662118553646e-06
1893,2.53763720365896e-05,4.911337015300887e-06
1894,2.524081605770334e-05,4.972544616066443e-06
1895,2.6066017312587064e-05,5.366798518480209e-06
1896,2.6116172875845223e-05,5.090905005999957e-06
1897,2.3994989533093758e-05,4.749354104660597e-06
1898,2.2276378217611637e-05,5.189277175077223e-06
1899,2.320587884696579e-05,5.233510989910428e-06
1900,2.2061456547817215e-05,5.255422195205028e-06
1901,2.1032660924902302e-05,4.839288948232934e-06
1902,1.8706708829085983e-05,3.964563205727245e-06
1903,2.0135801378273754e-05,4.973062914359616e-06
1904,2.0429487108231115e-05,4.105676225663046e-06
1905,1.8904892726823164e-05,4.331941170221398e-06
1906,1.7999502233578824e-05,4.3802730260722456e-06
1907,1.9151949231854815e-05,4.40073100094196e-06
1908,1.783227065743631e-05,4.681044828203085e-06
1909,1.7284090858993295e-05,4.843616096650294e-06
1910,1.7549122219406854e-05,5.069461224138649e-06
1911,1.8352631514062523e-05,4.34940588434074e-06
1912,1.8915929217655503e-05,4.7405732743754925e-06
1913,1.8555160409050586e-05,4.542541006458123e-06
1914,2.0280417743379076e-05,4.7171862149753e-06
1915,2.9091413694004586e-05,5.2707127906614915e-06
1916,2.6767655299408943e-05,5.30474682136628e-06
1917,2.4617429630779952e-05,5.565460298839753e-06
1918,2.4406253032793757e-05,5.086167590206969e-06
1919,2.1580434690804395e-05,5.208879656493082e-06
1920,1.7684946669760393e-05,4.372963957166576e-06
1921,1.5718752251814294e-05,4.733724466632339e-06
1922,1.5121816431928892e-05,5.00740503639463e-06
1923,1.6184012395115133e-05,5.521354637494369e-06
1924,1.5177309364844405e-05,4.91170911232075e-06
1925,1.666883804318786e-05,5.7520470022609516e-06
1926,1.716059398404468e-05,5.4114503882374265e-06
1927,1.5217577015391726e-05,6.263634304559673e-06
1928,1.417743175124997e-05,5.1280071602377575e-06
1929,1.5222251022350974e-05,4.941884242271044e-06
1930,1.554953439608653e-05,4.476635780292781e-06
1931,1.544513372664369e-05,4.100225737602159e-06
1932,1.6635481074445124e-05,4.046260812629043e-06
1933,1.5454423078153923e-05,3.6098173268328537e-06
1934,1.637882030536275e-05,3.762216181257827e-06
1935,1.3655812153956504e-05,3.894479561949993e-06
1936,1.5017671557870926e-05,3.889608422014135e-06
1937,1.4695093625505251e-05,4.002716423201491e-06
1938,1.4907403567576694e-05,3.851965203693908e-06
1939,1.6012871014936536e-05,3.811277309750949e-06
1940,1.7088640845486225e-05,3.4258426637734374e-06
1941,1.6242118363152258e-05,4.197036673758703e-06
1942,1.6111664024265338e-05,4.6696521280864545e-06
1943,1.7352636120904208e-05,4.950015920712758e-06
1944,1.9372300243958307e-05,5.417431850673893e-06
1945,1.9772103087234427e-05,5.154340669832891e-06
1946,1.898281817602765e-05,5.228766781328886e-06
1947,1.648179647872894e-05,5.2785614457206975e-06
1948,1.662637737354089e-05,4.808635935660277e-06
1949,1.3216638308222173e-05,4.245856189299957e-06
1950,1.4112060966908757e-05,4.698702866789972e-06
1951,1.445366217467381e-05,4.712339546131261e-06
1952,1.3240056034646841e-05,4.736725827569899e-06
1953,1.2842402554724686e-05,4.290138065243809e-06
1954,1.3001381717003824e-05,4.611659619513375e-06
1955,1.3293775168676802e-05,3.827450797189158e-06
1956,1.2036047223773494e-05,4.156496089535722e-06
1957,1.485788300215063e-05,4.0446802245242e-06
1958,1.3157830721866048e-05,4.232079788835108e-06
1959,1.2842988724059978e-05,4.0675925561117765e-06
1960,1.4025068367118365e-05,4.448019694791583e-06
1961,1.3951903611086891e-05,4.666383574658539e-06
1962,1.5063415162330784e-05,4.590308208207716e-06
1963,1.452340211471892e-05,4.588957949636097e-06
1964,1.527319415117745e-05,4.668229053095274e-06
1965,1.4713777432007191e-05,4.338783412549674e-06
1966,1.4598785583075369e-05,4.7259385382858454e-06
1967,1.720391293247303e-05,4.8859627668207395e-06
1968,1.6594883163634222e-05,5.109434653149947e-06
1969,2.0354341756956273e-05,4.245181003170728e-06
1970,1.636042452446418e-05,4.121837207549106e-06
1971,1.4508778747313045e-05,4.433409401372046e-06
1972,1.4260782506880787e-05,4.2231370969147974e-06
1973,1.6397922479427507e-05,3.836087103081809e-06
1974,1.5380313357127307e-05,2.942736642808086e-06
1975,1.4459754083873122e-05,3.1573063097312115e-06
1976,1.576762008426158e-05,3.4109756370526156e-06
1977,1.3688788328636292e-05,3.3973676067944325e-06
1978,1.4691676483380434e-05,3.888117106498612e-06
1979,1.498865913163172e-05,3.855280112929904e-06
1980,1.44056028830164e-05,3.72036257090258e-06
1981,1.3267840131447883e-05,3.826957424735156e-06
1982,1.445230691388133e-05,3.863549380866971e-06
1983,1.4443758971083298e-05,4.057590615502704e-06
1984,1.3959373006855458e-05,4.174706134563166e-06
1985,1.5076793260959676e-05,4.014783485217777e-06
1986,1.4868721564198495e-05,4.504256537529727e-06
1987,1.4188094269229623e-05,4.215241460769903e-06
1988,1.4022341247255099e-05,3.963722065236652e-06
1989,1.5805792259016016e-05,4.29445572081022e-06
1990,1.4563153968083498e-05,4.247768345067016e-06
1991,1.4765617379453033e-05,4.243114574364881e-06
1992,1.497933419614128e-05,4.460300033315434e-06
1993,1.4825134485363378e-05,4.8556690330769925e-06
1994,1.5153809272305807e-05,4.587076318784966e-06
1995,1.5682269690842077e-05,4.7863973122730386e-06
1996,1.4310891515378898e-05,4.484531245907419e-06
1997,1.5285164295164577e-05,4.395000360091217e-06
1998,1.4615269606110814e-05,4.713772341347067e-06
1999,1.5077094076332287e-05,4.5185579438111745e-06
2000,1.382490376045098e-05,4.992817480342637e-06
2001,1.490619672495086e-05,4.651094229757291e-06
2002,1.6203071368181554e-05,5.022194272896741e-06
2003,1.6279751548609056e-05,5.1828184837177105e-06
2004,1.4788646296892693e-05,5.235094477029634e-06
2005,1.5169979747042817e-05,5.350905098566727e-06
2006,1.5294666354748188e-05,5.656745429405419e-06
2007,1.4208363438683591e-05,8.05047386620572e-06
2008,1.4796731989008549e-05,8.140224622366077e-06
2009,1.3846831166119955e-05,9.118691195908468e-06
2010,1.4297031782462e-05,1.1400874541322992e-05
2011,1.212772752978708e-05,1.1824103694380028e-05
2012,1.3006968572426558e-05,1.3917946944275172e-05
2013,1.3889284787182987e-05,1.5428045344378916e-05
2014,1.4894365108375496e-05,1.6487050288560567e-05
2015,1.4214897930742154e-05,1.710996752990468e-05
2016,1.5925291108942474e-05,1.781331752681581e-05
2017,1.2346872324542346e-05,1.8311638086743187e-05
2018,1.2618983362244762e-05,2.038764978351537e-05
2019,1.2552134876386845e-05,2.0250251509423833e-05
