year,longs_ADJ yeux_NOUN
2007,3.395307501818934e-08
2008,3.4911003865545354e-08
2009,3.6715082529781284e-08
2010,3.070465481869178e-08
2011,4.168129308368407e-08
2012,5.208506692611081e-08
2013,6.498661520026872e-08
2014,8.336964185673423e-08
2015,7.403361479418891e-08
2016,8.430353659605316e-08
2017,3.5721679836342446e-08
2018,7.512068123105564e-08
2019,5.790742108047198e-08
