year,véritables_ADJ êtres_NOUN,véritables_ADJ lettres_NOUN
1849,2.3462362719328667e-08,4.1059134758825167e-08
1850,5.431196825611551e-09,1.0930283611543246e-07
1851,1.5478653025979838e-08,6.513933392682247e-08
1852,2.0833745395520964e-08,3.320378283433456e-08
1853,1.0152284346531815e-08,5.3747385209135246e-08
1854,9.352196350675968e-09,6.286754161699548e-08
1855,1.0613874223963649e-08,4.82931277190346e-08
1856,6.212626857404757e-09,3.468716602839095e-08
1857,1.2203773103180993e-08,4.29572786231347e-08
1858,1.1255455234504552e-08,3.7191938417890924e-08
1859,2.6988518087023294e-08,1.629495471888731e-08
1860,1.1442959468865865e-08,4.9891303699478584e-08
1861,2.4051415081771665e-08,3.206855336834735e-08
1862,2.2138133104476765e-08,3.027050965442868e-08
1863,1.9479021062807078e-08,3.346395871517416e-08
1864,1.342523781033833e-08,7.863353912451743e-08
1865,5.177528628053096e-09,5.1304605230839684e-08
1866,2.3841502994059738e-08,6.033360061552528e-08
1867,1.2132028714972876e-08,3.1543276435286316e-08
1868,1.2349684830326169e-08,3.556709193830443e-08
1869,1.953407746668745e-08,5.2253655735690074e-08
1870,1.204150201772336e-08,4.1285151741732307e-08
1871,3.18635318130589e-09,2.6552943177549082e-08
1872,2.3584624031514068e-08,6.71254696271717e-08
1873,1.97538145840781e-08,3.7711829214970294e-08
1874,1.1949218503559678e-08,5.7356248084339256e-08
1875,2.6319025181464895e-08,1.0928116722652703e-07
1876,1.6928840551599933e-08,5.743714104333719e-08
1877,8.658742167710898e-09,5.813727144143854e-08
1878,1.1474268646338714e-08,3.6838440686803864e-08
1879,1.4662380642960215e-08,6.659164597522249e-08
1880,1.6686399817444908e-08,2.9522093214495726e-08
1881,9.064259565150223e-09,5.787181267535857e-08
1882,7.986462158271479e-09,5.590523466381114e-08
1883,1.1374810426900694e-08,2.7805091562527195e-08
1884,1.7164412113856997e-08,4.027035238607368e-08
1885,1.0957580620640783e-08,2.1915161241281567e-08
1886,9.034849313138693e-09,3.872078430111614e-08
1887,1.0446279397058333e-08,3.4603299392532705e-08
1888,1.5851536971922542e-08,2.789870556796359e-08
1889,1.1277245803853475e-08,4.1349903057152915e-08
1890,7.209825181320184e-09,3.080561583601593e-08
1891,5.736798147637501e-09,3.888274235919198e-08
1892,1.0656471260972467e-08,2.0686091062316336e-08
1893,1.23168328869383e-08,2.46336657738766e-08
1894,1.071261657159539e-08,4.0960004277224016e-08
1895,2.046328972937772e-08,3.4306101071024386e-08
1896,1.592197840238896e-08,1.533227589334274e-08
1897,8.157399200570126e-09,3.554295346930303e-08
1898,5.092519295146758e-09,5.092519306248988e-08
1899,1.1055156790007459e-08,3.15071986278781e-08
1900,1.2977633190303095e-08,4.256663643786851e-08
1901,1.2295225282343836e-08,2.90614414755197e-08
1902,9.329538919189417e-09,2.6024504884425426e-08
1903,8.100330184390714e-09,1.9440793419533975e-08
1904,1.2361637935498493e-08,3.171028950532673e-08
1905,1.651442893546573e-08,2.37394921498435e-08
1906,1.2346042410626978e-08,2.36632491379396e-08
1907,3.0857059130084963e-09,2.468564730406797e-08
1908,1.4734167663732478e-08,3.732655784460803e-08
1909,9.351672325408344e-09,4.455796742686147e-08
1910,1.3894791983659616e-08,2.778958385629693e-08
1911,1.8621308939259507e-08,2.3941682969486067e-08
1912,2.2921453179947093e-08,4.063348657545873e-08
1913,8.484783542428431e-09,3.4999732889673396e-08
1914,5.357394972094198e-09,1.2723813391790628e-08
1915,1.1780761921542648e-09,3.416420923940677e-08
1916,8.789969641043172e-09,2.966614687238689e-08
1917,6.57985488317081e-09,1.315970976634162e-08
1918,1.1486376294556067e-09,2.6418664589300533e-08
1919,6.4454939163738345e-09,1.4732557396257562e-08
1920,3.786115865267448e-09,2.953170374908609e-08
1921,3.7863738810983705e-09,3.937828729760895e-08
1922,1.696925089333945e-08,3.24629156334133e-08
1923,1.8047112249064412e-08,1.5923921736771263e-08
1924,1.2891624656674594e-08,3.738571041633776e-08
1925,1.6497267552040284e-08,3.409435000989447e-08
1926,1.0031524944054127e-08,3.901148493135054e-08
1927,1.3379070296082318e-08,3.5677519161225746e-08
1928,1.2568645679778001e-08,3.313552099371009e-08
1929,5.570202965543558e-09,6.350031611646045e-08
1930,1.2604324695075775e-08,2.7309368988426286e-08
1931,2.2810713318222042e-09,5.1324105854178015e-08
1932,1.3151444377967891e-08,2.4110979990332737e-08
1933,6.882397318719313e-09,5.1617979224261035e-08
1934,2.875579241390369e-08,1.9170528275935794e-08
1935,8.377798899061872e-09,2.0346083040578833e-08
1936,1.2124714565686645e-08,3.758661648589623e-08
1937,1.0072894518486919e-08,1.6368453259474336e-08
1938,1.1668692678767911e-08,1.555825723809079e-08
1939,9.176430282309411e-09,9.176430282309411e-09
1940,2.2822046474857416e-08,2.028626333583361e-08
1941,8.854508237732261e-09,2.9515025090631752e-08
1942,6.068423541449874e-09,2.730790527039062e-08
1943,5.806470415592457e-09,1.1612940831184915e-08
1944,9.639558484764166e-09,1.927911696952833e-08
1945,1.3071024262956144e-08,1.089252066321933e-08
1946,9.744772988540262e-09,1.80974355501462e-08
1947,1.1920871401116528e-08,2.26496545963073e-08
1948,1.195907639583993e-08,2.0656587551570738e-08
1949,7.853606653895895e-09,3.632293199551384e-08
1950,3.190608444114673e-09,2.1270722072586068e-08
1951,1.4925962688039363e-08,3.5182626589858046e-08
1952,4.2179215675730575e-09,1.370824520563474e-08
1953,1.939288907237824e-08,1.8315507332999914e-08
1954,1.2704297169818801e-08,1.2704297169818801e-08
1955,1.0324168187025862e-08,1.8771215692936494e-08
1956,6.976913269340912e-09,3.226822542501395e-08
1957,3.534015080575159e-09,6.184526224473075e-09
1958,3.3088973783179654e-09,3.060729980575161e-08
1959,1.3176271629333769e-08,1.3176271629333769e-08
1960,1.038124963770315e-08,1.591791587429725e-08
1961,2.084447814354462e-08,2.570818935510033e-08
1962,1.4586500007851555e-08,2.72704117065814e-08
1963,1.7458344103715717e-08,1.681173777967615e-08
1964,1.2167936658258327e-09,2.7377857758636992e-08
1965,1.4227312661319047e-08,2.9001830270658502e-08
1966,6.6468897053084675e-09,3.988133978616304e-08
1967,4.437302081328198e-09,2.218651040664099e-08
1968,9.88111459321317e-09,2.245707975134792e-08
1969,6.358460868938209e-09,2.089208669953102e-08
1970,8.7375777724219e-09,2.6672605901723045e-08
1971,9.762954888969944e-09,2.4664307041177835e-08
1972,6.156176013405457e-09,1.7955513686995772e-08
1973,4.9618833486420044e-09,2.4258096975593446e-08
1974,6.750686232237513e-09,1.2938814464291681e-08
1975,7.996072248772634e-09,2.513051233776764e-08
1976,7.427584769459372e-09,1.7140580510499603e-08
1977,7.639816779203557e-09,1.5867311020656416e-08
1978,1.0099005187669263e-08,1.722771558743119e-08
1979,7.022368020415115e-09,1.8726315165196183e-08
1980,5.116635559687666e-09,1.762396628635088e-08
1981,8.223214109648325e-09,1.707898356073656e-08
1982,6.828252629986764e-09,1.924325765401136e-08
1983,1.0104505676622466e-08,1.7682884490000106e-08
1984,6.378909400694965e-09,1.1598016769198694e-08
1985,6.015557829641693e-09,1.8648229627160617e-08
1986,8.392279760016663e-09,2.997242631863628e-08
1987,1.0388388815840699e-08,2.7498675003734263e-08
1988,8.395175221664886e-09,1.8589316697070757e-08
1989,7.683371272548811e-09,3.128229764115531e-08
1990,1.1442167213715493e-08,1.961514328741032e-08
1991,1.1722930182145319e-08,2.1101275393675678e-08
1992,4.958949695321735e-09,2.2039776226279173e-08
1993,1.4955860550003308e-08,1.606370148010683e-08
1994,1.318731612798274e-08,1.635227242502424e-08
1995,1.0302656505700725e-08,3.0907969517102174e-08
1996,2.5089033073300016e-08,2.4021414191111035e-08
1997,1.1507746755512471e-08,2.397447240731765e-08
1998,1.0013071261028017e-08,2.050295544453462e-08
1999,1.2339542720951613e-08,2.9706308357635436e-08
2000,1.3254094710646314e-08,1.8113929911578452e-08
2001,9.638665865452367e-09,1.8401090207120774e-08
2002,1.1829298429688606e-08,3.1106673237246696e-08
2003,1.7917768602160322e-08,2.2084690742829594e-08
2004,1.1452457648886138e-08,2.422635247967264e-08
2005,1.261049931144953e-08,1.8465372453313478e-08
2006,8.64756888319107e-09,2.26483944376632e-08
2007,1.5578470069499417e-08,2.3167981311189578e-08
2008,1.7455501932772677e-08,3.3633773544039514e-08
2009,1.1443662017995848e-08,2.384096298158056e-08
2010,8.030448306328708e-09,1.8895171649546683e-08
2011,1.2619107536693264e-08,1.1854313058945465e-08
2012,2.0765941854961056e-08,1.327658516458996e-08
2013,1.6734750474256543e-08,1.4503450496139436e-08
2014,1.3209215943277286e-08,1.4941571452320446e-08
2015,2.0392493027543424e-08,1.884089169401637e-08
2016,1.4292246497404903e-08,1.7399255647365663e-08
2017,1.6603035390971854e-08,1.6099912514278003e-08
2018,1.652138692520566e-08,2.065173387855168e-08
2019,1.6581420680950032e-08,1.8367111609407516e-08
