year,trois_DET armes_NOUN,trois_DET larmes_NOUN
1881,1.3945014920579979e-08,1.4642266066289267e-08
1882,2.2628309892525067e-08,9.317538740560849e-09
1883,9.479008689083912e-09,8.21514056781325e-09
1884,2.6406787867472303e-08,8.582206056928499e-09
1885,1.8047780159236027e-08,1.160214413431504e-08
1886,2.5168509054651622e-08,1.4197620856748472e-08
1887,1.3710741875172516e-08,1.8933882017790893e-08
1888,1.014498351992188e-08,1.4583413587843097e-08
1889,1.7542383101698533e-08,6.891650528029203e-09
1890,1.7696844212267138e-08,1.9007721618891082e-08
1891,1.4023284311548423e-08,2.995883363610119e-08
1892,7.522214851007902e-09,2.005923915859853e-08
1893,1.0469308309168923e-08,1.9706933196417253e-08
1894,1.3233232509790582e-08,2.268554077922147e-08
1895,1.2639090662958097e-08,1.6852121031973866e-08
1896,1.1794058174530164e-08,2.0049897742069334e-08
1897,9.905413045352418e-09,4.078699600285063e-09
1898,7.355861253444118e-09,6.7900258748920805e-09
1899,1.4371703827009696e-08,1.1607914629507832e-08
1900,1.661137005726232e-08,1.5573159317661123e-08
1901,1.0059729937950124e-08,6.147612641171918e-09
1902,8.838511256215043e-09,6.8743973291596205e-09
1903,5.400220270956879e-09,5.400220270956879e-09
1904,7.524475265086039e-09,1.3974025492302644e-08
1905,9.805442346966231e-09,1.1353669837621538e-08
1906,1.0802787442365513e-08,1.0288369267641428e-08
1907,1.0799971139618947e-08,2.2114226894132116e-08
1908,6.875944702500192e-09,5.402527980535865e-09
1909,2.750491723269022e-09,1.760314710663735e-08
1910,1.0153886620400954e-08,2.2445432179551972e-08
1911,1.3832972989291648e-08,2.553779587799454e-08
1912,1.7191090662116437e-08,1.9795800554334164e-08
1913,2.280285626987677e-08,1.5378670781274195e-08
1914,2.009023047921943e-08,1.0714789611121489e-08
1915,1.295883844676382e-08,2.3561523843085297e-09
1916,1.648119329900055e-08,9.888716068218173e-09
1917,7.676496771580332e-09,9.869782324756216e-09
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,1.3811772170413406e-08,1.6574126959767455e-08
1920,1.4387239843927091e-08,9.086678076641874e-09
1921,1.2873671018098776e-08,1.3630945261411398e-08
1922,1.0329110011753073e-08,1.0329110011753073e-08
1923,4.246379248229459e-09,9.554353752605493e-09
1924,1.5469948877466777e-08,1.1602461880144688e-08
1925,1.8696903136827814e-08,1.6497267107951075e-08
1926,1.7833821530643945e-08,5.5730690839972397e-08
1927,1.1149225098705529e-08,6.689535148041159e-09
1928,2.2852082892654835e-08,9.14083297942625e-09
1929,1.7824650422326727e-08,5.570202965543558e-09
1930,1.1553964007759987e-08,1.995684684175103e-08
1931,2.5091785538222666e-08,1.3686427990933225e-08
1932,2.301502677326539e-08,8.767629289252454e-09
1933,8.029463538505865e-09,8.02946331646126e-09
1934,1.3179738189705859e-08,5.990790086229936e-09
1935,4.787313656606784e-09,4.787313656606784e-09
1936,3.6374143697059935e-09,8.487299751891442e-09
1937,1.3850230295986421e-08,1.2591118259130951e-08
1938,2.5930429359277696e-08,1.555825723809079e-08
1939,2.5999884911698246e-08,2.2941076593951948e-08
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,1.517105907566929e-08
1943,1.7419411690866582e-08,2.322588166236983e-08
1944,3.213186161588055e-08,9.639558484764166e-09
1945,3.267756198965799e-08,1.742803235060819e-08
1946,1.5313214696277555e-08,8.352662561605939e-09
1947,1.7881305991451768e-08,4.7683483828109274e-09
1948,1.0871887834440486e-08,5.435943917220243e-09
1949,3.141442617149437e-08,9.817008317369869e-10
1950,3.6160229699433444e-08,3.190608444114673e-09
1951,9.595261474260042e-09,1.7058242818279723e-08
1952,2.0035128001083535e-08,1.0544803918932644e-09
1953,1.508335811806205e-08,6.464296653518886e-09
1954,1.2704296947774196e-08,9.772536335717064e-09
1955,1.0324168187025862e-08,8.447047061821422e-09
1956,1.6570168570595456e-08,1.1337483840634377e-08
1957,1.1485548956358116e-08,5.301022731885041e-09
1958,1.8198935691771112e-08,7.445019267748876e-09
1959,1.6276570535822543e-08,1.007597205671118e-08
1960,1.4533750203327145e-08,6.2287499602575735e-09
1961,2.848745239703021e-08,6.25334317660986e-09
1962,1.7123282347597524e-08,6.341956293454132e-09
1963,1.422531736849919e-08,1.2285501505004959e-08
1964,1.6426714100070683e-08,7.909158883379064e-09
1965,1.91521518644322e-08,8.755269065297e-09
1966,1.4401594583546284e-08,5.539074976468328e-09
1967,1.627010742799584e-08,5.916402479044791e-09
1968,2.4702787149166738e-08,1.1228539209540145e-08
1969,2.270878840526791e-08,5.904285033109247e-09
1970,2.1614007028603055e-08,6.898087434592526e-09
1971,1.9012070473500842e-08,1.644287239699338e-08
1972,2.052058678536639e-08,1.3338381732452831e-08
1973,1.2129048487796723e-08,1.3783009400469837e-08
1974,1.5751600912494723e-08,6.18812873165453e-09
1975,1.7134440977173426e-08,6.282628195464213e-09
1976,1.599787569084299e-08,2.0568696967870892e-08
1977,1.1753563289307323e-08,5.876782005476144e-09
1978,2.019801059738313e-08,4.1584139465200565e-09
1979,1.6970722604980892e-08,9.94835469558808e-09
1980,2.1035056807505725e-08,9.664756106531058e-09
1981,2.024175826953467e-08,1.2018543937841741e-08
1982,3.972801421170402e-08,1.0552754114989682e-08
1983,2.7787390166622572e-08,1.1999100379966876e-08
1984,2.0876430362193332e-08,1.101811641923689e-08
1985,2.045289770880032e-08,5.414002135495366e-09
1986,2.2179595993154777e-08,3.5966913891627428e-09
1987,2.627651163322753e-08,7.944061963804927e-09
1988,2.0987938054162214e-08,8.39517544370949e-09
1989,2.0854864168917686e-08,8.232182935330457e-09
1990,1.798054782842229e-08,7.083246100769713e-09
1991,2.5204299980430278e-08,8.7921980806982e-09
1992,1.65298330578878e-08,6.0609386398624565e-09
1993,1.8279384506048046e-08,1.218625611532076e-08
1994,1.2659824244476425e-08,6.329911705904578e-09
1995,1.9520823513197172e-08,5.4224509327127635e-09
1996,1.6014275683318147e-08,9.07475650180345e-09
1997,2.301549295591343e-08,8.151320840532605e-09
1998,1.954932926651054e-08,7.1521940592234046e-09
1999,1.4624643551730543e-08,5.941261621567051e-09
2000,1.7230322169048407e-08,6.185244094680797e-09
2001,2.322042325086926e-08,6.571817756650944e-09
2002,2.1467984723244626e-08,5.695587890208742e-09
2003,1.3750845351268026e-08,9.58392298855415e-09
2004,2.0262038935570104e-08,1.1011977996133737e-08
2005,2.432024714948966e-08,1.1259373877692269e-08
2006,1.68833483860098e-08,1.0706513342562118e-08
2007,2.99585952712178e-08,4.393927360846206e-09
2008,2.0009966211764763e-08,7.6633914214419e-09
2009,2.2887323147813277e-08,7.1522885392028e-09
2010,2.2201827598600232e-08,1.2754241052181925e-08
2011,2.8679789876306927e-08,1.1854312864656436e-08
2012,2.519147068724692e-08,1.804253879633677e-08
2013,2.4265387144062345e-08,1.0598675492801135e-08
2014,2.988314290464089e-08,1.7973194821330196e-08
2015,2.3717356745223128e-08,1.839757524102481e-08
2016,2.4027544398563805e-08,1.4085112409745193e-08
2017,2.8929530104804257e-08,1.0565567976072998e-08
2018,2.7879841102418368e-08,1.5746947412687007e-08
2019,2.3213988398218532e-08,8.418259922482463e-09
