year,dernières_ADJ armes_NOUN,dernières_ADJ larmes_NOUN
1938,7.779128452511941e-09,6.482607339819424e-09
1939,9.176430282309411e-09,1.6823456405745674e-08
1940,2.2822046474857416e-08,1.5214697057785997e-08
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,3.944475324146879e-08,1.517105907566929e-08
1943,1.7419411690866582e-08,3.4838823381733164e-08
1944,1.2852744646352221e-08,2.5705489292704442e-08
1945,2.178504132643866e-08,3.0499055725385915e-08
1946,1.5313215584455975e-08,3.062643116891195e-08
1947,1.4305045148432782e-08,3.457052599742383e-08
1948,8.697510267552389e-09,2.8266908813634473e-08
1949,2.2579119018928395e-08,2.1597418964347526e-08
1950,5.317680518146517e-09,3.722376362702562e-08
1951,1.4925962688039363e-08,1.7058242818279723e-08
1952,1.1599284199803606e-08,1.370824520563474e-08
1953,5.386913581872932e-09,1.939289007157896e-08
1954,1.563605755983133e-08,1.6613311615287785e-08
1955,1.407841132561316e-08,1.6894095011821264e-08
1956,1.744228228517386e-08,8.72114114258693e-09
1957,3.0922631566454584e-08,1.501956425897788e-08
1958,1.3235589513271862e-08,1.0753916868111446e-08
1959,1.0075972611822692e-08,1.9376869886400527e-08
1960,8.997083078554624e-09,2.0070416939521607e-08
1961,4.86371165564492e-09,1.80652133252579e-08
1962,9.512934440181198e-09,2.917300001570311e-08
1963,1.0345685197421517e-08,1.8751554975438012e-08
1964,1.2167936880302932e-08,2.068549243006146e-08
1965,1.094408652591028e-08,1.6963333848707407e-08
1966,1.661722348611505e-08,2.4925835617750636e-08
1967,1.1339771788243524e-08,1.429797347185513e-08
1968,2.2906219976359665e-08,2.6948494991074767e-08
1969,1.816703076862325e-08,2.2708789515490935e-08
1970,1.793502701907812e-08,8.277704743875347e-09
1971,1.4387513402880359e-08,1.4387513402880359e-08
1972,1.2825367434743384e-08,2.0007573542368817e-08
1973,1.9847533394568018e-08,2.0950174928202614e-08
1974,1.2376257352286757e-08,1.3501372464475025e-08
1975,1.028066431985053e-08,1.0851811893530794e-08
1976,1.8283285996290033e-08,1.4855169538918744e-08
1977,1.057820764316375e-08,9.990529292736028e-09
1978,1.7227714366185864e-08,1.247524139547096e-08
1979,9.948355028654987e-09,1.7555919384903973e-08
1980,1.6486936260662333e-08,9.664756106531058e-09
1981,1.0120879245789638e-08,1.2651099445815106e-08
1982,1.5518755946963836e-08,9.311253101884631e-09
1983,2.210360550147783e-08,1.7682884490000106e-08
1984,1.4497521405587577e-08,1.6237223121606803e-08
1985,1.9851341903631692e-08,1.5640450601317468e-08
1986,1.0790073723399018e-08,1.4386764723983703e-08
1987,1.649920555735207e-08,7.332980445085013e-09
1988,8.994830658082265e-09,1.739000587974715e-08
1989,1.8110803523541108e-08,1.2073869015694072e-08
1990,2.233946855279001e-08,1.689081763345257e-08
1991,1.641210189973208e-08,1.75843961613964e-08
1992,7.713921945651236e-09,1.322386644631024e-08
1993,1.550978012687665e-08,2.4926432917737884e-08
1994,1.160483886764041e-08,1.5824779708850656e-08
1995,1.2471637056421514e-08,1.9520823790752928e-08
1996,1.2811421257197253e-08,1.7615704006601618e-08
1997,8.151320507465698e-09,8.630809844589749e-09
1998,1.3827575195968222e-08,1.8118891276230897e-08
1999,1.4167623435534793e-08,1.1882523409667556e-08
2000,5.7434409450607404e-09,1.1045078629479121e-08
2001,1.664860427297299e-08,1.1391150245287918e-08
2002,9.63868718173444e-09,1.445803121669087e-08
2003,1.0833999475323708e-08,2.0001230394139924e-08
2004,6.607186797680242e-09,1.1452457648886138e-08
2005,1.261049931144953e-08,1.7564623533417034e-08
2006,1.6471559394215518e-08,2.635449547483404e-08
2007,1.1583990655594789e-08,2.6763011723440755e-08
2008,1.1920831433087642e-08,3.15050527888161e-08
2009,1.4781396551200032e-08,2.717869729274014e-08
2010,1.5588517143783065e-08,4.6293173405764776e-08
2011,1.453109360616267e-08,4.703485600998647e-08
2012,1.5319137958158535e-08,5.6170168960534284e-08
2013,1.2551062411603198e-08,6.861247925371572e-08
2014,1.2992670939127038e-08,7.925529388330688e-08
2015,1.7289288223309995e-08,8.422986415290712e-08
2016,1.5535050579273957e-08,8.823908476118802e-08
2017,1.0565567976072998e-08,9.48385476817748e-08
2018,1.1874746519424662e-08,9.422353741683764e-08
2019,1.6581420680950032e-08,9.846812787372983e-08
