year,capacités_NOUN égales_ADJ,capacités_NOUN légales_ADJ
1973,1.1577728109557484e-08,0.0
1974,1.0688586016271984e-08,0.0
1975,1.1422960355389478e-08,0.0
1976,2.0568696967870892e-08,5.713526873840635e-10
1977,1.057820764316375e-08,0.0
1978,6.534650598410963e-09,5.940591352171509e-10
1979,7.022368020415115e-09,0.0
1980,5.6851505725319385e-09,3.411090521154847e-09
1981,1.0120879245789638e-08,2.5302198114474095e-09
1982,4.966001831974154e-09,2.483000915987077e-09
1983,1.2630632539867293e-08,6.315316047889041e-10
1984,1.0438215625185876e-08,1.1598016991243298e-09
1985,1.0828004270990732e-08,6.015558051686298e-10
1986,5.994485352545098e-09,5.994485463567401e-10
1987,9.777306964053878e-09,0.0
1988,5.99655392008458e-09,5.996553809062277e-10
1989,4.939309850016116e-09,2.1952488715726304e-09
1990,4.90378582185258e-09,2.179460389939436e-09
1991,7.6199047072123e-09,1.1722930404189924e-09
1992,7.162927584403178e-09,2.7549720282848966e-09
1993,3.323524566667402e-09,0.0
1994,5.802419433820205e-09,5.274926606624319e-10
1995,4.337960657352369e-09,1.0844901643380922e-09
1996,4.270473752399084e-09,3.2028553142993132e-09
1997,6.233362714880286e-09,4.794894259418925e-09
1998,1.0489884516573511e-08,1.43043876743576e-09
1999,6.398281460207045e-09,9.140402323914998e-10
2000,7.510653432518666e-09,2.2090156370779823e-09
2001,9.20054432640427e-09,1.7524847129024579e-09
2002,5.257465574004527e-09,3.9430991805033955e-09
2003,6.250384210204629e-09,3.333538334260311e-09
2004,6.166707589017051e-09,3.523833003171717e-09
2005,4.053374524914943e-09,3.1526248278623825e-09
2006,7.412201963319376e-09,4.529678854225949e-09
2007,1.0385647009059085e-08,3.1955835755326234e-09
2008,2.554463751636149e-09,4.257439734089985e-09
2009,7.629108011997232e-09,2.384096253749135e-09
2010,9.447585824773341e-09,1.4171379625338432e-09
2011,3.823971805871906e-09,1.911985902935953e-09
2012,6.808505315092361e-09,2.7234021704458655e-09
2013,4.462600067256517e-09,1.3945624655065103e-09
2014,3.031623174720721e-09,2.815078836704288e-09
2015,2.438232948875907e-09,2.881548111233201e-09
2016,3.5212781579474495e-09,1.4499380585064614e-09
2017,3.2702947017071438e-09,7.54683426862357e-10
2018,4.3884935685412074e-09,2.323319980845895e-09
2019,4.3366790158927415e-09,1.2754939326953263e-09
