year,quelques_DET eaux_NOUN,quelques_DET lots_NOUN
2001,1.5772362249588667e-08,2.847787627935361e-08
2002,2.1029863794819192e-08,2.716357316856488e-08
2003,7.500461418619153e-09,2.0834615477305363e-08
2004,1.2773894830786503e-08,1.8059644668610986e-08
2005,1.7564622756260917e-08,2.432024803766808e-08
2006,1.1530091881262194e-08,2.1824816398563485e-08
2007,1.2782334662952977e-08,2.1170741604237264e-08
2008,9.366367237362283e-09,3.1930796756673985e-08
2009,8.105927484791664e-09,1.3350938576905946e-08
2010,5.196172492283324e-09,1.5588517143783065e-08
2011,1.0707121411712706e-08,1.3383901986685487e-08
2012,1.3957436095779485e-08,1.055318302189967e-08
2013,7.2517249982695375e-09,1.0598675437289984e-08
2014,6.712880029624557e-09,9.74450338475652e-09
2015,9.087958829923082e-09,1.3964424838697198e-08
2016,1.4913648649361733e-08,1.5742184555911365e-08
2017,1.0565567670761666e-08,1.4590545327486382e-08
2018,8.776986804015507e-09,7.228106835288628e-09
2019,1.0203950906451098e-08,1.1479445005679878e-08
