year,preuves_NOUN égales_ADJ,preuves_NOUN légales_ADJ
2000,8.836062992401139e-10,5.787621404351739e-08
2001,0.0,4.249775287235025e-08
2002,0.0,4.337409365007261e-08
2003,0.0,3.708561280291178e-08
2004,8.809582507929292e-10,3.4357370282123156e-08
2005,1.3511248786457486e-09,3.693074646093919e-08
2006,0.0,3.047238550379916e-08
2007,3.994479469415779e-10,2.836080348345149e-08
2008,0.0,2.2138685551453818e-08
2009,1.430457752249481e-09,3.385416746937153e-08
2010,0.0,4.062462011233947e-08
2011,7.64794394481072e-10,1.0707121411712706e-08
2012,6.808505426114664e-10,1.7021264397953928e-08
2013,2.789125042035323e-10,4.964642741356329e-08
2014,0.0,2.1221362445089653e-08
2015,4.433150790905671e-10,4.43315073539452e-08
2016,8.285360175719347e-10,3.04486995617026e-08
2017,7.54683426862357e-10,3.069045817483129e-08
2018,0.0,1.987729447705533e-08
2019,0.0,2.7550667525133576e-08
