year,plusieurs_DET eaux_NOUN,plusieurs_DET lots_NOUN
1865,1.0543331430135083e-07,1.162590566039512e-07
1866,6.90917041357153e-08,1.0023162388961282e-07
1867,8.73506067478047e-08,1.509224336615489e-07
1868,6.273639874265768e-08,1.1658102483380617e-07
1869,6.788091344578362e-08,9.76703806720991e-08
1870,9.403839706934036e-08,1.3991079406139306e-07
1871,5.629224020253787e-08,1.0090118074401744e-07
1872,6.773019978201233e-08,8.466275103202747e-08
1873,1.8915773869476737e-07,1.3109349961126782e-07
1874,1.0933534699830716e-07,1.6191191409831163e-07
1875,7.609631325067312e-08,1.1614699957362973e-07
1876,9.189942318243993e-08,1.5417338339318576e-07
1877,7.978412686071579e-08,1.0576035647247295e-07
1878,6.703388133466603e-08,1.5399676778216076e-07
1879,5.1929266220440695e-08,1.3318329017408814e-07
1880,1.0268554273551445e-07,1.283569215360103e-07
1881,8.924809402621747e-08,1.1295462321037064e-07
1882,9.583754456699012e-08,1.5972924227725116e-07
1883,4.73950407808843e-08,1.5229606820099661e-07
1884,8.780256610663173e-08,1.3335427428984303e-07
1885,8.37932674357944e-08,1.4373768220110605e-07
1886,7.679621916167889e-08,1.677900609564631e-07
1887,7.508263166755569e-08,1.6257022128485232e-07
1888,8.686642227750951e-08,1.9846123500144586e-07
1889,8.583237531833987e-08,1.8920713351633367e-07
1890,1.0552562201837645e-07,1.7762387694020276e-07
1891,9.115134491644028e-08,1.8421495262543885e-07
1892,7.835640758457885e-08,1.9996554811996248e-07
1893,7.266931634219986e-08,1.9091091107981129e-07
1894,8.507078064212692e-08,1.6825110327189918e-07
1895,7.703826376825873e-08,1.931975281976861e-07
1896,3.892039046604623e-08,1.568609642177421e-07
1897,4.952706478267288e-08,1.7480140712677894e-07
1898,6.563691667960114e-08,1.799356841303279e-07
1899,5.969784488968344e-08,1.8959593717227108e-07
1900,7.630847831396892e-08,1.7130475260529465e-07
1901,7.433023085923196e-08,1.883404951996681e-07
1902,5.450415019314647e-08,1.669496514367097e-07
1903,4.8061958635159385e-08,1.8900770815122314e-07
1904,5.912087619464046e-08,1.6715083894780491e-07
1905,4.2318223258952514e-08,2.0746251117031989e-07
1906,6.533114205176105e-08,1.779887912611855e-07
1907,6.171411826016993e-08,1.5531386371447908e-07
1908,5.8445528861028606e-08,1.8466823004104072e-07
1909,4.1807473483146396e-08,1.6392930390907168e-07
1910,3.954671612405036e-08,1.480329689940163e-07
1911,5.1607629170113967e-08,1.755723486596139e-07
1912,4.271725284610284e-08,2.2921453179947093e-07
1913,7.052976025434532e-08,1.9727121447488116e-07
1914,3.8171439342704616e-08,1.741153390355521e-07
1915,1.5314990164938536e-08,1.6610874631339811e-07
1916,2.6369908923129515e-08,1.9008308771439886e-07
1917,4.057576963312215e-08,1.1843738223493716e-07
1918,4.5945505178224266e-08,1.2749878219864286e-07
1919,2.3940405213807026e-08,1.2890987655111985e-07
1920,3.48322650722821e-08,1.6204576391842807e-07
1921,5.2251958815308086e-08,1.5902769945341788e-07
1922,2.4347187377316004e-08,1.5198547043127064e-07
1923,3.927900849021171e-08,1.687935702321397e-07
1924,1.4180787211159895e-08,1.5727781721430745e-07
1925,2.1996355625830688e-08,1.0668232519606136e-07
1926,6.687682940764716e-08,1.6830669480327742e-07
1927,4.7941668412931904e-08,1.6835329708086988e-07
1928,2.170947854818195e-08,2.0566873804028774e-07
1929,4.790374674712439e-08,1.7379034122910753e-07
1930,2.941009036305786e-08,1.617554996613535e-07
1931,3.9918746530531735e-08,1.5511284523483937e-07
1932,2.849479585620429e-08,1.2932253534714278e-07
1933,2.408838994938378e-08,1.823835287240172e-07
1934,1.677421224144382e-08,1.7972370969232543e-07
1935,1.795242621227544e-08,2.2261008059132337e-07
1936,3.394919900756577e-08,2.424942859846624e-07
1937,2.895957251780601e-08,2.014578912579168e-07
1938,3.1116513810047763e-08,2.3207734289876214e-07
1939,2.5999884911698246e-08,1.5141110232264055e-07
1940,4.564409294971483e-08,1.9271949902588403e-07
1941,3.836953510472085e-08,1.9479917812148528e-07
1942,3.9444752131245764e-08,2.1542903994031803e-07
1943,2.6129116648121453e-08,1.2193587695108477e-07
1944,6.4263723231761105e-09,1.34953822339412e-07
1945,2.178504043826024e-09,1.1763921570207003e-07
1946,3.062642850437669e-08,1.336426045384087e-07
1947,3.337843779149807e-08,1.2993749542999922e-07
1948,2.6092530802657166e-08,1.1198044624904924e-07
1949,1.570721330779179e-08,1.6983424622196708e-07
1950,1.701657836861159e-08,1.1911604502756745e-07
1951,2.0256663901818683e-08,1.3220138228575706e-07
1952,1.4762725264461096e-08,1.7398926566158934e-07
1953,1.723812381726475e-08,2.0685748669535542e-07
1954,1.1727043114362345e-08,1.5929233398992437e-07
1955,1.9709776921672528e-08,1.4735404940680041e-07
1956,1.831439710997529e-08,1.6482957310159918e-07
1957,2.297109880089465e-08,1.5903067485112388e-07
1958,2.978007690446205e-08,1.4807315107390195e-07
1959,3.952881399982289e-08,2.061698913813359e-07
1960,1.5917916873497973e-08,1.2941957860945763e-07
1961,1.6675582137359868e-08,1.5633357852706808e-07
1962,2.029426049432459e-08,1.1225263030212318e-07
1963,2.0691370394843034e-08,1.810494936194118e-07
1964,1.4601523545820783e-08,1.8130225454271454e-07
1965,2.407699106754535e-08,1.6963333848707407e-07
1966,1.495550172592175e-08,2.0826920632543988e-07
1967,2.465167803222812e-08,1.8390152156655404e-07
1968,1.9762229602759973e-08,2.6634095751099096e-07
1969,1.2262746151847637e-08,4.105749114025059e-07
1970,4.092865424354386e-08,1.4531971004316802e-07
1971,1.0790634386026454e-08,1.5877648384954313e-07
1972,2.103360258187692e-08,2.713847573332373e-07
1973,2.59120574996885e-08,2.993669659945297e-07
1974,1.2938814464291681e-08,3.937900245887249e-07
1975,1.8847885030481848e-08,3.226986180493441e-07
1976,9.712995741040231e-09,1.2284083394931145e-07
1977,1.0578207476630297e-08,1.1577260039530302e-07
1978,3.3267311683182754e-08,1.1465341565042309e-07
1979,3.5697038214266286e-08,1.2581743091821807e-07
1980,2.1603572264439208e-08,1.1711410174974901e-07
1981,4.4278845257039734e-08,1.0626922897216673e-07
1982,1.7381006189864934e-08,1.1732179538981313e-07
1983,1.8314416649900522e-08,1.0293965413410433e-07
1984,2.2616132966390978e-08,1.3221739214586137e-07
1985,1.8046674932215012e-08,1.5279517917576868e-07
1986,2.517683839187157e-08,1.546577230726598e-07
1987,1.711028652096047e-08,1.5399257780046582e-07
1988,3.17817343553628e-08,1.2892590373070334e-07
1989,1.0976244468885454e-08,1.9098665049455121e-07
1990,1.1987032477733806e-08,1.3076762317432156e-07
1991,1.5825955934634095e-08,1.0374793757428336e-07
1992,1.597883780846132e-08,1.15157830604673e-07
1993,1.2186256448387667e-08,1.2850960651178411e-07
1994,2.7429617632801495e-08,9.389369592938124e-08
1995,4.337960540778951e-08,1.0899126223762323e-07
1996,1.441284891434691e-08,1.0622803436888262e-07
1997,2.0618046936426992e-08,8.486963398723901e-08
1998,1.0966697439052098e-08,1.149119154275624e-07
1999,2.8335246704536132e-08,1.0054442323159662e-07
2000,1.1928684817696933e-08,9.719669402663556e-08
2001,1.70867264781549e-08,1.3231259710089205e-07
2002,1.3581786362237835e-08,9.507250320339722e-08
2003,1.7501075477710515e-08,1.295912965826318e-07
2004,1.938108110111081e-08,1.4623907107491618e-07
2005,1.4411999038621559e-08,1.0854036847085524e-07
2006,1.4412615101377924e-08,8.935821393940557e-08
2007,1.677681460421354e-08,1.0145977569209208e-07
2008,1.8306990812178014e-08,9.919834109695103e-08
2009,3.909917967170884e-08,7.390698675280305e-08
2010,1.842279351293996e-08,6.991214007712188e-08
2011,2.6003009412356448e-08,5.965396254747901e-08
2012,3.3702101359667225e-08,4.8340387304168786e-08
2013,2.0081699469987058e-08,6.83335604767521e-08
2014,4.8505972405354925e-08,9.051561133954777e-08
2015,4.1449958687600486e-08,9.619937446636584e-08
2016,4.018399568650466e-08,8.326786860024527e-08
2017,2.5659235902697475e-08,9.307762205423842e-08
2018,2.039358665273383e-08,8.441396021074965e-08
2019,3.6989323326519497e-08,1.0816188145135186e-07
