year,aux_ADP aides_NOUN,aux_ADP laides_ADJ
1839,1.9296471576168983e-07,2.7965900706306e-09
1840,1.2548286010272136e-07,4.458782232319436e-09
1841,1.791333077427737e-07,2.5682194149112547e-09
1842,1.8514811461756153e-07,1.0062397137744483e-08
1843,2.203277849055496e-07,6.497602011990011e-09
1844,1.8551336578020994e-07,9.879410178825765e-09
1845,1.5010813309013216e-07,9.48638767539478e-09
1846,1.9729669054058263e-07,1.7563503984519002e-09
1847,1.8660553458005325e-07,4.853901280910122e-09
1848,3.885841985962202e-07,2.413566457803995e-09
1849,2.0529566002736033e-07,1.3407063903514427e-08
1850,1.4324782071639675e-07,1.0183494048021657e-08
1851,1.2447417097050106e-07,2.8377531435808123e-08
1852,1.8099315801656246e-07,4.557381805270211e-09
1853,1.8990743333446858e-07,7.166318205520383e-09
1854,1.0287415941334643e-07,3.6369650624479277e-09
1855,1.401031326508928e-07,1.8574279891936385e-08
1856,1.630814647768375e-07,4.141751386299575e-09
1857,1.0495244273656112e-07,4.881508974818871e-09
1858,1.3408672794312793e-07,4.404308473482388e-09
1859,6.370308929248836e-07,3.5645213447565993e-09
1860,2.0734642913744494e-07,4.577183909670879e-10
1861,1.1742749705945243e-07,2.8295783494058924e-09
1862,1.4728635089333864e-07,3.162590411776023e-09
1863,2.472337377601441e-07,8.990317823531768e-09
1864,1.5486971660649829e-07,8.151037400594419e-09
1865,2.0568910441554067e-07,1.3179164426446732e-08
1866,9.633913333750854e-08,1.6056523222118813e-08
1867,1.5820165089053262e-07,6.79393608038481e-09
1868,2.277281975215928e-07,2.1241458370013788e-08
1869,1.4601722142515428e-07,2.4417595057002472e-08
1870,2.075725644701265e-07,1.2614907340946502e-08
1871,1.678146048789131e-07,4.248470908407853e-09
1872,1.0582844067741348e-07,1.2699412965666568e-08
1873,1.658123309766779e-07,5.9860045809045914e-09
1874,1.451830069498783e-07,5.974609251779839e-09
1875,1.9910913806597819e-07,1.4875970677508121e-08
1876,1.48731970073257e-07,1.209202959984168e-09
1877,1.966771456807237e-07,3.710889595609501e-09
1878,3.4241631441389586e-07,1.2078177347163432e-09
1879,3.5189714386874016e-07,2.6270098985037293e-08
1880,1.6493865140354558e-07,7.059631101924424e-09
1881,1.6873469022016252e-07,5.5780060570498335e-09
1882,2.3027631979033458e-07,1.3310770263785798e-09
1883,2.0790624444266825e-07,1.5166413569467352e-08
1884,2.455831342729198e-07,1.914492120391742e-08
1885,2.3333201421005256e-07,7.7347630522695e-09
1886,1.9166787168511945e-07,1.2261581083805595e-08
1887,1.9913220250522556e-07,3.9173548849191775e-09
1888,2.2065339067012246e-07,2.53624587998047e-09
1889,1.7667685803246513e-07,1.3156787104229295e-08
1890,1.8614457353294256e-07,5.243509182406569e-09
1891,1.9951308960486358e-07,1.0198752065093686e-08
1892,2.0372665199275275e-07,1.7551833764173352e-08
1893,1.7428318899170847e-07,8.005941687372342e-09
1894,3.428037498309777e-07,7.561847148451761e-09
1895,1.8356773656691416e-07,6.6204759452404005e-09
1896,1.7985937666997742e-07,2.358811590497112e-09
1897,1.9053353561560016e-07,2.330685422435863e-09
1898,1.3862969350242338e-07,5.6583546736987955e-09
1899,1.6914389888711412e-07,1.0502398950507086e-08
1900,1.422348550050856e-07,6.748368974740515e-09
1901,1.8722275152427414e-07,7.265360757457984e-09
1902,1.7627919168816675e-07,6.874397495693074e-09
1903,2.046683476031319e-07,4.860198465905796e-09
1904,2.2519679099275436e-07,1.4511488011237361e-08
1905,2.2604124327862962e-07,2.0643036169332163e-09
1906,2.484641050681802e-07,9.773950537805831e-09
1907,2.401707911436901e-07,6.685696163355459e-09
1908,1.930175894671038e-07,2.4556945366072114e-09
1909,2.0353639795800404e-07,1.5952851484257735e-08
1910,1.4856738372870382e-07,1.5498036631811374e-08
1911,1.920655088305523e-07,6.384448969498635e-09
1912,2.3546583827194212e-07,7.814131564032323e-09
1913,1.32574746070091e-07,3.181793939432964e-09
1914,1.7880305946960107e-07,8.036092680185902e-09
1915,1.0956108864590419e-07,1.1780761921542648e-09
1916,8.460346023753118e-08,3.2962386153911893e-09
1917,1.0637431879789716e-07,4.386569774084137e-09
1918,2.1594387433765405e-07,1.1486376294556067e-09
1919,1.3627614908751084e-07,7.366278698128781e-09
1920,9.313844717695474e-08,9.086678076641874e-09
1921,1.6962953847121653e-07,6.815472630705699e-09
1922,1.3501622164735494e-07,5.164555005876537e-09
1923,1.2420659567524694e-07,1.6985516992917837e-08
1924,1.0828964303044586e-07,2.0626599095407983e-08
1925,1.01183239342717e-07,1.2097995494286806e-08
1926,8.359603642649205e-08,4.458455382660986e-09
1927,8.027441644742339e-08,1.4493992672726108e-08
1928,9.026572334036587e-08,9.140832868403947e-09
1929,9.803557809995311e-08,7.798284462623428e-09
1930,1.5440296952107246e-07,7.352522590764465e-09
1931,1.7336142121848752e-07,4.5621426636444085e-09
1932,1.2165085305770873e-07,3.287861094491973e-09
1933,1.7664820362028877e-07,8.02946331646126e-09
1934,1.270047480517178e-07,1.5576054224197833e-08
1935,1.1130504162792931e-07,5.98414207075848e-09
1936,1.442841002230466e-07,3.6374143697059935e-09
1937,1.0072894596202531e-07,1.2591118148108649e-09
1938,1.374312694757407e-07,3.8895642262559704e-09
1939,1.5599930947018947e-07,4.588215141154706e-09
1940,7.60734906180005e-08,0.0
1941,1.1215709694312181e-07,0.0
1942,1.5474480608013153e-07,3.034211770724937e-09
1943,1.3064558235242885e-07,1.1612940831184915e-08
1944,1.221010741403461e-07,1.2852744646352221e-08
1945,6.099811411530709e-08,2.178504043826024e-09
1946,9.46635054788203e-08,1.80974355501462e-08
1947,9.894323049763898e-08,8.344609447874518e-09
1948,1.609039399497192e-07,7.610321262063735e-09
1949,2.0517547461018637e-07,1.2762110479513922e-08
1950,7.444753302721097e-08,7.444753258312176e-09
1951,1.2580454500366045e-07,1.0661401761424827e-09
1952,9.173979742538307e-08,3.1634410646574906e-09
1953,6.464296475883202e-08,3.232148326759443e-09
1954,1.0163437624832738e-07,3.9090144454689835e-09
1955,6.757637782683901e-08,9.385607846468247e-09
1956,1.1163061186536538e-07,5.232684952005684e-09
1957,1.4842863454989086e-07,6.184526224473075e-09
1958,2.1921445458872313e-07,2.4816730892496253e-09
1959,1.9454376909422422e-07,3.8753737996444215e-09
1960,2.5607083520284846e-07,1.038124963770315e-08
1961,2.556922682472873e-07,1.042223907177231e-08
1962,3.0314551158205916e-07,7.610347907416326e-09
1963,2.605819422463185e-07,1.939815863494232e-09
1964,2.7925413714768865e-07,3.0419841090534305e-09
1965,3.4364432832667546e-07,1.0944086747954884e-09
1966,3.5394688335799174e-07,1.163205709531212e-08
1967,4.496466106118646e-07,5.916402479044791e-09
1968,2.964334486765807e-07,8.084548558384697e-09
1969,3.95132935482323e-07,2.725054598640142e-09
1970,4.594126150614386e-07,3.219107425067591e-09
1971,4.2854236070866136e-07,2.569198631618974e-09
1972,4.873639651847839e-07,1.3338381954497436e-08
1973,4.1183631771524176e-07,5.513203671370093e-09
1974,4.950503005307638e-07,3.937900283634832e-09
1975,5.117486425731954e-07,1.7134440533084216e-09
1976,3.810922453162391e-07,5.713526873840635e-09
1977,4.3311883102248316e-07,2.938390863960194e-09
1978,4.003958553600029e-07,6.534650598410963e-09
1979,4.353868121587112e-07,4.096381234219848e-09
1980,3.7578845729635546e-07,6.253665585376211e-09
1981,3.700446522536538e-07,1.2651099057237047e-09
1982,3.8610663777305376e-07,4.345251713999687e-09
1983,4.3323066822864575e-07,6.315316047889041e-10
1984,4.865368201656395e-07,2.319603453759811e-09
1985,5.371893321282073e-07,3.6093347199894765e-09
1986,4.74163802222094e-07,2.3977941854269602e-09
1987,4.6136666509433155e-07,1.2221633705067347e-09
1988,4.425456685552831e-07,4.197587610832443e-09
1989,4.763690002462795e-07,6.036934174780129e-09
1990,4.903786126053689e-07,5.44865097484859e-10
1991,4.366791519494484e-07,5.8614650910726596e-09
1992,4.650392972926909e-07,7.162927584403178e-09
1993,5.107149019245583e-07,4.985286850001103e-09
1994,5.14305354748501e-07,5.274926662135471e-09
1995,4.750066984193779e-07,2.7112254663563817e-09
1996,5.711758701565373e-07,1.6014276571496566e-09
1997,5.75866800467395e-07,6.233362714880286e-09
1998,6.065060191851046e-07,4.7681292247858664e-09
1999,6.535387666595227e-07,3.656160929565999e-09
2000,6.772842424673797e-07,1.7672125984802278e-09
2001,7.456822346263436e-07,2.6287270138425356e-09
2002,7.158916091043466e-07,4.81934359086722e-09
2003,6.700412034099656e-07,8.333845835650777e-10
2004,6.250398810192515e-07,3.523833003171717e-09
2005,6.620512091881636e-07,4.954124332989807e-09
2006,6.82334346524538e-07,4.941467679486777e-09
2007,5.033044054858493e-07,2.7961355453243186e-09
2008,5.858236975520015e-07,3.405951826129794e-09
2009,5.039979491527902e-07,9.53638501499654e-10
2010,4.241966014006948e-07,3.3066551718974324e-09
2011,4.183425361681259e-07,3.4415748029203996e-09
2012,4.2723371210251493e-07,7.1489305863980945e-09
2013,4.1836876052414596e-07,6.414987652192394e-09
2014,3.228678842615018e-07,6.712879987991194e-09
2015,4.000918578661583e-07,7.979671146074452e-09
2016,3.728412105719059e-07,5.799752067492392e-09
2017,3.9319005940008367e-07,2.5156112748447867e-09
2018,3.3352549211329574e-07,2.581466596041082e-09
2019,2.714250908475435e-07,3.826481798085979e-09
