year,ses_DET yeux_NOUN,ses_DET lieux_NOUN
1987,2.1305974087226787e-05,4.589223481232807e-07
1988,2.1288365132932086e-05,4.065663565810951e-07
1989,2.1377883058448788e-05,4.2862235472007626e-07
1990,2.0478209876273468e-05,4.555072119494241e-07
1991,2.0018662212351046e-05,4.3785144399066667e-07
1992,2.095762340559304e-05,5.201387285325154e-07
1993,2.2123041162558366e-05,4.7027870353488765e-07
1994,2.1615593823298695e-05,4.5628113998219533e-07
1995,2.2442982299253345e-05,5.118793855451997e-07
1996,2.0995250793021114e-05,6.448415241777639e-07
1997,2.1406326141004683e-05,6.075131242511134e-07
1998,2.237682974737254e-05,6.107973766766861e-07
1999,2.15448421840847e-05,5.447679609638101e-07
2000,2.149902434211981e-05,5.712514541400537e-07
2001,2.216279722233594e-05,5.90149221491032e-07
2002,2.341149456697167e-05,6.098660563225167e-07
2003,2.3864384502303437e-05,6.212882066591874e-07
2004,2.387969561823411e-05,6.171112310049409e-07
2005,2.418468466203194e-05,5.998994216938058e-07
2006,2.7035594030166976e-05,6.390964983893355e-07
2007,3.5550069696910214e-05,6.15149843063989e-07
2008,3.8624769786110846e-05,5.981702866364458e-07
2009,4.330901447247015e-05,6.022226921587048e-07
2010,5.668835001415573e-05,5.32371482453442e-07
2011,6.225770448509138e-05,5.020874980221635e-07
2012,7.59090453357203e-05,4.575315593058349e-07
2013,8.730100580578437e-05,3.9633467352473417e-07
2014,9.296148164139595e-05,3.878312313521093e-07
2015,9.480293101660209e-05,3.6728654828621643e-07
2016,9.763862180989236e-05,3.334857422432336e-07
2017,9.928338113240898e-05,3.9646033411777637e-07
2018,0.00010974718134093564,3.49530602683501e-07
2019,0.00010427391862322111,3.6861772212404276e-07
