year,seuls_ADJ yeux_NOUN,seuls_ADJ lieux_NOUN
1871,5.3105884134652115e-09,4.248470908407853e-09
1872,7.861540751719076e-09,1.3908880269752899e-08
1873,8.979006871356887e-09,1.9155214303623325e-08
1874,1.1949218281515073e-09,3.345781252050983e-08
1875,5.721527140956084e-10,2.2313955128083762e-08
1876,6.04601479992084e-09,3.083467703390852e-08
1877,1.0514186854493346e-08,1.855444864418132e-08
1878,6.039088673581716e-10,8.4547240319921e-09
1879,3.0546627449723474e-09,2.443730195977878e-08
1880,1.5402831010646878e-08,2.631317030932223e-08
1881,3.4862537301449947e-09,2.8587281875047665e-08
1882,4.6587693702804245e-09,1.9300616216355593e-08
1883,8.21514056781325e-09,2.274962085380139e-08
1884,3.9610181801208455e-09,2.5746619058963915e-08
1885,2.5782542767416317e-09,2.513797880965285e-08
1886,9.034849313138693e-09,1.4197620856748472e-08
1887,1.8933882017790893e-08,1.0446279397058333e-08
1888,2.1558090423923204e-08,3.6775563927449184e-08
1889,1.628935564212952e-08,1.3783300722991498e-08
1890,1.1142456735058204e-08,1.4419650362640368e-08
1891,1.0198752065093686e-08,2.677172439291553e-08
1892,1.3163876211308434e-08,6.268512375839919e-09
1893,1.1085149687062312e-08,1.7243566574620672e-08
1894,1.0082462864602348e-08,2.3315696040526745e-08
1895,1.745398137131815e-08,1.8657704714541978e-08
1896,3.2433661090180976e-08,1.7691087705884456e-08
1897,1.1653426668090106e-08,1.3401440845939305e-08
1898,1.584339415217073e-08,1.9238406423482957e-08
1899,1.326618814800895e-08,1.1055156790007459e-08
1900,9.863001082521805e-09,1.349673794948103e-08
1901,1.5648469187112823e-08,1.0618603774048552e-08
1902,8.838511256215043e-09,1.178468167495339e-08
1903,8.640352433531007e-09,1.9980815224585058e-08
1904,1.1286712897629059e-08,2.8485512615361586e-08
1905,1.7030505006232488e-08,2.7352022868853965e-08
1906,1.3374879870298173e-08,2.572092228092515e-08
1907,1.131425531042396e-08,3.188563013623025e-08
1908,1.817213934884876e-08,3.1432890068572306e-08
1909,1.7053048750881317e-08,3.080550925460557e-08
1910,1.8170112525695004e-08,1.7101282168141552e-08
1911,2.8197982615552064e-08,1.9685383989553884e-08
1912,1.40654377034366e-08,1.927485904218429e-08
1913,3.075734156254839e-08,2.7575547179026216e-08
1914,1.0045115850232378e-08,1.875088173619588e-08
1915,2.0027295377644805e-08,3.534228465440492e-09
1916,7.69122365795738e-09,6.592477230782379e-09
1917,3.070598708632133e-08,3.5092558192673096e-08
1918,1.9526840588923733e-08,5.283732917860107e-08
1919,2.3940405213807026e-08,2.1178051312631396e-08
1920,2.0445025228355007e-08,1.8930579770426448e-08
1921,1.5145495524393482e-08,1.817459427400081e-08
1922,2.951174238319254e-08,2.3609393551282665e-08
1923,3.1847843473542525e-08,1.8047112249064412e-08
1924,3.2229060309418855e-08,9.02413699321869e-09
1925,2.639562701745035e-08,2.0896537833436923e-08
1926,4.346993875969929e-08,1.671920735191179e-08
1927,2.2298449309232637e-08,2.8987985345452216e-08
1928,3.5420729460611255e-08,2.399468712610542e-08
1929,2.4508894469477127e-08,1.4482528065684619e-08
1930,2.10072066408884e-08,1.3654684494213143e-08
1931,2.8513390759599133e-08,1.2545892325022123e-08
1932,2.301502632917618e-08,1.8631212128639163e-08
1933,2.523545639121494e-08,2.2941325283909464e-08
1934,2.3963160344919743e-08,2.7557634396657704e-08
1935,1.9149254626427137e-08,2.0346082152400413e-08
1936,2.5461901032031165e-08,1.9399543305098632e-08
1937,4.0291578073947676e-08,2.0145789036973838e-08
1938,1.4261735792331365e-08,1.9447821131279852e-08
1939,2.9058696782158222e-08,4.282334131744392e-08
1940,2.028626333583361e-08,2.028626333583361e-08
1941,2.6563522936839945e-08,1.4757512545315876e-08
1942,4.8547388331598995e-08,2.730790527039062e-08
1943,4.645176332473966e-08,3.774205836748479e-08
1944,2.8918675454292497e-08,2.2492303131116387e-08
1945,2.832055301382752e-08,2.832055301382752e-08
1946,4.037120149291695e-08,3.3410650246423756e-08
1947,3.457052599742383e-08,2.622591566137089e-08
1948,3.913879709216417e-08,2.0656587551570738e-08
1949,4.0249734212238764e-08,3.043272656100271e-08
1950,4.0414374069541736e-08,1.0635361036293034e-08
1951,3.0918066329377325e-08,2.7719645245838365e-08
1952,4.5342655852209646e-08,2.003512733494972e-08
1953,3.663101466599983e-08,3.232148060305917e-08
1954,2.8340354063516315e-08,2.14995790059902e-08
1955,2.440258128899586e-08,1.3139850985055546e-08
1956,3.401245152190313e-08,1.657016923672927e-08
1957,1.1485549400447326e-08,3.0922631566454584e-08
1958,1.7371711180658167e-08,2.1507833736222892e-08
1959,1.6276571201956358e-08,2.6352543258667538e-08
1960,2.629916728835724e-08,2.9759583242139342e-08
1961,2.153929301584867e-08,3.126671543896009e-08
1962,2.0928455413127267e-08,2.663621678777872e-08
1963,3.0390449268224984e-08,3.0390449268224984e-08
1964,2.981144575642247e-08,1.764350798794112e-08
1965,2.6265809083270142e-08,2.3529786119524942e-08
1966,1.0524241922382771e-08,2.8249282024717104e-08
1967,2.1200442290592036e-08,2.415864486238206e-08
1968,2.380450325745187e-08,3.233819256820425e-08
1969,2.043791091921321e-08,3.270065462857019e-08
1970,2.851209579546321e-08,2.8052221878738237e-08
1971,2.6205826841874114e-08,2.6205826841874114e-08
1972,2.1033601527165047e-08,2.565073486948677e-08
1973,2.1501493918663073e-08,2.205281468548037e-08
1974,2.6440186928766707e-08,3.600365872102884e-08
1975,2.056132863970106e-08,4.740528680713396e-08
1976,2.4568166168137395e-08,3.8851982964160925e-08
1977,2.4682483612537e-08,4.4663540421652215e-08
1978,1.3663360221016774e-08,6.118808926203201e-08
1979,1.8141117053005473e-08,6.612729919197591e-08
1980,1.762396628635088e-08,5.230338473438678e-08
1981,2.783241725978769e-08,5.566483451957538e-08
1982,2.5450759721934446e-08,6.145427278170246e-08
1983,2.1472073896688926e-08,6.062703050702112e-08
1984,2.7835241667162336e-08,5.5090580985961424e-08
1985,2.5866899733273385e-08,7.459291850864247e-08
1986,1.8582904104391673e-08,5.874595743193822e-08
1987,2.0776777631681398e-08,6.538574126579988e-08
1988,2.6984492862425213e-08,5.756691479064102e-08
1989,2.1952487827547884e-08,7.024796389032417e-08
1990,2.7788120249283565e-08,6.32043537507343e-08
1991,2.5204300868608698e-08,7.444060656780493e-08
1992,2.5345743281945943e-08,7.603723162219467e-08
1993,2.1048988330107932e-08,7.367145826719934e-08
1994,2.3737170451454404e-08,8.123387118530445e-08
1995,2.331653803366862e-08,9.109717069577528e-08
1996,3.202855225481471e-08,8.807852225345414e-08
1997,2.924885578181602e-08,9.397993494530965e-08
1998,2.1456582288692516e-08,1.0489884516573511e-07
1999,2.6050146928469076e-08,9.825932778539936e-08
2000,2.6066386382694873e-08,9.454587512891521e-08
2001,2.4534786646768225e-08,8.850047805708527e-08
2002,3.417352800738627e-08,7.31663973851937e-08
2003,2.2918076325595393e-08,8.958884478715845e-08
2004,3.303593487657963e-08,8.104815663045883e-08
2005,3.0175122844866564e-08,9.052536853459969e-08
2006,2.594270576139479e-08,9.059358063723266e-08
2007,3.674920989737984e-08,1.0026143115737796e-07
2008,3.15050527888161e-08,8.77032562129898e-08
2009,3.4330987830344384e-08,8.725792355335216e-08
2010,4.156937905008817e-08,7.321879280652865e-08
2011,2.2179037273417634e-08,7.150827485702393e-08
2012,2.7574447614142628e-08,7.591483353053263e-08
2013,3.5979713430833726e-08,5.80137999861563e-08
2014,4.309235990263005e-08,6.474681413237704e-08
2015,3.3913604369217865e-08,5.430609562040445e-08
2016,3.355570754592918e-08,5.0126427453278666e-08
2017,3.3960752432449226e-08,5.3079400430533497e-08
2018,2.710540059069899e-08,5.2145626483479646e-08
2019,3.3673039467885246e-08,4.999936109584269e-08
