year,avons_VERB eu_VERB,avons_VERB lu_VERB
1921,9.314479029853828e-06,4.021128745534952e-07
1922,9.147164746536873e-06,4.500540740082215e-07
1923,9.23693642107537e-06,4.543625777841953e-07
1924,9.592657988832798e-06,5.040625410401844e-07
1925,9.203275112668052e-06,4.938181632496708e-07
1926,8.904649803298526e-06,4.7259626967388613e-07
1927,9.370923180540558e-06,5.541164682654198e-07
1928,9.090558705793228e-06,4.867493430538161e-07
1929,9.317835974798072e-06,4.7569534444846795e-07
1930,9.359760952065699e-06,5.1782762966468e-07
1931,1.0175859642913565e-05,4.915708586850087e-07
1932,9.32327748159878e-06,4.208462200949725e-07
1933,9.57226802711375e-06,4.7144422410383413e-07
1934,9.061669516086113e-06,4.2175162207058747e-07
1935,9.441779184271581e-06,4.691567312420375e-07
1936,9.270556802221108e-06,5.516745318345784e-07
1937,9.195293387165293e-06,4.016566776954278e-07
1938,9.086022146220785e-06,4.330381671024952e-07
1939,9.338546988146845e-06,4.1752758761504083e-07
1940,8.619125765108038e-06,4.0572527382209955e-07
1941,8.420636731898412e-06,3.630348146543838e-07
1942,8.702118975634221e-06,6.614581593566982e-07
1943,8.375833203899674e-06,3.2225909762928495e-07
1944,7.653809007024392e-06,4.3056695631094044e-07
1945,8.415560841967817e-06,4.4877182858726883e-07
1946,7.978184839885216e-06,3.9675146012996265e-07
1947,8.28262091090437e-06,4.2795926447070087e-07
1948,7.5864031714445446e-06,4.609680388512061e-07
1949,6.922954071342247e-06,4.054424493915576e-07
1950,7.911645298008807e-06,4.956078214490844e-07
1951,8.003514267329592e-06,4.531095783022465e-07
1952,7.269587968039559e-06,4.29173525162696e-07
1953,7.733453458058648e-06,4.6542933773707773e-07
1954,7.76427987148054e-06,5.1208087370469e-07
1955,7.70652241044445e-06,4.0827393377185217e-07
1956,7.633615496160928e-06,4.020446340291528e-07
1957,7.201439075288363e-06,3.8962517123763973e-07
1958,7.0032810981501825e-06,3.8052320405768114e-07
1959,6.5966614783974364e-06,4.2319084059272427e-07
1960,6.834322903159773e-06,3.7095665561537317e-07
1961,6.663284693786409e-06,4.134154778512311e-07
1962,6.6355887611280195e-06,3.9510388205599156e-07
1963,6.4388959799543954e-06,4.700820852576726e-07
1964,6.457523795688758e-06,4.763747085689829e-07
1965,6.092026069381973e-06,4.990503725821327e-07
1966,5.880281605641358e-06,3.7776490557916986e-07
1967,6.0687502809742e-06,4.5950727667332103e-07
1968,6.432605914596934e-06,4.5363299250311684e-07
1969,6.42567874820088e-06,4.6780104412391665e-07
1970,6.068017682991922e-06,4.860852413912653e-07
1971,5.769906692876248e-06,4.932861656925525e-07
1972,5.802708983537741e-06,4.4888784600516374e-07
1973,5.6355970627919305e-06,3.8096237631179974e-07
1974,5.421363312052563e-06,3.6903750810779457e-07
1975,5.108919140184298e-06,3.032795916624309e-07
1976,5.307294941303553e-06,3.7937817864985846e-07
1977,5.3331796152633615e-06,3.925690350570221e-07
1978,4.90276988784899e-06,3.97425566234233e-07
1979,5.138617780175991e-06,3.868154294650594e-07
1980,5.519144451682223e-06,4.133104596348858e-07
1981,4.768199232785264e-06,3.0362636493919126e-07
1982,4.720184733741917e-06,3.376881352323835e-07
1983,4.919631010125158e-06,3.0755589364162006e-07
1984,4.8183960643655155e-06,3.311233740532771e-07
1985,4.591073775372934e-06,3.079965722463385e-07
1986,4.976621767127654e-06,2.901331015436881e-07
1987,4.346623882156564e-06,2.57265384107086e-07
1988,4.2311685319873504e-06,2.8843425070590456e-07
1989,4.64789081888739e-06,2.804430323521956e-07
1990,4.308248207962606e-06,2.5118279722846637e-07
1991,4.608870312949875e-06,2.7255813961346576e-07
1992,3.890571406373056e-06,2.044189244543304e-07
1993,4.252449343766784e-06,2.6311235501452757e-07
1994,4.860317403654335e-06,2.748236624938727e-07
1995,4.188843377050944e-06,3.0745295021006314e-07
1996,4.202679974696366e-06,2.653031856425514e-07
1997,4.262181846570456e-06,2.330318693566369e-07
1998,4.267952590453206e-06,2.5986304308389663e-07
1999,4.330722731538117e-06,2.17998589846502e-07
2000,4.0884465306589846e-06,2.505023815047025e-07
2001,4.4346625145408325e-06,2.3789979763932934e-07
2002,4.234888820064953e-06,2.2650915809663275e-07
2003,4.144838385400362e-06,2.454317495903524e-07
2004,4.171337423031218e-06,2.41823045143974e-07
2005,3.928170372091699e-06,2.508588465843786e-07
2006,4.10883058066247e-06,2.5572097683834727e-07
2007,4.140278178965673e-06,2.516522101814189e-07
2008,3.9653791645832825e-06,1.979709480792735e-07
2009,4.333333436079556e-06,1.9120452066090365e-07
2010,4.4243047341296915e-06,1.974545540406325e-07
2011,4.209428425383521e-06,2.068768907292906e-07
2012,4.742464625451248e-06,2.1344663991840207e-07
2013,5.023493031330872e-06,2.3093954837349884e-07
2014,5.2700438573083375e-06,2.4577803969805245e-07
2015,4.956706106895581e-06,2.3717356611996365e-07
2016,5.391698323364835e-06,2.7486683507049747e-07
2017,5.015877377445577e-06,1.9848172883030202e-07
2018,5.350347692001378e-06,2.1684320472559193e-07
2019,4.749429081130074e-06,2.178543496711427e-07
