year,des_DET yeux_NOUN,des_DET lieues_NOUN
1883,8.229674762105788e-06,1.194355035427641e-07
1884,8.912950931971864e-06,1.3599495307659026e-07
1885,8.320026665842306e-06,1.0957580798276467e-07
1886,8.24881779237785e-06,1.1358096063673884e-07
1887,8.511106543096503e-06,1.2143799765773622e-07
1888,8.268161820979003e-06,1.2934853543811187e-07
1889,8.056965704383856e-06,9.836264752705048e-08
1890,7.762359771845695e-06,1.841782533706926e-07
1891,7.941003005385028e-06,1.0963658425566791e-07
1892,7.870744099136573e-06,1.7301093757637886e-07
1893,7.72696547102214e-06,1.5026536481776986e-07
1894,9.011200859276869e-06,1.9660802763610263e-07
1895,8.467588543226157e-06,1.8055844042130786e-07
1896,8.20217724850636e-06,1.6098888711013615e-07
1897,7.984928060977836e-06,2.138403858431559e-07
1898,8.161611432910831e-06,1.488147366446313e-07
1899,8.71864924079091e-06,1.790935471035482e-07
1900,8.453629675386765e-06,1.8324417583315267e-07
1901,7.994132587896274e-06,1.9728248201733578e-07
1902,7.4243491923198235e-06,1.576201129616095e-07
1903,7.939944296708745e-06,1.587664826274704e-07
1904,7.487390178084752e-06,1.6177622175206352e-07
1905,7.862416140369533e-06,1.7391757334284108e-07
1906,8.249214261013549e-06,1.8519064270972052e-07
1907,7.760036396575742e-06,1.671424030291746e-07
1908,8.377356138566938e-06,1.979289736553369e-07
1909,9.004010252056105e-06,2.2333993743295366e-07
1910,9.120327646883197e-06,1.8170111604209893e-07
1911,8.167838160488827e-06,2.064305135718314e-07
1912,8.427280477008026e-06,1.7503654703432403e-07
1913,8.446602080880439e-06,1.9302883091931733e-07
1914,8.213556412783873e-06,1.7344565828025793e-07
1915,8.043903903853789e-06,1.767114232720246e-07
1916,9.184419411667477e-06,1.6920691581212566e-07
1917,9.843462436265327e-06,2.796438138830126e-07
1918,9.65774535188757e-06,3.4459130127117987e-07
1919,9.517231859490494e-06,2.69789957096922e-07
1920,9.26311066962171e-06,2.052074865588338e-07
1921,1.0362547470776917e-05,2.3096879608885956e-07
1922,1.1274223396640082e-05,2.3092938583602063e-07
1923,1.0738031221535493e-05,2.3036607199600212e-07
1924,1.0202431752759367e-05,2.44940874249977e-07
1925,1.135121965489816e-05,2.199635611432882e-07
1926,1.0446161070376547e-05,2.1623509027790533e-07
1927,1.283833216803032e-05,3.233275136516056e-07
1928,1.0495961106471441e-05,2.6622675042276e-07
1929,1.051765781312497e-05,1.9384306693126518e-07
1930,9.208508771507695e-06,2.300289168033487e-07
1931,8.550596334089278e-06,2.0187481197808665e-07
1932,8.789548132881464e-06,1.994635693280955e-07
1933,8.264611778940889e-06,1.8353059982878506e-07
1934,8.302036818008673e-06,2.1087581636436425e-07
1935,8.929537131052712e-06,1.8311474470067424e-07
1936,8.580660221468861e-06,1.9278296292668529e-07
1937,8.5367779547596e-06,1.599071945967978e-07
1938,9.057498800757458e-06,2.1133299021869334e-07
1939,8.208316870650378e-06,1.575287216226684e-07
1940,6.349600219834883e-06,9.889553664876871e-08
1941,9.769473393816952e-06,2.0955668933453353e-07
1942,9.715546383404217e-06,2.1846324216312496e-07
1943,1.0637453357276172e-05,3.106461727853116e-07
1944,1.0725614970397146e-05,1.863647973721072e-07
1945,1.2559076139950776e-05,2.374569447738395e-07
1946,1.1352660578722862e-05,2.4640353313287733e-07
1947,1.078838843682206e-05,1.3947418642246134e-07
1948,1.1165428446702208e-05,1.696014508834054e-07
1949,9.994696398507585e-06,1.7768785509630902e-07
1950,1.0906562806667353e-05,1.6803870739323656e-07
1951,1.0490819278174968e-05,1.5245805240482468e-07
1952,1.0525822830231846e-05,1.8137062118839253e-07
1953,8.98644941571547e-06,1.5298835220889373e-07
1954,9.890783616128829e-06,2.0620050600328454e-07
1955,9.04772610965665e-06,1.2858283149341787e-07
1956,1.0580489174571994e-05,1.8576032201345072e-07
1957,9.061214228722747e-06,1.1750600004134526e-07
1958,9.229341571881378e-06,1.2491087969523917e-07
1959,8.80252429169559e-06,1.302125576252422e-07
1960,9.599196204135296e-06,1.7786541861575245e-07
1961,9.462003362159521e-06,1.2159278561796327e-07
1962,9.550351933285128e-06,1.4459660047094758e-07
1963,9.550360431376248e-06,1.3643372698268763e-07
1964,9.302996176074885e-06,1.4114807078691172e-07
1965,8.50136680696778e-06,1.461035510352815e-07
1966,9.526100740231414e-06,1.8445118721288623e-07
1967,9.262621063044207e-06,1.4297973804922037e-07
1968,9.358763605860076e-06,1.563012712590961e-07
1969,8.053899279047982e-06,1.548739370083041e-07
1970,7.515236518429447e-06,1.3520251657128668e-07
1971,7.99586052835366e-06,1.3359834150072913e-07
1972,7.284808361873729e-06,9.901183373184352e-08
1973,7.0591060534752614e-06,1.0364822844444177e-07
1974,6.16000103548231e-06,9.394704680865118e-08
1975,6.018757716219625e-06,1.0052205023924898e-07
1976,6.126043629706146e-06,9.255913185901576e-08
1977,6.315777241638898e-06,1.0578207360056879e-07
1978,6.80613564441046e-06,1.0396034888504602e-07
1979,7.151696522100792e-06,9.831315139763319e-08
1980,7.123493844574114e-06,1.2848440722468268e-07
1981,7.296521488342478e-06,1.2398077153807918e-07
1982,7.23856834383696e-06,1.2352928990821965e-07
1983,7.117361263908606e-06,1.035711842956033e-07
1984,7.256879115402626e-06,1.269982830010008e-07
1985,6.984062792980694e-06,1.245220485612819e-07
1986,7.453543219071435e-06,1.3067977822078802e-07
1987,7.0176618578443595e-06,1.2527174109155936e-07
1988,6.925419967274138e-06,1.1813210670785779e-07
1989,7.159255602573467e-06,1.147017517633131e-07
1990,6.741070791349557e-06,1.1387680765029273e-07
1991,6.6527630622204015e-06,1.3246911390041305e-07
1992,6.92710193561652e-06,1.3389164510435592e-07
1993,6.907391480126535e-06,1.2795568449242012e-07
1994,6.865844682124589e-06,1.339831354751908e-07
1995,6.895730763289976e-06,1.2688535527827227e-07
1996,6.4836466151518835e-06,1.0462660693377757e-07
1997,6.464476598466717e-06,1.0404920758322334e-07
1998,6.737843591508863e-06,1.2301773399947535e-07
1999,6.526247403826346e-06,1.3527795383883046e-07
2000,6.656206267052767e-06,1.1354340845315392e-07
2001,6.43380941767191e-06,1.1697835694546299e-07
2002,7.434494676772374e-06,1.0777805004025254e-07
2003,7.852982832901034e-06,1.1667383903457562e-07
2004,7.5758003958981135e-06,1.2509607660859956e-07
2005,7.482079155352039e-06,1.3736436643707606e-07
2006,8.111831135693137e-06,1.3300783852088216e-07
2007,1.1211705214009271e-05,1.709637276192666e-07
2008,1.2071118788981039e-05,1.792382145759941e-07
2009,1.3533561116219062e-05,2.040786410972828e-07
2010,1.8462944467501075e-05,2.598086141780698e-07
2011,2.103490487570525e-05,2.795323385540449e-07
2012,2.684627719418131e-05,4.047656487760065e-07
2013,2.999508797074668e-05,3.8936184887372605e-07
2014,3.18222984105887e-05,4.1728127975204643e-07
2015,3.196456850673712e-05,3.8679240077499344e-07
2016,3.1986253134164144e-05,3.962473362761898e-07
2017,3.177971848344896e-05,3.3533098486859814e-07
2018,3.5892970231543586e-05,4.7524803092890977e-07
2019,3.3741404308784695e-05,3.8519915479540145e-07
