year,colonnes_NOUN égales_ADJ
2004,1.7619165015858584e-09
2005,8.106749049829887e-09
2006,2.4707338397433887e-09
2007,6.391167151065247e-09
2008,2.554463751636149e-09
2009,1.907277002999308e-09
2010,4.2514138876015295e-09
2011,2.2943831279320648e-09
2012,2.382976926895708e-09
2013,1.9523875849358774e-09
2014,3.2481677347817595e-09
2015,3.32486305154589e-09
2016,1.6570720351438695e-09
2017,1.0062445321423752e-09
2018,2.0651733656507076e-09
2019,2.806086474294034e-09
