year,vos_DET armes_NOUN,vos_DET larmes_NOUN
1874,3.8954451930806044e-07,3.530994074907312e-07
1875,4.4799556597752144e-07,4.010790544128895e-07
1876,3.119743530177743e-07,3.17415763007034e-07
1877,4.848895684972376e-07,4.7128297886445125e-07
1878,4.2877530503915295e-07,3.043700740334998e-07
1879,2.706431070365056e-07,3.5678458676358105e-07
1880,3.2987731124478614e-07,3.279519313892365e-07
1881,3.667539081320115e-07,3.5280889054689624e-07
1882,3.5406647569402594e-07,3.161308015364739e-07
1883,2.5024582761545844e-07,3.159669503816076e-07
1884,3.168814481924187e-07,3.01037379024649e-07
1885,2.2430812940399392e-07,2.752286389906544e-07
1886,2.6265598584984673e-07,2.949233053328726e-07
1887,2.474462426071966e-07,2.6376855988274883e-07
1888,2.827914122871533e-07,2.3650492231297449e-07
1889,2.750394925143951e-07,3.0010004792302425e-07
1890,2.0515230048090416e-07,2.1105125114218026e-07
1891,2.1226152835396306e-07,1.7847816735638844e-07
1892,2.3820346406466797e-07,2.707997452944255e-07
1893,2.7897627408179915e-07,1.8352081188055536e-07
1894,2.243348058428296e-07,2.0038894898988246e-07
1895,2.8648603578318443e-07,1.673174807592659e-07
1896,2.529825424701926e-07,1.934225561939229e-07
1897,2.3831258744166917e-07,1.9869093259572423e-07
1898,2.868785937693019e-07,2.1445164577471587e-07
1899,2.216558954160064e-07,2.3105278401658325e-07
1900,2.1542870409785309e-07,1.9777912640961404e-07
1901,1.7995739476361905e-07,1.821928923284588e-07
1902,1.7087787895775364e-07,1.644945077927673e-07
1903,1.8360748388346337e-07,1.7226703441508562e-07
1904,2.3325873055313195e-07,1.3920279862134066e-07
1905,2.2088049167479085e-07,2.0126960453836773e-07
1906,1.9445016974373175e-07,1.8158970682691233e-07
1907,1.7537096175246347e-07,1.7074240421521836e-07
1908,1.777922893353434e-07,1.7681000752389764e-07
1909,1.875835369258283e-07,1.9198432710254565e-07
1910,1.688751609663086e-07,2.1430044316872454e-07
1911,1.7929660356408306e-07,1.9632181125217585e-07
1912,2.333820674493836e-07,2.1827475649160988e-07
1913,1.7552896203198998e-07,2.184831764395767e-07
1914,2.2233188756715094e-07,2.042506803690003e-07
1915,2.3325908304894227e-07,2.1440986852638844e-07
1916,2.6260034280412015e-07,1.9008309326551398e-07
1917,2.5222775690281196e-07,1.6010979830838323e-07
1918,2.366193525560334e-07,1.7114700412435013e-07
1919,2.4492876704584887e-07,2.265130740752852e-07
1920,1.7870466173519617e-07,1.877913469172654e-07
1921,1.878041420155796e-07,1.9689143915258e-07
1922,1.4829650929470972e-07,1.940397007516026e-07
1923,1.9639504600377222e-07,2.250580983798045e-07
1924,2.3333840015737906e-07,2.294709195993505e-07
1925,2.0896537478165556e-07,2.111650161396028e-07
1926,1.5270209952067404e-07,2.151204769873516e-07
1927,2.441680200249152e-07,2.6089185034550155e-07
1928,1.4511072787826151e-07,2.0109833265280486e-07
1929,1.7156225595726937e-07,1.6710609318515424e-07
1930,1.9536702566824715e-07,1.848634241241598e-07
1931,1.5169124267799816e-07,1.5739391745484e-07
1932,1.797364044264782e-07,1.52337563896765e-07
1933,1.7779526628736164e-07,1.2617728462060995e-07
1934,1.6414765369177076e-07,1.258065900344718e-07
1935,1.7114645789462202e-07,1.7354011738746067e-07
1936,1.4064669340285718e-07,1.4064668452107298e-07
1937,1.1835650770564143e-07,1.4102052681153054e-07
1938,1.3483823035898013e-07,1.516930074885181e-07
1939,1.330582453107354e-07,9.32937087583241e-08
1940,1.4453962249305619e-07,1.141102288215734e-07
1941,1.741386483899987e-07,1.4462362152301012e-07
1942,2.730790669147609e-07,2.0025797686784585e-07
1943,2.3225881329302922e-07,2.148394049328317e-07
1944,2.4741533799499393e-07,1.5101974426556808e-07
1945,2.3309993357756298e-07,1.263532309891957e-07
1946,1.8375857724350908e-07,1.9489546332351892e-07
1947,2.2768863083832969e-07,1.609317532569321e-07
1948,1.9895554226323497e-07,1.5329361868765545e-07
1949,1.4921852420357595e-07,1.6885253950604806e-07
1950,1.8399175072403295e-07,2.658840330127532e-07
1951,1.737808492663362e-07,1.588548803610479e-07
1952,1.571175785031187e-07,1.803161424618338e-07
1953,1.583752587963616e-07,1.174347179500046e-07
1954,1.074978999149323e-07,1.250884595904722e-07
1955,1.3609131155334353e-07,8.822471242453389e-08
1956,1.4651517776798073e-07,1.5000363351447277e-07
1957,1.7581725320070518e-07,1.5196264513406277e-07
1958,1.5882707327108392e-07,1.9357049030332973e-07
1959,1.8446779748160225e-07,1.2788733716462275e-07
1960,2.0070417150463982e-07,2.0762500341220402e-07
1961,1.8273658763945377e-07,1.5494394567383551e-07
1962,2.1943169725702205e-07,1.5220695193107758e-07
1963,2.1661278193363387e-07,1.571250987097983e-07
1964,2.208480465171192e-07,1.9468699274938217e-07
1965,1.8604947138456396e-07,1.4829237215963076e-07
1966,1.9442153087467773e-07,1.744808511006113e-07
1967,2.07567122600949e-07,1.7650601513707898e-07
1968,2.2546908251541709e-07,1.994188627563176e-07
1969,2.9067248608072305e-07,1.2716921427013972e-07
1970,1.8072989638184822e-07,1.4485984500822724e-07
1971,2.0091133912103487e-07,1.685394357409109e-07
1972,1.7493801163226408e-07,1.9545860219238875e-07
1973,1.8028175929885037e-07,1.3727876879698897e-07
1974,1.5020276866728466e-07,7.031964721626593e-08
1975,1.696309643861582e-07,9.937975198326399e-08
1976,1.3312518176711308e-07,1.0112942816498105e-07
1977,1.251754544462358e-07,1.0754511059474225e-07
1978,1.7940585461673209e-07,1.1405935174124693e-07
1979,1.6912202660535058e-07,1.158690723368494e-07
1980,1.5236203276813853e-07,1.4099174094894806e-07
1981,1.3346909755185266e-07,9.804601530660761e-08
1982,1.347028026899011e-07,1.1608029248932894e-07
1983,1.2630632095778083e-07,9.851892723844458e-08
1984,1.7686975795072613e-07,1.1482036832433096e-07
1985,1.3655316744021206e-07,7.76007014202662e-08
1986,1.528593760458108e-07,1.3008033850070433e-07
1987,1.656031316521478e-07,1.1060578231081308e-07
1988,1.6970247418424123e-07,8.874899704025552e-08
1989,1.6629009791380156e-07,1.0262788219250751e-07
1990,1.2368437218857053e-07,9.099247311183944e-08
1991,1.5063965808082003e-07,8.440509802198903e-08
1992,1.223207550804517e-07,8.7057117070799e-08
1993,1.6451445983278745e-07,1.0358317581449228e-07
1994,1.3609310611784053e-07,9.283871049703407e-08
1995,1.3501902618173744e-07,1.2688534756222225e-07
1996,1.1049851056377236e-07,8.861232991819179e-08
1997,1.4576479800965103e-07,8.870555046058826e-08
1998,1.1538872768390718e-07,1.2158729756350795e-07
1999,1.403051808068767e-07,1.1516906983644049e-07
2000,1.2017045347700872e-07,9.896390373853592e-08
2001,1.577236239391766e-07,1.0514908277414747e-07
2002,1.4545654813957754e-07,1.231123247791288e-07
2003,1.3042468438584365e-07,1.016729198610733e-07
2004,1.4623906929855934e-07,9.558396785180889e-08
2005,1.4907410861297876e-07,1.0854036425200775e-07
2006,1.449497286643009e-07,1.0377082837464968e-07
2007,1.7855323908300136e-07,1.2782334035676968e-07
2008,1.5454505852829925e-07,1.3112914487578564e-07
2009,2.2029049606686613e-07,1.2874119548200724e-07
2010,2.565019472378083e-07,1.5021661869951686e-07
2011,3.6021815397191403e-07,1.502820929921711e-07
2012,3.9931882955812625e-07,2.0663813327104208e-07
2013,5.42484839272106e-07,2.2061979620957572e-07
2014,4.909064141855879e-07,2.278048327752913e-07
2015,5.370762217182801e-07,2.879331519878292e-07
2016,5.439339236801288e-07,3.297573343274962e-07
2017,4.734380389948001e-07,1.7558966902697648e-07
2018,5.235214715071379e-07,2.658910620567667e-07
2019,5.214219234161988e-07,2.780576657812617e-07
