year,les_DET aides_NOUN,les_DET laides_ADJ
1911,1.523755183363562e-06,3.45824315850507e-08
1912,1.1153370707006616e-06,3.542406368239881e-08
1913,8.675691063331215e-07,4.6136010567465746e-08
1914,1.0935782235321767e-06,5.2904277070275896e-08
1915,8.328998459816717e-07,9.424609426211816e-09
1916,8.866881902047652e-07,4.724608793083007e-08
1917,8.466079912672342e-07,5.154219628877854e-08
1918,9.43031510658443e-07,3.331049214239101e-08
1919,7.283408144376224e-07,7.090043219193376e-08
1920,8.125004886672116e-07,5.149117443536966e-08
1921,9.003996722656282e-07,4.770830930311831e-08
1922,7.348423824993233e-07,6.566362653614988e-08
1923,7.908881456408778e-07,5.4141335859014816e-08
1924,8.03148202166426e-07,5.0277335184034655e-08
1925,9.238469600436616e-07,1.000834197739664e-07
1926,7.523643326123874e-07,6.576221700527185e-08
1927,8.718693875753303e-07,8.13893441531377e-08
1928,7.586891435096277e-07,5.1417186841540286e-08
1929,7.820565102178989e-07,5.1245868659677285e-08
1930,1.3003461463156896e-06,5.2518017046310206e-08
1931,7.059915905216485e-07,3.4216069977333063e-08
1932,7.8799069325175e-07,3.835837647514495e-08
1933,1.0954482843050783e-06,2.638252261100149e-08
1934,7.248856057628927e-07,5.870974284505337e-08
1935,7.013414409229313e-07,3.590485153637246e-08
1936,6.947461272943656e-07,4.364897243647192e-08
1937,6.698474663835441e-07,3.7773354000236736e-08
1938,8.608902687390341e-07,3.1116513810047763e-08
1939,6.607029821026345e-07,3.211750598808294e-08
1940,5.832300677965918e-07,2.7893612752905028e-08
1941,1.1481345318919978e-06,4.427253941230447e-08
1942,8.22271388756235e-07,2.1239482617119165e-08
1943,5.951632306988586e-07,4.6451763546784264e-08
1944,7.936570014521749e-07,3.8558232162699824e-08
1945,7.08013823125242e-07,7.624764020164321e-08
1946,5.94431141642815e-07,4.315542323496402e-08
1947,4.935240638381799e-07,2.622591566137089e-08
1948,7.8712468831732e-07,5.218506116122512e-08
1949,1.92413365507349e-06,5.2030145525350235e-08
1950,6.764089997002287e-07,4.0414374069541736e-08
1951,7.164462036968189e-07,2.5587364671508794e-08
1952,6.780309069753798e-07,3.7961295773492054e-08
1953,7.121499923101737e-07,4.201792791480585e-08
1954,7.974389419906913e-07,4.593092040039437e-08
1955,1.1544297526810965e-06,3.0972506337434424e-08
1956,8.686257113588169e-07,2.703553914074064e-08
1957,1.3862173937617683e-06,2.5621609278658752e-08
1958,1.79424954183105e-06,3.8052319961678904e-08
1959,1.240119696710451e-06,4.417926346977907e-08
1960,1.3793220863811406e-06,2.906750040665429e-08
1961,1.6487981699953025e-06,5.211119569192846e-08
1962,1.4022065020213859e-06,3.614915167204913e-08
1963,2.005769715651695e-06,3.685650273865804e-08
1964,2.2017881100566683e-06,4.441296741486411e-08
1965,2.2922389870672077e-06,3.775709878084399e-08
1966,2.7767382722032607e-06,4.0989152072512525e-08
1967,2.4799588125290484e-06,4.733122271893819e-08
1968,2.097042017368267e-06,4.356673333205663e-08
1969,3.058873970118725e-06,3.5425710809278144e-08
1970,2.5086044423972e-06,3.127133041402885e-08
1971,3.199166194178815e-06,3.905182022201359e-08
1972,3.086296361587415e-06,3.129389580802666e-08
1973,2.7830652342686335e-06,2.4258096975593446e-08
1974,3.1958872668269578e-06,2.4752516036841143e-08
1975,3.1213237985383557e-06,2.79862519825258e-08
1976,3.0675926598888736e-06,2.1711402231616717e-08
1977,2.7685519228271005e-06,3.408533633120214e-08
1978,3.2055431216093666e-06,3.504948753452197e-08
1979,3.2741791926582664e-06,3.4526643766241705e-08
1980,3.1023866551294077e-06,3.0699813802215203e-08
1981,3.3177507710036025e-06,2.1506868730369888e-08
1982,3.3216345034503547e-06,2.855451075589599e-08
1983,3.5403661797772656e-06,3.031351791804582e-08
1984,3.891134625177983e-06,3.7113653039710925e-08
1985,4.28728810941692e-06,3.067934606360012e-08
1986,3.8172884551102015e-06,2.5176839502094595e-08
1987,3.958587184271778e-06,2.5665430225529917e-08
1988,3.734653750697703e-06,1.7390005657702545e-08
1989,3.7588149304212948e-06,3.0733484202016825e-08
1990,3.628256735055402e-06,2.451892999744132e-08
1991,3.837501230563589e-06,2.7548886727402078e-08
1992,4.003525438278643e-06,2.093778761480536e-08
1993,4.291223911323527e-06,2.8249958816672915e-08
1994,4.243150900862247e-06,2.901209561478879e-08
1995,3.95838907252255e-06,2.98234801299202e-08
1996,4.5667379708902445e-06,2.5622842958483716e-08
1997,4.457333890428572e-06,1.4864172559470035e-08
1998,5.393231100825346e-06,2.431745915743022e-08
1999,4.881431953762672e-06,3.2448426834363886e-08
2000,4.87529768378181e-06,3.1368023289957137e-08
2001,5.677612543664168e-06,2.2344179395616948e-08
2002,5.297334741527493e-06,3.023042793870445e-08
2003,4.842381137848406e-06,2.333476845084448e-08
2004,4.632518877834002e-06,2.8631142345858507e-08
2005,5.015375636574504e-06,2.5220997068586826e-08
2006,4.24719177694044e-06,2.8825229314577427e-08
2007,3.79116033322191e-06,2.6363563776499177e-08
2008,4.7534313960539976e-06,2.6396126173722223e-08
2009,3.978103082502571e-06,2.7178697514784744e-08
2010,3.844695097399153e-06,3.3538931187848675e-08
2011,3.5452044606643085e-06,2.6385407414508677e-08
2012,3.1673167733003993e-06,2.9957423097748404e-08
2013,3.3343989187528678e-06,3.57007989837399e-08
2014,2.738205456154219e-06,4.612398063486012e-08
2015,2.910806742306704e-06,4.366653416632005e-08
2016,2.4423170419396456e-06,6.110453121266346e-08
2017,2.7357273002515115e-06,2.842640833833343e-08
2018,2.34629514839213e-06,3.872199894061623e-08
2019,2.1333910726895056e-06,3.6479126608313095e-08
