year,avantages_NOUN égaux_ADJ,avantages_NOUN légaux_ADJ
1922,2.951174238319254e-08,2.2871599725249325e-08
1923,2.7601466001669905e-08,9.554353752605493e-09
1924,1.4180787211159895e-08,2.4494086758863887e-08
1925,2.969508017258704e-08,1.5397448649423495e-08
1926,2.3406890647947876e-08,6.687683296036084e-09
1927,2.4528294062520217e-08,1.0034302277972529e-08
1928,1.4853853258500749e-08,1.7139062169491126e-08
1929,3.78773812315103e-08,7.798284684668033e-09
1930,2.10072066408884e-08,1.8906487042613662e-08
1931,4.904303452235581e-08,1.1405356659111021e-08
1932,1.753525857850491e-08,2.1919073223131136e-09
1933,1.261772819560747e-08,2.523545639121494e-08
1934,1.4377896206951846e-08,7.188948103475923e-09
1935,9.574627313213568e-09,9.574627313213568e-09
1936,2.3036957230715416e-08,1.576212937948185e-08
1937,1.510934133364117e-08,1.1332006444320086e-08
1938,2.2040865133021725e-08,2.463390735840676e-08
1939,1.070583532936098e-08,9.176430282309411e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,3.6410540360520827e-08,1.2136847082899749e-08
1943,2.0322646676618206e-08,1.7419411690866582e-08
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,1.742803235060819e-08,3.0499055725385915e-08
1946,3.062643116891195e-08,9.744772988540262e-09
1947,2.5033829231801974e-08,1.1920871401116528e-08
1948,2.717971980814582e-08,1.522064252412747e-08
1949,1.2762110479513922e-08,2.4542520904446974e-08
1950,8.508289184305795e-09,4.573205392155444e-08
1951,3.731490494374157e-08,1.5992101864981123e-08
1952,2.003512733494972e-08,1.898064760919027e-08
1953,1.939288907237824e-08,3.663101211248687e-08
1954,1.4658803948464083e-08,5.374894795906471e-08
1955,1.783265446420046e-08,2.815682353940474e-08
1956,1.4825940475304833e-08,3.139611037816792e-08
1957,2.297109880089465e-08,2.03205861026845e-08
1958,2.8952852559882558e-08,2.7298403371123214e-08
1959,2.7902691712711203e-08,5.503030919840057e-08
1960,2.6991250123842292e-08,5.1906251741229426e-08
1961,1.320150300188061e-08,3.61304266505158e-08
1962,1.0147130247162295e-08,1.9660065575521912e-08
1963,1.681173777967615e-08,1.6811737557631545e-08
1964,1.1559539991878864e-08,2.494427064902993e-08
1965,1.4227312661319047e-08,2.4624196015565758e-08
1966,1.9386762417639147e-08,2.0494576702390077e-08
1967,1.7256175155466735e-08,2.218650940744027e-08
1968,1.7965662735264232e-08,1.886394726535734e-08
1969,3.2246479264586014e-08,1.862120768691966e-08
1970,1.6555409487750694e-08,2.8512094740751337e-08
1971,1.5415192677892264e-08,3.083038446760611e-08
1972,1.0773308467548759e-08,1.6416469961200164e-08
1973,1.874489363729026e-08,2.1501494584796887e-08
1974,7.875800456247362e-09,1.912694358452427e-08
1975,1.0851811893530794e-08,1.7134439644905797e-08
1976,1.1427053969725876e-08,2.9138987667209904e-08
1977,3.526069214387917e-09,1.4691955041445937e-08
1978,1.6039596317796168e-08,2.1386129422928946e-08
1979,4.681578680276743e-09,1.345953837272873e-08
1980,7.390696055153967e-09,2.330911752501663e-08
1981,6.958104314946922e-09,1.9609204149340087e-08
1982,1.0552754226011984e-08,1.8622506203769262e-08
1983,5.68378455412244e-09,1.2630632539867293e-08
1984,8.118611560803402e-09,1.8556827185989277e-08
1985,1.2031115659283387e-08,1.2632671797518924e-08
1986,7.792831269171074e-09,1.1389522214244607e-08
1987,6.110816741511371e-09,9.166225112267057e-09
1988,4.797243047249822e-09,1.9788627625416666e-08
1989,7.134558721588746e-09,2.140367705294466e-08
1990,6.538381391862913e-09,1.798054782842229e-08
1991,2.9307325455363298e-09,1.5239809636469204e-08
1992,3.856960972825618e-09,1.8182815253453555e-08
1993,8.862731881720265e-09,1.550978012687665e-08
1994,2.637463358823311e-09,1.002236071911966e-08
1995,5.964695848348356e-09,1.1929391696696712e-08
1996,9.074756945892659e-09,2.028474987980644e-08
1997,6.233362714880286e-09,8.630809844589749e-09
1998,2.3840645013706308e-09,1.1920323395031573e-08
1999,7.769341614505265e-09,1.1425503210205079e-08
2000,5.743440834038438e-09,7.95245647111642e-09
2001,3.943090742808408e-09,1.1829271784336015e-08
2002,1.3143664823189738e-08,1.6210518871684343e-08
2003,9.167230530238157e-09,1.0000615446870142e-08
2004,9.690540814233373e-09,1.761916479381398e-08
2005,7.656374201303606e-09,1.0808999029165989e-08
2006,7.823991232669414e-09,1.070651389767363e-08
2007,3.994479413904628e-09,7.589511241690161e-09
2008,5.960415716543821e-09,1.3623806971452268e-08
2009,3.814554005998616e-09,1.6211854969583328e-08
2010,3.3066551718974324e-09,1.0864724231396394e-08
2011,3.4415748029203996e-09,5.7359579308524644e-09
2012,2.0425516833455504e-09,6.127654827992046e-09
2013,2.7891249310130206e-09,1.004085004030486e-08
2014,1.9489005964601347e-09,1.2343037703033133e-08
2015,4.654808538617772e-09,1.1747849276710909e-08
2016,7.2496901815100045e-09,1.3670844012381167e-08
2017,2.7671724911471074e-09,1.509366764906872e-08
2018,2.581466596041082e-09,9.29327992338358e-09
2019,2.2958890344426663e-09,9.438654635651744e-09
