year,six_DET yeux_NOUN,six_DET lieues_NOUN
1884,1.914492120391742e-08,6.456459686887683e-07
1885,4.834226885463977e-08,7.625187095072761e-07
1886,3.549405036551434e-08,7.866772193665383e-07
1887,1.9586773092328258e-08,6.927189133421052e-07
1888,2.789870379160675e-08,6.302570909610949e-07
1889,1.8168895721260014e-08,6.60345392589079e-07
1890,1.5730527991308918e-08,5.826849474033224e-07
1891,3.505821055682645e-08,5.692178319804952e-07
1892,3.3223116258085383e-08,6.287318115028029e-07
1893,9.853466709230929e-09,4.889782871941861e-07
1894,3.150769600779313e-08,5.154658992978511e-07
1895,1.1435367763823479e-08,5.663516162712767e-07
1896,2.5357223876198987e-08,6.268541596909927e-07
1897,1.981082675683865e-08,4.649717482152482e-07
1898,2.037007751365394e-08,4.0853322502698575e-07
1899,2.1004797901014172e-08,5.300947805153555e-07
1900,4.2047529458244526e-08,5.429841394288815e-07
1901,6.147612696683069e-09,4.63306463416302e-07
1902,9.329538919189417e-09,4.2572162328724517e-07
1903,1.1880484152015924e-08,4.4173802393743244e-07
1904,1.4511488011237361e-08,5.11664325131278e-07
1905,1.3934049303276907e-08,4.809827487406437e-07
1906,1.080278771992127e-08,4.696640587553702e-07
1907,5.142843484406967e-09,4.294274162930378e-07
1908,9.822778146428846e-09,4.636351320641552e-07
1909,5.500983391026892e-09,4.3897847490370623e-07
1910,1.6566867433454036e-08,4.841800773647265e-07
1911,2.1281496231928543e-08,4.389308685404103e-07
1912,2.4484279492753558e-08,4.1727463440111023e-07
1913,2.598464954317592e-08,3.8393645240830665e-07
1914,1.6072184472193385e-08,3.9577756183462043e-07
1915,2.709575319670421e-08,3.604913274557475e-07
1916,3.5159878564172686e-08,3.494012901228416e-07
1917,2.960934575302332e-08,2.1274863115650078e-07
1918,1.1486376294556067e-08,2.6992984203388914e-07
1919,7.366278753639932e-09,3.2687862017155567e-07
1920,1.9687802055301518e-08,3.3242096719732217e-07
1921,1.060184651180407e-08,3.0139534601403284e-07
1922,1.4755870914040514e-08,2.9364181841629033e-07
1923,1.5923922180860473e-08,2.66460290276882e-07
1924,1.0313299547703991e-08,3.158448009799031e-07
1925,2.0896537389347714e-08,4.080324060851126e-07
1926,1.0031524944054127e-08,3.5221796679252293e-07
1927,2.2298450641500267e-08,4.939106474921573e-07
1928,2.2852082448565625e-08,4.06767071581271e-07
1929,8.912325322185666e-09,5.091165462545177e-07
1930,9.453243521306831e-09,4.064894483235548e-07
1931,1.3686427990933225e-08,4.4138730004306126e-07
1932,4.7126008873021874e-08,3.3645778785285074e-07
1933,1.1470662197865522e-09,3.0970787179285253e-07
1934,1.1981580172459871e-08,2.67189250280353e-07
1935,5.98414207075848e-09,2.058544907868054e-07
1936,8.487299751891442e-09,2.133949692506576e-07
1937,1.0072894518486919e-08,2.46785901936164e-07
1938,2.593042824905467e-08,2.3337385357535823e-07
1939,6.117620188206274e-09,3.1964566460374044e-07
1940,1.2678914584896006e-08,4.564409152862936e-07
1941,1.1806010391524069e-08,2.9810175306010933e-07
1942,1.8205270180260413e-08,3.6410540360520827e-07
1943,2.6129117092210663e-08,2.52581457971246e-07
1944,1.6065930807940276e-08,2.8918674388478394e-07
1945,1.3071024262956144e-08,2.2656442411062017e-07
1946,8.352662561605939e-09,2.6589307822177943e-07
1947,1.1920871401116528e-08,2.717958693665423e-07
1948,4.022598543151901e-08,2.1961213292343018e-07
1949,9.817008428392171e-09,1.9143166696267144e-07
1950,5.317680740191122e-08,1.808011518278363e-07
1951,1.0661401650402524e-08,2.5374134793310077e-07
1952,1.7926167217297007e-08,3.226710134640598e-07
1953,8.619061908632375e-09,1.799229210064368e-07
1954,6.840775279570721e-09,1.876326933825112e-07
1955,1.1262729415761896e-08,2.0272912593100045e-07
1956,1.1337484284723587e-08,1.4564307093678508e-07
1957,1.0602045463770082e-08,2.1027389607297664e-07
1958,1.4890038368964298e-08,1.9687939811774413e-07
1959,1.7051644762844376e-08,1.5268973641013872e-07
1960,5.536666736194462e-09,1.9655166738630214e-07
1961,1.1811870370692645e-08,2.216462746673642e-07
1962,9.512934884270408e-09,3.3485528661003627e-07
1963,6.466053248388448e-09,1.907485653873664e-07
1964,7.30076216148845e-09,2.208480509580113e-07
1965,1.2585700037703873e-08,2.4405312615272123e-07
1966,1.0524241922382771e-08,2.309794240318297e-07
1967,7.3955032653394426e-09,3.0222958002923406e-07
1968,1.5719955559490018e-08,2.98679140087188e-07
1969,1.0900218838649778e-08,3.092937106430327e-07
1970,1.3336302562283464e-08,2.451120337809698e-07
1971,3.5968783507200897e-09,2.2249261633078277e-07
1972,8.721249666887587e-09,1.88276388257691e-07
1973,8.269805840122046e-09,2.321058758525396e-07
1974,6.750685843659454e-09,2.435872659134475e-07
1975,8.567220266542108e-09,1.8162506876251427e-07
1976,1.542652272590317e-08,2.0111615128826088e-07
1977,1.704266816560107e-08,1.7512809336039936e-07
1978,1.6633655786080226e-08,2.0554446678033855e-07
1979,9.94835469558808e-09,2.0130788414007839e-07
1980,1.0801786187730755e-08,1.876099702258216e-07
1981,4.427884725544118e-09,1.6636195709907042e-07
1982,9.932003885992913e-09,1.5829131427835819e-07
1983,1.3893695527400496e-08,1.6482974274367734e-07
1984,1.5077422532705498e-08,1.3859630598744843e-07
1985,1.0226448687866707e-08,1.317407196665954e-07
1986,7.79283104712647e-09,1.4266875325574802e-07
1987,7.3329800009958035e-09,1.478817637234897e-07
1988,3.5979323409485175e-09,1.217300393818732e-07
1989,5.4881220679092735e-09,1.7891278503157082e-07
1990,5.44865097484859e-09,1.3076761717911722e-07
1991,7.033758464558559e-09,1.412613102047544e-07
1992,1.1019888557228796e-08,2.1709179520712496e-07
1993,1.1078414630105726e-08,1.678379817349196e-07
1994,7.384897027229442e-09,1.5191788804713724e-07
1995,7.049186012686448e-09,1.4098371536874765e-07
1996,8.007137841659073e-09,1.5960895893840643e-07
1997,7.67183128136395e-09,1.5391611896120594e-07
1998,7.629006759657386e-09,1.554410147264207e-07
1999,3.656160929565999e-09,1.4076219656544708e-07
2000,5.743440834038438e-09,1.5065486991261423e-07
2001,4.3812117267449935e-09,1.638573223772255e-07
2002,7.886198805096e-09,1.656101744629268e-07
2003,7.917153876935146e-09,1.245909970748471e-07
2004,1.0571498898492848e-08,1.250960650622801e-07
2005,8.106749493919096e-09,2.2924085385511717e-07
2006,6.1768350434476815e-09,1.8118716127446532e-07
2007,5.991719120856942e-09,1.541869067978041e-07
2008,1.1069343108793817e-08,1.4092125866227434e-07
2009,7.629108011997232e-09,1.1014524403663017e-07
2010,1.1337103256181535e-08,9.778251808256755e-08
2011,1.1471915639660324e-08,8.450977873053489e-08
2012,1.6340413022675193e-08,1.4093606637288758e-07
2013,2.2591913229064176e-08,1.617692504396473e-07
2014,1.6240838451864192e-08,1.756176004619192e-07
2015,2.2609069727508313e-08,2.726387720031198e-07
2016,1.7606390345648038e-08,3.496421925319737e-07
2017,1.7106156935398076e-08,8.200893120147157e-08
2018,2.1942467398616827e-08,1.6598831109604362e-07
2019,2.423438338894357e-08,2.40303052123636e-07
