year,les_DET eaux_NOUN,les_DET lots_NOUN
1853,4.7953417379176244e-05,7.733651870012181e-07
1854,4.652613529287919e-05,7.138843045595422e-07
1855,4.722218659480859e-05,7.148444325366654e-07
1856,4.4654809698840836e-05,1.0980818103689671e-06
1857,4.9362308800482424e-05,6.633970883740403e-07
1858,4.278541041458084e-05,7.702645987706092e-07
1859,4.789290733242524e-05,9.354322259014225e-07
1860,4.40297640125209e-05,7.035131730503963e-07
1861,4.351419875092688e-05,7.767192329311001e-07
1862,4.55652457276301e-05,7.662504799554881e-07
1863,4.365847894405306e-05,7.70669977612215e-07
1864,4.697203030445962e-05,7.086607780593113e-07
1865,4.387814396977774e-05,8.495854117995805e-07
1866,4.269624105290859e-05,8.899205994339354e-07
1867,4.248054256095202e-05,8.293454882846163e-07
1868,4.514106421993347e-05,9.682152892764861e-07
1869,4.1994847379100975e-05,8.135942621834147e-07
1870,4.5666539335798007e-05,7.52307208529146e-07
1871,3.967434554397187e-05,9.166075898292547e-07
1872,4.122652535443194e-05,8.526748160875286e-07
1873,5.254634288576199e-05,8.781468494589717e-07
1874,4.5013302042207215e-05,9.344288542934009e-07
1875,4.4648510083789006e-05,9.829583618170545e-07
1876,4.7088783503568266e-05,9.407599037558612e-07
1877,4.5572196768262074e-05,8.831917028828684e-07
1878,4.281834753783187e-05,1.0169825159778156e-06
1879,4.3463571500979015e-05,1.0074277412286392e-06
1880,4.3280670297463075e-05,1.0525267981620345e-06
1881,4.544889452517964e-05,9.496555435362097e-07
1882,4.390091635286808e-05,8.552170172038132e-07
1883,4.515736327448394e-05,1.1589667394673597e-06
1884,4.18494773839484e-05,1.1038037399657696e-06
1885,4.54339970019646e-05,1.14281124297122e-06
1886,4.119181630812818e-05,1.1345189534495148e-06
1887,4.354466136646806e-05,1.2124212531716694e-06
1888,4.3317812469467754e-05,1.3416741211358385e-06
1889,4.0451482846037834e-05,1.50363277384713e-06
1890,3.9446917980967555e-05,1.4032941919595032e-06
1891,3.9439210240743705e-05,1.3245629588709562e-06
1892,4.236260747347842e-05,1.1897636653657173e-06
1893,3.896676594195014e-05,1.2630912493705182e-06
1894,4.26444084951072e-05,1.1991828898771928e-06
1895,3.66443339316902e-05,1.2771499484642845e-06
1896,3.8180903629836394e-05,1.4388750742000411e-06
1897,3.748616313714592e-05,1.5568978284363766e-06
1898,3.740908141480759e-05,1.493805655172764e-06
1899,3.880802159983432e-05,1.509581665004589e-06
1900,3.731225183400966e-05,1.5630260890020509e-06
1901,3.640392628767586e-05,1.5419330594568237e-06
1902,3.319499182907748e-05,1.4082694548278596e-06
1903,4.051623409395688e-05,1.3225139809946995e-06
1904,3.729345053216093e-05,1.2985094031137123e-06
1905,3.7917643567197956e-05,1.4310784450799474e-06
1906,3.8181166473805206e-05,1.5247363336357012e-06
1907,3.486436298771878e-05,1.6349099212220608e-06
1908,3.541946421137254e-05,1.499938221627417e-06
1909,3.316763081784302e-05,1.6755995915218591e-06
1910,3.7492958654183894e-05,1.4717790435270217e-06
1911,3.4798970318661304e-05,1.3896817421255037e-06
1912,3.2226522080236464e-05,1.7519283801448182e-06
1913,3.2867930485736e-05,1.3177929929497623e-06
1914,3.4012092100965674e-05,1.4391301874638884e-06
1915,3.099282935181691e-05,1.3771710314358643e-06
1916,2.7767514666265924e-05,1.9107196749246214e-06
1917,2.699824017327046e-05,1.574778508484087e-06
1918,2.5906372229655972e-05,1.7022809259970018e-06
1919,2.6458752699909382e-05,1.3425043050574459e-06
1920,2.6571718080958817e-05,1.3978339978848453e-06
1921,2.8126698907726677e-05,1.7235572613572003e-06
1922,2.753593116722186e-05,1.5855183335133916e-06
1923,2.7326511826686328e-05,1.5647906934646016e-06
1924,2.9176324687796296e-05,1.687513645265426e-06
1925,3.1013762281872914e-05,1.5540425692961435e-06
1926,2.7692580943039502e-05,1.6295654177156393e-06
1927,2.8461742203944596e-05,1.3880784592856799e-06
1928,2.8264598768146243e-05,1.6042161519180809e-06
1929,2.93516281999473e-05,1.5340339132308145e-06
1930,2.7889168450201396e-05,1.7089362813749176e-06
1931,2.7529109047463862e-05,1.6389497403679343e-06
1932,2.97343190140964e-05,1.4192599593343402e-06
1933,2.7928768531637616e-05,1.340920434245163e-06
1934,2.6996897076969617e-05,1.5935501664898766e-06
1935,2.5725827072164975e-05,1.697102746334167e-06
1936,2.6657397938834038e-05,1.7932452749391814e-06
1937,2.650808050930209e-05,1.6091448458155355e-06
1938,2.7645727413982968e-05,1.544157044008898e-06
1939,2.8066112690794398e-05,1.781756878926899e-06
1940,3.060943595301069e-05,1.8308352025542263e-06
1941,2.800090442178771e-05,2.4438441244001297e-06
1942,2.8175689749332378e-05,1.9540323989986064e-06
1943,3.047816267098824e-05,2.1280713724536326e-06
1944,2.251479622827901e-05,2.037160015788686e-06
1945,2.1432122707665258e-05,1.243925780158861e-06
1946,2.188536768699123e-05,1.396286776866873e-06
1947,2.1142856098776974e-05,1.2826856874426085e-06
1948,2.4086668418021873e-05,1.3057137664418406e-06
1949,2.523756484151818e-05,1.4823682192854903e-06
1950,2.4971829134301515e-05,1.7441992667954764e-06
1951,2.5193958208546974e-05,1.5501678234386418e-06
1952,2.7510338895808673e-05,1.6892776102395146e-06
1953,2.7471106022858294e-05,1.8434019182222983e-06
1954,2.543204777794017e-05,2.161685046075945e-06
1955,2.4735770011830027e-05,1.778572638500009e-06
1956,2.3406671971315518e-05,1.7267860528136225e-06
1957,2.666591149136366e-05,1.610627393233699e-06
1958,2.492426960998273e-05,1.7214538132748203e-06
1959,2.3949811520651565e-05,1.947762939380482e-06
1960,2.3416639351125923e-05,1.8360970557296241e-06
1961,2.3215190140035702e-05,1.6890974734451447e-06
1962,2.1953949726594146e-05,1.4909939807239425e-06
1963,2.184103391300596e-05,1.8997264419340354e-06
1964,2.1922363885096274e-05,1.4960478438297287e-06
1965,2.071277936011029e-05,1.5108312254596967e-06
1966,2.14644685456733e-05,1.3365787481234292e-06
1967,2.08952558296005e-05,1.409089904313987e-06
1968,2.136027489996195e-05,1.302959773852308e-06
1969,2.1848579194738704e-05,1.8457703845342621e-06
1970,2.304237148109678e-05,1.514819956582869e-06
1971,2.0255562617421674e-05,1.6370934901033252e-06
1972,2.0588305915225646e-05,1.6201004058302715e-06
1973,2.0508015722953132e-05,1.6352162504063017e-06
1974,2.0304938061599387e-05,1.5397189088162122e-06
1975,1.9844537064273027e-05,1.4438621320778111e-06
1976,1.95579740420726e-05,1.2592613458650703e-06
1977,2.0426518290150852e-05,1.2840768306432437e-06
1978,1.9726921550500265e-05,1.1120787348772865e-06
1979,1.9442010852799285e-05,1.3646801448885526e-06
1980,2.032498196058441e-05,1.0807471682028336e-06
1981,1.960793792932236e-05,1.34354671388337e-06
1982,2.147733721358236e-05,1.057758382216889e-06
1983,1.769235859683249e-05,1.2264344206869282e-06
1984,1.9131507997371955e-05,1.287959833007335e-06
1985,1.9714788777491776e-05,1.1694244648197127e-06
1986,1.7413381215192203e-05,1.1719219656924906e-06
1987,1.8069073917104106e-05,1.248439858159145e-06
1988,1.697744278317259e-05,1.081178666595406e-06
1989,1.778974819899304e-05,1.20464287078903e-06
1990,1.9664726778501063e-05,9.513344707556826e-07
1991,1.7314181832261966e-05,8.979764487548891e-07
1992,1.727147048313782e-05,1.04193043171108e-06
1993,1.6685200307620107e-05,8.979055294844329e-07
1994,1.7116609683398565e-05,9.362995001538366e-07
1995,1.5510920434280706e-05,9.369995268571074e-07
1996,1.6415167351624405e-05,8.306071563879414e-07
1997,1.4807592947363446e-05,7.863627189408362e-07
1998,1.445076907202747e-05,1.1929859127235432e-06
1999,1.5702297332609305e-05,8.377178914997785e-07
2000,1.5205097611215024e-05,7.86851430234492e-07
2001,1.502711859302508e-05,7.246524020843026e-07
2002,1.43392993550151e-05,7.789811888869735e-07
2003,1.465381808429811e-05,7.63380278101522e-07
2004,1.3170325416922424e-05,9.082679355287837e-07
2005,1.3489631157881377e-05,6.652037995991122e-07
2006,1.4077830655878643e-05,7.741632828128786e-07
2007,1.3562456047111482e-05,7.118162130836936e-07
2008,1.5049197713778995e-05,6.058336481373772e-07
2009,1.572406858940667e-05,4.796801569284526e-07
2010,1.5020716773506138e-05,4.369508559420865e-07
2011,1.588592635926034e-05,4.1490096336360693e-07
2012,1.623828507035796e-05,3.7072311087626986e-07
2013,1.4199435554473894e-05,4.345456758869659e-07
2014,1.524733295354963e-05,4.428335351747137e-07
2015,1.5495413208554965e-05,4.331188421247134e-07
2016,1.8074306353810243e-05,4.2752458639938595e-07
2017,1.6079032775451196e-05,4.638787309829695e-07
2018,1.484988683841948e-05,4.329119640544832e-07
2019,1.3831200817548961e-05,4.5229011647052175e-07
