year,ton_DET ange_NOUN,ton_DET change_NOUN
1905,1.4450125207510212e-08,6.089695858690902e-08
1906,1.3374879592742417e-08,5.9158121956670584e-08
1907,1.9028520426012108e-08,6.222840198688573e-08
1908,7.858222739187681e-09,5.058730678797474e-08
1909,3.02554094555596e-08,5.555993354278144e-08
1910,2.7789583745274626e-08,7.80245983378336e-08
1911,2.8197982726574367e-08,4.62872549178428e-08
1912,2.2400510502063042e-08,6.459682566628544e-08
1913,2.0681659274046638e-08,8.272663620800813e-08
1914,3.817143784390353e-08,1.011208325962798e-07
1915,0.0,7.068457108516668e-08
1916,1.6481193521045157e-08,8.570220444426013e-08
1917,1.5352994098272177e-08,6.799183438488399e-08
1918,2.067547733020092e-08,6.891825421462272e-08
1919,2.6702760447250284e-08,2.4861190439651182e-08
1920,1.590168619003407e-08,7.193619921963545e-08
1921,6.815472630705699e-09,1.029893681447902e-07
1922,1.2542490768208125e-08,8.558404829273059e-08
1923,3.1847843917631735e-08,9.872831441271046e-08
1924,3.9964035192241454e-08,6.445812061883771e-08
1925,3.519416935660047e-08,6.378942885021388e-08
1926,1.5604594283402662e-08,9.920063348545227e-08
1927,2.2298450197411057e-08,8.361918446553318e-08
1928,2.9707706405979195e-08,1.0968999220040132e-07
1929,3.119313785049371e-08,9.35794162160164e-08
1930,2.2057568105360303e-08,1.1659000165309408e-07
1931,2.0529641986399838e-08,8.668071416195744e-08
1932,2.1919073667220346e-08,8.110057336807586e-08
1933,1.491186085722518e-08,9.635355979753513e-08
1934,2.036868629318178e-08,6.949316855298093e-08
1935,2.154291056655211e-08,1.077145554972958e-07
1936,1.8187072292619177e-08,8.244806082302603e-08
1937,2.2664012666595568e-08,7.051026074123001e-08
1938,1.9447821797413667e-08,9.983214965814113e-08
1939,2.2941075705773528e-08,8.870549095263414e-08
1940,1.01431314458722e-08,6.846613587185857e-08
1941,1.7709016475464523e-08,5.9030050181263505e-08
1942,2.4273693721710288e-08,1.0923162108156248e-07
1943,2.9032351855917682e-08,9.290352664947932e-08
1944,1.927911696952833e-08,1.285274464635222e-07
1945,1.9606536394434215e-08,8.278315277721049e-08
1946,2.0881656404014848e-08,1.0162406027802717e-07
1947,5.960435545127041e-08,9.536697120893223e-08
1948,2.717972025223503e-08,1.3916016428083822e-07
1949,2.0615716689320607e-08,7.951776836989666e-08
1950,4.041437429158634e-08,1.063536174683577e-07
1951,2.8785785644025452e-08,1.0768015812345766e-07
1952,1.4762725375483399e-08,1.4340933773837605e-07
1953,1.616074141175261e-08,1.335954635806047e-07
1954,2.0522325838712163e-08,1.348609970364123e-07
1955,1.2201290200408721e-08,9.010183532609517e-08
1956,3.488456634670456e-08,1.2384020919853356e-07
1957,1.5903068306677426e-08,1.263410354113148e-07
1958,3.722509450687639e-08,1.1829308022015539e-07
1959,1.7051645317955888e-08,1.2478703581564332e-07
1960,3.252791591634718e-08,1.3288000388911314e-07
1961,2.0149662049995243e-08,1.4243725843243737e-07
1962,3.234397738527406e-08,1.4269402015543164e-07
1963,3.620989819097531e-08,1.6294454496801336e-07
1964,1.7035110821961297e-08,1.1437860791829735e-07
1965,2.298258272581677e-08,1.4282032623214036e-07
1966,2.3264114745735753e-08,1.334916959194743e-07
1967,2.1200443622859666e-08,1.7108264671605866e-07
1968,2.2007937916512788e-08,1.5450470414180018e-07
1969,1.8621206965274695e-08,1.3806943854888232e-07
1970,1.79350284068569e-08,1.5313754886392417e-07
1971,3.596878306311169e-08,1.238353775079304e-07
1972,1.3338381843475133e-08,1.4826125038780447e-07
1973,1.764225193712221e-08,1.2459840093015373e-07
1974,1.575160035738321e-08,1.4795253377997142e-07
1975,1.3707551982378163e-08,1.6277718373203243e-07
1976,1.1998406546087637e-08,1.7426256704311527e-07
1977,1.5279632337161786e-08,1.8218023001281836e-07
1978,1.3663359887949866e-08,1.7168308374948538e-07
1979,1.6970722604980892e-08,1.6092926102828642e-07
1980,1.0801786243241907e-08,1.5406757825076056e-07
1981,2.2771978303026685e-08,1.6509683575804956e-07
1982,1.8622507313992287e-08,1.4277254933858785e-07
1983,1.515675762675528e-08,1.8567028803317953e-07
1984,3.073474597048431e-08,1.1713996883599975e-07
1985,1.744511812784566e-08,1.2331894083672523e-07
1986,2.038125102021837e-08,1.4626544952989207e-07
1987,2.138785915040131e-08,1.3749337313129217e-07
1988,2.0388282728767138e-08,1.3971970247439458e-07
1989,2.2501300267485647e-08,1.2897086776320066e-07
1990,1.1987032588756108e-08,1.34581682686985e-07
1991,2.4618153127153874e-08,1.4477818410796317e-07
1992,1.5427843669257868e-08,1.630943415875663e-07
1993,1.717154329838877e-08,1.4789684144034254e-07
1994,2.1099705871385765e-08,1.6616019138382399e-07
1995,2.548551858438941e-08,1.4315270391307422e-07
1996,2.829188838759933e-08,1.4092563560552662e-07
1997,2.7810387548399262e-08,1.337775614729253e-07
1998,2.4794272746042623e-08,1.5496419791816152e-07
1999,2.5136105669121278e-08,1.3573497881225194e-07
2000,3.5786054342068496e-08,1.418188162460865e-07
2001,3.066848330846028e-08,1.6429544302809518e-07
2002,2.6725451685027934e-08,1.296841531939208e-07
2003,2.7084998965865026e-08,1.3459161607443093e-07
2004,3.5238329865183715e-08,1.4800099279455026e-07
2005,5.044199691273121e-08,1.3511248653230723e-07
2006,2.4295550404840327e-08,1.540090863727528e-07
2007,4.1942036177466946e-08,1.3661119169228186e-07
2008,4.6406091247508385e-08,1.541193199727786e-07
2009,4.529782904327817e-08,1.2301936180847406e-07
2010,7.038451788066169e-08,1.0959200125171265e-07
2011,8.718656130390912e-08,8.756895653050378e-08
2012,8.544674617860792e-08,7.693611081549534e-08
2013,1.0849696552295285e-07,8.144245100538683e-08
2014,9.354723340404547e-08,9.159833069816159e-08
2015,8.312157487311289e-08,7.647184929737705e-08
2016,1.4810081050420365e-07,6.50400764357073e-08
2017,1.9219270797066201e-07,6.892774706557248e-08
2018,1.1022862778098386e-07,7.047404437798832e-08
2019,8.953966995628448e-08,7.627453157965647e-08
