year,bien_ADV aux_ADP,bien_ADV chauds_ADJ
1870,2.1783650936413324e-06,1.0321287824410774e-08
1871,2.387640734013985e-06,3.292564798584863e-08
1872,2.288917812620639e-06,2.1770421909650395e-08
1873,2.1974622086418094e-06,3.112722168907567e-08
1874,2.321135752936243e-06,1.6131444624534197e-08
1875,2.4419477995252237e-06,5.778742462325681e-08
1876,2.2642325347987935e-06,2.8416270225761764e-08
1877,2.4374360236834036e-06,2.783167118991514e-08
1878,2.388459506619256e-06,2.3552445327368332e-08
1879,2.306881242475356e-06,3.360128886242819e-08
1880,2.3861553017923143e-06,2.1820676820993867e-08
1881,2.4522310013708193e-06,4.392679642251096e-08
1882,2.3819623038434656e-06,2.861815673327328e-08
1883,2.4310497792612296e-06,3.854796659652493e-08
1884,2.4459286578348838e-06,3.630933420595284e-08
1885,2.507996896383702e-06,2.707166935067562e-08
1886,2.48329297392047e-06,3.549405036551434e-08
1887,2.575007783889305e-06,2.0239665943222462e-08
1888,2.6307209282094846e-06,2.282621380800265e-08
1889,2.64075515588047e-06,9.397704836544563e-09
1890,2.6820548555406276e-06,1.8352281472289178e-08
1891,2.8958081657037837e-06,1.6572972327821844e-08
1892,2.8145620944997063e-06,2.382034658410248e-08
1893,2.952344857476419e-06,2.6481190573690583e-08
1894,2.966764668599353e-06,3.150769600779313e-08
1895,2.862453129637288e-06,3.009307292245467e-08
1896,2.7993196454190183e-06,1.8280790214930676e-08
1897,2.826538775480003e-06,2.4472196713531957e-08
1898,3.002888888659072e-06,2.2067583316243145e-08
1899,2.6532375159149524e-06,2.2110313580014918e-08
1900,2.937097860922222e-06,2.0245106924221545e-08
1901,2.9843865831935545e-06,1.2854099118442264e-08
1902,3.038974682567641e-06,2.4060391012881155e-08
1903,2.926379465861828e-06,2.214090244478939e-08
1904,3.02967623611039e-06,2.364835083312755e-08
1905,2.9927241484983824e-06,6.192911072844254e-09
1906,3.0278670237748884e-06,1.0802787109298606e-08
1907,2.9540492505475413e-06,1.902852098112362e-08
1908,2.8682511583610903e-06,1.1787333775714615e-08
1909,3.0172893730195938e-06,1.7053048750881317e-08
1910,2.9002706014580326e-06,3.099607326362275e-08
1911,2.87513012153795e-06,1.702519725199636e-08
1912,2.84226030089485e-06,1.8753915753677575e-08
1913,3.075733957302873e-06,1.9090762748419365e-08
1914,2.7001269700122066e-06,2.276892807628883e-08
1915,2.7555201995710377e-06,2.4739600590351074e-08
1916,2.8973936423426494e-06,2.7468654906215306e-08
1917,2.914875722126453e-06,1.864292187292449e-08
1918,2.9003099371038843e-06,2.986458014220261e-08
1919,2.8176016257930314e-06,1.012863304339362e-08
1920,2.951655915239826e-06,1.9687803387569147e-08
1921,2.96927419185522e-06,1.1359120755116692e-08
1922,3.0065086775721284e-06,2.0658220023506146e-08
1923,2.5499507501081098e-06,2.229349149729387e-08
1924,2.7755668270401657e-06,2.707241186783449e-08
1925,2.5383794763911283e-06,6.598906754362588e-09
1926,2.8043684778822353e-06,1.89484357093761e-08
1927,2.7036869596486213e-06,5.2401357919507063e-08
1928,2.5925687623384874e-06,1.7139061725401916e-08
1929,2.708232841541758e-06,2.2280811862174232e-08
1930,2.642706704136799e-06,1.3654684494213143e-08
1931,2.75211255029717e-06,7.983749661377715e-09
1932,2.7453638722363394e-06,2.849479585620429e-08
1933,2.7644296096696053e-06,1.3764794637438627e-08
1934,2.906731424445752e-06,1.5576054224197833e-08
1935,2.9310328955034493e-06,8.377798899061872e-09
1936,2.800809170366847e-06,8.487299751891442e-09
1937,2.7776006845670054e-06,1.0072894518486919e-08
1938,2.9431037091853796e-06,3.1116513810047763e-08
1939,2.7697524274117313e-06,1.988226472349197e-08
1940,2.6575005449558375e-06,7.607348528892999e-09
1941,2.626837385832914e-06,5.9030051957620344e-09
1942,2.6822431209438946e-06,1.2136847082899749e-08
1943,2.9438804176606936e-06,2.9032352077962287e-09
1944,2.7504872832651017e-06,6.4263723231761105e-09
1945,2.544492645029095e-06,1.5249527862692958e-08
1946,2.483524895069422e-06,1.9489545977080525e-08
1947,2.5868289412755985e-06,2.622591566137089e-08
1948,2.8169060897198506e-06,2.717971980814582e-08
1949,2.637830220919568e-06,7.853606653895895e-09
1950,2.859848791558761e-06,1.701657836861159e-08
1951,2.808213139360305e-06,2.1322803078760444e-08
1952,2.912474883487448e-06,9.490323193972472e-09
1953,2.9498739877453772e-06,1.0773827163745864e-08
1954,2.828172000590712e-06,7.818028890937967e-09
1955,2.8691802071989514e-06,1.1262729415761896e-08
1956,2.949490180981229e-06,2.0058624983221307e-08
1957,2.815726475091651e-06,2.03205861026845e-08
1958,2.987107109220233e-06,9.926692356998501e-09
1959,2.9344330414460273e-06,1.7826719656000023e-08
1960,2.6742100089904852e-06,1.591791587429725e-08
1961,2.932818006229354e-06,6.25334317660986e-09
1962,2.8107551770517603e-06,1.1415521861124489e-08
1963,2.8437702894734684e-06,1.8104948651398445e-08
1964,2.768205604297691e-06,1.034274621503073e-08
1965,2.725624881350086e-06,1.2038495533772675e-08
1966,2.745719257291057e-06,1.7171132071780448e-08
1967,2.759508788585663e-06,1.627010703941778e-08
1968,2.6503844310354907e-06,1.3025106326836067e-08
1969,2.5847143660939764e-06,1.4533624970169967e-08
1970,2.616674464661628e-06,1.4256047897731605e-08
1971,2.640622369654011e-06,1.3359833239690033e-08
1972,2.6630591491993982e-06,1.6416469961200164e-08
1973,2.6860329853661824e-06,1.598829157956061e-08
1974,2.6175785023951903e-06,1.2376257352286757e-08
1975,2.6381326279079076e-06,7.4249242310031605e-09
1976,2.679644012459903e-06,9.712995741040231e-09
1977,2.52995459959493e-06,1.2928920156696222e-08
1978,2.499206857464742e-06,1.128712323605896e-08
1979,2.584231424407335e-06,9.363157360553487e-09
1980,2.5475160327914637e-06,1.193881615790815e-08
1981,2.680767920537619e-06,2.1506869174459098e-08
1982,2.7908929496334167e-06,1.1173503899897241e-08
1983,2.634749762364663e-06,1.5788289786655696e-08
1984,2.5040119453478837e-06,1.275781880138993e-08
1985,2.611353693282581e-06,1.564045071233977e-08
1986,2.472725327606895e-06,1.3787316177626963e-08
1987,2.6899815566139296e-06,9.166225112267057e-09
1988,2.628889205880114e-06,1.199310784016916e-08
1989,2.5036813440237893e-06,1.3720305780395847e-08
1990,2.5695837848616065e-06,1.471135746555774e-08
1991,2.48819196713157e-06,1.0550637696837839e-08
1992,2.524105411794153e-06,1.7631821336294706e-08
1993,2.4843345727276755e-06,1.4401939196773128e-08
1994,2.614253617139184e-06,1.160483886764041e-08
1995,2.5035456019395497e-06,1.7351842629409475e-08
1996,2.5425333660678007e-06,1.6548085568501847e-08
1997,2.483275920894812e-06,1.3425704992187093e-08
1998,2.5175722839776427e-06,9.536258005482523e-09
1999,2.4007267711567692e-06,2.102292562256025e-08
2000,2.4241737719421508e-06,1.678851901942835e-08
2001,2.477575208104099e-06,1.664860427297299e-08
2002,2.3860131932451623e-06,1.9715496790695397e-08
2003,2.3630620944459224e-06,2.0417921575699438e-08
2004,2.4768141884123906e-06,1.0571499231559756e-08
2005,2.4883215701265726e-06,2.38698731891418e-08
2006,2.459203869875637e-06,2.0589450144825605e-08
2007,2.3303794023377122e-06,2.157018919035636e-08
2008,2.418651547486661e-06,2.4693150635357597e-08
2009,2.2977919797995128e-06,3.003961168701608e-08
2010,2.2523045117850415e-06,4.818268806161541e-08
2011,2.400689709247672e-06,5.20060190467575e-08
2012,2.1514877062145388e-06,7.182973149610916e-08
2013,2.030204086622689e-06,6.080292536125853e-08
2014,1.8765747427096358e-06,6.474681413237704e-08
2015,1.9051465187658323e-06,7.492025133615243e-08
2016,1.927174707816448e-06,7.788238320927121e-08
2017,1.753381070557225e-06,5.7355936888825454e-08
2018,1.7368107592119486e-06,8.079990720943897e-08
2019,1.7563551182320225e-06,6.70909798827779e-08
