year,son_DET air_NOUN,son_DET cher_ADJ
1860,2.5115007389331367e-06,1.647786159963971e-06
1861,2.4782389971278462e-06,1.862805662611322e-06
1862,2.169085220771194e-06,1.6883714772930603e-06
1863,2.2745503827081848e-06,1.668203388760503e-06
1864,2.256878445905386e-06,1.7069231894595305e-06
1865,2.1660896720732126e-06,1.821548726965716e-06
1866,2.137950218639162e-06,1.7856799647830712e-06
1867,2.274512837630027e-06,1.9246250619886496e-06
1868,2.023866386480222e-06,1.9176591585789993e-06
1869,2.680563682133652e-06,1.8767364409200127e-06
1870,2.18409924457319e-06,1.8652860589440934e-06
1871,1.8183455026132833e-06,1.3945606083254347e-06
1872,2.324597190295208e-06,1.4701082289292344e-06
1873,1.9173172347564105e-06,1.5336143128763524e-06
1874,2.140702434871855e-06,1.3867067494288676e-06
1875,2.025420656082133e-06,1.5659820036262317e-06
1876,2.0943396350503463e-06,1.3361692552393833e-06
1877,2.3663106958338176e-06,1.6884547271445172e-06
1878,1.957268594310335e-06,1.530909008451431e-06
1879,2.1663667695293043e-06,1.7167203978374346e-06
1880,2.0954267370143498e-06,1.5210295352119374e-06
1881,2.084779836764028e-06,1.576483946053031e-06
1882,2.3786346616816445e-06,1.5972923765872338e-06
1883,2.396925211201051e-06,1.6063759353812657e-06
1884,2.157434650484902e-06,1.5540394642243882e-06
1885,1.948515688354746e-06,1.4509125954020874e-06
1886,2.0980211843379948e-06,1.3674890215753521e-06
1887,1.9488839910764e-06,1.3488758199287076e-06
1888,2.1298123726865015e-06,1.4957510261481843e-06
1889,1.9992051534245547e-06,1.3764505126800941e-06
1890,1.9145362699646284e-06,1.3357839261374238e-06
1891,2.028276767873649e-06,1.3883051011021053e-06
1892,2.09305632381529e-06,1.5307707403877657e-06
1893,2.0390516652923907e-06,1.4115090625210769e-06
1894,2.2338957421652594e-06,1.4922045501464254e-06
1895,2.025263782456932e-06,1.325298857324242e-06
1896,2.1264687148914163e-06,1.2708097134606078e-06
1897,1.76607687762953e-06,1.3267427139140864e-06
1898,2.0652996397529932e-06,1.4796598470923072e-06
1899,1.971687261459465e-06,1.344307010597845e-06
1900,1.78520316040931e-06,1.2910149358447143e-06
1901,1.8141046993491727e-06,1.1920779572349716e-06
1902,1.4102335725851844e-06,1.1190537358984898e-06
1903,1.7631719160249304e-06,1.3273741359398628e-06
1904,1.7343915459377968e-06,1.2162776394930574e-06
1905,1.5234560208909897e-06,1.1787173859190148e-06
1906,2.2264030548058145e-06,1.2001382234672064e-06
1907,1.7902237487987804e-06,1.2291395385943815e-06
1908,1.8741860472459848e-06,1.3486674230733797e-06
1909,2.0535172211566532e-06,1.3697449077199053e-06
1910,2.053757199860229e-06,1.5118601979224877e-06
1911,1.769024429165711e-06,1.4418214089317871e-06
1912,1.8456979020697872e-06,1.3982086510822e-06
1913,2.1302108592635705e-06,1.295520332789124e-06
1914,1.8221840178966886e-06,1.5020795993692104e-06
1915,1.4737732669800607e-06,1.2546511047872855e-06
1916,1.5470346852453076e-06,1.448147461502458e-06
1917,1.4530512828514475e-06,1.3477735585354367e-06
1918,1.8320770394097963e-06,1.4438375188774444e-06
1919,1.949301491777078e-06,1.342504303281089e-06
1920,2.0384448760069063e-06,1.3471000741560601e-06
1921,2.056000909078648e-06,1.3078134450950074e-06
1922,2.298226874586362e-06,1.4837027748626497e-06
1923,2.239965013473011e-06,1.531881359539966e-06
1924,2.1206722067290684e-06,1.309789080750079e-06
1925,2.283221647303435e-06,1.4792549656306164e-06
1926,2.3562936775078924e-06,1.5247917026783853e-06
1927,4.604630063909099e-06,1.879759269129977e-06
1928,2.616563548940576e-06,1.7379009076279317e-06
1929,2.3773627617629245e-06,1.2722344147064746e-06
1930,1.8517853561661468e-06,1.354964890509791e-06
1931,1.9411916838407706e-06,1.3777671146186776e-06
1932,1.8894240767508563e-06,1.1923976135364e-06
1933,1.8020409910946e-06,1.0690657079592825e-06
1934,1.7145641493243602e-06,1.292812457975856e-06
1935,1.8550840223952036e-06,1.2458983782437372e-06
1936,1.5992498845207592e-06,1.091224266502877e-06
1937,1.7589791880823213e-06,1.1042410843487005e-06
1938,1.799571819560697e-06,1.244660591481761e-06
1939,1.6777573108583965e-06,1.0461130415251318e-06
1940,1.272963032761254e-06,9.965626635022318e-07
1941,1.9509432434006158e-06,1.183552537753485e-06
1942,1.7507402105820802e-06,1.304711069849418e-06
1943,1.8929093386077511e-06,1.312262357444638e-06
1944,2.2170985118918907e-06,1.3270458651959416e-06
1945,2.3484274151996942e-06,1.1959986672138712e-06
1946,2.1675160155609774e-06,1.2821337112001174e-06
1947,2.2852309768950363e-06,1.2242733955503127e-06
1948,2.0482636529095544e-06,1.0230445894876539e-06
1949,1.985980752294836e-06,9.679569945575395e-07
1950,1.879268346272056e-06,9.295305716250368e-07
1951,2.217571534401941e-06,8.966238738139509e-07
1952,1.9212633191045825e-06,9.057986805061091e-07
1953,1.8444792431182577e-06,8.565192981535574e-07
1954,2.0600505052925655e-06,8.844145114039748e-07
1955,1.846149096706995e-06,8.353191027765661e-07
1956,2.1384238095834007e-06,8.668814714951623e-07
1957,1.81560027812111e-06,8.56115164538096e-07
1958,1.756197264057846e-06,8.280515730874072e-07
1959,1.8268512178565288e-06,8.603329977319163e-07
1960,2.234045098248316e-06,9.536908542884248e-07
1961,1.9413157303915796e-06,9.630149007122668e-07
1962,1.8271176571715841e-06,9.107049159240432e-07
1963,1.724496435429046e-06,8.431733498071026e-07
1964,1.8915057111712485e-06,8.645318745337249e-07
1965,1.5693820358819721e-06,8.443362871091153e-07
1966,3.171120255274218e-06,8.535714375312864e-07
1967,2.1688545217557476e-06,9.76206486313913e-07
1968,1.9735281000521354e-06,9.193928161010945e-07
1969,1.926613606428873e-06,8.45675291571979e-07
1970,1.566785577722385e-06,8.273106315570544e-07
1971,1.7157108942456034e-06,7.450676502429587e-07
1972,1.6924354042657797e-06,6.859006305148796e-07
1973,1.2316497617348432e-06,7.001768533854147e-07
1974,1.1988093007175848e-06,5.833717700021168e-07
1975,1.0549104061396974e-06,5.74003780506871e-07
1976,1.1484188533472661e-06,6.616263910075304e-07
1977,1.109536434285019e-06,5.800383515719432e-07
1978,1.4637616772006368e-06,8.714847670177051e-07
1979,1.5917367832685159e-06,6.817548925397432e-07
1980,1.3991156038173358e-06,7.078012513872523e-07
1981,1.3543002026494833e-06,6.16108546402927e-07
1982,1.3414412549650478e-06,6.12680487677153e-07
1983,1.4335767630768714e-06,6.069018523291447e-07
1984,1.5013632719274028e-06,6.494889772667989e-07
1985,1.3727503898053328e-06,6.183993415120881e-07
1986,1.5094114829139471e-06,7.565040647250498e-07
1987,1.4201538078850717e-06,6.728009598333529e-07
1988,1.5171280907111395e-06,7.387754248355805e-07
1989,1.5191122599844675e-06,6.876616911455358e-07
1990,1.3567141223802537e-06,6.440305622135156e-07
1991,1.3358278820874148e-06,6.27762925198283e-07
1992,1.3901588644671392e-06,6.766211324560345e-07
1993,1.532144729310403e-06,6.924009490205663e-07
1994,1.3952181134868624e-06,7.311048459968106e-07
1995,1.3897741766299987e-06,7.645655628607528e-07
1996,1.2960888327029352e-06,6.971548405232397e-07
1997,1.3085267411838686e-06,7.019725494217255e-07
1998,1.3531950173728546e-06,7.357223497095333e-07
1999,1.4048798817611896e-06,6.681633815119881e-07
2000,1.448230683820384e-06,6.896547244394924e-07
2001,1.293771802579613e-06,6.90040870665598e-07
2002,1.5890690079345404e-06,7.548844731530835e-07
2003,1.6551017978372329e-06,7.304615827763428e-07
2004,1.5623794809016545e-06,7.153380909841189e-07
2005,1.6136935201416236e-06,6.904248355255049e-07
2006,1.724984059592316e-06,7.996942272825436e-07
2007,2.3148008665430098e-06,8.256589314470375e-07
2008,2.666434511411353e-06,8.536166618000607e-07
2009,2.8656837400831137e-06,8.916519895763031e-07
2010,3.7332135320866655e-06,9.929412936315885e-07
2011,4.077119001522078e-06,9.146941160054212e-07
2012,5.375315225819577e-06,1.1322544430925063e-06
2013,5.893978880067152e-06,1.5543793807637485e-06
2014,6.95454383503602e-06,1.44954906033945e-06
2015,6.460873919422738e-06,1.4367841281170968e-06
2016,6.559519647453271e-06,1.6268305174094166e-06
2017,6.481220907517127e-06,1.0902660001477216e-06
2018,7.994285965651216e-06,1.3787614214777477e-06
2019,7.478730879029172e-06,1.3545745360943329e-06
