year,bien_ADV armer_VERB,bien_ADV charmer_VERB
1866,3.989802621617855e-08,8.75810357570117e-09
1867,2.9602150064533816e-08,7.279217228983725e-09
1868,5.433861360870651e-09,2.4699371437009177e-09
1869,1.7580669364747337e-08,2.441759683335931e-09
1870,2.408300403544672e-08,4.013834153937523e-09
1871,2.6552942955504477e-08,1.0621176826930423e-08
1872,1.6327815544059376e-08,0.0
1873,8.380406590902112e-09,3.591602570907071e-09
1874,4.779687312606029e-09,1.0156835372754358e-08
1875,1.7736734747586524e-08,3.432916173551348e-09
1876,1.0278225381910033e-08,2.418405919968336e-09
1877,6.184816214727107e-09,1.608052180301911e-08
1878,1.268208649207736e-08,1.2078177569208037e-08
1879,1.3440515367335593e-08,0.0
1880,1.4119262203848848e-08,6.417846254436199e-10
1881,2.7890030285249168e-09,1.3945015142624584e-09
1882,5.989846840748214e-09,3.3276925659464496e-09
1883,5.687405213450347e-09,1.2638677882037541e-09
1884,9.242375753615306e-09,1.9805090900604227e-09
1885,9.023890079618013e-09,1.933690763067375e-09
1886,1.4197620856748472e-08,5.808117542471791e-09
1887,1.5016526688782506e-08,1.3057849246322917e-09
1888,1.8387781963724592e-08,1.268122939990235e-09
1889,9.397704836544563e-09,5.012109394186837e-09
1890,4.5880703680722945e-09,9.176140736144589e-09
1891,5.736798147637501e-09,5.736798147637501e-09
1892,2.382034658410248e-08,1.8805537127519756e-09
1893,6.15841644346915e-09,4.926733243593162e-09
1894,1.1342770278588432e-08,1.8904617871129403e-09
1895,9.629783193076946e-09,1.2037228991346183e-09
1896,4.1279202278587945e-09,4.1279202278587945e-09
1897,6.992056267307589e-09,4.661370844871726e-09
1898,6.7900258748920805e-09,4.52668391659472e-09
1899,9.949641111006713e-09,1.1055156790007459e-09
1900,8.30568502863116e-09,3.633737311048435e-09
1901,7.824234593556412e-09,3.353243460679778e-09
1902,9.329538919189417e-09,0.0
1903,5.940242076007962e-09,2.7001101354784396e-09
1904,3.2247751136083025e-09,5.374625189347171e-10
1905,2.0643036169332163e-09,9.28936660926638e-09
1906,1.800464666246171e-08,1.5432553013283723e-09
1907,6.1714118260169926e-09,3.0857059130084963e-09
1908,4.4202499438483756e-09,4.911389073214423e-10
1909,1.4852655993990993e-08,2.2003934230241384e-09
1910,1.068830179917768e-08,1.068830135508847e-09
1911,5.3203743632934675e-09,6.384448969498635e-09
1912,6.251305251225858e-09,2.6047106693738442e-09
1913,9.545381374209683e-09,1.2196876397752021e-08
1914,4.018046340092951e-09,6.696743715117748e-10
1915,1.295883844676382e-08,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.9526840588923733e-08,3.44591288836682e-09
1919,4.603924352863942e-09,9.207848372660976e-10
1920,2.2716695191604686e-09,6.057785384427916e-09
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,7.377935595798135e-09,7.377935484775833e-10
1923,4.246379248229459e-09,0.0
1924,1.289162443462999e-09,9.02413699321869e-09
1925,4.399271169575059e-09,5.499089184013428e-09
1926,3.343841648018042e-09,4.458455382660986e-09
1927,1.0034302277972529e-08,2.2298449753321847e-09
1928,6.8556245125250825e-09,0.0
1929,1.7824650200282122e-08,1.1140406375176326e-09
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,1.4247397928102146e-08,3.287861094491973e-09
1933,4.588264879146209e-09,0.0
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,8.377798899061872e-09,4.787313656606784e-09
1936,3.6374143697059935e-09,3.6374143697059935e-09
1937,1.1332006444320086e-08,1.2591118370153254e-08
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,0.0
1942,1.517105907566929e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,0.0
1946,2.7842208538686464e-09,2.7842208538686464e-09
1947,4.7683483828109274e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,9.571825110299415e-09,0.0
1951,1.5992101864981123e-08,4.264560704569931e-09
1952,2.1089607837865287e-09,0.0
1953,0.0,1.0773827385790469e-09
1954,5.863521668203475e-09,4.886268278880834e-09
1955,2.815682353940474e-09,0.0
1956,0.0,8.72114158667614e-10
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,1.3235589513271862e-08,1.6544486891589827e-09
1959,1.5501495642666896e-09,0.0
1960,4.152500121534786e-09,4.844583401109048e-09
1961,8.33779090214648e-09,2.08444772553662e-09
1962,8.244543714397423e-09,2.5367825617905737e-09
1963,6.466053470433053e-09,0.0
1964,7.300761772910391e-09,0.0
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,6.092982118843793e-09,5.539074754423723e-10
1967,6.902469706915326e-09,1.9721342336964653e-09
1968,3.5931326802796093e-09,8.084548142051062e-09
1969,5.904285060864822e-09,1.8167031212712459e-09
1970,2.7592350626548523e-09,1.3796175313274261e-09
1971,2.569198631618974e-09,2.569198631618974e-09
1972,7.69522046084603e-09,4.104117490300041e-09
1973,1.6539611902288698e-09,1.102640756478479e-09
1974,3.937900228123681e-09,2.2502286700643026e-09
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,5.142174241967723e-09,2.285410749536254e-09
1977,5.289103821581875e-09,1.7630346071939584e-09
1978,7.72276909088987e-09,0.0
1979,8.192762912528906e-09,1.7555920051037788e-09
1980,5.116635559687666e-09,5.685150683554241e-10
1981,4.427884725544118e-09,0.0
1982,4.966001831974154e-09,1.8622506869903077e-09
1983,3.78918940668882e-09,1.2630632095778083e-09
1984,5.219107812592938e-09,1.739702604197646e-09
1985,1.0226449020933615e-08,1.2031116103372597e-09
1986,4.7955883708539204e-09,5.994485463567401e-10
1987,6.110816852533674e-10,6.110816852533674e-10
1988,2.99827696004229e-09,2.398621523624911e-09
1989,2.7440609784434855e-09,2.1952488715726304e-09
1990,7.628111475810329e-09,5.44865097484859e-10
1991,5.8614650910726596e-09,5.861465202094962e-10
1992,4.4079553340736766e-09,2.7549720282848966e-09
1993,3.877445031719162e-09,7.200969598386564e-09
1994,2.637463358823311e-09,4.2199412852994556e-09
1995,5.4224509327127635e-09,2.1689803286761844e-09
1996,4.804283193493575e-09,4.804283193493575e-09
1997,1.917957792585412e-09,4.79489448146353e-10
1998,4.291316191284977e-09,1.9072516899143466e-09
1999,3.1991407301035224e-09,4.113180906983871e-09
2000,2.2090156370779823e-09,8.836062992401139e-10
2001,3.5049694258049158e-09,4.3812117822561447e-10
2002,8.76244299341522e-10,8.76244299341522e-10
2003,7.91715315529018e-09,1.2500769308587678e-09
2004,4.845270407116686e-09,1.3214374039449694e-09
2005,2.702249757291497e-09,2.702249757291497e-09
2006,2.4707338397433887e-09,4.1178899179428186e-10
2007,3.595031605740928e-09,3.994479469415779e-10
2008,2.9802078582719105e-09,2.554463751636149e-09
2009,1.430457752249481e-09,1.907277002999308e-09
2010,3.7790344187271785e-09,1.8895172093635892e-09
2011,1.529588788962144e-09,7.64794394481072e-10
2012,2.382976926895708e-09,6.808505426114664e-10
2013,4.183687618564136e-09,1.3945624655065103e-09
2014,5.630157673408576e-09,1.9489005964601347e-09
2015,7.536356427806368e-09,1.7732603163622684e-09
2016,7.042556315894899e-09,3.935546111222266e-09
2017,3.5218559180094644e-09,2.5156112748447867e-09
2018,1.0325866384164328e-08,2.0651733656507076e-09
2019,6.377469219387422e-09,3.3162841361900064e-09
