year,ton_DET art_NOUN,ton_DET char_NOUN
1865,7.436814275507686e-08,9.50782552688878e-08
1866,9.098696462928046e-08,1.746755060594296e-07
1867,5.7263173758315133e-08,1.0239432413072791e-07
1868,8.051994437874299e-08,7.55800723117872e-08
1869,8.79033474898705e-08,8.936840278916947e-08
1870,6.020750875634917e-08,4.2259940746802727e-07
1871,8.39073006630997e-08,4.673317932635257e-08
1872,5.442605210959073e-08,3.4832673012630266e-07
1873,5.3275439504396616e-08,8.380406091301751e-08
1874,7.16953081347782e-08,8.364452552811485e-08
1875,8.58229067257632e-08,6.923047624063372e-08
1876,1.1245587683283986e-07,6.711076405707672e-08
1877,1.0514187565036082e-07,9.215375684767935e-08
1878,7.126124373924014e-08,1.1897004670302636e-07
1879,4.948553522510224e-08,5.315113127402071e-08
1880,1.2835692508872398e-07,7.380523325828392e-08
1881,9.064260009239433e-08,5.0899305881202395e-08
1882,9.583754589925775e-08,5.1912003140586194e-08
1883,1.1311616826548132e-07,5.6242115520355185e-08
1884,6.535679908381553e-08,6.13957817918731e-08
1885,4.705314010644557e-08,4.7697702676430254e-08
1886,1.2132512189344524e-07,6.77613698485402e-08
1887,8.487602265461192e-08,4.8966935006777845e-08
1888,6.530833296380933e-08,4.945679532575298e-08
1889,8.771191151168978e-08,5.2000635575311094e-08
1890,6.816561853861813e-08,4.260351060825229e-08
1891,8.605197043820567e-08,3.697047656903152e-08
1892,7.271474666836752e-08,4.7013844373111624e-08
1893,7.328515805316016e-08,3.140792365075029e-08
1894,5.230277633216929e-08,7.750892994096148e-08
1895,5.356566989966893e-08,5.4769391688580527e-08
1896,7.72510810875815e-08,5.484236864639058e-08
1897,7.8660629565519e-08,3.0881581292163673e-08
1898,6.959776321924238e-08,3.960848360406999e-08
1899,5.306475436839264e-08,4.2009595802028343e-08
1900,8.980521659651686e-08,5.191053276121238e-08
1901,5.924063112283662e-08,3.0179190924073396e-08
1902,6.874397462386383e-08,3.240787410652146e-08
1903,8.100330184390714e-08,5.994244434148754e-08
1904,5.643356626450213e-08,4.3534463145533664e-08
1905,7.844354055208669e-08,3.715746643706552e-08
1906,6.73888178037707e-08,2.41776678677752e-08
1907,6.737124813582795e-08,5.348557274853505e-08
1908,1.0019233775970804e-07,4.272908493696548e-08
1909,7.811396462997777e-08,5.721023033089523e-08
1910,9.138497814031865e-08,4.061554625955921e-08
1911,7.395320145153761e-08,4.4159105705432466e-08
1912,5.886645970676341e-08,4.7926675961207366e-08
1913,1.0712039216764779e-07,3.393913572402596e-08
1914,6.964613341597925e-08,3.817143756634778e-08
1915,5.536958258556268e-08,2.2383447872975637e-08
1916,4.614734194774428e-08,3.406113324722071e-08
1917,7.676497215669542e-08,3.1802629529842363e-08
1918,1.0452602516863863e-07,2.5270028736201766e-08
1919,1.3903850493157677e-07,4.143531939782008e-08
1920,9.541011802838284e-08,4.164727585020955e-08
1921,1.453967461984007e-07,3.7106463290914604e-08
1922,8.263287981646883e-08,5.0907753901263675e-08
1923,1.6879356934396128e-07,9.342034212878048e-08
1924,1.4180786578332771e-07,6.574728672603669e-08
1925,8.908524251616257e-08,5.279125248058847e-08
1926,1.3598288861604857e-07,4.681378307225259e-08
1927,1.0257287130777115e-07,5.3516280407173156e-08
1928,8.912312088327212e-08,3.884854038460617e-08
1929,9.246536936124983e-08,5.3473950600846365e-08
1930,8.402882478719675e-08,2.8359729342675166e-08
1931,6.615106951102234e-08,5.1324104077821175e-08
1932,8.548438534816682e-08,3.3974561830518724e-08
1933,4.5882648125328274e-08,1.605892663292252e-08
1934,5.391711255242626e-08,4.553000465534751e-08
1935,5.864459051707627e-08,6.343190506186147e-08
1936,6.668592744674129e-08,5.334874497719966e-08
1937,8.561960496145105e-08,3.5255131702882636e-08
1938,9.464606520737107e-08,9.594258543188516e-08
1939,4.129393804674919e-08,2.7529289958749814e-08
1940,4.05725257834888e-08,2.2822045586678996e-08
1941,8.854507882460894e-08,5.017554371988808e-08
1942,9.102635112334667e-08,7.888950892542823e-08
1943,9.000029432826295e-08,4.645176332473966e-08
1944,8.03296504869877e-08,5.1410978585408884e-08
1945,9.367567210816219e-08,3.267756198965799e-08
1946,7.517396394263187e-08,3.7586979750869887e-08
1947,5.1259744004994445e-08,6.67568780254868e-08
1948,7.50160236151487e-08,5.109787326595949e-08
1949,5.595694796411976e-08,4.515823803785679e-08
1950,1.1698897939282915e-07,7.8701674732784e-08
1951,6.716683209617713e-08,8.529121409139861e-09
1952,6.748674286072287e-08,2.1089608281954497e-08
1953,6.14108174312733e-08,4.5250075686453783e-08
1954,7.818029157391493e-08,2.834035384147171e-08
1955,4.5050918551226005e-08,3.566531070475776e-08
1956,8.023449904470681e-08,3.401245152190313e-08
1957,7.156380599226964e-08,3.180613572517643e-08
1958,7.85863135122078e-08,6.452349987640105e-08
1959,5.8130607105688625e-08,2.9452841276977892e-08
1960,7.543708435697738e-08,4.429333189115425e-08
1961,7.642975075050629e-08,2.6403005282116254e-08
1962,7.800606605101734e-08,2.72704117065814e-08
1963,8.341208612705486e-08,4.2029344893279585e-08
1964,6.50984610661709e-08,3.224503286602953e-08
1965,9.411914803081345e-08,4.322914171073222e-08
1966,6.646889727512928e-08,3.489617261820399e-08
1967,9.416940738304902e-08,4.8317287948407284e-08
1968,1.1003968580780565e-07,5.6142698323657925e-08
1969,7.720988026704845e-08,5.223021429245911e-08
1970,6.944074648629339e-08,4.828661426259373e-08
1971,8.68389200547881e-08,4.3676376959567165e-08
1972,7.643918831234942e-08,3.539801268770404e-08
1973,6.781240990960669e-08,3.252790281571549e-08
1974,5.45680457486597e-08,4.669224501485658e-08
1975,5.140332115516344e-08,2.9699696924012642e-08
1976,5.942067782260807e-08,4.627956828873181e-08
1977,5.289103621741731e-08,2.3507126578614645e-08
1978,6.534650753842186e-08,4.811879139587916e-08
1979,4.857137991809424e-08,3.9208220004027794e-08
1980,5.969408412020982e-08,3.013129928897129e-08
1981,6.452060508088664e-08,3.921840552312261e-08
1982,7.200702611953602e-08,5.152226723037501e-08
1983,6.189009904566944e-08,2.9681984980989284e-08
1984,6.610869629497529e-08,8.060621592420603e-08
1985,6.196024626703434e-08,3.910112700289403e-08
1986,4.8555334031252784e-08,4.3160296780975216e-08
1987,3.972031037413615e-08,4.888653609702587e-08
1988,6.536243479793313e-08,3.7778288886070044e-08
1989,6.585746525900049e-08,4.9941913382589576e-08
1990,5.612110332009479e-08,2.45189291092629e-08
1991,7.971592363986701e-08,3.458264635769481e-08
1992,5.509944034365333e-08,4.738551839800209e-08
1993,4.92989451483794e-08,4.542150233710629e-08
1994,4.747434001473039e-08,5.327675700605994e-08
1995,7.211859487377126e-08,4.609083192885777e-08
1996,6.832757737385009e-08,3.202855225481471e-08
1997,5.8497714561234204e-08,3.116681412951294e-08
1998,6.723062084823539e-08,4.243635132183954e-08
1999,4.4787970221449314e-08,5.8041554451548905e-08
2000,6.008522879241696e-08,3.9320481426408094e-08
2001,8.324302136486494e-08,3.504969270373692e-08
2002,8.543381557757357e-08,6.046085715416538e-08
2003,5.792023016759629e-08,4.833630673495293e-08
2004,7.840528359892573e-08,5.24170176152694e-08
2005,7.025849280140051e-08,4.5938246429066965e-08
2006,7.535738788533308e-08,4.9826468451197314e-08
2007,7.230007925684845e-08,5.3126576249340474e-08
2008,7.833689097402896e-08,5.151501916711432e-08
2009,7.533744095233885e-08,7.199971019389295e-08
2010,7.274641022902983e-08,5.668551461557314e-08
2011,6.730190538206671e-08,7.800902457333336e-08
2012,9.804247835809576e-08,1.1676586664233213e-07
2013,1.0738131361875958e-07,1.3750385918775976e-07
2014,1.2343037236739463e-07,1.327417852303725e-07
2015,1.241282230335372e-07,1.327728622602109e-07
2016,1.4872221498762883e-07,1.5265776309725254e-07
2017,9.30776167251679e-08,1.6175380324057187e-07
2018,1.1771488384049178e-07,1.4404584841587464e-07
2019,1.410696228720809e-07,1.9336486734022884e-07
