year,bien_ADV au_ADP,bien_ADV chaud_ADJ
1897,1.0633169779339369e-05,2.20832447439534e-07
1898,1.0906479531058721e-05,2.1501747937691107e-07
1899,1.0903148790930572e-05,2.686403206553223e-07
1900,1.0728869028753252e-05,2.1387138815498474e-07
1901,1.06007195768143e-05,1.9616473423411662e-07
1902,1.0345476880502247e-05,1.9641134940684424e-07
1903,1.1073151540585968e-05,1.8036735127680004e-07
1904,1.1088389214819472e-05,2.0101097675251367e-07
1905,1.0912424784237373e-05,1.811426386666426e-07
1906,1.1078001648456848e-05,2.0268086586838763e-07
1907,1.0957341942230414e-05,1.959423343578237e-07
1908,1.1260341807428631e-05,2.141365627039704e-07
1909,1.1125189530503121e-05,2.167387549434352e-07
1910,1.1341890967742074e-05,1.8918292710168316e-07
1911,1.1159484756717575e-05,1.9259753969436133e-07
1912,1.1208590876776725e-05,2.0681402190803055e-07
1913,1.1233323334636225e-05,2.2802855426107271e-07
1914,1.124115408401849e-05,1.8817850389041268e-07
1915,1.087482178263599e-05,1.9909487036784412e-07
1916,1.1306098258501152e-05,2.582053468813683e-07
1917,1.1890894029420451e-05,2.248116999226113e-07
1918,1.1953871421610529e-05,2.1594387078494037e-07
1919,1.2070568232047663e-05,2.062558053239627e-07
1920,1.170288385310414e-05,2.2943862632018863e-07
1921,1.1584788808249868e-05,1.9461960221178742e-07
1922,1.241558970832557e-05,2.1100895253312046e-07
1923,1.1517242114678083e-05,1.6879357644938864e-07
1924,1.1456786296548671e-05,2.0497682839959452e-07
1925,1.113125620122446e-05,2.408600892067625e-07
1926,1.1911878004866594e-05,1.8168205428992223e-07
1927,1.1645365589174617e-05,5.485418910211592e-07
1928,1.1771107665481395e-05,2.319486327451159e-07
1929,1.16272424293129e-05,2.8185229439259274e-07
1930,1.1379603733985277e-05,1.5965477473400824e-07
1931,1.1518269730004249e-05,1.8020463699031097e-07
1932,1.1748623137464165e-05,1.7425662690584431e-07
1933,1.1698928346959292e-05,1.835306022712757e-07
1934,1.1535865496625775e-05,2.3244265889843518e-07
1935,1.1763626957872475e-05,1.8311475002974476e-07
1936,1.2228986975060252e-05,2.461317194502044e-07
1937,1.1956525668210816e-05,2.165672299270227e-07
1938,1.1946148561037262e-05,2.1262951577227795e-07
1939,1.222300477365934e-05,2.538812395869172e-07
1940,1.1545419852154737e-05,2.0539842182643042e-07
1941,1.2012616025458556e-05,1.8299316195680149e-07
1942,1.2604115909198299e-05,1.9115533689273434e-07
1943,1.2931009564454143e-05,2.5838792794274923e-07
1944,1.3013404213779722e-05,1.767252371109862e-07
1945,1.3800822898701881e-05,2.853840328498336e-07
1946,1.3248715276859002e-05,2.3805088744666136e-07
1947,1.2974675883015152e-05,2.0742315598454297e-07
1948,1.259943041986844e-05,2.065658719629937e-07
1949,1.2680629197348026e-05,1.8750485253349325e-07
1950,1.2726274007945904e-05,1.3825969347180944e-07
1951,1.2678538610089163e-05,1.7058242463008355e-07
1952,1.2893131497548893e-05,2.0773263997853064e-07
1953,1.2966301255801227e-05,2.1978607378514425e-07
1954,1.3220287200965686e-05,1.7004212793381157e-07
1955,1.3193349104767549e-05,1.61432453182897e-07
1956,1.3007582992941025e-05,1.7965551535326085e-07
1957,1.2662375866057118e-05,2.049728777819837e-07
1958,1.3032092056164402e-05,2.001882961621959e-07
1959,1.3104964637022931e-05,1.7129153206951742e-07
1960,1.290250952479255e-05,1.8201791363026132e-07
1961,1.3188995581003837e-05,1.7300916965723445e-07
1962,1.3465241408994189e-05,1.8518512945320253e-07
1963,1.3613628880193573e-05,1.920417815881592e-07
1964,1.3058021522738272e-05,2.0746331585996813e-07
1965,1.3059579032415058e-05,1.745581812429009e-07
1966,1.3390713093031081e-05,1.8888245278958493e-07
1967,1.3260137620818568e-05,1.8587364536415407e-07
1968,1.3489069033312262e-05,1.7830920739925205e-07
1969,1.2887237744507729e-05,1.7349515246678493e-07
1970,1.340252401860198e-05,1.8072989860229427e-07
1971,1.3362916661208146e-05,1.330844980884649e-07
1972,1.3751871392742032e-05,1.6313866524342302e-07
1973,1.370527320432302e-05,1.3452216762743774e-07
1974,1.373877125843137e-05,1.1307398750659559e-07
1975,1.3565336985266185e-05,1.4050240793039848e-07
1976,1.3927864074503304e-05,1.4055275698865444e-07
1977,1.4289983027993003e-05,1.586731031011368e-07
1978,1.4287122212408576e-05,1.9544545182270667e-07
1979,1.4193961533237598e-05,1.5332170733017847e-07
1980,1.429531130270334e-05,1.5236203410040616e-07
1981,1.4963719877414405e-05,1.4295741834757791e-07
1982,1.5065607612996246e-05,1.5084231108630775e-07
1983,1.5250225260388106e-05,1.6482974274367734e-07
1984,1.4890114016452571e-05,1.931069846250466e-07
1985,1.549367152620107e-05,1.9069318568654126e-07
1986,1.5070736253619543e-05,1.5945330744671082e-07
1987,1.4932392105038161e-05,1.5643691142486205e-07
1988,1.5376963347080164e-05,1.559103992576638e-07
1989,1.5225148445097147e-05,1.531186057945888e-07
1990,1.5418592283822363e-05,1.7926062412243482e-07
1991,1.576089334776043e-05,1.4419204319437995e-07
1992,1.5668628066123347e-05,1.7301225341270765e-07
1993,1.595014805388928e-05,1.9054873234836123e-07
1994,1.5779943169036414e-05,1.9147984176015598e-07
1995,1.643599057388201e-05,1.8707454785271693e-07
1996,1.6681537999829743e-05,1.670822911137293e-07
1997,1.7024272437993204e-05,1.927547543800756e-07
1998,1.7402240928277024e-05,1.8691066827614122e-07
1999,1.7054162753993296e-05,1.695544682434047e-07
2000,1.724843650663388e-05,1.647925813585971e-07
2001,1.7100746163123404e-05,1.7700095611417055e-07
2002,1.7197170564031694e-05,1.8182069538852375e-07
2003,1.7532328456582036e-05,1.9792884131675237e-07
2004,1.7897548104883754e-05,2.0350135798707925e-07
2005,1.7936182985067717e-05,2.3374460056402313e-07
2006,1.8157012846131693e-05,2.828990375292051e-07
2007,1.8364219386057812e-05,3.0797437489127333e-07
2008,1.8361059346716502e-05,3.508130248519592e-07
2009,1.8504878653402557e-05,5.659844646288548e-07
2010,1.8679294271350955e-05,6.424358502954419e-07
2011,1.791492627489788e-05,9.873496082946076e-07
2012,1.7454965245633502e-05,1.0907225487244432e-06
2013,1.6906560631468892e-05,9.340780025013373e-07
2014,1.71825911365886e-05,9.497642849964905e-07
2015,1.6716746358724777e-05,9.411579071638698e-07
2016,1.636897195567144e-05,9.360385888612655e-07
2017,1.687044459686149e-05,9.332918011750735e-07
2018,1.7176047094835667e-05,1.021744537865743e-06
2019,1.6918915662245126e-05,9.242228884431825e-07
