year,ton_DET are_NOUN,ton_DET char_NOUN
1967,0.0,4.8317287948407284e-08
1968,8.982831700699023e-10,5.6142698323657925e-08
1969,0.0,5.223021429245911e-08
1970,0.0,4.828661426259373e-08
1971,0.0,4.3676376959567165e-08
1972,0.0,3.539801268770404e-08
1973,0.0,3.252790281571549e-08
1974,0.0,4.669224501485658e-08
1975,0.0,2.9699696924012642e-08
1976,0.0,4.627956828873181e-08
1977,0.0,2.3507126578614645e-08
1978,0.0,4.811879139587916e-08
1979,0.0,3.9208220004027794e-08
1980,0.0,3.013129928897129e-08
1981,0.0,3.921840552312261e-08
1982,0.0,5.152226723037501e-08
1983,0.0,2.9681984980989284e-08
1984,0.0,8.060621592420603e-08
1985,0.0,3.910112700289403e-08
1986,0.0,4.3160296780975216e-08
1987,6.110816852533674e-10,4.888653609702587e-08
1988,0.0,3.7778288886070044e-08
1989,0.0,4.9941913382589576e-08
1990,0.0,2.45189291092629e-08
1991,0.0,3.458264635769481e-08
1992,0.0,4.738551839800209e-08
1993,0.0,4.542150233710629e-08
1994,0.0,5.327675700605994e-08
1995,1.0844901643380922e-09,4.609083192885777e-08
1996,0.0,3.202855225481471e-08
1997,0.0,3.116681412951294e-08
1998,0.0,4.243635132183954e-08
1999,0.0,5.8041554451548905e-08
2000,0.0,3.9320481426408094e-08
2001,0.0,3.504969270373692e-08
2002,8.76244299341522e-10,6.046085715416538e-08
2003,0.0,4.833630673495293e-08
2004,0.0,5.24170176152694e-08
2005,4.5037495954858286e-10,4.5938246429066965e-08
2006,0.0,4.9826468451197314e-08
2007,0.0,5.3126576249340474e-08
2008,0.0,5.151501916711432e-08
2009,0.0,7.199971019389295e-08
2010,4.723793023408973e-10,5.668551461557314e-08
2011,0.0,7.800902457333336e-08
2012,6.808505426114664e-10,1.1676586664233213e-07
2013,0.0,1.3750385918775976e-07
2014,0.0,1.327417852303725e-07
2015,4.433150790905671e-10,1.327728622602109e-07
2016,0.0,1.5265776309725254e-07
2017,0.0,1.6175380324057187e-07
2018,2.5814667070633845e-10,1.4404584841587464e-07
2019,7.65296326310505e-10,1.9336486734022884e-07
