year,mon_DET air_NOUN,mon_DET cher_ADJ
1891,1.332212002935762e-07,2.0862822566414252e-05
1892,1.2537025106951205e-07,1.768911488397862e-05
1893,1.4287526561851394e-07,1.690916496954742e-05
1894,1.1216739892461192e-07,1.6503731330885785e-05
1895,1.0472389000426574e-07,1.9398596577957505e-05
1896,1.4624632260762382e-07,1.7791336631489685e-05
1897,1.1478626049665763e-07,1.7833239326137118e-05
1898,9.902120945426418e-08,1.831892404879909e-05
1899,9.452159055456377e-08,1.819955195969669e-05
1900,1.1627959217719308e-07,1.8088743672706187e-05
1901,9.109644327764954e-08,1.7414510693924967e-05
1902,1.0016979423710382e-07,1.6310981209244346e-05
1903,1.1988489134751035e-07,1.7090077562897932e-05
1904,1.0158041874319679e-07,1.710313244984718e-05
1905,8.566860154601841e-08,1.8311405256099533e-05
1906,7.098974830199722e-08,1.7063774066627957e-05
1907,1.1777111375010918e-07,2.0040117760800058e-05
1908,1.1738220173640457e-07,2.3015751594357425e-05
1909,1.1827114576590247e-07,2.0097293145227013e-05
1910,1.3093168682587475e-07,2.3342181066254852e-05
1911,1.5961122468155509e-07,1.9991306089650607e-05
1912,1.3023552636326485e-07,2.2308825464278925e-05
1913,1.5961999189073595e-07,2.0056967969139805e-05
1914,1.4732836106645664e-07,1.9986431652796455e-05
1915,8.482148650124088e-08,1.5529400570812868e-05
1916,1.1317085935047544e-07,1.7616198420000728e-05
1917,9.979446535801628e-08,1.5856352547416463e-05
1918,1.0108011139209339e-07,1.605106172064552e-05
1919,1.519294960949935e-07,1.5761074337206082e-05
1920,1.1055458104536342e-07,1.599406732566422e-05
1921,1.15105757814149e-07,1.7271922388317762e-05
1922,1.7190590106963555e-07,2.0083478375454433e-05
1923,1.7940952456996229e-07,1.9482387870084494e-05
1924,1.4438619144740983e-07,2.223547471658094e-05
1925,1.6827212601100427e-07,2.3500906991102966e-05
1926,1.6942130898200958e-07,2.302346410942846e-05
1927,2.8876491597884524e-07,2.8161826776340604e-05
1928,1.7824623643747373e-07,1.962194028237718e-05
1929,2.183519605125639e-07,2.4131233658408746e-05
1930,1.7541018415556664e-07,2.1097537683090195e-05
1931,1.1633463614657558e-07,1.7975982700590976e-05
1932,1.632970887399665e-07,1.5263346540450584e-05
1933,1.3879500571079006e-07,1.5519805856456514e-05
1934,1.317973783443449e-07,1.5012919448054163e-05
1935,1.6875280284267546e-07,2.0646487428166438e-05
1936,1.3822174960154143e-07,1.4821251625107834e-05
1937,1.208747373304675e-07,1.4088202533457661e-05
1938,1.1539040922770027e-07,1.6027598576329183e-05
1939,7.799965739963e-08,1.3391470929491334e-05
1940,8.621661695684679e-08,1.1012904906237964e-05
1941,8.854507971278736e-08,1.6162427982635563e-05
1942,1.608132293995368e-07,1.786240454748622e-05
1943,1.5677470432962082e-07,1.762844431141275e-05
1944,1.4780655810398002e-07,1.3662467381436727e-05
1945,1.6338780639557626e-07,1.4968501545808977e-05
1946,2.631088840132634e-07,1.6975394828477874e-05
1947,1.955022828070696e-07,2.5662058760644868e-05
1948,1.5220642346491786e-07,1.8900776922237128e-05
1949,1.688525461673862e-07,1.5495166280743433e-05
1950,1.4889505894899457e-07,1.9458457245491445e-05
1951,1.460612031323194e-07,2.47802972808131e-05
1952,1.697713489789976e-07,1.567590561535326e-05
1953,1.572978778341394e-07,1.6652027625241317e-05
1954,1.6417860493334047e-07,1.9150261778122513e-05
1955,1.7738798696598224e-07,1.8369511508353753e-05
1956,1.8052763017806228e-07,1.7328035937680397e-05
1957,1.378265830354053e-07,1.6475578831887105e-05
1958,1.795076887134428e-07,1.6221869373111986e-05
1959,2.0772004205582562e-07,1.7816643776313867e-05
1960,2.3115583580590737e-07,1.7007256246870384e-05
1961,1.9107437410070816e-07,1.7045224467437947e-05
1962,2.2006589173173552e-07,2.5670971808722243e-05
1963,1.4483959898115017e-07,1.565108232171042e-05
1964,1.6791752344147426e-07,2.4117457996908342e-05
1965,1.8276624391688756e-07,1.619068143554614e-05
1966,1.7558866360900538e-07,1.4119102161203045e-05
1967,2.164417356453896e-07,1.5193322724371683e-05
1968,1.8998688666727048e-07,1.42948292705114e-05
1969,1.5260306707176596e-07,1.1586478194658412e-05
1970,1.6003562830491092e-07,1.2888386208942393e-05
1971,1.4849968632546506e-07,1.588843861100031e-05
1972,1.8571131477074232e-07,1.3854475128027843e-05
1973,1.290089750582979e-07,1.5042776794871315e-05
1974,1.3613883975693852e-07,9.335073627880774e-06
1975,1.2850830444222083e-07,1.1386978258087765e-05
1976,1.2112676817110923e-07,1.0330056284146849e-05
1977,1.2928920334331906e-07,8.937409802456386e-06
1978,1.5564349808983025e-07,1.1037024705728982e-05
1979,1.6619604004119992e-07,1.0397201094747288e-05
1980,1.4610836895911916e-07,1.2966691429028288e-05
1981,1.5244573692285712e-07,1.1761726455006283e-05
1982,1.3159904366233377e-07,8.981014161690837e-06
1983,1.4272613579890958e-07,1.1775538041547406e-05
1984,1.6121243628930415e-07,8.606888513895683e-06
1985,1.2091271806013992e-07,1.1307444310659776e-05
1986,1.7324062717705146e-07,1.0020381751019158e-05
1987,1.6132557068004871e-07,1.0172676638831035e-05
1988,1.4631591138680733e-07,9.466159553994657e-06
1989,1.8934021817074154e-07,1.1477310181362554e-05
1990,1.4602385300932497e-07,8.683515261509456e-06
1991,1.4712277085493497e-07,9.53015614868491e-06
1992,1.5813539100406615e-07,9.074326953850687e-06
1993,1.5066644820649344e-07,1.1935884231206728e-05
1994,1.5033540812225965e-07,1.0373670647823019e-05
1995,1.4694841876661258e-07,1.0137272056454094e-05
1996,1.6868371321976383e-07,1.1029565939679742e-05
1997,1.6014947945564018e-07,7.854996056266828e-06
1998,1.6259320112510522e-07,8.918308822103427e-06
1999,1.5721492374609625e-07,9.550806225888664e-06
2000,1.5772373096467618e-07,8.299714181703166e-06
2001,1.8795399192583773e-07,9.003390459838556e-06
2002,1.914593834584366e-07,9.358289162264555e-06
2003,1.875115316352094e-07,9.088475735552493e-06
2004,2.2552531930841724e-07,8.160756806319114e-06
2005,1.639364910488439e-07,8.308517408295302e-06
2006,2.3430793127943161e-07,1.0958940492855618e-05
2007,2.1050906262587432e-07,9.524037295705057e-06
2008,2.7375337552371093e-07,9.80573486231151e-06
2009,2.9372066379096395e-07,9.710900940262945e-06
2010,4.3364418722546816e-07,9.229346687789075e-06
2011,4.5925904501586956e-07,9.402382374901208e-06
2012,6.243399468530697e-07,1.2798968782590237e-05
2013,6.417776852174484e-07,1.5828005871298956e-05
2014,7.503267838160355e-07,1.7466264125687303e-05
2015,7.671567487932407e-07,2.2092163362685824e-05
2016,8.167293721328406e-07,2.1989967081026407e-05
2017,9.737931421227586e-07,1.1457351547505823e-05
2018,1.1670810451391844e-06,1.809995364965289e-05
2019,1.0614659586849484e-06,2.0576776933012297e-05
