year,son_DET ange_NOUN,son_DET change_NOUN
1920,2.0142136891720952e-07,5.391429098722256e-07
1921,2.17337852603805e-07,4.763258090179079e-07
1922,1.9477748969265463e-07,6.241733228051771e-07
1923,1.603008219497326e-07,3.3971033497337544e-07
1924,2.04976831508219e-07,3.4549553573626213e-07
1925,2.485588197487232e-07,2.342611962191654e-07
1926,2.68621940691105e-07,1.8725512385131537e-07
1927,2.1629496371744494e-07,9.588333105270408e-08
1928,3.667759140846272e-07,9.140833323595388e-08
1929,1.9161499142938965e-07,8.132496476243034e-08
1930,2.7414406500447797e-07,7.982738847722715e-08
1931,1.813451646626163e-07,1.0036714037653383e-07
1932,1.6329709495721545e-07,1.0740346234605624e-07
1933,1.399420757053349e-07,1.066771559976587e-07
1934,2.396316016728406e-07,9.465448336243298e-08
1935,1.771305999653805e-07,8.258115880011019e-08
1936,2.3643193181044353e-07,9.214783425193218e-08
1937,1.447978599244948e-07,4.406891207509034e-08
1938,2.074434268806158e-07,7.260520362706302e-08
1939,2.0646968135196175e-07,6.423501019980904e-08
1940,1.4453962560168065e-07,9.889553354014424e-08
1941,1.8594466633103934e-07,2.9515025090631752e-08
1942,3.0948960372256806e-07,5.158159899210091e-08
1943,2.6129116736939295e-07,4.645176332473966e-08
1944,3.213186143824487e-07,6.105053529381621e-08
1945,2.3309993579800903e-07,4.7927088520083316e-08
1946,2.39442994320882e-07,7.935029167072116e-08
1947,2.813325483685958e-07,4.7683485604466114e-08
1948,3.000641179973229e-07,2.8266908813634473e-08
1949,1.4234661982470698e-07,3.043272656100271e-08
1950,2.4567684686616076e-07,4.892266369793674e-08
1951,2.2602171334540344e-07,2.7719645245838365e-08
1952,2.414760045255093e-07,3.268889103846817e-08
1953,1.486788190341315e-07,3.5553629373907825e-08
1954,2.325863537322448e-07,1.3681550115052232e-08
1955,1.8489647013453236e-07,1.5016972554349195e-08
1956,2.0233048836360013e-07,8.72114114258693e-09
1957,1.9967184672342597e-07,3.0039127463243886e-08
1958,1.8860715123025784e-07,1.9026160202884057e-08
1959,1.7671704277688605e-07,1.6276570535822543e-08
1960,2.408449990554118e-07,2.076250027460702e-08
1961,2.431855685713913e-07,2.0149662549595604e-08
1962,1.9279547647244044e-07,1.1415521694591035e-08
1963,1.9656802319190092e-07,2.5217608001781855e-08
1964,2.707365900356251e-07,2.4335873705094713e-08
1965,2.1176807862843816e-07,1.8057742523502895e-08
1966,1.7392694573459266e-07,1.3847686886059307e-08
1967,2.2482330308548626e-07,3.254021485599168e-08
1968,1.872920365464381e-07,2.2007937222623397e-08
1969,1.648658133346359e-07,2.180043701116574e-08
1970,1.7751079139927128e-07,2.2533753002429435e-08
1971,1.9988365984602297e-07,2.363662909843356e-08
1972,1.9545859242242614e-07,2.61637485010624e-08
1973,1.4168933581970578e-07,1.874489363729026e-08
1974,1.6314158468588857e-07,1.0688586016271984e-08
1975,1.576368573452669e-07,2.3988216746317903e-08
1976,1.714058082136205e-07,1.8854638739185248e-08
1977,1.574977575025116e-07,1.704266772151186e-08
1978,1.663365596371591e-07,2.198018833610149e-08
1979,1.609292641369109e-07,2.633387952144517e-08
1980,1.7510263683462313e-07,1.9329512213062117e-08
1981,2.0115247334473452e-07,1.8344094243616382e-08
1982,1.731893179979238e-07,2.483000827169235e-08
1983,1.83775697326638e-07,1.894594880980094e-08
1984,1.9716629306998357e-07,3.073474508230589e-08
1985,2.2498186602604164e-07,1.864822929409371e-08
1986,2.0321305216342012e-07,2.517683933556114e-08
1987,2.2915563491210378e-07,2.0776778075770608e-08
1988,1.9668696671359953e-07,2.0388282950811742e-08
1989,2.409285637661185e-07,1.7561990306447228e-08
1990,2.081384700147737e-07,1.198703181159999e-08
1991,1.9049762034484274e-07,1.1136783939491579e-08
1992,2.1764279178881907e-07,6.61193322315512e-09
1993,2.1048988796401602e-07,1.606370203521834e-08
1994,2.568889199139335e-07,2.5319648377930548e-08
1995,2.4997497671819247e-07,1.4640617607142303e-08
1996,3.0800791961382856e-07,1.3879040139386234e-08
1997,2.843372377547837e-07,2.3974472185273044e-08
1998,1.9740054835182264e-07,1.3350761940422728e-08
1999,2.253109165906153e-07,1.462464363499727e-08
2000,3.1588924453984646e-07,1.5463109903635086e-08
2001,2.396522784664512e-07,1.3581756691527502e-08
2002,3.141335866985173e-07,1.445803121669087e-08
2003,2.6501630401298826e-07,1.1667384391955693e-08
2004,2.792637783244345e-07,1.4095331846153414e-08
2005,3.0400310357947546e-07,1.4411998705554652e-08
2006,2.8207546165504027e-07,1.7706926758176422e-08
2007,3.5431031797372725e-07,1.9173500842573077e-08
2008,3.359119968848745e-07,9.79211112195344e-09
2009,3.2423709050988236e-07,1.1443661795951243e-08
2010,3.434197619611723e-07,9.447585824773341e-09
2011,3.7933802943257433e-07,8.795135286732148e-09
2012,4.602549594778793e-07,1.1914884689989691e-08
2013,4.93396225209608e-07,1.4782362500742607e-08
2014,6.054584602566138e-07,1.1909948915977964e-08
2015,5.486024114986776e-07,2.1722438625637608e-08
2016,5.764539388053436e-07,1.1392370602436586e-08
2017,7.134273545261749e-07,1.5848351353486834e-08
2018,6.032887682749788e-07,1.6521386314582998e-08
2019,5.043302948593009e-07,1.5816123966061468e-08
