year,son_DET an_NOUN,son_DET champ_NOUN
1910,3.7409056519166484e-08,1.7261606117813244e-06
1911,3.617854271720233e-08,1.77647293853056e-06
1912,4.1675368378513156e-08,1.8238183727703472e-06
1913,7.424185671789374e-08,1.7945317054568477e-06
1914,6.76371111341112e-08,1.6768645707543328e-06
1915,3.062998121805549e-08,1.8389769564919334e-06
1916,3.515987700986045e-08,1.8491899069772444e-06
1917,3.9479127189601115e-08,1.966279938869775e-06
1918,4.020231880730307e-08,1.9676162281712095e-06
1919,3.9593748335509105e-08,1.939172811660228e-06
1920,3.256059644130005e-08,1.995283156475125e-06
1921,4.695103461571648e-08,1.7727801377986907e-06
1922,3.246291635505827e-08,1.9640064223835907e-06
1923,2.866305903737043e-08,1.922548165111948e-06
1924,3.996403508121915e-08,1.794514105313283e-06
1925,4.289289257108919e-08,1.7883036846910727e-06
1926,4.0126098888038086e-08,1.8458005470733951e-06
1927,3.2332752919472796e-08,1.7259000060221297e-06
1928,2.5137290693422187e-08,1.7710364232925713e-06
1929,3.7877380565376484e-08,1.6666047955027352e-06
1930,3.886333299618627e-08,1.9022025909976037e-06
1931,2.737285687004487e-08,1.9252241614253762e-06
1932,3.835837958376942e-08,1.905863371121086e-06
1933,3.6706119699303486e-08,1.8364530660619494e-06
1934,2.156684431042777e-08,1.8631356866194437e-06
1935,2.992071124197082e-08,1.9580112464723243e-06
1936,2.9099315845826368e-08,1.8684185008055465e-06
1937,2.392312392629492e-08,1.762756532741605e-06
1938,2.852347158466273e-08,2.080916928548504e-06
1939,3.823512795264605e-08,2.092226047523127e-06
1940,1.7750480196809804e-08,2.47238838113617e-06
1941,5.31270463177691e-08,2.0099731798950415e-06
1942,4.2478965012193726e-08,2.2180089018775107e-06
1943,4.354852944921106e-08,2.148393996037612e-06
1944,2.8918675454292497e-08,2.030733753599634e-06
1945,1.742803235060819e-08,2.22643122071986e-06
1946,2.7842208538686464e-08,2.2788846933963214e-06
1947,2.980217805870211e-08,2.1731747565922888e-06
1948,3.261566305923225e-08,2.1754646724048143e-06
1949,2.4542519905246252e-08,2.4179291102655043e-06
1950,2.4461331626923766e-08,2.2940473698440655e-06
1951,3.624876732111204e-08,2.115222194731814e-06
1952,4.007025555807786e-08,2.1933192329015583e-06
1953,2.2625038065271497e-08,2.3713193399999e-06
1954,2.9317608785106586e-08,2.2447515348744673e-06
1955,2.5341140741375057e-08,2.327630703291561e-06
1956,1.8314397332019894e-08,2.2605199418990196e-06
1957,1.943708272111877e-08,2.1857884249243398e-06
1958,2.4816729671250926e-08,2.3567620672793055e-06
1959,1.705164498488898e-08,2.294221339127489e-06
1960,2.9067500517676592e-08,2.503957588828598e-06
1961,3.474079651732964e-08,2.3456985331904434e-06
1962,1.775747771048941e-08,2.3465238072617467e-06
1963,2.7157423310164575e-08,2.537925922752038e-06
1964,2.2510682928800207e-08,2.2808798121332075e-06
1965,3.666269171587189e-08,2.4044159658842545e-06
1966,3.4342264032538594e-08,2.461010922161222e-06
1967,4.585212198815469e-08,2.455800114375961e-06
1968,4.805814923791729e-08,2.4154835074341463e-06
1969,3.0883953477944814e-08,2.5038710589342372e-06
1970,3.495030997946458e-08,2.476413342833439e-06
1971,3.442726392854922e-08,2.5820446722946144e-06
1972,3.026786543625093e-08,2.5866201269764133e-06
1973,3.19765822709428e-08,2.8315814546431284e-06
1974,3.431598794012558e-08,2.8375384175660656e-06
1975,3.1413141421410273e-08,2.9219932002888527e-06
1976,3.4281162297755685e-08,2.915041449114142e-06
1977,2.4094806150287695e-08,2.8966657765749915e-06
1978,3.0891073921068823e-08,2.869305717467796e-06
1979,3.39414459871179e-08,3.025470249440332e-06
1980,2.842575275163739e-08,2.818697666384651e-06
1981,3.921840530107801e-08,3.035631266357086e-06
1982,4.469401748696811e-08,3.149065818774943e-06
1983,3.599730202807905e-08,3.1652364356205e-06
1984,3.131464598737921e-08,3.1987330828542326e-06
1985,2.827312228781409e-08,3.2351670142816147e-06
1986,4.07625022069702e-08,3.3227433391402883e-06
1987,4.399788133824245e-08,3.3750042547353587e-06
1988,2.9383113941960914e-08,3.2069570181647578e-06
1989,2.4147736810142817e-08,3.376292696088967e-06
1990,7.79157096619798e-08,3.2642868603716124e-06
1991,3.0479618662315744e-08,3.4524029786098254e-06
1992,2.7549721615116596e-08,3.3924725215683793e-06
1993,3.877445237110422e-08,3.3478969783118373e-06
1994,3.059457520659947e-08,3.365930638210557e-06
1995,3.958388955505043e-08,3.4248198517161654e-06
1996,4.2704737523990843e-08,3.5984080000162066e-06
1997,4.363353844905049e-08,3.542468064665627e-06
1998,5.6263925851673946e-08,3.701021896063139e-06
1999,3.9760751607831324e-08,3.5793814419093906e-06
2000,3.843687301774423e-08,3.617925997900784e-06
2001,2.716351366061076e-08,3.5281897652339467e-06
2002,3.811662852015729e-08,3.689426648634253e-06
2003,3.5418845301116164e-08,3.580636757760658e-06
2004,3.611928783842089e-08,3.70222713286239e-06
2005,4.4136746257805726e-08,3.6282206110627158e-06
2006,3.62374311668745e-08,3.274134158459674e-06
2007,3.8347003267213964e-08,3.464412145604001e-06
2008,2.3415917621560922e-08,3.4165953479714517e-06
2009,2.384096209340214e-08,3.4755354789695048e-06
2010,1.936755145148794e-08,3.894767303336266e-06
2011,1.2619107203626356e-08,3.81249999747979e-06
2012,8.170206400315294e-09,3.8117418341698794e-06
2013,8.646287685820653e-09,4.252857806363863e-06
2014,2.9016966135442246e-08,3.821577649887331e-06
2015,6.871383573248124e-09,3.94373103063117e-06
2016,9.113895860224375e-09,3.928089299165549e-06
2017,6.540589680970044e-09,4.522817832253168e-06
2018,5.162933414126769e-09,4.002564196525782e-06
2019,1.0459050070465992e-08,3.909643822908038e-06
