year,ton_DET air_NOUN,ton_DET cher_ADJ
1877,4.7004602876654644e-08,5.751878839888036e-08
1878,6.039088651377256e-08,5.61635242757319e-08
1879,6.536978158777629e-08,6.659164597522249e-08
1880,7.829772652456768e-08,5.519347912041894e-08
1881,4.2532295019270805e-08,3.974329310096891e-08
1882,5.790185042542362e-08,4.658769481302727e-08
1883,5.434631589196215e-08,3.791603386815723e-08
1884,5.479408571318345e-08,3.895001210452165e-08
1885,5.156508686710026e-08,6.058897406013841e-08
1886,5.3563748991791726e-08,3.74300894723234e-08
1887,6.594214041477642e-08,4.5049580066347517e-08
1888,5.135897751529228e-08,5.3895225837763405e-08
1889,6.077182668207115e-08,4.51089832154139e-08
1890,6.816562159173145e-08,5.636772471007134e-08
1891,6.501704330474922e-08,4.525696351009856e-08
1892,6.080456893542419e-08,4.5760141675899035e-08
1893,3.448713337128595e-08,6.404753372102334e-08
1894,6.049477585534646e-08,4.6001235487480585e-08
1895,4.9954499203863634e-08,5.055636220774318e-08
1896,7.548196956363995e-08,5.7201180236887694e-08
1897,6.642453209693144e-08,3.554295135987928e-08
1898,9.619203122923636e-08,7.016360159539659e-08
1899,7.6833337914195e-08,8.014988495119724e-08
1900,7.475116392541281e-08,4.4123951603580736e-08
1901,5.756400955903018e-08,3.856229868759442e-08
1902,4.173741263713282e-08,3.0934788286529624e-08
1903,5.994244545171057e-08,3.3481367234244885e-08
1904,5.4283715300584845e-08,4.245953721948581e-08
1905,5.109151568483128e-08,3.818961724633141e-08
1906,9.928276401005576e-08,5.710044947981885e-08
1907,8.897119219142269e-08,6.377125494338998e-08
1908,4.813161424976897e-08,6.532147533988564e-08
1909,6.161101540058667e-08,5.005895076237721e-08
1910,7.802459656147676e-08,6.038890210113834e-08
1911,8.459394962301303e-08,5.639596567519334e-08
1912,7.084812914115446e-08,4.7926675073028946e-08
1913,7.477215291373795e-08,6.363587790048086e-08
1914,4.687720611684654e-08,6.161004206806098e-08
1915,9.424609537234119e-08,4.358881955379701e-08
1916,6.043104061603799e-08,4.724608659856244e-08
1917,6.799183305261636e-08,1.40370237766696e-07
1918,5.168869243732388e-08,7.121553124989077e-08
1919,8.839534260118853e-08,8.747456053948e-08
1920,6.436396837727898e-08,7.572231908170579e-08
1921,9.238751808027246e-08,9.390206545667468e-08
1922,9.517536447845032e-08,4.721878532620849e-08
1923,7.006525759578608e-08,7.218844544354397e-08
1924,7.992807038448291e-08,1.9208520107838467e-07
1925,1.1548086753521147e-07,8.138651530487095e-08
1926,8.805449525084441e-08,3.120918601329237e-08
1927,1.4271007930943824e-07,7.358488263164986e-08
1928,7.769708032512312e-08,4.456156144083678e-08
1929,1.2588659537016156e-07,6.907051908200401e-08
1930,6.932378671109518e-08,6.407197838953493e-08
1931,7.185374695239943e-08,4.904303185782055e-08
1932,5.4797681947604815e-08,6.356531168094648e-08
1933,7.111810784721229e-08,4.817677989876756e-08
1934,9.944711365506009e-08,9.345632712154384e-08
1935,6.462873258783475e-08,7.42033590128699e-08
1936,9.093535968673905e-08,3.3949200339833396e-08
1937,5.5400920295767264e-08,5.162358529542388e-08
1938,5.315738027533712e-08,4.9267813606590494e-08
1939,4.28233404292655e-08,5.964679772318959e-08
1940,4.3108311142958655e-08,4.564409250562562e-08
1941,7.083606590185809e-08,6.198155322323373e-08
1942,8.192371581117186e-08,7.282108072104165e-08
1943,5.2258233296242906e-08,8.709705667797607e-08
1944,8.354284197764628e-08,5.462416652335378e-08
1945,8.931866934958066e-08,7.189063477852642e-08
1946,7.099762999729364e-08,6.682130226920435e-08
1947,1.1324827475789334e-07,6.556478915342723e-08
1948,6.631851801053301e-08,4.1313172438606216e-08
1949,8.049947064492358e-08,7.460926454427863e-08
1950,7.657460399101979e-08,9.784532872814111e-08
1951,7.569595572576304e-08,1.1194471971620601e-07
1952,8.541291318664435e-08,5.061505703451985e-08
1953,4.740483960929964e-08,6.033343336042662e-08
1954,8.306655985279576e-08,6.547599196160547e-08
1955,6.663781526583534e-08,3.848099128234139e-08
1956,7.325758932807958e-08,4.622205174165117e-08
1957,8.569986675865948e-08,6.096176141667797e-08
1958,7.031407212032548e-08,6.452350032049026e-08
1959,7.440718263751478e-08,5.425523408320032e-08
1960,7.33608351843884e-08,6.228750093484337e-08
1961,1.0352757295883919e-07,6.531269614029611e-08
1962,9.259256739113653e-08,5.263823799062095e-08
1963,8.1472268931293e-08,7.629943077347434e-08
1964,8.274196883206741e-08,6.388166595705513e-08
1965,7.004215873962494e-08,5.636204614134499e-08
1966,9.250255139647834e-08,5.926809887313311e-08
1967,8.628087444506605e-08,9.071817608230504e-08
1968,1.1902252072815145e-07,8.309119348126615e-08
1969,8.311416710427011e-08,6.403878449745548e-08
1970,6.300253296842584e-08,7.403947632766972e-08
1971,6.37161305938605e-08,5.1897814934420694e-08
1972,6.771793703563844e-08,4.2067203054330093e-08
1973,6.285052633892008e-08,5.8439959538247876e-08
1974,6.863197432593893e-08,3.487854582928662e-08
1975,5.768594801836002e-08,5.311676476438265e-08
1976,4.285145172033822e-08,4.7422273663499936e-08
1977,5.05403221495726e-08,4.7014255599719945e-08
1978,5.287126336739334e-08,4.693067190419953e-08
1979,6.437170529949299e-08,3.920822222447384e-08
1980,5.173487260812237e-08,5.969408212180838e-08
1981,5.1236952236521915e-08,3.0995192634719615e-08
1982,5.0280768881805216e-08,4.531476793800948e-08
1983,5.431171601344431e-08,5.3680185629900734e-08
1984,5.335087971403141e-08,3.769355627625259e-08
1985,4.1507349557434736e-08,5.5343133631424735e-08
1986,5.395036728472746e-08,5.574871630997791e-08
1987,5.7441677636660415e-08,4.888653393209097e-08
1988,5.5767951590013354e-08,4.3774842861665775e-08
1989,6.366221505516023e-08,4.500260297746195e-08
1990,5.121732016277747e-08,4.0320017991035684e-08
1991,5.3925480081318256e-08,4.9822453718206816e-08
1992,5.3997453619558655e-08,3.526364111827718e-08
1993,4.2097975327948234e-08,5.373031264355177e-08
1994,5.8551683945751165e-08,6.910153782513362e-08
1995,7.266084134371908e-08,9.760411145975922e-08
1996,5.071187381133768e-08,6.565853216677908e-08
1997,5.178485995571691e-08,5.7538733777562356e-08
1998,3.6237782552461795e-08,4.6727665736767676e-08
1999,5.529943525317549e-08,4.8901153348879234e-08
2000,5.6109000112769536e-08,4.152949761859759e-08
2001,4.906957240535803e-08,5.520326773478246e-08
2002,5.476526698799944e-08,8.543381557757357e-08
2003,6.292053456036228e-08,5.5003381405072105e-08
2004,5.373845501921437e-08,5.109557776883378e-08
2005,7.16096195674254e-08,6.260211993236453e-08
2006,5.229720301258567e-08,6.135655983285915e-08
2007,7.34984249017856e-08,1.68167588299184e-07
2008,9.408941581412478e-08,2.3288195194481887e-07
2009,8.964202091732432e-08,7.772154120289088e-08
2010,1.3462810777298273e-07,1.1856720316671954e-07
2011,1.2963265527687895e-07,1.2313189934332058e-07
2012,1.5625519989015402e-07,1.5591476820731032e-07
2013,1.8687137348649685e-07,1.6232708510699467e-07
2014,2.0268566913728137e-07,1.7518450867726187e-07
2015,2.101313532065774e-07,1.9505863058100203e-07
2016,2.379969679111582e-07,1.6757141185763658e-07
2017,2.1986442355625968e-07,2.4149868238509953e-07
2018,2.45239335505687e-07,2.5659779190334575e-07
2019,2.147931654761237e-07,2.1402787986346539e-07
