year,un_DET ange_NOUN,un_DET change_NOUN
1987,2.6215404140828014e-06,7.455196426864319e-08
1988,2.6288891881165455e-06,7.135898960619613e-08
1989,2.5470375843994475e-06,1.0811600859028658e-07
1990,2.6698389756774077e-06,1.32947083564261e-07
1991,2.9817273539123335e-06,1.0726480992317988e-07
1992,2.8833537406569576e-06,1.0358694879641916e-07
1993,2.895343808262396e-06,9.195084099689055e-08
1994,3.131196406158665e-06,8.598130474268828e-08
1995,2.844617693398277e-06,9.218166385771553e-08
1996,2.9802568803916074e-06,6.192186896569751e-08
1997,2.8850879605357704e-06,6.664903240416464e-08
1998,3.0144112663776923e-06,7.009150171377598e-08
1999,3.0017080447919398e-06,8.546276286658383e-08
2000,3.0356294136169026e-06,7.333931950626038e-08
2001,2.82281467178791e-06,6.834690347012895e-08
2002,2.995879324174666e-06,7.973822846452094e-08
2003,3.2510332594881675e-06,8.083830815852622e-08
2004,3.2194618313496903e-06,1.0086972190848087e-07
2005,3.028771709878697e-06,7.701411619542853e-08
2006,3.1094185768409943e-06,7.288665382354509e-08
2007,3.5439021317529296e-06,6.750670566990635e-08
2008,3.582635511811816e-06,7.876263374839709e-08
2009,3.450264127735636e-06,5.197329988604338e-08
2010,4.020892667710996e-06,6.896738080630627e-08
2011,4.318794058377762e-06,7.342026181467176e-08
2012,5.229272570517196e-06,1.0825523411028826e-07
2013,5.735277738949662e-06,7.865332762868604e-08
2014,5.872254016381362e-06,6.106555328067031e-08
2015,6.165626141196867e-06,7.248201572274127e-08
2016,6.699542137056369e-06,7.208263386182523e-08
2017,6.333051405960077e-06,7.999644013878537e-08
2018,6.760861509746974e-06,7.847659033721754e-08
2019,5.913699878234979e-06,8.290710251657174e-08
