year,un_DET are_NOUN,un_DET char_NOUN
1841,6.292137255670127e-08,2.5643671293096304e-06
1842,9.391570809924588e-08,2.2834935151649915e-06
1843,7.265500523434554e-08,2.357448185108524e-06
1844,1.5971713107632013e-07,2.1696283099004177e-06
1845,1.2332303644946307e-07,2.2555280523306465e-06
1846,1.176754762521881e-07,2.0303410437350067e-06
1847,9.384208876639377e-08,1.9318527471057223e-06
1848,1.3274615284775138e-07,2.0885394995673323e-06
1849,1.6339858888159142e-07,1.7931947482452415e-06
1850,1.3442211965752904e-07,2.3333779530787524e-06
1851,1.0125618654655e-07,1.9986811459205e-06
1852,1.2825774886593422e-07,1.856807585909337e-06
1853,1.1406389655022053e-07,2.0376231546492818e-06
1854,8.988499344830814e-08,2.0496895309918273e-06
1855,1.1091498564042013e-07,2.3138245239806565e-06
1856,1.0199063016358423e-07,1.891744940252238e-06
1857,9.226052422039999e-08,2.2005842339467563e-06
1858,9.102237541469549e-08,2.0915570964064045e-06
1859,1.1202781236008263e-07,2.006825443601201e-06
1860,9.245911714028665e-08,2.0180804938263464e-06
1861,9.290448810261864e-08,1.978346862330227e-06
1862,1.418647754825031e-07,2.1740550515403356e-06
1863,1.683187182965895e-07,2.1641692029561455e-06
1864,1.4096500455806904e-07,2.2765367901911304e-06
1865,1.0637468372820535e-07,2.197155012595431e-06
1866,8.417510199976164e-08,2.2172599045688912e-06
1867,1.640250335555038e-07,1.991108511845141e-06
1868,1.353525531655464e-07,1.8964176042857162e-06
1869,9.962379388106513e-08,1.7258356201921288e-06
1870,9.28915917519646e-08,2.482269778170121e-06
1871,1.2108142133371302e-07,1.278789758529797e-06
1872,1.1066630656308973e-07,2.177646887702167e-06
1873,6.644465111449449e-08,1.6299889864512807e-06
1874,7.946230157207523e-08,1.5468263114826186e-06
1875,9.440519954662108e-08,1.640361784183142e-06
1876,9.371322651219316e-08,1.7926433670822917e-06
1877,8.102109150254222e-08,2.0688208977048816e-06
1878,8.213160263004227e-08,2.184942307081883e-06
1879,1.2646303693131244e-07,1.7057236405548792e-06
1880,9.370055242818864e-08,2.018412551763049e-06
1881,9.203710221727945e-08,2.0394585718008784e-06
1882,1.1513815967312269e-07,1.799616150321981e-06
1883,1.4471285614270357e-07,2.293920044138531e-06
1884,9.242376020068832e-08,1.7058785104495655e-06
1885,1.6371914757229433e-07,1.7854410749862382e-06
1886,1.2777858227064343e-07,1.4623549056125285e-06
1887,1.2404956895029073e-07,1.408288994753093e-06
1888,1.0905857417142784e-07,1.4900444291754411e-06
1889,1.2655575876152625e-07,1.7404550334276792e-06
1890,1.5075088288796223e-07,1.515374112415202e-06
1891,1.3832057632612305e-07,1.3736443804646115e-06
1892,1.1095266749805432e-07,1.3959976783439743e-06
1893,1.114673375823827e-07,1.3431506467043164e-06
1894,1.0586585896810163e-07,1.3976814692284734e-06
1895,9.509410947572405e-08,1.1429348454328192e-06
1896,7.135404911373655e-08,1.336856442435419e-06
1897,1.1303824309916166e-07,1.420552756314919e-06
1898,1.216546299254162e-07,1.148645999649034e-06
1899,1.1055156967643143e-07,1.2127506749948225e-06
1900,1.225088535061758e-07,1.3398107618911581e-06
1901,1.2798212334352854e-07,1.2233749728807197e-06
1902,1.0164287767011615e-07,1.1102151624697854e-06
1903,9.34238104655094e-08,1.225850049024757e-06
1904,9.835564274141007e-08,1.228101844219509e-06
1905,1.0115087789586141e-07,1.191619290352719e-06
1906,1.1471531824458481e-07,1.2047679831539426e-06
1907,8.948547225440251e-08,1.123197048258362e-06
1908,9.478980600441389e-08,1.1856093173889803e-06
1909,1.2102164137495208e-07,1.2404718354730448e-06
1910,1.1810572808634845e-07,1.469107012042059e-06
1911,1.3354139472010473e-07,1.218365724753312e-06
1912,1.224213976858124e-07,1.1481564783366593e-06
1913,1.4477161336401423e-07,1.4408222526185455e-06
1914,1.151839890134454e-07,1.1779572410830497e-06
1915,9.778032228346945e-08,1.0143235567028341e-06
1916,1.109733647197686e-07,8.746019624084056e-07
1917,1.0966424524028184e-07,9.025367511128479e-07
1918,1.7344428826504554e-07,8.534377755609057e-07
1919,1.390385036548203e-07,1.3388211286269325e-06
1920,1.4462962916184097e-07,1.2918227270120042e-06
1921,1.0223209084836427e-07,1.1472712522220263e-06
1922,1.2690049722152708e-07,1.1561225008449583e-06
1923,1.1040586356259041e-07,1.193232513685416e-06
1924,1.2118126879734348e-07,1.21825847898549e-06
1925,9.348451457391604e-08,1.2647904092943918e-06
1926,9.697140512798796e-08,1.1435938525039546e-06
1927,9.69982593135299e-08,1.1996565625338462e-06
1928,1.4625332145357106e-07,1.1243224129486862e-06
1929,8.021092501309113e-08,1.1418916017191805e-06
1930,1.3654684727359978e-07,1.1995115052343408e-06
1931,1.1405356659111021e-07,1.1907192458693316e-06
1932,1.0630750701956515e-07,1.2066449954772906e-06
1933,8.029463227643419e-08,8.534172852847632e-07
1934,8.626737901806791e-08,1.0615679784109489e-06
1935,1.089113839114475e-07,1.2016157455718712e-06
1936,1.4185915464537402e-07,1.0790995794707214e-06
1937,1.0324717014675855e-07,1.0916499277868752e-06
1938,1.335417136871797e-07,9.905424001033225e-07
1939,9.482311291719725e-08,1.0094073239486079e-06
1940,1.217175815693139e-07,1.3033924659566765e-06
1941,2.1841119535181974e-07,1.4137697590399512e-06
1942,3.4590012876201115e-07,1.4533874193034535e-06
1943,2.4096852158095317e-07,1.7709735047333197e-06
1944,1.6065930807940276e-07,2.9175730844599457e-06
1945,1.1546071476686848e-07,2.0303658203602026e-06
1946,1.2946627681031941e-07,1.4742449323534856e-06
1947,8.344609869759267e-08,1.4781879471570392e-06
1948,1.1632919849624557e-07,1.1524201397605793e-06
1949,8.344457014253237e-08,1.128955947393706e-06
1950,1.6059396301670859e-07,1.1964781734263852e-06
1951,1.1194472115949594e-07,1.465942737866044e-06
1952,1.2970109430909815e-07,1.1198582186011663e-06
1953,1.3144069577197826e-07,1.2551508561386981e-06
1954,1.1042966008290023e-07,1.1277506430928952e-06
1955,9.76103229355374e-08,1.1441056493310953e-06
1956,1.2558444195676088e-07,1.199156983489047e-06
1957,1.4401111131379096e-07,1.1061467546369386e-06
1958,8.520411026724517e-08,1.1208889461045146e-06
1959,9.533419831342371e-08,9.076125451201733e-07
1960,9.82758352474633e-08,9.917554528726669e-07
1961,8.685198760183255e-08,1.0213793686375539e-06
1962,6.659053974900075e-08,1.233510484865974e-06
1963,1.1315593217986475e-07,1.2156179565181446e-06
1964,6.449006278996805e-08,1.1352685156396092e-06
1965,6.073968217279457e-08,1.1836029329970188e-06
1966,4.3758689449724386e-08,1.0623945634335996e-06
1967,4.6345153603688516e-08,1.302594689889247e-06
1968,4.715986617886969e-08,1.2908328876903852e-06
1969,3.9059117246109665e-08,1.2894050840372984e-06
1970,4.2308268943802574e-08,1.111051936675267e-06
1971,3.596878195288866e-08,1.1499734000608441e-06
1972,4.719735197111774e-08,1.1394056400604313e-06
1973,5.182411616511118e-08,1.1202829703904627e-06
1974,3.825388633638127e-08,1.0109152128734422e-06
1975,3.655347269315712e-08,9.76091975246618e-07
1976,4.228009747864192e-08,1.0467180864282e-06
1977,3.702372453062708e-08,9.773087974451755e-07
1978,3.742572596276972e-08,1.1049499732962431e-06
1979,5.617894283105329e-08,1.0545256010630055e-06
1980,3.4679418559058206e-08,1.131913464291756e-06
1981,3.668818771007665e-08,1.1847754421978607e-06
1982,3.9728013434547904e-08,1.1986686523357548e-06
1983,5.052252782800082e-08,9.97819938675093e-07
1984,2.145633087868859e-08,1.2902793713465144e-06
1985,3.609334697785016e-08,1.198900694276972e-06
1986,3.237022216939778e-08,1.1119769993683803e-06
1987,5.377518663696179e-08,1.0920029609451376e-06
1988,3.418035615654347e-08,1.077580730424188e-06
1989,3.786804469996241e-08,1.121772122303355e-06
1990,3.650596192006361e-08,1.0058209660712691e-06
1991,2.9893472863751214e-08,1.040996238543812e-06
1992,2.1488782309120324e-08,1.1631492711217106e-06
1993,1.550978068198816e-08,1.1615717951940496e-06
1994,2.8484603120659813e-08,1.313456742479957e-06
1995,2.1689803453295298e-08,1.102384295847969e-06
1996,3.20285518107255e-08,1.0697537149439995e-06
1997,2.0138555933968405e-08,1.128238679370952e-06
1998,2.8131962537258914e-08,8.997459985948808e-07
1999,1.8280805091919206e-08,9.91276607464897e-07
2000,1.8113928690333125e-08,1.0912537753426932e-06
2001,3.02303612975674e-08,9.919063330698918e-07
2002,2.0153618940366158e-08,1.1461275732926879e-06
2003,1.541761440737588e-08,1.216741505771779e-06
2004,1.673820673731008e-08,1.0752095143118368e-06
2005,2.2969122936977726e-08,1.0219008004241914e-06
2006,1.3177248070483927e-08,1.04223798658154e-06
2007,1.5977917655618512e-08,9.902314666021539e-07
2008,1.7455502904217823e-08,1.0153993201811318e-06
2009,1.4781396995289242e-08,1.0461414490237075e-06
2010,1.0392344762522043e-08,9.532614377860682e-07
2011,1.4148696353410983e-08,9.705240664459325e-07
2012,1.0212758527750054e-08,1.111148066001988e-06
2013,1.5898012406534434e-08,1.1081193704853831e-06
2014,1.1043770259400176e-08,1.2033378382625415e-06
2015,1.2634479462647619e-08,1.1415363161404457e-06
2016,1.470651400659051e-08,1.211733884787236e-06
2017,1.1823373391450787e-08,1.0864925634734846e-06
2018,8.260693684647435e-09,1.0129675374059843e-06
2019,1.122434656330995e-08,1.0703944681722533e-06
