year,mon_DET an_NOUN,mon_DET chant_NOUN
1974,7.875800178691605e-09,1.698922666992786e-07
1975,6.8537762132336866e-09,1.4849848506415242e-07
1976,7.427584769459372e-09,1.3826735045796568e-07
1977,7.052138317753531e-09,1.4221812350001528e-07
1978,2.3762365408686037e-09,1.574256663916529e-07
1979,6.437170796402825e-09,1.913595242264421e-07
1980,4.5481204913322415e-09,1.2336776944454897e-07
1981,6.95810464801383e-09,1.3599931669716625e-07
1982,1.0552753781922775e-08,1.9739856504941145e-07
1983,3.789189517711122e-09,1.6988200179923751e-07
1984,6.378909400694965e-09,1.5193401603497136e-07
1985,4.210890636180409e-09,1.5881073489598663e-07
1986,2.9972427317837003e-09,1.3967151524241217e-07
1987,1.2832715556854168e-08,1.4543744664141656e-07
1988,4.197587666343594e-09,1.4451694396733217e-07
1989,2.7440609784434855e-09,1.9647477222939358e-07
1990,2.724325487424295e-09,1.3567140633163888e-07
1991,5.275318792907768e-09,1.3833057632695045e-07
1992,4.958949806344037e-09,1.6419633702691172e-07
1993,8.308811361157353e-09,1.85009526365576e-07
1994,5.802419100753298e-09,2.4581157354042205e-07
1995,5.964695848348356e-09,1.7568740390272453e-07
1996,1.2277612482236577e-08,1.7669085328186895e-07
1997,3.3564261370244708e-09,1.7309569644297085e-07
1998,8.10581957111367e-09,1.6736133723327384e-07
1999,4.570201245224226e-09,2.5958742666531975e-07
2000,6.185243983658495e-09,1.7804666607723618e-07
2001,2.1906058633724967e-09,1.60352344291681e-07
2002,6.571832356083718e-09,1.9233562809084503e-07
2003,4.16692297333654e-09,1.4875914811085522e-07
2004,6.607186769924667e-09,1.413937958938405e-07
2005,1.3511248786457486e-09,1.3376136132059457e-07
2006,8.235779835885637e-10,1.6018591286748318e-07
2007,2.396687653893892e-09,1.7695543941265157e-07
2008,3.83169571072095e-09,1.3623807215701333e-07
2009,4.291373256748443e-09,1.5162852617933709e-07
2010,1.8895172093635892e-09,1.5824707166878227e-07
2011,1.91198598620268e-09,2.1949598405512916e-07
2012,2.0425516555899748e-09,1.7940411711769855e-07
2013,2.5102124823206395e-09,1.7710944688609231e-07
2014,3.4647123642317368e-09,1.5071498715713005e-07
2015,1.10828768384863e-09,1.5804182162959535e-07
2016,1.8642060672924288e-09,1.7482109726518757e-07
2017,2.26405022507592e-09,1.8363963194545363e-07
2018,1.8070267504555204e-09,1.985147930483322e-07
2019,2.295888978931515e-09,1.5612045278778908e-07
